"Name","UniqueID","TrainingStatusId","TrainingLevel","AttributeType","AttributeValue","Training_NeedCostId","Training_NeedCostCount","Training_NeedUse01Id","Training_NeedItem01Count","Training_NeedUse02Id","Training_NeedItem02Count","Training_Success","Training_Fail","Training_CriticalFail","CriticalFail_Down1Level","CriticalFail_Down2Level","CriticalFail_Down3Level","CriticalFail_Down4Level","CriticalFail_Down5Level","Slot_Bg_Grade"
"2030109","2030109","20301","9","44","225","11","50000","517000413","1","501000015","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030110","2030110","20301","10","44","250","11","50000","517000413","1","501000015","2","500","4500","5000","6000","3500","500","0","0","5"
"2030201","2030201","20302","1","45","25","11","1000","517000411","1","501000023","5","7000","3000","0","0","0","0","0","0","3"
"2030202","2030202","20302","2","45","50","11","1000","517000411","1","501000023","5","5000","5000","0","0","0","0","0","0","3"
"2030203","2030203","20302","3","45","75","11","1000","517000411","1","501000023","5","4000","5500","500","10000","0","0","0","0","3"
"2030204","2030204","20302","4","45","100","11","1000","517000411","1","501000023","5","3500","5500","1000","9000","1000","0","0","0","3"
"2030205","2030205","20302","5","45","125","11","10000","517000412","1","501000024","3","3000","4500","2500","8000","2000","0","0","0","4"
"2030206","2030206","20302","6","45","150","11","10000","517000412","1","501000024","3","2500","4500","3000","6000","3500","500","0","0","4"
"2030207","2030207","20302","7","45","175","11","10000","517000412","1","501000024","3","2000","4500","3500","6000","3500","500","0","0","4"
"2030208","2030208","20302","8","45","200","11","10000","517000412","1","501000024","3","1500","4500","4000","6000","3500","500","0","0","4"
"2030209","2030209","20302","9","45","225","11","50000","517000413","1","501000025","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030210","2030210","20302","10","45","250","11","50000","517000413","1","501000025","2","500","4500","5000","6000","3500","500","0","0","5"
"2030301","2030301","20303","1","32","60","11","1000","517000411","1","517000103","5","7000","3000","0","0","0","0","0","0","3"
"2030302","2030302","20303","2","32","120","11","1000","517000411","1","517000103","5","5000","5000","0","0","0","0","0","0","3"
"2030303","2030303","20303","3","32","180","11","1000","517000411","1","517000103","5","4000","5500","500","10000","0","0","0","0","3"
"2030304","2030304","20303","4","32","240","11","1000","517000411","1","517000103","5","3500","5500","1000","9000","1000","0","0","0","3"
"2030305","2030305","20303","5","32","300","11","10000","517000412","1","517000104","3","3000","4500","2500","8000","2000","0","0","0","4"
"2030306","2030306","20303","6","32","360","11","10000","517000412","1","517000104","3","2500","4500","3000","6000","3500","500","0","0","4"
"2030307","2030307","20303","7","32","420","11","10000","517000412","1","517000104","3","2000","4500","3500","6000","3500","500","0","0","4"
"2030308","2030308","20303","8","32","480","11","10000","517000412","1","517000104","3","1500","4500","4000","6000","3500","500","0","0","4"
"2030309","2030309","20303","9","32","540","11","50000","517000413","1","517000105","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030310","2030310","20303","10","32","600","11","50000","517000413","1","517000105","2","500","4500","5000","6000","3500","500","0","0","5"
"2030401","2030401","20304","1","33","60","11","1000","517000411","1","517000203","5","7000","3000","0","0","0","0","0","0","3"
"2030402","2030402","20304","2","33","120","11","1000","517000411","1","517000203","5","5000","5000","0","0","0","0","0","0","3"
"2030403","2030403","20304","3","33","180","11","1000","517000411","1","517000203","5","4000","5500","500","10000","0","0","0","0","3"
"2030404","2030404","20304","4","33","240","11","1000","517000411","1","517000203","5","3500","5500","1000","9000","1000","0","0","0","3"
"2030405","2030405","20304","5","33","300","11","10000","517000412","1","517000204","3","3000","4500","2500","8000","2000","0","0","0","4"
"2030406","2030406","20304","6","33","360","11","10000","517000412","1","517000204","3","2500","4500","3000","6000","3500","500","0","0","4"
"2030407","2030407","20304","7","33","420","11","10000","517000412","1","517000204","3","2000","4500","3500","6000","3500","500","0","0","4"
"2030408","2030408","20304","8","33","480","11","10000","517000412","1","517000204","3","1500","4500","4000","6000","3500","500","0","0","4"
"2030409","2030409","20304","9","33","540","11","50000","517000413","1","517000205","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030410","2030410","20304","10","33","600","11","50000","517000413","1","517000205","2","500","4500","5000","6000","3500","500","0","0","5"
"2030501","2030501","20305","1","34","60","11","1000","517000411","1","501000023","5","7000","3000","0","0","0","0","0","0","3"
"2030502","2030502","20305","2","34","120","11","1000","517000411","1","501000023","5","5000","5000","0","0","0","0","0","0","3"
"2030503","2030503","20305","3","34","180","11","1000","517000411","1","501000023","5","4000","5500","500","10000","0","0","0","0","3"
"2030504","2030504","20305","4","34","240","11","1000","517000411","1","501000023","5","3500","5500","1000","9000","1000","0","0","0","3"
"2030505","2030505","20305","5","34","300","11","10000","517000412","1","501000024","3","3000","4500","2500","8000","2000","0","0","0","4"
"2030506","2030506","20305","6","34","360","11","10000","517000412","1","501000024","3","2500","4500","3000","6000","3500","500","0","0","4"
"2030507","2030507","20305","7","34","420","11","10000","517000412","1","501000024","3","2000","4500","3500","6000","3500","500","0","0","4"
"2030508","2030508","20305","8","34","480","11","10000","517000412","1","501000024","3","1500","4500","4000","6000","3500","500","0","0","4"
"2030509","2030509","20305","9","34","540","11","50000","517000413","1","501000025","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030510","2030510","20305","10","34","600","11","50000","517000413","1","501000025","2","500","4500","5000","6000","3500","500","0","0","5"
"2030601","2030601","20306","1","35","60","11","1000","517000411","1","501000043","5","7000","3000","0","0","0","0","0","0","3"
"2030602","2030602","20306","2","35","120","11","1000","517000411","1","501000043","5","5000","5000","0","0","0","0","0","0","3"
"2030603","2030603","20306","3","35","180","11","1000","517000411","1","501000043","5","4000","5500","500","10000","0","0","0","0","3"
"2030604","2030604","20306","4","35","240","11","1000","517000411","1","501000043","5","3500","5500","1000","9000","1000","0","0","0","3"
"2030605","2030605","20306","5","35","300","11","10000","517000412","1","501000044","3","3000","4500","2500","8000","2000","0","0","0","4"
"2030606","2030606","20306","6","35","360","11","10000","517000412","1","501000044","3","2500","4500","3000","6000","3500","500","0","0","4"
"2030607","2030607","20306","7","35","420","11","10000","517000412","1","501000044","3","2000","4500","3500","6000","3500","500","0","0","4"
"2030608","2030608","20306","8","35","480","11","10000","517000412","1","501000044","3","1500","4500","4000","6000","3500","500","0","0","4"
"2030609","2030609","20306","9","35","540","11","50000","517000413","1","501000045","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030610","2030610","20306","10","35","600","11","50000","517000413","1","501000045","2","500","4500","5000","6000","3500","500","0","0","5"
"2030701","2030701","20307","1","38","20","11","1000","517000411","1","517000303","5","7000","3000","0","0","0","0","0","0","3"
"2030702","2030702","20307","2","38","40","11","1000","517000411","1","517000303","5","5000","5000","0","0","0","0","0","0","3"
"2030703","2030703","20307","3","38","60","11","1000","517000411","1","517000303","5","4000","5500","500","10000","0","0","0","0","3"
"2030704","2030704","20307","4","38","80","11","1000","517000411","1","517000303","5","3500","5500","1000","9000","1000","0","0","0","3"
"2030705","2030705","20307","5","38","100","11","10000","517000412","1","517000304","3","3000","4500","2500","8000","2000","0","0","0","4"
"2030706","2030706","20307","6","38","120","11","10000","517000412","1","517000304","3","2500","4500","3000","6000","3500","500","0","0","4"
"2030707","2030707","20307","7","38","140","11","10000","517000412","1","517000304","3","2000","4500","3500","6000","3500","500","0","0","4"
"2030708","2030708","20307","8","38","160","11","10000","517000412","1","517000304","3","1500","4500","4000","6000","3500","500","0","0","4"
"2030709","2030709","20307","9","38","180","11","50000","517000413","1","517000305","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030710","2030710","20307","10","38","200","11","50000","517000413","1","517000305","2","500","4500","5000","6000","3500","500","0","0","5"
"2030801","2030801","20308","1","39","20","11","1000","517000411","1","517000403","5","7000","3000","0","0","0","0","0","0","3"
"2030802","2030802","20308","2","39","40","11","1000","517000411","1","517000403","5","5000","5000","0","0","0","0","0","0","3"
"2030803","2030803","20308","3","39","60","11","1000","517000411","1","517000403","5","4000","5500","500","10000","0","0","0","0","3"
"2030804","2030804","20308","4","39","80","11","1000","517000411","1","517000403","5","3500","5500","1000","9000","1000","0","0","0","3"
"2030805","2030805","20308","5","39","100","11","10000","517000412","1","517000404","3","3000","4500","2500","8000","2000","0","0","0","4"
"2030806","2030806","20308","6","39","120","11","10000","517000412","1","517000404","3","2500","4500","3000","6000","3500","500","0","0","4"
"2030807","2030807","20308","7","39","140","11","10000","517000412","1","517000404","3","2000","4500","3500","6000","3500","500","0","0","4"
"2030808","2030808","20308","8","39","160","11","10000","517000412","1","517000404","3","1500","4500","4000","6000","3500","500","0","0","4"
"2030809","2030809","20308","9","39","180","11","50000","517000413","1","517000405","2","1000","4500","4500","6000","3500","500","0","0","5"
"2030810","2030810","20308","10","39","200","11","50000","517000413","1","517000405","2","500","4500","5000","6000","3500","500","0","0","5"
"2040101","2040101","20401","1","1","1000","11","1000","517000411","1","501000013","5","7000","3000","0","0","0","0","0","0","3"
"2040102","2040102","20401","2","1","2000","11","1000","517000411","1","501000013","5","5000","5000","0","0","0","0","0","0","3"
"2040103","2040103","20401","3","1","3000","11","1000","517000411","1","501000013","5","4000","5500","500","10000","0","0","0","0","3"
"2040104","2040104","20401","4","1","4000","11","1000","517000411","1","501000013","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040105","2040105","20401","5","1","5000","11","10000","517000412","1","501000014","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040106","2040106","20401","6","1","6000","11","10000","517000412","1","501000014","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040107","2040107","20401","7","1","7000","11","10000","517000412","1","501000014","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040108","2040108","20401","8","1","8000","11","10000","517000412","1","501000014","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040109","2040109","20401","9","1","9000","11","50000","517000413","1","501000015","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040110","2040110","20401","10","1","10000","11","50000","517000413","1","501000015","2","500","4500","5000","6000","3500","500","0","0","5"
"2040201","2040201","20402","1","6","100","11","1000","517000411","1","501000023","5","7000","3000","0","0","0","0","0","0","3"
"2040202","2040202","20402","2","6","200","11","1000","517000411","1","501000023","5","5000","5000","0","0","0","0","0","0","3"
"2040203","2040203","20402","3","6","300","11","1000","517000411","1","501000023","5","4000","5500","500","10000","0","0","0","0","3"
"2040204","2040204","20402","4","6","400","11","1000","517000411","1","501000023","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040205","2040205","20402","5","6","500","11","10000","517000412","1","501000024","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040206","2040206","20402","6","6","600","11","10000","517000412","1","501000024","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040207","2040207","20402","7","6","700","11","10000","517000412","1","501000024","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040208","2040208","20402","8","6","800","11","10000","517000412","1","501000024","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040209","2040209","20402","9","6","900","11","50000","517000413","1","501000025","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040210","2040210","20402","10","6","1000","11","50000","517000413","1","501000025","2","500","4500","5000","6000","3500","500","0","0","5"
"2040301","2040301","20403","1","22","20","11","1000","517000411","1","517000103","5","7000","3000","0","0","0","0","0","0","3"
"2040302","2040302","20403","2","22","40","11","1000","517000411","1","517000103","5","5000","5000","0","0","0","0","0","0","3"
"2040303","2040303","20403","3","22","60","11","1000","517000411","1","517000103","5","4000","5500","500","10000","0","0","0","0","3"
"2040304","2040304","20403","4","22","80","11","1000","517000411","1","517000103","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040305","2040305","20403","5","22","100","11","10000","517000412","1","517000104","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040306","2040306","20403","6","22","120","11","10000","517000412","1","517000104","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040307","2040307","20403","7","22","140","11","10000","517000412","1","517000104","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040308","2040308","20403","8","22","160","11","10000","517000412","1","517000104","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040309","2040309","20403","9","22","180","11","50000","517000413","1","517000105","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040310","2040310","20403","10","22","200","11","50000","517000413","1","517000105","2","500","4500","5000","6000","3500","500","0","0","5"
"2040401","2040401","20404","1","22","20","11","1000","517000411","1","517000203","5","7000","3000","0","0","0","0","0","0","3"
"2040402","2040402","20404","2","22","40","11","1000","517000411","1","517000203","5","5000","5000","0","0","0","0","0","0","3"
"2040403","2040403","20404","3","22","60","11","1000","517000411","1","517000203","5","4000","5500","500","10000","0","0","0","0","3"
"2040404","2040404","20404","4","22","80","11","1000","517000411","1","517000203","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040405","2040405","20404","5","22","100","11","10000","517000412","1","517000204","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040406","2040406","20404","6","22","120","11","10000","517000412","1","517000204","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040407","2040407","20404","7","22","140","11","10000","517000412","1","517000204","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040408","2040408","20404","8","22","160","11","10000","517000412","1","517000204","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040409","2040409","20404","9","22","180","11","50000","517000413","1","517000205","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040410","2040410","20404","10","22","200","11","50000","517000413","1","517000205","2","500","4500","5000","6000","3500","500","0","0","5"
"2040501","2040501","20405","1","24","40","11","1000","517000411","1","501000023","5","7000","3000","0","0","0","0","0","0","3"
"2040502","2040502","20405","2","24","80","11","1000","517000411","1","501000023","5","5000","5000","0","0","0","0","0","0","3"
"2040503","2040503","20405","3","24","120","11","1000","517000411","1","501000023","5","4000","5500","500","10000","0","0","0","0","3"
"2040504","2040504","20405","4","24","160","11","1000","517000411","1","501000023","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040505","2040505","20405","5","24","200","11","10000","517000412","1","501000024","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040506","2040506","20405","6","24","240","11","10000","517000412","1","501000024","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040507","2040507","20405","7","24","280","11","10000","517000412","1","501000024","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040508","2040508","20405","8","24","320","11","10000","517000412","1","501000024","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040509","2040509","20405","9","24","360","11","50000","517000413","1","501000025","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040510","2040510","20405","10","24","400","11","50000","517000413","1","501000025","2","500","4500","5000","6000","3500","500","0","0","5"
"2040601","2040601","20406","1","26","40","11","1000","517000411","1","501000043","5","7000","3000","0","0","0","0","0","0","3"
"2040602","2040602","20406","2","26","80","11","1000","517000411","1","501000043","5","5000","5000","0","0","0","0","0","0","3"
"2040603","2040603","20406","3","26","120","11","1000","517000411","1","501000043","5","4000","5500","500","10000","0","0","0","0","3"
"2040604","2040604","20406","4","26","160","11","1000","517000411","1","501000043","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040605","2040605","20406","5","26","200","11","10000","517000412","1","501000044","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040606","2040606","20406","6","26","240","11","10000","517000412","1","501000044","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040607","2040607","20406","7","26","280","11","10000","517000412","1","501000044","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040608","2040608","20406","8","26","320","11","10000","517000412","1","501000044","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040609","2040609","20406","9","26","360","11","50000","517000413","1","501000045","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040610","2040610","20406","10","26","400","11","50000","517000413","1","501000045","2","500","4500","5000","6000","3500","500","0","0","5"
"2040701","2040701","20407","1","28","20","11","1000","517000411","1","517000303","5","7000","3000","0","0","0","0","0","0","3"
"2040702","2040702","20407","2","28","40","11","1000","517000411","1","517000303","5","5000","5000","0","0","0","0","0","0","3"
"2040703","2040703","20407","3","28","60","11","1000","517000411","1","517000303","5","4000","5500","500","10000","0","0","0","0","3"
"2040704","2040704","20407","4","28","80","11","1000","517000411","1","517000303","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040705","2040705","20407","5","28","100","11","10000","517000412","1","517000304","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040706","2040706","20407","6","28","120","11","10000","517000412","1","517000304","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040707","2040707","20407","7","28","140","11","10000","517000412","1","517000304","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040708","2040708","20407","8","28","160","11","10000","517000412","1","517000304","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040709","2040709","20407","9","28","180","11","50000","517000413","1","517000305","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040710","2040710","20407","10","28","200","11","50000","517000413","1","517000305","2","500","4500","5000","6000","3500","500","0","0","5"
"2040801","2040801","20408","1","29","20","11","1000","517000411","1","517000403","5","7000","3000","0","0","0","0","0","0","3"
"2040802","2040802","20408","2","29","40","11","1000","517000411","1","517000403","5","5000","5000","0","0","0","0","0","0","3"
"2040803","2040803","20408","3","29","60","11","1000","517000411","1","517000403","5","4000","5500","500","10000","0","0","0","0","3"
"2040804","2040804","20408","4","29","80","11","1000","517000411","1","517000403","5","3500","5500","1000","9000","1000","0","0","0","3"
"2040805","2040805","20408","5","29","100","11","10000","517000412","1","517000404","3","3000","4500","2500","8000","2000","0","0","0","4"
"2040806","2040806","20408","6","29","120","11","10000","517000412","1","517000404","3","2500","4500","3000","6000","3500","500","0","0","4"
"2040807","2040807","20408","7","29","140","11","10000","517000412","1","517000404","3","2000","4500","3500","6000","3500","500","0","0","4"
"2040808","2040808","20408","8","29","160","11","10000","517000412","1","517000404","3","1500","4500","4000","6000","3500","500","0","0","4"
"2040809","2040809","20408","9","29","180","11","50000","517000413","1","517000405","2","1000","4500","4500","6000","3500","500","0","0","5"
"2040810","2040810","20408","10","29","200","11","50000","517000413","1","517000405","2","500","4500","5000","6000","3500","500","0","0","5"
"2050101","2050101","20501","1","40","50","11","1000","517000411","5","903000002","1","7000","3000","0","0","0","0","0","0","3"
"2050102","2050102","20501","2","40","100","11","1000","517000411","5","903000002","1","5000","5000","0","0","0","0","0","0","3"
"2050103","2050103","20501","3","40","150","11","1000","517000411","10","903000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050104","2050104","20501","4","40","200","11","1000","517000411","10","903000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050105","2050105","20501","5","40","250","11","10000","517000412","1","903000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050106","2050106","20501","6","40","300","11","10000","517000412","1","903000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050107","2050107","20501","7","40","350","11","10000","517000412","2","903000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050108","2050108","20501","8","40","400","11","10000","517000412","2","903000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050109","2050109","20501","9","40","450","11","50000","517000413","1","903000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050110","2050110","20501","10","40","500","11","50000","517000413","1","903000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2050201","2050201","20502","1","42","50","11","1000","517000411","5","905000002","1","7000","3000","0","0","0","0","0","0","3"
"2050202","2050202","20502","2","42","100","11","1000","517000411","5","905000002","1","5000","5000","0","0","0","0","0","0","3"
"2050203","2050203","20502","3","42","150","11","1000","517000411","10","905000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050204","2050204","20502","4","42","200","11","1000","517000411","10","905000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050205","2050205","20502","5","42","250","11","10000","517000412","1","905000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050206","2050206","20502","6","42","300","11","10000","517000412","1","905000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050207","2050207","20502","7","42","350","11","10000","517000412","2","905000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050208","2050208","20502","8","42","400","11","10000","517000412","2","905000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050209","2050209","20502","9","42","450","11","50000","517000413","1","905000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050210","2050210","20502","10","42","500","11","50000","517000413","1","905000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2050301","2050301","20503","1","41","50","11","1000","517000411","5","904000002","1","7000","3000","0","0","0","0","0","0","3"
"2050302","2050302","20503","2","41","100","11","1000","517000411","5","904000002","1","5000","5000","0","0","0","0","0","0","3"
"2050303","2050303","20503","3","41","150","11","1000","517000411","10","904000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050304","2050304","20503","4","41","200","11","1000","517000411","10","904000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050305","2050305","20503","5","41","250","11","10000","517000412","1","904000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050306","2050306","20503","6","41","300","11","10000","517000412","1","904000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050307","2050307","20503","7","41","350","11","10000","517000412","2","904000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050308","2050308","20503","8","41","400","11","10000","517000412","2","904000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050309","2050309","20503","9","41","450","11","50000","517000413","1","904000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050310","2050310","20503","10","41","500","11","50000","517000413","1","904000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2050401","2050401","20504","1","43","50","11","1000","517000411","5","903000002","1","7000","3000","0","0","0","0","0","0","3"
"2050402","2050402","20504","2","43","100","11","1000","517000411","5","903000002","1","5000","5000","0","0","0","0","0","0","3"
"2050403","2050403","20504","3","43","150","11","1000","517000411","10","903000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050404","2050404","20504","4","43","200","11","1000","517000411","10","903000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050405","2050405","20504","5","43","250","11","10000","517000412","1","903000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050406","2050406","20504","6","43","300","11","10000","517000412","1","903000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050407","2050407","20504","7","43","350","11","10000","517000412","2","903000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050408","2050408","20504","8","43","400","11","10000","517000412","2","903000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050409","2050409","20504","9","43","450","11","50000","517000413","1","903000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050410","2050410","20504","10","43","500","11","50000","517000413","1","903000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2050501","2050501","20505","1","89","300","11","1000","517000411","5","906000002","1","7000","3000","0","0","0","0","0","0","3"
"2050502","2050502","20505","2","89","600","11","1000","517000411","5","906000002","1","5000","5000","0","0","0","0","0","0","3"
"2050503","2050503","20505","3","89","900","11","1000","517000411","10","906000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050504","2050504","20505","4","89","1200","11","1000","517000411","10","906000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050505","2050505","20505","5","89","1500","11","10000","517000412","1","906000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050506","2050506","20505","6","89","1800","11","10000","517000412","1","906000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050507","2050507","20505","7","89","2100","11","10000","517000412","2","906000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050508","2050508","20505","8","89","2400","11","10000","517000412","2","906000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050509","2050509","20505","9","89","2700","11","50000","517000413","1","906000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050510","2050510","20505","10","89","3000","11","50000","517000413","1","906000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2050601","2050601","20506","1","82","300","11","1000","517000411","5","908000002","1","7000","3000","0","0","0","0","0","0","3"
"2050602","2050602","20506","2","82","600","11","1000","517000411","5","908000002","1","5000","5000","0","0","0","0","0","0","3"
"2050603","2050603","20506","3","82","900","11","1000","517000411","10","908000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050604","2050604","20506","4","82","1200","11","1000","517000411","10","908000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050605","2050605","20506","5","82","1500","11","10000","517000412","1","908000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050606","2050606","20506","6","82","1800","11","10000","517000412","1","908000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050607","2050607","20506","7","82","2100","11","10000","517000412","2","908000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050608","2050608","20506","8","82","2400","11","10000","517000412","2","908000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050609","2050609","20506","9","82","2700","11","50000","517000413","1","908000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050610","2050610","20506","10","82","3000","11","50000","517000413","1","908000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2050701","2050701","20507","1","84","300","11","1000","517000411","5","905000002","1","7000","3000","0","0","0","0","0","0","3"
"2050702","2050702","20507","2","84","600","11","1000","517000411","5","905000002","1","5000","5000","0","0","0","0","0","0","3"
"2050703","2050703","20507","3","84","900","11","1000","517000411","10","905000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050704","2050704","20507","4","84","1200","11","1000","517000411","10","905000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050705","2050705","20507","5","84","1500","11","10000","517000412","1","905000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050706","2050706","20507","6","84","1800","11","10000","517000412","1","905000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050707","2050707","20507","7","84","2100","11","10000","517000412","2","905000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050708","2050708","20507","8","84","2400","11","10000","517000412","2","905000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050709","2050709","20507","9","84","2700","11","50000","517000413","1","905000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050710","2050710","20507","10","84","3000","11","50000","517000413","1","905000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2050801","2050801","20508","1","91","300","11","1000","517000411","5","907000002","1","7000","3000","0","0","0","0","0","0","3"
"2050802","2050802","20508","2","91","600","11","1000","517000411","5","907000002","1","5000","5000","0","0","0","0","0","0","3"
"2050803","2050803","20508","3","91","900","11","1000","517000411","10","907000002","2","4000","5500","500","10000","0","0","0","0","3"
"2050804","2050804","20508","4","91","1200","11","1000","517000411","10","907000002","2","3500","5500","1000","9000","1000","0","0","0","3"
"2050805","2050805","20508","5","91","1500","11","10000","517000412","1","907000003","1","3000","4500","2500","8000","2000","0","0","0","4"
"2050806","2050806","20508","6","91","1800","11","10000","517000412","1","907000003","1","2500","4500","3000","6000","3500","500","0","0","4"
"2050807","2050807","20508","7","91","2100","11","10000","517000412","2","907000003","2","2000","4500","3500","6000","3500","500","0","0","4"
"2050808","2050808","20508","8","91","2400","11","10000","517000412","2","907000003","2","1500","4500","4000","6000","3500","500","0","0","4"
"2050809","2050809","20508","9","91","2700","11","50000","517000413","1","907000004","1","1000","4500","4500","6000","3500","500","0","0","5"
"2050810","2050810","20508","10","91","3000","11","50000","517000413","1","907000004","1","500","4500","5000","6000","3500","500","0","0","5"
"2060101","2060101","20601","1","119","30","11","1000","517000411","5","904000002","1","7000","3000","0","0","0","0","0","0","3"
"2060102","2060102","20601","2","119","60","11","1000","517000411","5","904000002","1","5000","5000","0","0","0","0","0","0","3"
"2060103","2060103","20601","3","119","90","11","1000","517000411","10","904000002","2","4000","5500","500","10000","0","0","0","0","3"
"2060104","2060104","20601","4","119","120","11","1000","517000411","10","904000002","2","3500","5500","1000","9000","1000","0","0","0","3"
