"Name","UniqueID","HolyStuffId","HolyStuff_Grade","HolyStuff_Level","Status_MaxLevel","Status01_Id","Status01_Value","Status02_Id","Status02_Value","Status03_Id","Status03_Value","Status04_Id","Status04_Value","HolyStuff_NeedCostId","HolyStuff_NeedCostCount","HolyStuff_NeedUse01Id","HolyStuff_NeedItem01Count","HolyStuff_NeedUse02Id","HolyStuff_NeedItem02Count","HolyStuff_NeedUse03Id","HolyStuff_NeedItem03Count","HolyStuff_NeedUse04Id","HolyStuff_NeedItem04Count","HolyStuff_Success","HolyStuff_Fail","ResultSlot_Bg_Grade"
"2010905","2010905","2001","9","5","5","84","5400","24","270","28","135","31","135","12","820000","508000004","8","1301001638","12","502600001","12","904000002","4","2000","9500","5"
"2011001","2011001","2001","10","1","5","84","5520","24","276","28","138","31","138","12","1000000","508000004","20","1301001638","20","502600001","20","904000002","5","1000","9700","5"
"2011002","2011002","2001","10","2","5","84","5640","24","282","28","141","31","141","12","1000000","508000004","20","1301001638","20","502600001","20","904000002","5","1000","9700","5"
"2011003","2011003","2001","10","3","5","84","5760","24","288","28","144","31","144","12","1000000","508000004","20","1301001638","20","502600001","20","904000002","5","1000","9700","5"
"2011004","2011004","2001","10","4","5","84","5880","24","294","28","147","31","147","12","1000000","508000004","20","1301001638","20","502600001","20","904000002","5","1000","9700","5"
"2011005","2011005","2001","10","5","5","84","6000","24","300","28","150","31","150","12","1000000","508000004","20","1301001638","20","502600001","20","904000002","5","1000","9700","5"
"2020101","2020101","2002","1","1","5","20","7","29","3","32","12","86","70","12","100000","508000002","5","1301001638","1","502600002","1","905000001","1","8000","2000","3"
"2020102","2020102","2002","1","2","5","20","14","29","6","32","24","86","140","12","100000","508000002","5","1301001638","1","502600002","1","905000001","1","8000","2000","3"
"2020103","2020103","2002","1","3","5","20","21","29","9","32","36","86","210","12","100000","508000002","5","1301001638","1","502600002","1","905000001","1","8000","2000","3"
"2020104","2020104","2002","1","4","5","20","28","29","12","32","48","86","280","12","100000","508000002","5","1301001638","1","502600002","1","905000001","1","8000","2000","3"
"2020105","2020105","2002","1","5","5","20","35","29","15","32","60","86","350","12","100000","508000002","5","1301001638","1","502600002","1","905000001","1","8000","2000","3"
"2020201","2020201","2002","2","1","5","20","42","29","18","32","72","86","420","12","120000","508000002","10","1301001638","1","502600002","1","905000001","2","7000","4000","3"
"2020202","2020202","2002","2","2","5","20","49","29","21","32","84","86","490","12","120000","508000002","10","1301001638","1","502600002","1","905000001","2","7000","4000","3"
"2020203","2020203","2002","2","3","5","20","56","29","24","32","96","86","560","12","120000","508000002","10","1301001638","1","502600002","1","905000001","2","7000","4000","3"
"2020204","2020204","2002","2","4","5","20","63","29","27","32","108","86","630","12","120000","508000002","10","1301001638","1","502600002","1","905000001","2","7000","4000","3"
"2020205","2020205","2002","2","5","5","20","70","29","30","32","120","86","700","12","120000","508000002","10","1301001638","1","502600002","1","905000001","2","7000","4000","3"
"2020301","2020301","2002","3","1","5","20","77","29","33","32","132","86","770","12","160000","508000003","1","1301001638","2","502600002","2","905000001","3","6000","4500","3"
"2020302","2020302","2002","3","2","5","20","84","29","36","32","144","86","840","12","160000","508000003","1","1301001638","2","502600002","2","905000001","3","6000","4500","3"
"2020303","2020303","2002","3","3","5","20","91","29","39","32","156","86","910","12","160000","508000003","1","1301001638","2","502600002","2","905000001","3","6000","4500","3"
"2020304","2020304","2002","3","4","5","20","98","29","42","32","168","86","980","12","160000","508000003","1","1301001638","2","502600002","2","905000001","3","6000","4500","3"
"2020305","2020305","2002","3","5","5","20","105","29","45","32","180","86","1050","12","160000","508000003","1","1301001638","2","502600002","2","905000001","3","6000","4500","3"
"2020401","2020401","2002","4","1","5","20","112","29","48","32","192","86","1120","12","220000","508000003","3","1301001638","2","502600002","2","905000001","4","5000","6000","3"
"2020402","2020402","2002","4","2","5","20","119","29","51","32","204","86","1190","12","220000","508000003","3","1301001638","2","502600002","2","905000001","4","5000","6000","3"
"2020403","2020403","2002","4","3","5","20","126","29","54","32","216","86","1260","12","220000","508000003","3","1301001638","2","502600002","2","905000001","4","5000","6000","3"
"2020404","2020404","2002","4","4","5","20","133","29","57","32","228","86","1330","12","220000","508000003","3","1301001638","2","502600002","2","905000001","4","5000","6000","3"
"2020405","2020405","2002","4","5","5","20","140","29","60","32","240","86","1400","12","220000","508000003","3","1301001638","2","502600002","2","905000001","4","5000","6000","3"
"2020501","2020501","2002","5","1","5","20","147","29","63","32","252","86","1470","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","6500","4"
"2020502","2020502","2002","5","2","5","20","154","29","66","32","264","86","1540","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","6500","4"
"2020503","2020503","2002","5","3","5","20","161","29","69","32","276","86","1610","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","6500","4"
"2020504","2020504","2002","5","4","5","20","168","29","72","32","288","86","1680","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","6500","4"
"2020505","2020505","2002","5","5","5","20","175","29","75","32","300","86","1750","12","300000","508000003","5","1301001638","4","502600002","4","905000002","1","4500","6500","4"
"2020601","2020601","2002","6","1","5","20","182","29","78","32","312","86","1820","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","8000","4"
"2020602","2020602","2002","6","2","5","20","189","29","81","32","324","86","1890","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","8000","4"
"2020603","2020603","2002","6","3","5","20","196","29","84","32","336","86","1960","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","8000","4"
"2020604","2020604","2002","6","4","5","20","203","29","87","32","348","86","2030","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","8000","4"
"2020605","2020605","2002","6","5","5","20","210","29","90","32","360","86","2100","12","400000","508000003","10","1301001638","4","502600002","4","905000002","1","4000","8000","4"
"2020701","2020701","2002","7","1","5","20","217","29","93","32","372","86","2170","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","8500","4"
"2020702","2020702","2002","7","2","5","20","224","29","96","32","384","86","2240","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","8500","4"
"2020703","2020703","2002","7","3","5","20","231","29","99","32","396","86","2310","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","8500","4"
"2020704","2020704","2002","7","4","5","20","238","29","102","32","408","86","2380","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","8500","4"
"2020705","2020705","2002","7","5","5","20","245","29","105","32","420","86","2450","12","520000","508000004","2","1301001638","8","502600002","8","905000002","2","3500","8500","4"
"2020801","2020801","2002","8","1","5","20","252","29","108","32","432","86","2520","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","9000","4"
"2020802","2020802","2002","8","2","5","20","259","29","111","32","444","86","2590","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","9000","4"
"2020803","2020803","2002","8","3","5","20","266","29","114","32","456","86","2660","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","9000","4"
"2020804","2020804","2002","8","4","5","20","273","29","117","32","468","86","2730","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","9000","4"
"2020805","2020805","2002","8","5","5","20","280","29","120","32","480","86","2800","12","660000","508000004","4","1301001638","8","502600002","8","905000002","3","3000","9000","4"
"2020901","2020901","2002","9","1","5","20","287","29","123","32","492","86","2870","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","9500","5"
"2020902","2020902","2002","9","2","5","20","294","29","126","32","504","86","2940","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","9500","5"
"2020903","2020903","2002","9","3","5","20","301","29","129","32","516","86","3010","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","9500","5"
"2020904","2020904","2002","9","4","5","20","308","29","132","32","528","86","3080","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","9500","5"
"2020905","2020905","2002","9","5","5","20","315","29","135","32","540","86","3150","12","820000","508000004","8","1301001638","12","502600002","12","905000002","4","2000","9500","5"
"2021001","2021001","2002","10","1","5","20","322","29","138","32","552","86","3220","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9700","5"
"2021002","2021002","2002","10","2","5","20","329","29","141","32","564","86","3290","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9700","5"
"2021003","2021003","2002","10","3","5","20","336","29","144","32","576","86","3360","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9700","5"
"2021004","2021004","2002","10","4","5","20","343","29","147","32","588","86","3430","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9700","5"
"2021005","2021005","2002","10","5","5","20","350","29","150","32","600","86","3500","12","1000000","508000004","20","1301001638","20","502600002","20","905000002","5","1000","9700","5"
"2030101","2030101","2003","1","1","5","22","7","26","6","42","12","87","70","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"2030102","2030102","2003","1","2","5","22","14","26","12","42","24","87","140","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"2030103","2030103","2003","1","3","5","22","21","26","18","42","36","87","210","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"2030104","2030104","2003","1","4","5","22","28","26","24","42","48","87","280","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"2030105","2030105","2003","1","5","5","22","35","26","30","42","60","87","350","12","100000","508000002","5","1301001638","1","502600003","1","903000001","1","8000","2000","3"
"2030201","2030201","2003","2","1","5","22","42","26","36","42","72","87","420","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"2030202","2030202","2003","2","2","5","22","49","26","42","42","84","87","490","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"2030203","2030203","2003","2","3","5","22","56","26","48","42","96","87","560","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"2030204","2030204","2003","2","4","5","22","63","26","54","42","108","87","630","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"2030205","2030205","2003","2","5","5","22","70","26","60","42","120","87","700","12","120000","508000002","10","1301001638","1","502600003","1","903000001","2","7000","4000","3"
"2030301","2030301","2003","3","1","5","22","77","26","66","42","132","87","770","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"2030302","2030302","2003","3","2","5","22","84","26","72","42","144","87","840","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"2030303","2030303","2003","3","3","5","22","91","26","78","42","156","87","910","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"2030304","2030304","2003","3","4","5","22","98","26","84","42","168","87","980","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"2030305","2030305","2003","3","5","5","22","105","26","90","42","180","87","1050","12","160000","508000003","1","1301001638","2","502600003","2","903000001","3","6000","4500","3"
"2030401","2030401","2003","4","1","5","22","112","26","96","42","192","87","1120","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"2030402","2030402","2003","4","2","5","22","119","26","102","42","204","87","1190","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"2030403","2030403","2003","4","3","5","22","126","26","108","42","216","87","1260","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"2030404","2030404","2003","4","4","5","22","133","26","114","42","228","87","1330","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"2030405","2030405","2003","4","5","5","22","140","26","120","42","240","87","1400","12","220000","508000003","3","1301001638","2","502600003","2","903000001","4","5000","6000","3"
"2030501","2030501","2003","5","1","5","22","147","26","126","42","252","87","1470","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"2030502","2030502","2003","5","2","5","22","154","26","132","42","264","87","1540","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"2030503","2030503","2003","5","3","5","22","161","26","138","42","276","87","1610","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"2030504","2030504","2003","5","4","5","22","168","26","144","42","288","87","1680","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"2030505","2030505","2003","5","5","5","22","175","26","150","42","300","87","1750","12","300000","508000003","5","1301001638","4","502600003","4","903000002","1","4500","6500","4"
"2030601","2030601","2003","6","1","5","22","182","26","156","42","312","87","1820","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"2030602","2030602","2003","6","2","5","22","189","26","162","42","324","87","1890","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"2030603","2030603","2003","6","3","5","22","196","26","168","42","336","87","1960","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"2030604","2030604","2003","6","4","5","22","203","26","174","42","348","87","2030","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"2030605","2030605","2003","6","5","5","22","210","26","180","42","360","87","2100","12","400000","508000003","10","1301001638","4","502600003","4","903000002","1","4000","8000","4"
"2030701","2030701","2003","7","1","5","22","217","26","186","42","372","87","2170","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"2030702","2030702","2003","7","2","5","22","224","26","192","42","384","87","2240","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"2030703","2030703","2003","7","3","5","22","231","26","198","42","396","87","2310","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"2030704","2030704","2003","7","4","5","22","238","26","204","42","408","87","2380","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"2030705","2030705","2003","7","5","5","22","245","26","210","42","420","87","2450","12","520000","508000004","2","1301001638","8","502600003","8","903000002","2","3500","8500","4"
"2030801","2030801","2003","8","1","5","22","252","26","216","42","432","87","2520","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"2030802","2030802","2003","8","2","5","22","259","26","222","42","444","87","2590","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"2030803","2030803","2003","8","3","5","22","266","26","228","42","456","87","2660","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"2030804","2030804","2003","8","4","5","22","273","26","234","42","468","87","2730","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"2030805","2030805","2003","8","5","5","22","280","26","240","42","480","87","2800","12","660000","508000004","4","1301001638","8","502600003","8","903000002","3","3000","9000","4"
"2030901","2030901","2003","9","1","5","22","287","26","246","42","492","87","2870","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"2030902","2030902","2003","9","2","5","22","294","26","252","42","504","87","2940","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"2030903","2030903","2003","9","3","5","22","301","26","258","42","516","87","3010","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"2030904","2030904","2003","9","4","5","22","308","26","264","42","528","87","3080","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"2030905","2030905","2003","9","5","5","22","315","26","270","42","540","87","3150","12","820000","508000004","8","1301001638","12","502600003","12","903000002","4","2000","9500","5"
"2031001","2031001","2003","10","1","5","22","322","26","276","42","552","87","3220","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"2031002","2031002","2003","10","2","5","22","329","26","282","42","564","87","3290","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"2031003","2031003","2003","10","3","5","22","336","26","288","42","576","87","3360","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"2031004","2031004","2003","10","4","5","22","343","26","294","42","588","87","3430","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"2031005","2031005","2003","10","5","5","22","350","26","300","42","600","87","3500","12","1000000","508000004","20","1301001638","20","502600003","20","903000002","5","1000","9700","5"
"2040101","2040101","2004","1","1","5","30","3","35","12","33","12","41","12","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"2040102","2040102","2004","1","2","5","30","6","35","24","33","24","41","24","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"2040103","2040103","2004","1","3","5","30","9","35","36","33","36","41","36","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"2040104","2040104","2004","1","4","5","30","12","35","48","33","48","41","48","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"2040105","2040105","2004","1","5","5","30","15","35","60","33","60","41","60","12","100000","508000002","5","1301001638","1","502600004","1","907000001","1","8000","2000","3"
"2040201","2040201","2004","2","1","5","30","18","35","72","33","72","41","72","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"2040202","2040202","2004","2","2","5","30","21","35","84","33","84","41","84","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"2040203","2040203","2004","2","3","5","30","24","35","96","33","96","41","96","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"2040204","2040204","2004","2","4","5","30","27","35","108","33","108","41","108","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"2040205","2040205","2004","2","5","5","30","30","35","120","33","120","41","120","12","120000","508000002","10","1301001638","1","502600004","1","907000001","2","7000","4000","3"
"2040301","2040301","2004","3","1","5","30","33","35","132","33","132","41","132","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"2040302","2040302","2004","3","2","5","30","36","35","144","33","144","41","144","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"2040303","2040303","2004","3","3","5","30","39","35","156","33","156","41","156","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"2040304","2040304","2004","3","4","5","30","42","35","168","33","168","41","168","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"2040305","2040305","2004","3","5","5","30","45","35","180","33","180","41","180","12","160000","508000003","1","1301001638","2","502600004","2","907000001","3","6000","4500","3"
"2040401","2040401","2004","4","1","5","30","48","35","192","33","192","41","192","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"2040402","2040402","2004","4","2","5","30","51","35","204","33","204","41","204","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"2040403","2040403","2004","4","3","5","30","54","35","216","33","216","41","216","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"2040404","2040404","2004","4","4","5","30","57","35","228","33","228","41","228","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"2040405","2040405","2004","4","5","5","30","60","35","240","33","240","41","240","12","220000","508000003","3","1301001638","2","502600004","2","907000001","4","5000","6000","3"
"2040501","2040501","2004","5","1","5","30","63","35","252","33","252","41","252","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"2040502","2040502","2004","5","2","5","30","66","35","264","33","264","41","264","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"2040503","2040503","2004","5","3","5","30","69","35","276","33","276","41","276","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"2040504","2040504","2004","5","4","5","30","72","35","288","33","288","41","288","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"2040505","2040505","2004","5","5","5","30","75","35","300","33","300","41","300","12","300000","508000003","5","1301001638","4","502600004","4","907000002","1","4500","6500","4"
"2040601","2040601","2004","6","1","5","30","78","35","312","33","312","41","312","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"2040602","2040602","2004","6","2","5","30","81","35","324","33","324","41","324","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"2040603","2040603","2004","6","3","5","30","84","35","336","33","336","41","336","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"2040604","2040604","2004","6","4","5","30","87","35","348","33","348","41","348","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"2040605","2040605","2004","6","5","5","30","90","35","360","33","360","41","360","12","400000","508000003","10","1301001638","4","502600004","4","907000002","1","4000","8000","4"
"2040701","2040701","2004","7","1","5","30","93","35","372","33","372","41","372","12","520000","508000004","2","1301001638","8","502600004","8","907000002","2","3500","8500","4"
"2040702","2040702","2004","7","2","5","30","96","35","384","33","384","41","384","12","520000","508000004","2","1301001638","8","502600004","8","907000002","2","3500","8500","4"
"2040703","2040703","2004","7","3","5","30","99","35","396","33","396","41","396","12","520000","508000004","2","1301001638","8","502600004","8","907000002","2","3500","8500","4"
"2040704","2040704","2004","7","4","5","30","102","35","408","33","408","41","408","12","520000","508000004","2","1301001638","8","502600004","8","907000002","2","3500","8500","4"
"2040705","2040705","2004","7","5","5","30","105","35","420","33","420","41","420","12","520000","508000004","2","1301001638","8","502600004","8","907000002","2","3500","8500","4"
"2040801","2040801","2004","8","1","5","30","108","35","432","33","432","41","432","12","660000","508000004","4","1301001638","8","502600004","8","907000002","3","3000","9000","4"
"2040802","2040802","2004","8","2","5","30","111","35","444","33","444","41","444","12","660000","508000004","4","1301001638","8","502600004","8","907000002","3","3000","9000","4"
"2040803","2040803","2004","8","3","5","30","114","35","456","33","456","41","456","12","660000","508000004","4","1301001638","8","502600004","8","907000002","3","3000","9000","4"
"2040804","2040804","2004","8","4","5","30","117","35","468","33","468","41","468","12","660000","508000004","4","1301001638","8","502600004","8","907000002","3","3000","9000","4"
"2040805","2040805","2004","8","5","5","30","120","35","480","33","480","41","480","12","660000","508000004","4","1301001638","8","502600004","8","907000002","3","3000","9000","4"
"2040901","2040901","2004","9","1","5","30","123","35","492","33","492","41","492","12","820000","508000004","8","1301001638","12","502600004","12","907000002","4","2000","9500","5"
"2040902","2040902","2004","9","2","5","30","126","35","504","33","504","41","504","12","820000","508000004","8","1301001638","12","502600004","12","907000002","4","2000","9500","5"
"2040903","2040903","2004","9","3","5","30","129","35","516","33","516","41","516","12","820000","508000004","8","1301001638","12","502600004","12","907000002","4","2000","9500","5"
"2040904","2040904","2004","9","4","5","30","132","35","528","33","528","41","528","12","820000","508000004","8","1301001638","12","502600004","12","907000002","4","2000","9500","5"
"2040905","2040905","2004","9","5","5","30","135","35","540","33","540","41","540","12","820000","508000004","8","1301001638","12","502600004","12","907000002","4","2000","9500","5"
"2041001","2041001","2004","10","1","5","30","138","35","552","33","552","41","552","12","1000000","508000004","20","1301001638","20","502600004","20","907000002","5","1000","9700","5"
"2041002","2041002","2004","10","2","5","30","141","35","564","33","564","41","564","12","1000000","508000004","20","1301001638","20","502600004","20","907000002","5","1000","9700","5"
"2041003","2041003","2004","10","3","5","30","144","35","576","33","576","41","576","12","1000000","508000004","20","1301001638","20","502600004","20","907000002","5","1000","9700","5"
"2041004","2041004","2004","10","4","5","30","147","35","588","33","588","41","588","12","1000000","508000004","20","1301001638","20","502600004","20","907000002","5","1000","9700","5"
"2041005","2041005","2004","10","5","5","30","150","35","600","33","600","41","600","12","1000000","508000004","20","1301001638","20","502600004","20","907000002","5","1000","9700","5"
"2050101","2050101","2005","1","1","5","82","120","40","12","43","12","34","12","12","100000","508000002","5","1301001638","1","502600005","1","906000001","1","8000","2000","3"
"2050102","2050102","2005","1","2","5","82","240","40","24","43","24","34","24","12","100000","508000002","5","1301001638","1","502600005","1","906000001","1","8000","2000","3"
"2050103","2050103","2005","1","3","5","82","360","40","36","43","36","34","36","12","100000","508000002","5","1301001638","1","502600005","1","906000001","1","8000","2000","3"
"2050104","2050104","2005","1","4","5","82","480","40","48","43","48","34","48","12","100000","508000002","5","1301001638","1","502600005","1","906000001","1","8000","2000","3"
"2050105","2050105","2005","1","5","5","82","600","40","60","43","60","34","60","12","100000","508000002","5","1301001638","1","502600005","1","906000001","1","8000","2000","3"
"2050201","2050201","2005","2","1","5","82","720","40","72","43","72","34","72","12","120000","508000002","10","1301001638","1","502600005","1","906000001","2","7000","4000","3"
"2050202","2050202","2005","2","2","5","82","840","40","84","43","84","34","84","12","120000","508000002","10","1301001638","1","502600005","1","906000001","2","7000","4000","3"
"2050203","2050203","2005","2","3","5","82","960","40","96","43","96","34","96","12","120000","508000002","10","1301001638","1","502600005","1","906000001","2","7000","4000","3"
"2050204","2050204","2005","2","4","5","82","1080","40","108","43","108","34","108","12","120000","508000002","10","1301001638","1","502600005","1","906000001","2","7000","4000","3"
"2050205","2050205","2005","2","5","5","82","1200","40","120","43","120","34","120","12","120000","508000002","10","1301001638","1","502600005","1","906000001","2","7000","4000","3"
"2050301","2050301","2005","3","1","5","82","1320","40","132","43","132","34","132","12","160000","508000003","1","1301001638","2","502600005","2","906000001","3","6000","4500","3"
"2050302","2050302","2005","3","2","5","82","1440","40","144","43","144","34","144","12","160000","508000003","1","1301001638","2","502600005","2","906000001","3","6000","4500","3"
"2050303","2050303","2005","3","3","5","82","1560","40","156","43","156","34","156","12","160000","508000003","1","1301001638","2","502600005","2","906000001","3","6000","4500","3"
"2050304","2050304","2005","3","4","5","82","1680","40","168","43","168","34","168","12","160000","508000003","1","1301001638","2","502600005","2","906000001","3","6000","4500","3"
"2050305","2050305","2005","3","5","5","82","1800","40","180","43","180","34","180","12","160000","508000003","1","1301001638","2","502600005","2","906000001","3","6000","4500","3"
"2050401","2050401","2005","4","1","5","82","1920","40","192","43","192","34","192","12","220000","508000003","3","1301001638","2","502600005","2","906000001","4","5000","6000","3"
"2050402","2050402","2005","4","2","5","82","2040","40","204","43","204","34","204","12","220000","508000003","3","1301001638","2","502600005","2","906000001","4","5000","6000","3"
"2050403","2050403","2005","4","3","5","82","2160","40","216","43","216","34","216","12","220000","508000003","3","1301001638","2","502600005","2","906000001","4","5000","6000","3"
"2050404","2050404","2005","4","4","5","82","2280","40","228","43","228","34","228","12","220000","508000003","3","1301001638","2","502600005","2","906000001","4","5000","6000","3"
"2050405","2050405","2005","4","5","5","82","2400","40","240","43","240","34","240","12","220000","508000003","3","1301001638","2","502600005","2","906000001","4","5000","6000","3"
"2050501","2050501","2005","5","1","5","82","2520","40","252","43","252","34","252","12","300000","508000003","5","1301001638","4","502600005","4","906000002","1","4500","6500","4"
"2050502","2050502","2005","5","2","5","82","2640","40","264","43","264","34","264","12","300000","508000003","5","1301001638","4","502600005","4","906000002","1","4500","6500","4"
"2050503","2050503","2005","5","3","5","82","2760","40","276","43","276","34","276","12","300000","508000003","5","1301001638","4","502600005","4","906000002","1","4500","6500","4"
"2050504","2050504","2005","5","4","5","82","2880","40","288","43","288","34","288","12","300000","508000003","5","1301001638","4","502600005","4","906000002","1","4500","6500","4"
"2050505","2050505","2005","5","5","5","82","3000","40","300","43","300","34","300","12","300000","508000003","5","1301001638","4","502600005","4","906000002","1","4500","6500","4"
"2050601","2050601","2005","6","1","5","82","3120","40","312","43","312","34","312","12","400000","508000003","10","1301001638","4","502600005","4","906000002","1","4000","8000","4"
"2050602","2050602","2005","6","2","5","82","3240","40","324","43","324","34","324","12","400000","508000003","10","1301001638","4","502600005","4","906000002","1","4000","8000","4"
"2050603","2050603","2005","6","3","5","82","3360","40","336","43","336","34","336","12","400000","508000003","10","1301001638","4","502600005","4","906000002","1","4000","8000","4"
"2050604","2050604","2005","6","4","5","82","3480","40","348","43","348","34","348","12","400000","508000003","10","1301001638","4","502600005","4","906000002","1","4000","8000","4"
"2050605","2050605","2005","6","5","5","82","3600","40","360","43","360","34","360","12","400000","508000003","10","1301001638","4","502600005","4","906000002","1","4000","8000","4"
