"Name","MonsterId","GroupId","NameSid","NameTitleSid","HideLevel","MonsterResourceID","MonColorGroupID","MonScale","GhostShader","Race","MonGrade","WayPointAuto","Level","MonType","MaxHP","PhysicalAttack","MagicAttack","PhysicalDefense","MagicDefense","Accuracy","Dodge","Critical","AvoidCritical","CriticalOutcome","DefCriticalOutcome","MonAttackDamage","MonDefense","DefSmiteSkillDamage","DarkdefenseDamage","SkillDamage","DefSkillDamage","AtkAllDamage","DefAllDamage","StunPer","DefStunPer","KnockDownPer","DefKnockDownPer","SmiteBuffPer","DefSmiteBuffPer","DeBuffPer","DefDeBuffPer","CursePer","DefCursePer","WalkSpeed","RunSpeed","FastRunSpeed","CombatPower","Exp","NameTagDropItemId","DropType","DropItemId","HpStack","PierceBody","UseAppear","BodyCleartime","FSMIndex","FactionType","ViewRange","ActivityRange","ActivityDelayMinSec","ActivityDelayMaxSec","SearchingType","AiIndex","TargetingType","AttackDelayMin","AttackDelayMax","NormalAttackCntMin","NormalAttackCntMax","MonNormalAttack","MonAttack","AttackRate_0","AttackRate_1","AttackRate_2","AttackRate_3","MonNormalLongAttack","LongMonAttack","LongAttackRate_0","LongAttackRate_1","LongAttackRate_2","LongAttackRate_3","TraceGap","AttackRange","LongAttackRange","CapsuleHalfHeight","CapsuleRadius","ServerCapsuleRadius","HitConGrade","StateConGrade","MoveConGrade","SmiteBuffArmor","EffectBuffArmor","NaviMeshType","PartsRadius","SiegeMode","CollectItemId","CollectDropRate","CollectDropCount","MonsterFunctionData","SummonGoblinRate01","GoblinId01","SummonGoblinRate02","GoblinId02","QuestDropId"
"110111518","110111518","0","3721106","0","0","501981","0","1","0","1","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","73","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10019010,10019020)","(10019030,10019040,10019120,10019130,10019140)","(20,20,20,20,20)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111519","110111519","0","3721105","0","0","502691","0","1","0","2","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","147","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10064610,10064620)","(10064630)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","30","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111520","110111520","0","3721106","0","0","501981","0","1.3","0","1","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","73","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10019010,10019020)","(10019030,10019040,10019120,10019130,10019140)","(20,20,20,20,20)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111521","110111521","0","3721105","0","0","502691","0","1.3","0","2","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","147","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10064610,10064620)","(10064630)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","30","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111522","110111522","0","3721102","0","0","502541","0","1","0","0","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","85","500","500","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10172010,10172020)","(10172030,10172040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","300","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111523","110111523","0","3721107","0","0","502551","0","1","0","2","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","99","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10066611,10066621)","(10066631,10066641,10066652)","(34,33,33)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","130","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111524","110111524","0","3721102","0","0","502541","0","1.3","0","0","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","85","500","500","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10172010,10172020)","(10172030,10172040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","300","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111525","110111525","0","3721107","0","0","502551","0","1.3","0","2","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","99","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10066611,10066621)","(10066631,10066641,10066652)","(34,33,33)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","130","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111526","110111526","0","3721107","0","0","502551","0","1","0","2","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","99","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10066612,10066622)","(10066632,10066642,10066654)","(34,33,33)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","130","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111527","110111527","0","3721105","0","0","502691","0","1","0","2","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","147","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10064611,10064621)","(10064631)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","30","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111528","110111528","0","3721103","0","0","502531","0","1","0","2","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","220","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10094010,10094020)","(10094030,10094040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","100","160","160","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111529","110111529","0","3721102","0","0","502541","0","1","0","0","1","0","190","1","669810","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","85","500","500","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10172010,10172020)","(10172030,10172040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","300","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111530","110111530","0","3721107","0","0","502551","0","1.3","0","2","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","99","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10066612,10066622)","(10066632,10066642,10066654)","(34,33,33)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","130","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111531","110111531","0","3721105","0","0","502691","0","1.3","0","2","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","147","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10064611,10064621)","(10064631)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","30","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111532","110111532","0","3721103","0","0","502531","0","1.3","0","2","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","220","350","350","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10094010,10094020)","(10094030,10094040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","100","160","160","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111533","110111533","0","3721102","0","0","502541","0","1.3","0","0","1","0","190","1","923251","8377","8377","5656","5656","2909","2912","2547","2307","4643","3250","4127","5484","3290","0","2244","1645","0","0","688","602","774","602","0","0","688","602","602","602","85","500","500","149294","4995","0","1","50141001","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10172010,10172020)","(10172030,10172040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","300","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111601","110111601","0","3721073","0","0","501561","0","1.3","0","3","2","0","200","1","976789","15758","15758","6777","6777","7380","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","132","270","270","218935","0","0","1","0","0","0","0","0","103","2","7000","10000","8","20","0","0","1","0.5","0.5","3","5","(10083010,10083020)","(10083030,10083040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","375","0","130","100","100","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111602","110111602","0","3721074","0","0","501571","0","1.3","0","3","2","0","200","1","976789","15758","15758","6777","6777","7380","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","199","270","270","218935","0","0","1","0","0","0","0","0","103","2","7000","10000","8","20","0","0","1","0.5","0.5","3","5","(10084010)","(10084030,10084040,10084130)","(35,30,35)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","130","100","100","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111603","110111603","0","3721075","0","0","501581","0","1.3","0","3","2","0","200","1","976789","15758","15758","6777","6777","7380","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","171","270","270","218935","0","0","1","0","0","0","0","0","103","2","7000","10000","8","20","0","0","1","0.5","0.5","3","5","(10085010)","(10085030,10085040,10085910)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","130","100","100","500","1000","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111604","110111604","0","3721071","0","0","501591","0","2.7","0","3","4","0","200","1","57400702","22920","22920","6777","6777","11808","3695","3563","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","161","500","500","218935","0","0","1","0","70953","1","0","0","303","2","7000","10000","8","20","0","300790","1","0.5","0.5","1","3","(10086010,10086020)","(10086830,10086840,10086850,10086860,10086870,10086880,10086890,10086920)","(20,20,10,10,10,10,10,10)","(0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0)","(0,0,0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","1130","0","200","150","150","10000","10000","10000","30","100","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111605","110111605","0","3721072","0","0","502421","0","2","0","3","3","0","200","1","6326782","20055","20055","6777","6777","10332","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","161","500","500","218935","0","0","1","0","71087","0","0","0","103","2","7000","10000","8","20","0","125011","1","0.5","0.5","2","3","(10287010,10287020,10287030)","(10287040,10287140,10287050,10287060,10287070)","(10,10,25,25,30)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","200","150","150","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111606","110111606","0","3721076","0","0","501571","0","2","0","3","3","0","200","1","2362169","18623","18623","6777","6777","8118","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","199","270","270","218935","0","0","1","0","71581","0","0","0","302","2","5000","10000","8","20","0","0","1","0.5","0.5","1","1","(10084915)","(10084910,10084915)","(15,85)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","130","100","100","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111607","110111607","0","3721076","0","0","501571","0","2","0","3","3","0","200","1","2362169","18623","18623","6777","6777","8118","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","199","270","270","218935","0","0","1","0","71581","0","0","0","302","2","5000","10000","8","20","0","0","1","0.5","0.5","1","1","(10084925)","(10084920,10084925)","(15,85)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","130","100","100","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111608","110111608","0","3721076","0","0","501571","0","2","0","3","3","0","200","1","2362169","18623","18623","6777","6777","8118","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","199","270","270","218935","0","0","1","0","71581","0","0","0","302","2","5000","10000","8","20","0","0","1","0.5","0.5","1","1","(10084935)","(10084930,10084935)","(15,85)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","130","100","100","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"110111609","110111609","0","3721072","0","1","500618","0","1","0","0","4","0","200","4","57400702","22920","22920","6777","6777","11808","3695","3563","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","0","0","0","218935","0","0","1","0","70953","0","0","0","302","2","10000","10000","8","20","0","1710","1","0.5","0.5","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","150","650","0","130","100","100","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"110111610","110111610","0","3721072","0","1","500618","0","1","0","0","4","0","200","4","57400702","22920","22920","6777","6777","11808","3695","3563","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","0","0","0","218935","0","0","1","0","70953","0","0","0","302","2","10000","10000","8","20","0","1710","1","0.5","0.5","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","150","650","0","130","100","100","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"110111611","110111611","0","3721072","0","1","500618","0","1","0","0","4","0","200","4","57400702","22920","22920","6777","6777","11808","3695","3563","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","0","0","0","218935","0","0","1","0","70953","0","0","0","302","2","10000","10000","8","20","0","1710","1","0.5","0.5","1","3","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","150","650","0","130","100","100","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"110111612","110111612","0","3721072","0","1","500618","0","1","0","0","4","0","200","4","57400702","22920","22920","6777","6777","11808","3695","3563","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","0","0","0","218935","0","0","1","0","70953","0","0","0","302","2","10000","10000","8","20","0","1710","1","0.5","0.5","1","3","(100147280)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","150","650","0","130","100","100","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"110111613","110111613","0","3721072","0","1","500618","0","1","0","0","4","0","200","4","57400702","22920","22920","6777","6777","11808","3695","3563","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","0","0","0","218935","0","0","1","0","70953","0","0","0","302","2","10000","10000","8","20","0","1710","1","0.5","0.5","1","3","(100147290)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","150","650","0","130","100","100","10000","10000","10000","30","100","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"110111614","110111614","0","3721074","0","0","501571","0","1.3","0","3","1","0","200","1","708651","15041","15041","6777","6777","7380","3695","3239","2926","5945","4183","5153","7024","4227","0","3141","2087","0","100","968","847","1089","847","0","0","968","847","847","847","199","270","270","218935","0","0","1","0","0","0","0","0","103","2","10000","10000","8","20","0","0","1","0.5","0.5","4","6","(10084010)","(10084030,10084040,10084130)","(50,0,50)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590001","201590001","1","3753007","0","0","502761","110126","1","0","2","1","0","160","1","40425","9059","9059","5533","5533","2843","2846","2500","2264","4528","3169","4012","5349","3209","0","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","150","350","350","146870","9148","0","1","209011012","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10060010,10060020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590002","201590002","1","3753008","0","0","502781","110126","1.2","0","2","1","0","160","1","40425","9059","9059","5533","5533","2843","2846","2500","2264","4528","3169","4012","5349","3209","0","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","163","350","350","146870","9148","0","1","209011012","0","0","1.2","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10014010,10014020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","200","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590003","201590003","1","3753009","0","0","502761","110126","1.2","0","2","1","0","160","1","40425","9059","9059","5533","5533","2843","2846","2500","2264","4528","3169","4012","5349","3209","0","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","150","350","350","146870","9148","0","1","209011012","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10060010,10060020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","410","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590004","201590004","1","3753010","0","0","502781","110126","1.2","0","2","1","0","160","1","40425","9059","9059","5533","5533","2843","2846","2500","2264","4528","3169","4012","5349","3209","0","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","163","350","350","146870","9148","0","1","209011012","0","0","1.2","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10014010,10014020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","200","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590005","201590005","2","3753001","0","0","501981","110109","0.85","0","1","1","0","150","1","27270","8113","8113","5190","5190","2670","2672","2362","2139","4219","2953","3727","4995","2997","0","2007","1498","0","0","568","497","639","497","0","0","568","497","497","497","73","350","350","127979","7672","0","1","209011011","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10019010,10019020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","362","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590006","201590006","2","3753002","0","0","502531","110109","0.7","0","2","1","0","150","1","27270","8113","8113","5190","5190","2670","2672","2362","2139","4219","2953","3727","4995","2997","0","2007","1498","0","0","568","497","639","497","0","0","568","497","497","497","220","350","350","127979","7672","0","1","209011011","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10094010,10094020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","360","0","160","160","160","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590007","201590007","2","3753003","0","0","502691","110109","1.15","0","2","1","0","150","1","27270","8113","8113","5190","5190","2670","2672","2362","2139","4219","2953","3727","4995","2997","0","2007","1498","0","0","568","497","639","497","0","0","568","497","497","497","147","350","350","127979","7672","0","1","209011011","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10064010,10064020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","395","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590054","201590054","201","3750048","0","0","500591","0","1","0","2","1","0","150","1","27270","8113","8113","5190","5190","2670","2672","2362","2139","4219","2953","3727","4995","2997","0","2007","1498","0","0","568","497","639","497","0","0","568","497","497","497","73","500","500","127979","7672","0","1","209021011","0","0","0","0","506","2","1500","3000","8","20","0","0","1","0.5","0.5","4","6","(10020010,10020020)","(10020030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","270","0","100","70","70","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590058","201590058","202","3750048","0","0","500591","0","1","0","2","1","0","150","1","27270","8113","8113","5190","5190","2670","2672","2362","2139","4219","2953","3727","4995","2997","0","2007","1498","0","0","568","497","639","497","0","0","568","497","497","497","73","500","500","127979","7672","0","1","209021011","0","0","0","0","506","2","1500","3000","8","20","0","0","1","0.5","0.5","4","6","(10020010,10020020)","(10020030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","270","0","100","70","70","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590062","201590062","203","3750048","0","0","500591","0","1","0","2","1","0","150","1","27270","8113","8113","5190","5190","2670","2672","2362","2139","4219","2953","3727","4995","2997","0","2007","1498","0","0","568","497","639","497","0","0","568","497","497","497","73","500","500","127979","7672","0","1","209021011","0","0","0","0","506","2","1500","3000","8","20","0","0","1","0.5","0.5","4","6","(10020010,10020020)","(10020030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","270","0","100","70","70","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590066","201590066","204","3750048","0","0","500591","0","1","0","2","1","0","150","1","27270","8113","8113","5190","5190","2670","2672","2362","2139","4219","2953","3727","4995","2997","0","2007","1498","0","0","568","497","639","497","0","0","568","497","497","497","73","500","500","127979","7672","0","1","209021011","0","0","0","0","506","2","1500","3000","8","20","0","0","1","0.5","0.5","4","6","(10020010,10020020)","(10020030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","270","0","100","70","70","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590101","201590101","3","3753004","3700187","0","502761","110113","1","0","2","1","0","155","1","27938","8328","8328","5333","5333","2742","2744","2420","2191","4348","3043","3846","5142","3085","0","2079","1542","0","0","608","532","684","532","0","0","608","532","532","532","150","350","350","131987","8378","0","1","209011021","0","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10060010,10060020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590102","201590102","3","3753005","3700187","0","502781","110113","1.2","0","2","1","0","155","1","27938","8328","8328","5333","5333","2742","2744","2420","2191","4348","3043","3846","5142","3085","0","2079","1542","0","0","608","532","684","532","0","0","608","532","532","532","163","350","350","131987","8378","0","1","209011021","0","0","1.2","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10014010,10014020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","200","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590111","201590111","3","3753006","3700187","0","502771","110113","1.25","0","2","3","0","155","1","69566","8744","8744","5333","5333","2742","2744","2420","2191","4348","3043","3846","5142","3085","0","2079","1542","0","0","608","532","684","532","0","0","608","532","532","532","130","350","350","131987","16756","123150","1","209013021","69566","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10062010,10062020)","(10062030,10062040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","425","0","130","150","150","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"201590201","201590201","4","3753011","0","0","502861","110136","0.75","0","3","1","0","160","1","28875","8628","8628","5533","5533","2843","2846","2500","2264","4528","3169","4012","5349","3209","0","2179","1604","0","0","648","567","729","567","0","0","648","567","567","567","179","500","500","146870","9148","0","1","209011022","0","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10333010,10333020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","412","0","200","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
