"Name","RowId","ContentsId","Level","ConditionType","ConditionValue","GrowPercent","GrowGraph"
"733","733","2000","53","5","416","53","3"
"734","734","2000","54","5","416","54","3"
"735","735","2000","55","5","416","55","3"
"736","736","2000","56","5","416","56","3"
"737","737","2000","57","5","416","57","3"
"738","738","2000","58","5","416","58","3"
"739","739","2000","59","5","416","59","3"
"740","740","2000","60","5","416","60","3"
"741","741","2000","61","5","416","61","3"
"742","742","2000","62","5","416","62","3"
"743","743","2000","63","5","416","63","3"
"744","744","2000","64","5","416","64","3"
"745","745","2000","65","5","416","65","3"
"746","746","2000","66","5","416","66","3"
"747","747","2000","67","5","416","67","3"
"748","748","2000","68","5","416","68","3"
"749","749","2000","69","5","416","69","3"
"750","750","2000","70","5","416","70","3"
"751","751","2000","71","5","576","71","3"
"752","752","2000","72","5","576","72","3"
"753","753","2000","73","5","576","73","3"
"754","754","2000","74","5","576","74","3"
"755","755","2000","75","5","576","75","3"
"756","756","2000","76","5","576","76","4"
"757","757","2000","77","5","576","77","4"
"758","758","2000","78","5","576","78","4"
"759","759","2000","79","5","576","79","4"
"760","760","2000","80","5","576","80","4"
"761","761","2000","81","5","576","81","4"
"762","762","2000","82","5","576","82","4"
"763","763","2000","83","5","576","83","4"
"764","764","2000","84","5","576","84","4"
"765","765","2000","85","5","576","85","4"
"766","766","2000","86","5","576","86","4"
"767","767","2000","87","5","576","87","4"
"768","768","2000","88","5","576","88","4"
"769","769","2000","89","5","576","89","4"
"770","770","2000","90","5","576","90","4"
"771","771","2000","91","5","736","91","4"
"772","772","2000","92","5","736","92","4"
"773","773","2000","93","5","736","93","4"
"774","774","2000","94","5","736","94","4"
"775","775","2000","95","5","736","95","4"
"776","776","2000","96","5","736","96","4"
"777","777","2000","97","5","736","97","4"
"778","778","2000","98","5","736","98","4"
"779","779","2000","99","5","736","99","4"
"780","780","2000","100","5","736","100","4"
"781","781","2000","101","5","736","101","5"
"782","782","2000","102","5","736","102","5"
"783","783","2000","103","5","736","103","5"
"784","784","2000","104","5","736","104","5"
"785","785","2000","105","5","736","105","5"
"786","786","2000","106","5","736","106","5"
"787","787","2000","107","5","736","107","5"
"788","788","2000","108","5","736","108","5"
"789","789","2000","109","5","736","109","5"
"790","790","2000","110","5","736","110","5"
"791","791","2000","111","5","897","111","5"
"792","792","2000","112","5","897","112","5"
"793","793","2000","113","5","897","113","5"
"794","794","2000","114","5","897","114","5"
"795","795","2000","115","5","897","115","5"
"796","796","2000","116","5","897","116","5"
"797","797","2000","117","5","897","117","5"
"798","798","2000","118","5","897","118","5"
"799","799","2000","119","5","897","119","5"
"800","800","2000","120","5","897","120","5"
"801","801","2000","121","5","897","121","5"
"802","802","2000","122","5","897","122","5"
"803","803","2000","123","5","897","123","5"
"804","804","2000","124","5","897","124","5"
"805","805","2000","125","5","897","125","5"
"806","806","2000","126","5","897","126","5"
"807","807","2000","127","5","897","127","5"
"808","808","2000","128","5","897","128","5"
"809","809","2000","129","5","897","129","5"
"810","810","2000","130","5","897","130","5"
"811","811","2000","131","5","1057","131","5"
"812","812","2000","132","5","1057","132","5"
"813","813","2000","133","5","1057","133","5"
"814","814","2000","134","5","1057","134","5"
"815","815","2000","135","5","1057","135","5"
"816","816","2000","136","5","1057","136","5"
"817","817","2000","137","5","1057","137","5"
"818","818","2000","138","5","1057","138","5"
"819","819","2000","139","5","1057","139","5"
"820","820","2000","140","5","1057","140","5"
"821","821","2000","141","5","1057","141","5"
"822","822","2000","142","5","1057","142","5"
"823","823","2000","143","5","1057","143","5"
"824","824","2000","144","5","1057","144","5"
"825","825","2000","145","5","1057","145","5"
"826","826","2000","146","5","1057","146","5"
"827","827","2000","147","5","1057","147","5"
"828","828","2000","148","5","1057","148","5"
"829","829","2000","149","5","1057","149","5"
"830","830","2000","150","5","1057","150","5"
"831","831","2000","151","5","1217","151","5"
"832","832","2000","152","5","1217","152","5"
"833","833","2000","153","5","1217","153","5"
"834","834","2000","154","5","1217","154","5"
"835","835","2000","155","5","1217","155","5"
"836","836","2000","156","5","1217","156","5"
"837","837","2000","157","5","1217","157","5"
"838","838","2000","158","5","1217","158","5"
"839","839","2000","159","5","1217","159","5"
"840","840","2000","160","5","1217","160","5"
"841","841","2000","161","5","1217","161","5"
"842","842","2000","162","5","1217","162","5"
"843","843","2000","163","5","1217","163","5"
"844","844","2000","164","5","1217","164","5"
"845","845","2000","165","5","1217","165","5"
"846","846","2000","166","5","1217","166","5"
"847","847","2000","167","5","1217","167","5"
"848","848","2000","168","5","1217","168","5"
"849","849","2000","169","5","1217","169","5"
"850","850","2000","170","5","1217","170","5"
