"Name","SkillId","NameSid","GroupNoteSid","NoteSid","EffectSid","SpecialLevel","SpecialNoteSid","SpecialToolTipTitle","SpecialToolTip","Icon","Icon_Gray","NameImgId","SkillType","ClassId","FixSkillSlot","Group","SkillProductType","UseControlTime","SkillUseCount","SkillUseTime","ConditionTarget","ConditionType","ConditionValue","ConditionRange","ConditionCheckTime","ChainUseSkillLv","ChainSkillID","ChainSkillDelay","ChainSkillCount","Cooltime","LevelUpCooltime","MaxCooltime","AddCooltime","GlobalCooltime","SkillCostType","SkillCost","AddSkillCost","SkillCostType_1","SkillCost_1","AttackLink","AttackAniTime","EndCutAniTime","HitCount","NextNormalSkilLink","NextNormalSkilProb","DarkChange","DamageType","MulDamage","LevelUpMulDamage","AddDamage","LevelUpAddDamage","MulDamage_1","LevelUpMulDamage_1","AddDamage_1","LevelUpAddDamage_1","AbilityType_1","AbilityValue_1","LevelUpValue_1","AbilityTime_1","AbilityType_2","AbilityValue_2","LevelUpValue_2","AbilityTime_2","AbilityType_3","AbilityValue_3","LevelUpValue_3","AbilityTime_3","AbilityType_4","AbilityValue_4","LevelUpValue_4","AbilityTime_4","ReqClassLevel","ReqBloodLevel","ReqForceLevel","ReqCheckQuest","MaxSkillLevel","LevelUpCostType","LevelUpDefaultCost","LevelUpCost","LevelUpCostType1","LevelUpDefaultCost1","LevelUpCost1","SkillItemId","OpenItemCost","LevelUpItemDefaultCost","LevelUpItemCost","ItemSmallIcon","CombatPoint","LevelUpCombatPoint","StateConUse","MoveConUse","IndicatorType","IndicatorIndex","IndicatorAngle","IndicatorMin","IndicatorMax","IndicatorWidth","IndicatorOffset","MainSkillID","Targeting","TargetHeight","BlockingCheck","SkillCostGroupID","SmiteBuffID","AutoLearnPassive","Skill_MODPassive","Passive","UIViewOrder"
"2503","2503","302503","312503","312503","322503","(1,5,8,10,11,12)","(342513,342523,342533,342543,342553,342563)","(341001,341002,341003,341004,341004,341004)","(342513,342523,342533,342543,342553,342563)","330210","335210","(330210)","1","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","52","0","52","(0)","0","2","2500","(0)","0","0","(250301,250302,250303)","1.267","1.01","3","(0)","0","0","0","0","0","0","0","110","2","0","0","4011","24","4","20","0","2000","7000","0","0","15","3","0","0","0","0","20","5","0","0","100007400","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","650","0","0","0","0","400","0","205","(0)","(0)","(0)","(800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","6"
"2203","2203","302203","312203","312203","322203","(1,5,8,10,11,12)","(342213,342223,342233,342243,342253,342263)","(341001,341002,341003,341004,341004,341004)","(342213,342223,342233,342243,342253,342263)","330212","335212","(330212)","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","40","(0)","0","2","4800","(0)","0","0","(220301,220302)","1.633","1.6","7","(0)","0","1","1","0","0","0","0","255","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","20","8","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","700","0","500","0","1","1000","0","206","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400493,400498,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","7"
"2303","2303","302303","312303","312303","322303","(1,5,8,10,11,12)","(342313,342323,342333,342343,342353,342363)","(341001,341002,341003,341004,341004,341004)","(342313,342323,342333,342343,342353,342363)","330207","335207","(330207)","1","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","18","0","18","(0)","0","2","2200","(0)","0","0","(230301)","2.1","1.89","6","(0)","0","1","1","0","0","0","0","352","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","16","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","0","0","0","0","0","0","0","1","700","1","207","(20020)","(102001)","(0)","(102001,204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,706005,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","8"
"2201","2201","302201","312201","312201","322201","(1,5,8,10,11,12)","(342211,342221,342231,342241,342251,342261)","(341001,341002,341003,341004,341004,341004)","(342211,342221,342231,342241,342251,342261)","330206","335206","(330206)","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","20","(0)","0","2","1400","(0)","0","0","(220101,220102,220103)","1.767","1.4","3","(0)","0","1","1","0","0","0","0","230","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","750","0","0","0","1","400","1","210","(30010)","(103001)","(0)","(103001,204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400483,400488,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,706005,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","9"
"2502","2502","302502","312502","312502","322502","(5,8,10,11,12)","(342522,342532,342542,342552,342562)","(341002,341003,341004,341004,341004)","(342522,342532,342542,342552,342562)","330209","335209","(330209)","1","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","30","(0)","0","2","2160","(0)","0","0","(250201,250202)","1.867","1.6","5","(0)","0","0","0","0","0","0","0","240","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","32","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","650","0","500","0","1","1000","0","209","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","10"
"2103","2103","302103","312103","312103","322103","(1,5,8,10,11,12)","(342113,342123,342133,342143,342153,342163)","(341001,341002,341003,341004,341004,341004)","(342113,342123,342133,342143,342153,342163)","330203","335203","(330203)","1","2","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","45","0","45","(0)","0","2","7000","(0)","0","0","(210301,210302,210303,210304,210305)","2.8","2.5","10","(0)","0","1","1","0","0","0","0","400","8","0","0","2004","60","12","0","0","0","0","0","0","0","0","0","0","0","0","20","40","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","208","(30010)","(103001)","(0)","(103001,204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400483,400488,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,706005,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","11"
"2204","2204","302204","312204","312204","0","(1,5,8,10,11,12)","(342214,342224,342234,342244,342254,342264)","(341001,341002,341003,341004,341004,341004)","(342214,342224,342234,342244,342254,342264)","330211","335211","(330211)","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","54","0","54","(0)","0","2","3000","(0)","0","0","(220401,220402)","1.6","1.3","0","(0)","0","1","1","0","0","0","0","0","0","0","0","22","25","5","60","0","0","0","0","0","0","0","0","0","0","0","20","48","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","500","0","0","0","0","400","0","211","(0)","(0)","(0)","(800001,800003,800004,800007,204025,205025)","12"
"2202","2202","302202","312202","312202","322202","(1,5,8,10,11,12)","(342212,342222,342232,342242,342252,342262)","(341001,341002,341003,341004,341004,341004)","(342212,342222,342232,342242,342252,342262)","330208","335208","(330208)","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","53","0","53","(0)","0","2","6300","(0)","0","0","(220201,220202,220203)","4","3.6","2","(0)","0","1","1","0","0","0","0","220","4","0","0","0","0","0","2","0","20","0","5","0","0","0","0","0","0","0","20","56","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","102","360","0","700","0","0","0","1","400","1","212","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400493,400498,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","13"
"2403","2403","302403","312403","312403","322403","(1,5,8,10,11,12)","(342413,342423,342433,342443,342453,342463)","(341001,341002,341003,341004,341004,341004)","(342413,342423,342433,342443,342453,342463)","330200","335200","(330200)","3","2","7","4","0","0.5","0","0","0","0","0","0","0","0","0","0","0","10","0","10","(0)","0","2","7000","(0)","3","10000","(240302)","3.33","2.76","10","(0)","0","0","0","0","0","0","0","680","15","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","20","1","0","0","100002950","12","2","20","10","13","2","4","0","0","0","0","230502050","150","10","0","0","0","103","0","0","1500","500","0","0","1","1000","0","213","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400383,400172,400292,400313,400373,400393,400514,400534,400543,400564,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204026,204030,204032,204033,204034,204035,204036,204037,204038,205025,205026,205030,205032,205033,205034,205035,205036,205037,205038)","1"
"29010","29010","0","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","(0)","0","1","100","(0)","0","0","(2901001)","0.9","0.63","0","(0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","1","0","0","0","0","0","0","0","0","1","400","0","0","(0)","(0)","(0)","(400302,400443,400674,204023,204027,204028,205023,205027,205028)","0"
"29011","29011","0","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","(0)","0","1","100","(0)","0","0","(2901002)","0.667","0.47","0","(0)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","1","0","0","0","0","0","0","0","0","1","400","0","0","(0)","(0)","(0)","(400302,400443,400674,204023,204027,204028,205023,205027,205028)","0"
"30010","30010","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.31","0","0","(0)","0","0","(3001001)","0.5","0.45","1","(30020)","100","0","1","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","800","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30020","30020","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.31","0","0","(0)","0","0","(3002001)","0.5","0.45","1","(30030)","100","0","1","0","0","0","0","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","800","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30030","30030","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.73","0","0","(0)","0","0","(3003001)","1","0.95","1","(30010)","100","0","1","0","0","0","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","800","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30040","30040","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.31","0","0","(0)","0","0","(3004001)","0.5","0.45","1","(30050)","100","0","1","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30050","30050","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.37","0","0","(0)","0","0","(3005001)","0.592","0.53","1","(30060,30080)","50","0","1","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30060","30060","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.55","0","0","(0)","0","0","(3006001)","0.9","0.72","1","(30070)","100","0","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30070","30070","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.92","0","0","(0)","0","0","(3007001,3007002)","2.083","1.2","2","(30040)","100","0","1","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30080","30080","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.51","0","0","(0)","0","0","(3008001,3008002)","0.7","0.69","2","(30090)","100","0","1","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30090","30090","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","0.62","0","0","(0)","0","0","(3009001,3009002)","0.9","0.81","2","(30100)","100","0","1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"30100","30100","303000","0","0","0","(0)","(0)","(0)","(0)","0","0","(0)","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","(0)","1.02","0","0","(0)","0","0","(3010001,3010002)","1.907","1.321","2","(30010)","100","0","1","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","0","13","0","0","0","0","0","0","0","150","10","0","0","0","0","0","0","0","0","0","0","1","400","1","0","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","0"
"3506","3506","303506","313506","313506","323506","(1,5,8,10,11,12)","(343516,343526,343536,343546,343556,343566)","(341001,341002,341003,341004,341004,341004)","(343516,343526,343536,343546,343556,343566)","330308","335308","(8)","1","3","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","21","(0)","0","2","2600","(0)","0","0","(350601,350602)","2.533","2.28","5","(0)","0","1","0","0","0","0","0","260","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","0","0","0","0","0","0","0","1","700","1","301","(0)","(0)","(0)","(204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","2"
"3101","3101","303101","313101","313101","323101","(1,5,8,10,11,12)","(343111,343121,343131,343141,343151,343161)","(341001,341002,341003,341004,341004,341004)","(343111,343121,343131,343141,343151,343161)","330302","335302","(2)","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","16","(0)","0","2","1600","(0)","0","0","(310101,310102,310103,310104)","1.833","1.6","7","(0)","0","1","0","200","4","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","12","2","20","10","13","1","2","0","0","0","0","230502050","150","10","0","0","0","103","0","0","800","500","0","0","1","400","1","302","(30010)","(103001)","(0)","(103001,204001,204002,204003,204004,204005,204006,205001,205002,205003,205004,205005,205006,205007,205008,205009,205010,205011,205012,204013,204014,204015,204016,204017,204018,205013,205014,205015,205016,205017,205018,224001,224002,224003,224004,224005,224006,224013,224014,224015,224016,224017,224018,225001,225002,225003,225004,225005,225006,225007,225008,225009,225010,225011,225012,225013,225014,225015,225016,225017,225018,400172,400292,400313,400373,400393,400514,400534,400543,400573,400594,400614,400623,400634,400675,400683,400695,400703,400715,400737,400738,400748,400755,400767,400768,410001,410011,410021,410041,410051,706005,800001,800003,800004,800007,204025,204030,204032,204033,204035,204036,204037,204038,205025,205030,205032,205033,205035,205036,205037,205038)","3"
