"Name","MonsterCollectId","MonsterId","StageGroupId","StageId","='!명세서'!B15","MonsterGradeIcon","MaxCollectLevel","CollectItemId","CollectItemLevelUpCount1","CollectItemLevelUpCount2","CollectItemLevelUpCount3","CollectItemLevelUpCount4","CollectItemLevelUpCount5","MonsterThumbnail","MonsterRewardType1","MonsterRewardId1","MonsterRewardValue1","MonsterRewardType2","MonsterRewardId2","MonsterRewardValue2","MonsterRewardType3","MonsterRewardId3","MonsterRewardValue3","MonsterRewardType4","MonsterRewardId4","MonsterRewardValue4","MonsterRewardType5","MonsterRewardId5","MonsterRewardValue5"
"2005005","2005005","121018401","2005","200022050","18588,-732,1021","1102","5","132005005","4","8","12","16","20","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2005006","2005006","121018501","2005","200022050","37964,3426,588","1101","5","132005006","2","3","4","5","6","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2005007","2005007","121019001","2005","200022051","-14623,7137,2660","1105","5","132005007","5","10","15","20","25","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2005008","2005008","121019101","2005","200022051","16125,3308,2025","1105","5","132005008","5","10","15","20","25","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2005009","2005009","121019201","2005","200022051","17597,-6707,1872","1104","5","132005009","5","10","15","20","25","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2005010","2005010","121019301","2005","200022051","23133,12642,2360","1103","5","132005010","5","10","15","20","25","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2005011","2005011","121019401","2005","200022051","28335,-8706,780","1102","5","132005011","5","10","15","20","25","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2005012","2005012","121019501","2005","200022051","-122,-20102,2399","1101","5","132005012","3","4","5","6","7","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2006001","2006001","121020001","2006","200022060","-6756,-12075,410","1104","5","132006001","5","10","15","20","25","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2006002","2006002","121020101","2006","200022060","2892,10264,402","1103","5","132006002","5","10","15","20","25","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2006003","2006003","121020201","2006","200022060","17896,4246,-18","1102","5","132006003","5","10","15","20","25","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2006004","2006004","121020301","2006","200022060","17142,-13991,682","1101","5","132006004","3","4","5","6","7","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007001","2007001","121021001","2007","200022070","-10645,12305,4702","1104","5","132007001","5","10","15","20","25","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007002","2007002","121021101","2007","200022070","-20789,-6316,5781","1104","5","132007002","5","10","15","20","25","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007003","2007003","121021201","2007","200022070","21989,15151,5215","1103","5","132007003","5","10","15","20","25","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007004","2007004","121021301","2007","200022070","27703,-2152,5741","1103","5","132007004","5","10","15","20","25","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007005","2007005","121021401","2007","200022070","33124,-18350,6211","1102","5","132007005","5","10","15","20","25","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007006","2007006","121021501","2007","200022070","-5673,-9507,782","1101","5","132007006","3","4","5","6","7","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007007","2007007","121022001","2007","200022071","19699,18902,-1357","1104","5","132007007","5","10","15","20","25","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007008","2007008","121022101","2007","200022071","-24637,35864,-1077","1104","5","132007008","5","10","15","20","25","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007009","2007009","121022201","2007","200022071","-26442,18282,-1239","1103","5","132007009","5","10","15","20","25","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007010","2007010","121022301","2007","200022071","7788,-5608,1030","1103","5","132007010","5","10","15","20","25","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007011","2007011","121022401","2007","200022071","-24202,-13730,906","1102","5","132007011","5","10","15","20","25","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007012","2007012","121022501","2007","200022071","23076,-19455,2583","1101","5","132007012","3","4","5","6","7","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007013","2007013","121023001","2007","200022072","-9052,-642,2471","1104","5","132007013","6","12","18","24","30","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007014","2007014","121023101","2007","200022072","7715,-9903,98","1104","5","132007014","6","12","18","24","30","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007015","2007015","121023201","2007","200022072","21503,-22348,433","1103","5","132007015","6","12","18","24","30","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007016","2007016","121023301","2007","200022072","1066,-20592,1706","1103","5","132007016","6","12","18","24","30","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007017","2007017","121023401","2007","200022072","-31379,-23297,1749","1102","5","132007017","6","12","18","24","30","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2007018","2007018","121023501","2007","200022072","-7792,-27808,-145","1101","5","132007018","3","4","5","6","7","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008001","2008001","121024001","2008","200022080","7926,-5375,-316","1104","5","132008001","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008002","2008002","121024101","2008","200022080","30166,-586,-1079","1104","5","132008002","6","12","18","24","30","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008003","2008003","121024201","2008","200022080","-2781,-30383,1295","1103","5","132008003","6","12","18","24","30","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008004","2008004","121024301","2008","200022080","-14853,25369,2317","1103","5","132008004","6","12","18","24","30","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008005","2008005","121024401","2008","200022080","8541,10998,67","1102","5","132008005","6","12","18","24","30","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008006","2008006","121024501","2008","200022080","-6312,9353,438","1101","5","132008006","3","4","5","6","7","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008007","2008007","121025001","2008","200022081","29224,12448,-662","1104","5","132008007","6","12","18","24","30","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008008","2008008","121025101","2008","200022081","13041,25620,-62","1104","5","132008008","6","12","18","24","30","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008009","2008009","121025201","2008","200022081","22554,-4400,1475","1103","5","132008009","6","12","18","24","30","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008010","2008010","121025301","2008","200022081","33805,-17841,941","1103","5","132008010","6","12","18","24","30","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008011","2008011","121025401","2008","200022081","-6457,13637,2912","1102","5","132008011","6","12","18","24","30","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2008012","2008012","121025501","2008","200022081","-6230,-7473,702","1101","5","132008012","3","4","5","6","7","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009001","2009001","121026001","2009","200022090","-10870,11820,7050","1104","5","132009001","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009002","2009002","121026101","2009","200022090","11935,-4620,9045","1104","5","132009002","6","12","18","24","30","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009003","2009003","121026201","2009","200022090","22816,13032,7615","1103","5","132009003","6","12","18","24","30","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009004","2009004","121026301","2009","200022090","-13111,4717,7072","1103","5","132009004","6","12","18","24","30","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009005","2009005","121026401","2009","200022090","5699,-110750,10905","1102","5","132009005","6","12","18","24","30","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009006","2009006","121026501","2009","200022090","-13994,-23406,11615","1101","5","132009006","3","4","5","6","7","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009007","2009007","121027001","2009","200022091","-14515,-12140,590","1104","5","132009007","6","12","18","24","30","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009008","2009008","121027101","2009","200022091","-15996,14868,1178","1104","5","132009008","6","12","18","24","30","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009009","2009009","121027201","2009","200022091","-10547,-22106,1963","1103","5","132009009","6","12","18","24","30","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009010","2009010","121027301","2009","200022091","14878,8985,1698","1103","5","132009010","6","12","18","24","30","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009011","2009011","121027401","2009","200022091","-3823,24551,1758","1102","5","132009011","6","12","18","24","30","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009012","2009012","121027501","2009","200022091","12558,-252,1703","1101","5","132009012","3","4","5","6","7","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009013","2009013","121028001","2009","200022092","-16105,-10870,3550","1104","5","132009013","6","12","18","24","30","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009014","2009014","121028101","2009","200022092","7900,6100,3180","1104","5","132009014","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009015","2009015","121028201","2009","200022092","16847,17561,3845","1103","5","132009015","6","12","18","24","30","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009016","2009016","121028301","2009","200022092","15400,-9344,3590","1103","5","132009016","6","12","18","24","30","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009017","2009017","121028401","2009","200022092","22032,-4346,3790","1102","5","132009017","6","12","18","24","30","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"2009018","2009018","121028501","2009","200022092","-8277,-18785,4730","1101","5","132009018","3","4","5","6","7","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001001","3001001","10011005","3001","10010","240,-5555,205","1105","5","133001001","1","2","3","4","5","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001002","3001002","10011010","3001","10010","-16315,15290,1440","1104","5","133001002","1","2","3","4","5","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001003","3001003","10011015","3001","10010","14730,5070,200","1103","5","133001003","1","2","3","4","5","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001004","3001004","10011020","3001","10010","-16285,-4200,675","1102","5","133001004","1","2","3","4","5","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001005","3001005","10011025","3001","10010","8630,-14895,3450","1101","5","133001005","1","2","3","4","5","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001006","3001006","10011505","3001","10011","240,-5555,205","1105","5","133001006","2","4","6","8","10","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001007","3001007","10011510","3001","10011","-16315,15290,1440","1104","5","133001007","2","4","6","8","10","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001008","3001008","10011515","3001","10011","14730,5070,200","1103","5","133001008","2","4","6","8","10","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001009","3001009","10011520","3001","10011","-16285,-4200,675","1102","5","133001009","2","4","6","8","10","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001010","3001010","10011525","3001","10011","8630,-14895,3450","1101","5","133001010","1","2","3","4","5","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001011","3001011","10012005","3001","10012","10070,-9585,-95","1105","5","133001011","2","4","6","8","10","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001012","3001012","10012010","3001","10012","10140,9365,-365","1104","5","133001012","2","4","6","8","10","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001013","3001013","10012015","3001","10012","-9500,9075,75","1103","5","133001013","2","4","6","8","10","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001014","3001014","10012020","3001","10012","-9410,-10035,85","1102","5","133001014","2","4","6","8","10","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3001015","3001015","1000007","3001","10012","-100,-315,1070","1101","5","133001015","1","2","3","4","5","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002001","3002001","10021005","3002","10020","6210,580,660","1105","5","133002001","3","6","9","12","15","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002002","3002002","10021010","3002","10020","-15135,-17190,645","1104","5","133002002","3","6","9","12","15","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002003","3002003","10021015","3002","10020","-13370,7335,645","1103","5","133002003","3","6","9","12","15","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002004","3002004","10021020","3002","10020","14875,-16140,1010","1102","5","133002004","3","6","9","12","15","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002005","3002005","10021025","3002","10020","16550,16340,2135","1101","5","133002005","2","3","4","5","6","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002006","3002006","10021505","3002","10021","6210,580,660","1105","5","133002006","3","6","9","12","15","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002007","3002007","10021510","3002","10021","-15135,-17190,645","1104","5","133002007","3","6","9","12","15","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002008","3002008","10021515","3002","10021","-13370,7335,645","1103","5","133002008","3","6","9","12","15","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002009","3002009","10021520","3002","10021","14875,-16140,1010","1102","5","133002009","3","6","9","12","15","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002010","3002010","10021525","3002","10021","16550,16340,2135","1101","5","133002010","2","3","4","5","6","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002011","3002011","10022005","3002","10022","-15865,8935,1200","1105","5","133002011","3","6","9","12","15","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002012","3002012","10022010","3002","10022","8645,-16455,1190","1104","5","133002012","3","6","9","12","15","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002013","3002013","10022015","3002","10022","8765,16505,1190","1103","5","133002013","3","6","9","12","15","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002014","3002014","10022020","3002","10022","-16845,-16005,1800","1102","5","133002014","3","6","9","12","15","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3002015","3002015","1000008","3002","10022","75,75,85","1101","5","133002015","2","3","4","5","6","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003001","3003001","10031005","3003","10030","170,12835,1720","1105","5","133003001","4","8","12","16","20","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003002","3003002","10031010","3003","10030","-8665,15525,1905","1104","5","133003002","4","8","12","16","20","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003003","3003003","10031015","3003","10030","-8365,-3605,1065","1103","5","133003003","4","8","12","16","20","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003004","3003004","10031020","3003","10030","11075,-15025,4505","1102","5","133003004","4","8","12","16","20","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003005","3003005","10031025","3003","10030","9015,5915,1405","1101","5","133003005","2","3","4","5","6","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003006","3003006","10031505","3003","10031","170,12835,1720","1105","5","133003006","4","8","12","16","20","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003007","3003007","10031510","3003","10031","-8665,15525,1905","1104","5","133003007","4","8","12","16","20","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003008","3003008","10031515","3003","10031","-8365,-3605,1065","1103","5","133003008","4","8","12","16","20","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003009","3003009","10031520","3003","10031","11075,-15025,4505","1102","5","133003009","4","8","12","16","20","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003010","3003010","10031525","3003","10031","9015,5915,1405","1101","5","133003010","2","3","4","5","6","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003011","3003011","10032005","3003","10032","8740,7885,1065","1105","5","133003011","4","8","12","16","20","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003012","3003012","10032010","3003","10032","-15830,-8935,1215","1104","5","133003012","4","8","12","16","20","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003013","3003013","10032015","3003","10032","11540,305,115","1103","5","133003013","4","8","12","16","20","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003014","3003014","10032020","3003","10032","-11500,305,115","1102","5","133003014","4","8","12","16","20","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3003015","3003015","1000014","3003","10032","110,-100,140","1101","5","133003015","2","3","4","5","6","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004001","3004001","10041005","3004","10040","-16985,15530,1440","1104","5","133004001","5","10","15","20","25","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004002","3004002","10041010","3004","10040","390,-5205,185","1104","5","133004002","5","10","15","20","25","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004003","3004003","10041015","3004","10040","-16415,-3780,675","1103","5","133004003","5","10","15","20","25","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004004","3004004","10041020","3004","10040","14890,4130,200","1102","5","133004004","5","10","15","20","25","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004005","3004005","10041025","3004","10040","8870,-15535,3450","1101","5","133004005","2","3","4","5","6","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004006","3004006","10041505","3004","10041","-16985,15530,1440","1104","5","133004006","5","10","15","20","25","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004007","3004007","10041510","3004","10041","390,-5205,185","1104","5","133004007","5","10","15","20","25","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004008","3004008","10041515","3004","10041","-16415,-3780,675","1103","5","133004008","5","10","15","20","25","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004009","3004009","10041520","3004","10041","14890,4130,200","1102","5","133004009","5","10","15","20","25","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004010","3004010","10041525","3004","10041","8870,-15535,3450","1101","5","133004010","2","3","4","5","6","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004011","3004011","10042006","3004","10042","10300,9465,-365","1104","5","133004011","5","10","15","20","25","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004012","3004012","10042011","3004","10042","-9213,9916,75","1104","5","133004012","5","10","15","20","25","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004013","3004013","10042017","3004","10042","-9285,-10141,85","1103","5","133004013","5","10","15","20","25","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004014","3004014","10042022","3004","10042","9972,-9777,-95","1102","5","133004014","5","10","15","20","25","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3004015","3004015","1000023","3004","10042","101,-285,1070","1101","5","133004015","2","3","4","5","6","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005001","3005001","10071005","3005","10045","170,12835,1720","1104","5","133005001","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005002","3005002","10071010","3005","10045","-8665,15525,1905","1103","5","133005002","6","12","18","24","30","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005003","3005003","10071015","3005","10045","-8365,-3605,1065","1103","5","133005003","6","12","18","24","30","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005004","3005004","10071020","3005","10045","11075,-15025,4505","1102","5","133005004","6","12","18","24","30","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005005","3005005","10071025","3005","10045","9015,5915,1405","1101","5","133005005","3","4","5","6","7","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005006","3005006","10071505","3005","10046","170,12835,1720","1104","5","133005006","6","12","18","24","30","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005007","3005007","10071510","3005","10046","-8665,15525,1905","1103","5","133005007","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005008","3005008","10071515","3005","10046","-8365,-3605,1065","1103","5","133005008","6","12","18","24","30","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005009","3005009","10071520","3005","10046","11075,-15025,4505","1102","5","133005009","6","12","18","24","30","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005010","3005010","10071525","3005","10046","9015,5915,1405","1101","5","133005010","3","4","5","6","7","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005011","3005011","10072005","3005","10047","8740,7885,1065","1104","5","133005011","6","12","18","24","30","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005012","3005012","10072010","3005","10047","-15830,-8935,1215","1103","5","133005012","6","12","18","24","30","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005013","3005013","10072015","3005","10047","11540,305,115","1103","5","133005013","6","12","18","24","30","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005014","3005014","10072020","3005","10047","-11500,305,115","1102","5","133005014","6","12","18","24","30","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3005015","3005015","1000024","3005","10047","110,-100,140","1101","5","133005015","3","4","5","6","7","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006001","3006001","10051005","3006","10050","16665,16353,2135","1104","5","133006001","6","12","18","24","30","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006002","3006002","10051010","3006","10050","-2970,-69,719","1103","5","133006002","6","12","18","24","30","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006003","3006003","10051015","3006","10050","15082,-16371,931","1103","5","133006003","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006004","3006004","10051020","3006","10050","7131,7908,685","1102","5","133006004","6","12","18","24","30","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006005","3006005","10051025","3006","10050","-15377,-17065,711","1101","5","133006005","3","4","5","6","7","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006006","3006006","10051505","3006","10051","16665,16353,2135","1104","5","133006006","6","12","18","24","30","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006007","3006007","10051510","3006","10051","-2970,-69,719","1103","5","133006007","6","12","18","24","30","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006008","3006008","10051515","3006","10051","15082,-16371,931","1103","5","133006008","6","12","18","24","30","11","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006009","3006009","10051520","3006","10051","7131,7908,685","1102","5","133006009","6","12","18","24","30","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006010","3006010","10051525","3006","10051","-15377,-17065,711","1101","5","133006010","3","4","5","6","7","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006011","3006011","10052005","3006","10052","8758,16378,1222","1104","5","133006011","6","12","18","24","30","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006012","3006012","10052010","3006","10052","-15865,8935,1200","1103","5","133006012","6","12","18","24","30","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006013","3006013","10052015","3006","10052","-17632,-15937,1800","1103","5","133006013","6","12","18","24","30","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006014","3006014","10052020","3006","10052","15944,-16936,1790","1102","5","133006014","6","12","18","24","30","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3006015","3006015","1000020","3006","10052","75,75,85","1101","5","133006015","3","4","5","6","7","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007001","3007001","10061005","3007","10060","-8144,14481,1926","1103","5","133007001","7","14","21","28","35","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007002","3007002","10061010","3007","10060","115,12818,1720","1103","5","133007002","7","14","21","28","35","14","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007003","3007003","10061015","3007","10060","9225,-15465,4505","1102","5","133007003","7","14","21","28","35","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007004","3007004","10061020","3007","10060","-7669,-4126,1065","1102","5","133007004","7","14","21","28","35","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007005","3007005","10061025","3007","10060","9238,5821,1405","1101","5","133007005","4","5","6","7","8","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007006","3007006","10061505","3007","10061","-8144,14481,1926","1103","5","133007006","7","14","21","28","35","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007007","3007007","10061510","3007","10061","115,12818,1720","1103","5","133007007","7","14","21","28","35","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007008","3007008","10061515","3007","10061","9225,-15465,4505","1102","5","133007008","7","14","21","28","35","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007009","3007009","10061520","3007","10061","-7669,-4126,1065","1102","5","133007009","7","14","21","28","35","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007010","3007010","10061525","3007","10061","9238,5821,1405","1101","5","133007010","4","5","6","7","8","10","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007011","3007011","10062005","3007","10062","11270,305,115","1103","5","133007011","7","14","21","28","35","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007012","3007012","10062010","3007","10062","-11592,199,115","1103","5","133007012","7","14","21","28","35","15","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007013","3007013","10062015","3007","10062","8739,7885,1065","1102","5","133007013","7","14","21","28","35","5","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007014","3007014","10062020","3007","10062","-16215,-9289,1215","1102","5","133007014","7","14","21","28","35","3","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"3007015","3007015","1000022","3007","10062","55,145,115","1101","5","133007015","4","5","6","7","8","1","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001001","4001001","106111001","4001","201003010","17168,12446,3857","1105","5","134001001","2","4","6","8","10","12","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001002","4001002","106111003","4001","201003010","10300,-15269,661","1104","5","134001002","2","4","6","8","10","13","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001003","4001003","106111004","4001","201003010","-7322,-5523,1147","1103","5","134001003","2","4","6","8","10","9","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
"4001004","4001004","106111005","4001","201003010","763,-2616,1420","1101","5","134001004","1","2","3","4","5","2","1","3","10","1","3","10","1","3","10","1","3","10","1","3","10"
