"Name","DropPositionId","DropPositionGroupId","Position"
"13311","13311","10202","(X=4117,Y=-1783,Z=9309)"
"13312","13312","10202","(X=3746,Y=-1801,Z=9309)"
"13313","13313","10202","(X=3371,Y=-1783,Z=9309)"
"13314","13314","10202","(X=3045,Y=-1783,Z=9309)"
"13315","13315","10202","(X=2648,Y=-1783,Z=9309)"
"13316","13316","10202","(X=2322,Y=-1783,Z=9309)"
"13317","13317","10202","(X=1950,Y=-1801,Z=9309)"
"13318","13318","10202","(X=1604,Y=-1783,Z=9309)"
"13319","13319","10202","(X=1279,Y=-1783,Z=9309)"
"13320","13320","10202","(X=882,Y=-1783,Z=9309)"
"13321","13321","10202","(X=555,Y=-1783,Z=9309)"
"13322","13322","10202","(X=242,Y=-1783,Z=9309)"
"13323","13323","10202","(X=-83,Y=-1783,Z=9309)"
"13324","13324","10202","(X=-480,Y=-1783,Z=9309)"
"13325","13325","10202","(X=-806,Y=-1783,Z=9309)"
"13326","13326","10202","(X=-1178,Y=-1801,Z=9309)"
"13327","13327","10202","(X=-1553,Y=-1783,Z=9309)"
"13328","13328","10202","(X=-1878,Y=-1783,Z=9309)"
"13329","13329","10202","(X=-2275,Y=-1783,Z=9309)"
"13330","13330","10202","(X=-2602,Y=-1783,Z=9309)"
"13331","13331","10202","(X=-2974,Y=-1801,Z=9309)"
"13332","13332","10202","(X=-3320,Y=-1783,Z=9309)"
"13333","13333","10202","(X=-3645,Y=-1783,Z=9309)"
"13334","13334","10202","(X=-4042,Y=-1783,Z=9309)"
"13335","13335","10202","(X=-4368,Y=-1783,Z=9309)"
"13336","13336","10202","(X=4938,Y=-2147,Z=9309)"
"13337","13337","10202","(X=4613,Y=-2147,Z=9309)"
"13338","13338","10202","(X=4216,Y=-2147,Z=9309)"
"13339","13339","10202","(X=3889,Y=-2147,Z=9309)"
"13340","13340","10202","(X=3517,Y=-2164,Z=9309)"
"13341","13341","10202","(X=3142,Y=-2147,Z=9309)"
"13342","13342","10202","(X=2817,Y=-2147,Z=9309)"
"13343","13343","10202","(X=2420,Y=-2147,Z=9309)"
"13344","13344","10202","(X=2094,Y=-2147,Z=9309)"
"13345","13345","10202","(X=1722,Y=-2164,Z=9309)"
"13346","13346","10202","(X=1376,Y=-2147,Z=9309)"
"13347","13347","10202","(X=1050,Y=-2147,Z=9309)"
"13348","13348","10202","(X=654,Y=-2147,Z=9309)"
"13349","13349","10202","(X=327,Y=-2147,Z=9309)"
"13350","13350","10202","(X=13,Y=-2147,Z=9309)"
"13351","13351","10202","(X=-311,Y=-2147,Z=9309)"
"13352","13352","10202","(X=-708,Y=-2147,Z=9309)"
"13353","13353","10202","(X=-1034,Y=-2147,Z=9309)"
"13354","13354","10202","(X=-1406,Y=-2164,Z=9309)"
"13355","13355","10202","(X=-1781,Y=-2147,Z=9309)"
"13356","13356","10202","(X=-2107,Y=-2147,Z=9309)"
"13357","13357","10202","(X=-2503,Y=-2147,Z=9309)"
"13358","13358","10202","(X=-2830,Y=-2147,Z=9309)"
"13359","13359","10202","(X=-3202,Y=-2164,Z=9309)"
"13360","13360","10202","(X=-3548,Y=-2147,Z=9309)"
"13361","13361","10202","(X=-3873,Y=-2147,Z=9309)"
"13362","13362","10202","(X=-4270,Y=-2147,Z=9309)"
"13363","13363","10202","(X=-4597,Y=-2147,Z=9309)"
"13364","13364","10202","(X=4938,Y=-2548,Z=9309)"
"13365","13365","10202","(X=4613,Y=-2548,Z=9309)"
"13366","13366","10202","(X=4216,Y=-2548,Z=9309)"
"13367","13367","10202","(X=3889,Y=-2548,Z=9309)"
"13368","13368","10202","(X=3517,Y=-2566,Z=9309)"
"13369","13369","10202","(X=3142,Y=-2548,Z=9309)"
"13370","13370","10202","(X=2817,Y=-2548,Z=9309)"
"13371","13371","10202","(X=2420,Y=-2548,Z=9309)"
"13372","13372","10202","(X=2094,Y=-2548,Z=9309)"
"13373","13373","10202","(X=1722,Y=-2566,Z=9309)"
"13374","13374","10202","(X=1376,Y=-2548,Z=9309)"
"13375","13375","10202","(X=1050,Y=-2548,Z=9309)"
"13376","13376","10202","(X=654,Y=-2548,Z=9309)"
"13377","13377","10202","(X=327,Y=-2548,Z=9309)"
"13378","13378","10202","(X=13,Y=-2548,Z=9309)"
"13379","13379","10202","(X=-311,Y=-2548,Z=9309)"
"13380","13380","10202","(X=-708,Y=-2548,Z=9309)"
"13381","13381","10202","(X=-1034,Y=-2548,Z=9309)"
"13382","13382","10202","(X=-1406,Y=-2566,Z=9309)"
"13383","13383","10202","(X=-1781,Y=-2548,Z=9309)"
"13384","13384","10202","(X=-2107,Y=-2548,Z=9309)"
"13385","13385","10202","(X=-2503,Y=-2548,Z=9309)"
"13386","13386","10202","(X=-2830,Y=-2548,Z=9309)"
"13387","13387","10202","(X=-3202,Y=-2566,Z=9309)"
"13388","13388","10202","(X=-3548,Y=-2548,Z=9309)"
"13389","13389","10202","(X=-3873,Y=-2548,Z=9309)"
"13390","13390","10202","(X=-4270,Y=-2548,Z=9309)"
"13391","13391","10202","(X=-4597,Y=-2548,Z=9309)"
"13392","13392","10202","(X=4613,Y=-2962,Z=9309)"
"13393","13393","10202","(X=4216,Y=-2962,Z=9309)"
"13394","13394","10202","(X=3889,Y=-2962,Z=9309)"
"13395","13395","10202","(X=3517,Y=-2980,Z=9309)"
"13396","13396","10202","(X=3142,Y=-2962,Z=9309)"
"13397","13397","10202","(X=2817,Y=-2962,Z=9309)"
"13398","13398","10202","(X=2420,Y=-2962,Z=9309)"
"13399","13399","10202","(X=2094,Y=-2962,Z=9309)"
"13400","13400","10202","(X=1722,Y=-2980,Z=9309)"
"13401","13401","10202","(X=1376,Y=-2962,Z=9309)"
"13402","13402","10202","(X=1050,Y=-2962,Z=9309)"
"13403","13403","10202","(X=654,Y=-2962,Z=9309)"
"13404","13404","10202","(X=327,Y=-2962,Z=9309)"
"13405","13405","10202","(X=4127,Y=-3442,Z=9309)"
"13406","13406","10202","(X=3800,Y=-3442,Z=9309)"
"13407","13407","10202","(X=3428,Y=-3460,Z=9309)"
"13408","13408","10202","(X=3053,Y=-3442,Z=9309)"
"13409","13409","10202","(X=2728,Y=-3442,Z=9309)"
"13410","13410","10202","(X=2331,Y=-3442,Z=9309)"
"13411","13411","10202","(X=2004,Y=-3442,Z=9309)"
"13412","13412","10202","(X=1632,Y=-3460,Z=9309)"
"13413","13413","10202","(X=1286,Y=-3442,Z=9309)"
"13414","13414","10202","(X=961,Y=-3442,Z=9309)"
"13415","13415","10202","(X=564,Y=-3442,Z=9309)"
"13416","13416","10202","(X=238,Y=-3442,Z=9309)"
"13417","13417","10202","(X=-75,Y=-3442,Z=9309)"
"13418","13418","10202","(X=-400,Y=-3442,Z=9309)"
"13419","13419","10202","(X=-797,Y=-3442,Z=9309)"
"13420","13420","10202","(X=-1124,Y=-3442,Z=9309)"
"13421","13421","10202","(X=-1496,Y=-3460,Z=9309)"
"13422","13422","10202","(X=-1871,Y=-3442,Z=9309)"
"13423","13423","10202","(X=-2196,Y=-3442,Z=9309)"
"13424","13424","10202","(X=-2593,Y=-3442,Z=9309)"
"13425","13425","10202","(X=-2919,Y=-3442,Z=9309)"
"13426","13426","10202","(X=-3291,Y=-3460,Z=9309)"
"13427","13427","10202","(X=-3637,Y=-3442,Z=9309)"
"13428","13428","10202","(X=-3963,Y=-3442,Z=9309)"
"13429","13429","10202","(X=3706,Y=-3879,Z=9309)"
"13430","13430","10202","(X=3392,Y=-3940,Z=9309)"
"13431","13431","10202","(X=3017,Y=-3922,Z=9309)"
"13432","13432","10202","(X=2692,Y=-3922,Z=9309)"
"13433","13433","10202","(X=2295,Y=-3922,Z=9309)"
"13434","13434","10202","(X=1969,Y=-3922,Z=9309)"
"13435","13435","10202","(X=1597,Y=-3940,Z=9309)"
"13436","13436","10202","(X=1251,Y=-3922,Z=9309)"
"13437","13437","10202","(X=925,Y=-3922,Z=9309)"
"13438","13438","10202","(X=529,Y=-3922,Z=9309)"
"13439","13439","10202","(X=202,Y=-3922,Z=9309)"
"13440","13440","10202","(X=-111,Y=-3922,Z=9309)"
"13441","13441","10202","(X=-436,Y=-3922,Z=9309)"
"13442","13442","10202","(X=-833,Y=-3922,Z=9309)"
"13443","13443","10202","(X=-1159,Y=-3922,Z=9309)"
"13444","13444","10202","(X=-1531,Y=-3940,Z=9309)"
"13445","13445","10202","(X=-1906,Y=-3922,Z=9309)"
"13446","13446","10202","(X=-2232,Y=-3922,Z=9309)"
"13447","13447","10202","(X=-2628,Y=-3922,Z=9309)"
"13448","13448","10202","(X=-2955,Y=-3922,Z=9309)"
"13449","13449","10202","(X=-3327,Y=-3940,Z=9309)"
"13450","13450","10202","(X=-3673,Y=-3922,Z=9309)"
"13451","13451","10202","(X=3234,Y=-4292,Z=9309)"
"13452","13452","10202","(X=2972,Y=-4324,Z=9309)"
"13453","13453","10202","(X=2647,Y=-4324,Z=9309)"
"13454","13454","10202","(X=2250,Y=-4324,Z=9309)"
"13455","13455","10202","(X=1923,Y=-4324,Z=9309)"
"13456","13456","10202","(X=1551,Y=-4342,Z=9309)"
"13457","13457","10202","(X=1206,Y=-4324,Z=9309)"
"13458","13458","10202","(X=880,Y=-4324,Z=9309)"
"13459","13459","10202","(X=483,Y=-4324,Z=9309)"
"13460","13460","10202","(X=157,Y=-4324,Z=9309)"
"13461","13461","10202","(X=-156,Y=-4324,Z=9309)"
"13462","13462","10202","(X=-481,Y=-4324,Z=9309)"
"13463","13463","10202","(X=-878,Y=-4324,Z=9309)"
"13464","13464","10202","(X=-1205,Y=-4324,Z=9309)"
"13465","13465","10202","(X=-1576,Y=-4342,Z=9309)"
"13466","13466","10202","(X=-1951,Y=-4324,Z=9309)"
"13467","13467","10202","(X=-2277,Y=-4324,Z=9309)"
"13468","13468","10202","(X=-2674,Y=-4324,Z=9309)"
"13469","13469","10202","(X=-3000,Y=-4324,Z=9309)"
"13470","13470","10202","(X=-3372,Y=-4342,Z=9312)"
"13471","13471","10202","(X=2730,Y=-4784,Z=9309)"
"13472","13472","10202","(X=2333,Y=-4784,Z=9309)"
"13473","13473","10202","(X=2007,Y=-4784,Z=9309)"
"13474","13474","10202","(X=1635,Y=-4802,Z=9309)"
"13475","13475","10202","(X=1289,Y=-4784,Z=9309)"
"13476","13476","10202","(X=963,Y=-4784,Z=9309)"
"13477","13477","10202","(X=567,Y=-4784,Z=9309)"
"13478","13478","10202","(X=240,Y=-4784,Z=9309)"
"13479","13479","10202","(X=-73,Y=-4784,Z=9309)"
"13480","13480","10202","(X=-398,Y=-4784,Z=9309)"
"13481","13481","10202","(X=-795,Y=-4784,Z=9309)"
"13482","13482","10202","(X=-1121,Y=-4784,Z=9309)"
"13483","13483","10202","(X=-1495,Y=-4802,Z=9309)"
"13484","13484","10202","(X=-1868,Y=-4784,Z=9309)"
"13485","13485","10202","(X=-2194,Y=-4784,Z=9309)"
"13486","13486","10202","(X=-2590,Y=-4784,Z=9309)"
"13487","13487","10202","(X=-2917,Y=-4784,Z=9309)"
"13488","13488","10202","(X=-1052,Y=-5165,Z=9309)"
"13489","13489","10202","(X=-1378,Y=-5165,Z=9309)"
"13490","13490","10202","(X=-1752,Y=-5183,Z=9309)"
"13491","13491","10202","(X=-50,Y=-5165,Z=9309)"
"13492","13492","10202","(X=-377,Y=-5165,Z=9309)"
"13493","13493","10202","(X=-751,Y=-5183,Z=9309)"
"13494","13494","10202","(X=987,Y=-5164,Z=9309)"
"13495","13495","10202","(X=660,Y=-5164,Z=9309)"
"13496","13496","10202","(X=286,Y=-5182,Z=9309)"
"13497","13497","10202","(X=1960,Y=-5177,Z=9309)"
"13498","13498","10202","(X=1634,Y=-5177,Z=9309)"
"13499","13499","10202","(X=1260,Y=-5194,Z=9309)"
"13500","13500","10202","(X=1847,Y=-5564,Z=9319)"
"13501","13501","10202","(X=1520,Y=-5564,Z=9319)"
"13502","13502","10202","(X=1146,Y=-5582,Z=9319)"
"13503","13503","10202","(X=2975,Y=-4640,Z=9309)"
"13504","13504","10202","(X=5438,Y=-1260,Z=9309)"
"13505","13505","10202","(X=5438,Y=-1641,Z=9309)"
"13506","13506","10202","(X=5693,Y=-1285,Z=9319)"
"13507","13507","10202","(X=5693,Y=-1665,Z=9319)"
"13508","13508","10202","(X=-4241,Y=-3265,Z=9309)"
"13509","13509","10202","(X=-4859,Y=-1853,Z=9309)"
"13510","13510","10202","(X=-4858,Y=-2254,Z=9309)"
"13511","13511","10202","(X=-4858,Y=-2668,Z=9309)"
"13512","13512","10202","(X=-5126,Y=-1665,Z=9309)"
"13513","13513","10202","(X=-5126,Y=-2066,Z=9309)"
"13514","13514","10202","(X=-5126,Y=-2480,Z=9309)"
"13515","13515","10202","(X=-5704,Y=-1203,Z=9319)"
"13516","13516","10202","(X=-5704,Y=-1491,Z=9319)"
"13517","13517","10202","(X=-5704,Y=-1831,Z=9319)"
"13518","13518","10202","(X=-4585,Y=-1749,Z=9309)"
"13519","13519","10202","(X=-4847,Y=-1455,Z=9309)"
"13520","13520","10202","(X=-5114,Y=-1267,Z=9309)"
"13521","13521","10202","(X=-4577,Y=-1299,Z=9309)"
"13522","13522","10202","(X=-4840,Y=-1005,Z=9309)"
"13523","13523","10202","(X=-5107,Y=-818,Z=9309)"
"13524","13524","10202","(X=-4591,Y=-817,Z=9309)"
"13525","13525","10202","(X=-4853,Y=-523,Z=9309)"
"13526","13526","10202","(X=-5121,Y=-335,Z=9309)"
"13527","13527","10202","(X=-4594,Y=-389,Z=9309)"
"13528","13528","10202","(X=-4856,Y=-95,Z=9309)"
"13529","13529","10202","(X=-5124,Y=92,Z=9309)"
"13530","13530","10202","(X=-4580,Y=-2,Z=9309)"
"13531","13531","10202","(X=-4842,Y=291,Z=9309)"
"13532","13532","10202","(X=-5109,Y=479,Z=9309)"
"13533","13533","10202","(X=-4579,Y=384,Z=9309)"
"13534","13534","10202","(X=-4841,Y=678,Z=9309)"
"13535","13535","10202","(X=-5109,Y=865,Z=9309)"
"13536","13536","10202","(X=-4574,Y=794,Z=9309)"
"13537","13537","10202","(X=-4836,Y=1088,Z=9309)"
"13538","13538","10202","(X=-5104,Y=1276,Z=9309)"
"13539","13539","10202","(X=-4607,Y=1209,Z=9309)"
"13540","13540","10202","(X=-4869,Y=1503,Z=9309)"
"13541","13541","10202","(X=-5136,Y=1691,Z=9309)"
"13542","13542","10202","(X=-4605,Y=1574,Z=9309)"
"13543","13543","10202","(X=-4844,Y=1821,Z=9309)"
"13544","13544","10202","(X=-5365,Y=-1436,Z=9309)"
"13545","13545","10202","(X=-5365,Y=-1837,Z=9309)"
"13546","13546","10202","(X=-5353,Y=-1038,Z=9309)"
"13547","13547","10202","(X=-5346,Y=-588,Z=9309)"
"13548","13548","10202","(X=-5369,Y=186,Z=9309)"
"13549","13549","10202","(X=-5369,Y=-214,Z=9309)"
"13550","13550","10202","(X=-5357,Y=584,Z=9309)"
"13551","13551","10202","(X=-5350,Y=1033,Z=9309)"
"13552","13552","10202","(X=-5362,Y=1400,Z=9309)"
"13553","13553","10202","(X=-5374,Y=1737,Z=9309)"
"13554","13554","10202","(X=-46,Y=2063,Z=9322)"
"13555","13555","10202","(X=-372,Y=2063,Z=9322)"
"13556","13556","10202","(X=-683,Y=2063,Z=9322)"
"13557","13557","10202","(X=-1007,Y=2063,Z=9322)"
"13558","13558","10202","(X=-1404,Y=2063,Z=9322)"
"13559","13559","10202","(X=-1730,Y=2063,Z=9322)"
"13560","13560","10202","(X=-2102,Y=2046,Z=9309)"
"13561","13561","10202","(X=-2477,Y=2063,Z=9309)"
"13562","13562","10202","(X=-2803,Y=2063,Z=9309)"
"13563","13563","10202","(X=-3199,Y=2063,Z=9309)"
"13564","13564","10202","(X=-3526,Y=2063,Z=9309)"
"13565","13565","10202","(X=-3898,Y=2046,Z=9309)"
"13566","13566","10202","(X=-4244,Y=2063,Z=9309)"
"13567","13567","10202","(X=-4569,Y=2063,Z=9309)"
"13568","13568","10202","(X=-4967,Y=2063,Z=9309)"
"13569","13569","10202","(X=5,Y=2429,Z=9322)"
"13570","13570","10202","(X=-320,Y=2429,Z=9322)"
"13571","13571","10202","(X=-630,Y=2429,Z=9322)"
"13572","13572","10202","(X=-955,Y=2429,Z=9322)"
"13573","13573","10202","(X=-1351,Y=2429,Z=9322)"
"13574","13574","10202","(X=-1678,Y=2429,Z=9309)"
"13575","13575","10202","(X=-2050,Y=2411,Z=9309)"
"13576","13576","10202","(X=-2425,Y=2429,Z=9309)"
"13577","13577","10202","(X=-2750,Y=2429,Z=9309)"
"13578","13578","10202","(X=-3147,Y=2429,Z=9309)"
"13579","13579","10202","(X=-3474,Y=2429,Z=9309)"
"13580","13580","10202","(X=-3845,Y=2411,Z=9309)"
"13581","13581","10202","(X=-4191,Y=2429,Z=9309)"
"13582","13582","10202","(X=-4517,Y=2429,Z=9309)"
"13583","13583","10202","(X=-4915,Y=2429,Z=9309)"
"13584","13584","10202","(X=-259,Y=2783,Z=9322)"
"13585","13585","10202","(X=-584,Y=2783,Z=9311)"
"13586","13586","10202","(X=-893,Y=2783,Z=9309)"
"13587","13587","10202","(X=-1218,Y=2783,Z=9309)"
"13588","13588","10202","(X=-1614,Y=2783,Z=9309)"
"13589","13589","10202","(X=-1941,Y=2783,Z=9309)"
"13590","13590","10202","(X=-2313,Y=2765,Z=9309)"
"13591","13591","10202","(X=-2688,Y=2783,Z=9309)"
"13592","13592","10202","(X=-3013,Y=2783,Z=9309)"
"13593","13593","10202","(X=-3410,Y=2783,Z=9309)"
"13594","13594","10202","(X=-3737,Y=2783,Z=9309)"
"13595","13595","10202","(X=-4108,Y=2765,Z=9309)"
"13596","13596","10202","(X=-4454,Y=2783,Z=9309)"
"13597","13597","10202","(X=-4780,Y=2783,Z=9309)"
"13598","13598","10202","(X=-753,Y=3123,Z=9309)"
"13599","13599","10202","(X=-1148,Y=3123,Z=9309)"
"13600","13600","10202","(X=-1475,Y=3123,Z=9309)"
"13601","13601","10202","(X=-1847,Y=3105,Z=9309)"
"13602","13602","10202","(X=-2222,Y=3123,Z=9309)"
"13603","13603","10202","(X=-2547,Y=3123,Z=9309)"
"13604","13604","10202","(X=-2944,Y=3123,Z=9309)"
"13605","13605","10202","(X=-3270,Y=3123,Z=9309)"
"13606","13606","10202","(X=-3642,Y=3105,Z=9309)"
"13607","13607","10202","(X=-3988,Y=3123,Z=9309)"
"13608","13608","10202","(X=-4314,Y=3123,Z=9309)"
"13609","13609","10202","(X=-1157,Y=3481,Z=9309)"
"13610","13610","10202","(X=-1484,Y=3481,Z=9309)"
"13611","13611","10202","(X=-1856,Y=3463,Z=9309)"
"13612","13612","10202","(X=-2231,Y=3481,Z=9309)"
"13613","13613","10202","(X=-2556,Y=3481,Z=9309)"
"13614","13614","10202","(X=-2953,Y=3481,Z=9309)"
"13615","13615","10202","(X=-3280,Y=3481,Z=9309)"
"13616","13616","10202","(X=-3651,Y=3463,Z=9309)"
"13617","13617","10202","(X=-3997,Y=3481,Z=9309)"
"13618","13618","10202","(X=-1402,Y=3798,Z=9309)"
"13619","13619","10202","(X=-1728,Y=3798,Z=9309)"
"13620","13620","10202","(X=-2100,Y=3780,Z=9309)"
"13621","13621","10202","(X=-2475,Y=3798,Z=9309)"
"13622","13622","10202","(X=-2801,Y=3798,Z=9309)"
"13623","13623","10202","(X=-3197,Y=3798,Z=9309)"
"13624","13624","10202","(X=-3524,Y=3798,Z=9309)"
"13625","13625","10202","(X=-3896,Y=3780,Z=9309)"
"13626","13626","10202","(X=-4242,Y=3798,Z=9319)"
"13627","13627","10202","(X=-1761,Y=4126,Z=9309)"
"13628","13628","10202","(X=-2133,Y=4108,Z=9309)"
"13629","13629","10202","(X=-2508,Y=4126,Z=9309)"
"13630","13630","10202","(X=-2833,Y=4126,Z=9309)"
"13631","13631","10202","(X=-3230,Y=4126,Z=9309)"
"13632","13632","10202","(X=-3556,Y=4126,Z=9309)"
"13633","13633","10202","(X=-3928,Y=4108,Z=9319)"
"13634","13634","10202","(X=-2271,Y=4480,Z=9309)"
"13635","13635","10202","(X=-2646,Y=4498,Z=9309)"
"13636","13636","10202","(X=-2972,Y=4498,Z=9309)"
"13637","13637","10202","(X=-2454,Y=4770,Z=9309)"
"13638","13638","10202","(X=-2780,Y=4770,Z=9309)"
"13639","13639","10301","(X=2975,Y=2880,Z=973)"
"13640","13640","10301","(X=2698,Y=2880,Z=973)"
"13641","13641","10301","(X=2403,Y=2880,Z=973)"
"13642","13642","10301","(X=2106,Y=2880,Z=973)"
"13643","13643","10301","(X=1771,Y=2880,Z=973)"
"13644","13644","10301","(X=1387,Y=2880,Z=973)"
"13645","13645","10301","(X=1060,Y=2880,Z=973)"
"13646","13646","10301","(X=783,Y=2880,Z=973)"
"13647","13647","10301","(X=487,Y=2880,Z=973)"
"13648","13648","10301","(X=191,Y=2880,Z=973)"
"13649","13649","10301","(X=-143,Y=2880,Z=973)"
"13650","13650","10301","(X=-527,Y=2880,Z=973)"
"13651","13651","10301","(X=-828,Y=2880,Z=973)"
"13652","13652","10301","(X=-1105,Y=2880,Z=973)"
"13653","13653","10301","(X=-1400,Y=2880,Z=973)"
"13654","13654","10301","(X=-1697,Y=2880,Z=973)"
"13655","13655","10301","(X=-2032,Y=2880,Z=973)"
"13656","13656","10301","(X=-2416,Y=2880,Z=973)"
"13657","13657","10301","(X=-2794,Y=2880,Z=973)"
"13658","13658","10301","(X=-3179,Y=2880,Z=973)"
"13659","13659","10301","(X=2975,Y=2635,Z=973)"
"13660","13660","10301","(X=2698,Y=2635,Z=973)"
"13661","13661","10301","(X=2403,Y=2635,Z=973)"
"13662","13662","10301","(X=2106,Y=2635,Z=973)"
"13663","13663","10301","(X=1771,Y=2635,Z=973)"
"13664","13664","10301","(X=1387,Y=2635,Z=973)"
"13665","13665","10301","(X=1060,Y=2635,Z=973)"
"13666","13666","10301","(X=783,Y=2635,Z=973)"
"13667","13667","10301","(X=487,Y=2635,Z=973)"
"13668","13668","10301","(X=191,Y=2635,Z=973)"
"13669","13669","10301","(X=-143,Y=2635,Z=973)"
"13670","13670","10301","(X=-527,Y=2635,Z=973)"
"13671","13671","10301","(X=-828,Y=2635,Z=973)"
"13672","13672","10301","(X=-1105,Y=2635,Z=973)"
"13673","13673","10301","(X=-1400,Y=2635,Z=973)"
"13674","13674","10301","(X=-1697,Y=2635,Z=973)"
"13675","13675","10301","(X=-2032,Y=2635,Z=973)"
"13676","13676","10301","(X=-2416,Y=2635,Z=973)"
"13677","13677","10301","(X=-2794,Y=2635,Z=973)"
"13678","13678","10301","(X=-3179,Y=2635,Z=973)"
"13679","13679","10301","(X=2975,Y=2375,Z=973)"
"13680","13680","10301","(X=2698,Y=2375,Z=973)"
"13681","13681","10301","(X=2403,Y=2375,Z=973)"
"13682","13682","10301","(X=2106,Y=2375,Z=973)"
"13683","13683","10301","(X=1771,Y=2375,Z=973)"
"13684","13684","10301","(X=1387,Y=2375,Z=973)"
"13685","13685","10301","(X=1060,Y=2375,Z=973)"
"13686","13686","10301","(X=783,Y=2375,Z=973)"
"13687","13687","10301","(X=487,Y=2375,Z=973)"
"13688","13688","10301","(X=191,Y=2375,Z=973)"
"13689","13689","10301","(X=-143,Y=2375,Z=973)"
"13690","13690","10301","(X=-527,Y=2375,Z=973)"
"13691","13691","10301","(X=-828,Y=2375,Z=973)"
"13692","13692","10301","(X=-1105,Y=2375,Z=973)"
"13693","13693","10301","(X=-1400,Y=2375,Z=973)"
"13694","13694","10301","(X=-1697,Y=2375,Z=973)"
"13695","13695","10301","(X=-2032,Y=2375,Z=973)"
"13696","13696","10301","(X=-2416,Y=2375,Z=973)"
"13697","13697","10301","(X=-2794,Y=2375,Z=973)"
"13698","13698","10301","(X=-3179,Y=2375,Z=973)"
"13699","13699","10301","(X=2975,Y=2088,Z=973)"
"13700","13700","10301","(X=2698,Y=2088,Z=973)"
"13701","13701","10301","(X=2403,Y=2088,Z=973)"
"13702","13702","10301","(X=2106,Y=2088,Z=973)"
"13703","13703","10301","(X=1771,Y=2088,Z=973)"
"13704","13704","10301","(X=1387,Y=2088,Z=973)"
"13705","13705","10301","(X=1060,Y=2088,Z=973)"
"13706","13706","10301","(X=783,Y=2088,Z=973)"
"13707","13707","10301","(X=487,Y=2088,Z=973)"
"13708","13708","10301","(X=191,Y=2088,Z=973)"
"13709","13709","10301","(X=-143,Y=2088,Z=973)"
"13710","13710","10301","(X=-527,Y=2088,Z=973)"
"13711","13711","10301","(X=-828,Y=2088,Z=973)"
"13712","13712","10301","(X=-1105,Y=2088,Z=973)"
"13713","13713","10301","(X=-1400,Y=2088,Z=973)"
"13714","13714","10301","(X=-1697,Y=2088,Z=973)"
"13715","13715","10301","(X=-2032,Y=2088,Z=973)"
"13716","13716","10301","(X=-2416,Y=2088,Z=973)"
"13717","13717","10301","(X=-2794,Y=2088,Z=973)"
"13718","13718","10301","(X=-3179,Y=2088,Z=973)"
"13719","13719","10301","(X=2975,Y=1833,Z=973)"
"13720","13720","10301","(X=2698,Y=1833,Z=973)"
"13721","13721","10301","(X=2403,Y=1833,Z=973)"
"13722","13722","10301","(X=2106,Y=1833,Z=973)"
"13723","13723","10301","(X=1771,Y=1833,Z=973)"
"13724","13724","10301","(X=1387,Y=1833,Z=973)"
"13725","13725","10301","(X=1060,Y=1833,Z=973)"
"13726","13726","10301","(X=783,Y=1833,Z=973)"
"13727","13727","10301","(X=487,Y=1833,Z=973)"
"13728","13728","10301","(X=191,Y=1833,Z=973)"
"13729","13729","10301","(X=-143,Y=1833,Z=973)"
"13730","13730","10301","(X=-527,Y=1833,Z=973)"
"13731","13731","10301","(X=-828,Y=1833,Z=973)"
"13732","13732","10301","(X=-1105,Y=1833,Z=973)"
"13733","13733","10301","(X=-1400,Y=1833,Z=973)"
"13734","13734","10301","(X=-1697,Y=1833,Z=973)"
"13735","13735","10301","(X=-2032,Y=1833,Z=973)"
"13736","13736","10301","(X=-2416,Y=1833,Z=973)"
"13737","13737","10301","(X=-2794,Y=1833,Z=973)"
"13738","13738","10301","(X=-3179,Y=1833,Z=973)"
"13739","13739","10301","(X=2975,Y=1548,Z=973)"
"13740","13740","10301","(X=2698,Y=1548,Z=973)"
"13741","13741","10301","(X=2403,Y=1548,Z=973)"
"13742","13742","10301","(X=2106,Y=1548,Z=973)"
"13743","13743","10301","(X=1771,Y=1548,Z=973)"
"13744","13744","10301","(X=1387,Y=1548,Z=973)"
"13745","13745","10301","(X=1060,Y=1548,Z=973)"
"13746","13746","10301","(X=783,Y=1548,Z=973)"
"13747","13747","10301","(X=487,Y=1548,Z=973)"
"13748","13748","10301","(X=191,Y=1548,Z=973)"
"13749","13749","10301","(X=-143,Y=1548,Z=973)"
"13750","13750","10301","(X=-527,Y=1548,Z=973)"
"13751","13751","10301","(X=-828,Y=1548,Z=973)"
"13752","13752","10301","(X=-1105,Y=1548,Z=973)"
"13753","13753","10301","(X=-1400,Y=1548,Z=973)"
"13754","13754","10301","(X=-1697,Y=1548,Z=973)"
"13755","13755","10301","(X=-2032,Y=1548,Z=973)"
"13756","13756","10301","(X=-2416,Y=1548,Z=973)"
"13757","13757","10301","(X=-2794,Y=1548,Z=973)"
"13758","13758","10301","(X=-3179,Y=1548,Z=973)"
"13759","13759","10301","(X=2975,Y=1280,Z=973)"
"13760","13760","10301","(X=2698,Y=1280,Z=973)"
"13761","13761","10301","(X=2403,Y=1280,Z=973)"
"13762","13762","10301","(X=2106,Y=1280,Z=973)"
"13763","13763","10301","(X=1771,Y=1280,Z=973)"
"13764","13764","10301","(X=1387,Y=1280,Z=973)"
"13765","13765","10301","(X=1060,Y=1280,Z=973)"
"13766","13766","10301","(X=783,Y=1280,Z=973)"
"13767","13767","10301","(X=487,Y=1280,Z=973)"
