"Name","WarpId","Arrival_StageId","Coordinate","RotationYaw","CameraYaw","CameraPitch","CameraDistance","WarpArrivalRadius"
"25510","25510","10030","(X=13628.569336,Y=-13453.404297,Z=4243.079102)","0","-20","0","350","0"
"25511","25511","201520021","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25512","25512","10030","(X=-12833.051758,Y=14335.992188,Z=1914.469604)","0","-20","0","350","0"
"25513","25513","201520022","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25514","25514","10031","(X=-8552.714844,Y=1036.194824,Z=1069.308594)","-90","-110","0","350","0"
"25515","25515","201520022","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25516","25516","10031","(X=14540.108398,Y=3745.622314,Z=630.873291)","0","-20","0","350","0"
"25517","25517","201520023","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25518","25518","10031","(X=-3587.219971,Y=-13408.523438,Z=1794.149536)","0","-20","0","350","0"
"25519","25519","201520023","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25520","25520","10031","(X=-15936.404297,Y=2449.256592,Z=584.650269)","90","70","0","350","0"
"25521","25521","201520024","(X=14925.332031,Y=1.748873,Z=389.142456)","180","180","0","350","0"
"25522","25522","10031","(X=13628.569336,Y=-13453.404297,Z=4243.079102)","0","-20","0","350","0"
"25523","25523","201520024","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25524","25524","10031","(X=-12833.051758,Y=14335.992188,Z=1914.469604)","0","-20","0","350","0"
"25537","25537","201520070","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25538","25538","10032","(X=-8552.714844,Y=1036.194824,Z=1069.308594)","-90","-110","0","350","0"
"25539","25539","201520070","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25540","25540","10032","(X=14540.108398,Y=3745.622314,Z=630.873291)","0","-20","0","350","0"
"25541","25541","201520071","(X=10916.606445,Y=6512.153320,Z=-131.249542)","180","180","0","350","0"
"25546","25546","10032","(X=-3587.219971,Y=-13408.523438,Z=1794.149536)","0","-20","0","350","0"
"25543","25543","201520071","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25548","25548","10032","(X=-15936.404297,Y=2449.256592,Z=584.650269)","90","90","0","350","0"
"25545","25545","201520072","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25542","25542","10032","(X=13628.569336,Y=-13453.404297,Z=4243.079102)","0","-20","0","350","0"
"25547","25547","201520072","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25544","25544","10032","(X=-12833.051758,Y=14335.992188,Z=1914.469604)","0","-20","0","350","0"
"25525","25525","201520025","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25526","25526","10033","(X=-7192.743652,Y=-13266.766602,Z=-849.709412)","-90","-110","0","350","0"
"25527","25527","201520025","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25528","25528","10033","(X=6078.759766,Y=-17293.324219,Z=2203.275879)","0","-20","0","350","0"
"25529","25529","201520026","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25530","25530","10033","(X=13950.267578,Y=124.546204,Z=122.277275)","-180","160","0","350","0"
"25531","25531","201520026","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25532","25532","10033","(X=-12033.354492,Y=1843.244385,Z=122.277748)","-90","-110","0","350","0"
"25533","25533","201520027","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25534","25534","10033","(X=-10236.549805,Y=15203.800781,Z=1588.289063)","0","-20","0","350","0"
"25535","25535","201520027","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25536","25536","10033","(X=6541.375977,Y=16181.126953,Z=-884.101807)","0","-20","0","350","0"
"25601","25601","201520028","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25602","25602","10040","(X=-17060.613281,Y=-19002.720703,Z=1142.083374)","90","67","0","350","0"
"25603","25603","201520028","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25604","25604","10040","(X=-12765.859375,Y=15752.041016,Z=1471.561523)","180","150","0","350","0"
"25605","25605","201520029","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25606","25606","10040","(X=-837.771179,Y=-8832.029297,Z=241.354523)","90","60","0","350","0"
"25607","25607","201520029","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25608","25608","10040","(X=7144.890137,Y=17336.359375,Z=227.645020)","-90","-120","0","350","0"
"25609","25609","201520030","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25610","25610","10040","(X=-7935.838867,Y=-3065.166016,Z=721.322998)","-90","-110","0","350","0"
"25611","25611","201520030","(X=18265.343750,Y=60.368248,Z=376.590363)","140","180","0","350","0"
"25612","25612","10040","(X=14375.534180,Y=9196.082031,Z=222.235474)","-90","-110","0","350","0"
"25613","25613","201520031","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25614","25614","10041","(X=-17060.613281,Y=-19002.720703,Z=1142.083374)","90","67","0","350","0"
"25615","25615","201520031","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25616","25616","10041","(X=-12765.859375,Y=15752.041016,Z=1471.561523)","180","150","0","350","0"
"25617","25617","201520032","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25618","25618","10041","(X=-837.771179,Y=-8832.029297,Z=241.354523)","90","60","0","350","0"
"25619","25619","201520032","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25620","25620","10041","(X=7144.890137,Y=17336.359375,Z=227.645020)","-90","-120","0","350","0"
"25621","25621","201520033","(X=14925.332031,Y=1.748873,Z=389.142456)","180","180","0","350","0"
"25622","25622","10041","(X=-7935.838867,Y=-3065.166016,Z=721.322998)","-90","-110","0","350","0"
"25623","25623","201520033","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25624","25624","10041","(X=14375.534180,Y=9196.082031,Z=222.235474)","-90","-110","0","350","0"
"25637","25637","201520073","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25638","25638","10042","(X=-17060.613281,Y=-19002.720703,Z=1142.083374)","90","67","0","350","0"
"25639","25639","201520073","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25640","25640","10042","(X=-12765.859375,Y=15752.041016,Z=1471.561523)","180","150","0","350","0"
"25641","25641","201520074","(X=10916.606445,Y=6512.153320,Z=-131.249542)","180","180","0","350","0"
"25646","25646","10042","(X=-837.771179,Y=-8832.029297,Z=241.354523)","90","60","0","350","0"
"25643","25643","201520074","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25648","25648","10042","(X=7144.890137,Y=17336.359375,Z=227.645020)","-90","-120","0","350","0"
"25645","25645","201520075","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25642","25642","10042","(X=-7935.838867,Y=-3065.166016,Z=721.322998)","-90","-110","0","350","0"
"25647","25647","201520075","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25644","25644","10042","(X=14375.534180,Y=9196.082031,Z=222.235474)","-90","-110","0","350","0"
"25625","25625","201520034","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25626","25626","10043","(X=-18340.275391,Y=7573.319336,Z=529.863220)","90","70","0","350","0"
"25627","25627","201520034","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25628","25628","10043","(X=-18361.681641,Y=-7468.367188,Z=120.804604)","-90","-110","0","350","0"
"25629","25629","201520035","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25630","25630","10043","(X=18412.000000,Y=7417.349121,Z=103.937416)","90","70","0","350","0"
"25631","25631","201520035","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25632","25632","10043","(X=18378.867188,Y=-7436.087402,Z=-411.394592)","-90","-110","0","350","0"
"25633","25633","201520036","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25634","25634","10043","(X=7996.881836,Y=18424.681641,Z=-131.398514)","0","-20","0","350","0"
"25635","25635","201520036","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25636","25636","10043","(X=-7279.950684,Y=-18106.048828,Z=723.160095)","180","160","0","350","0"
"25801","25801","201520046","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25802","25802","10050","(X=7608.106445,Y=15201.981445,Z=1140.890381)","180","160","0","350","0"
"25803","25803","201520046","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25804","25804","10050","(X=16859.681641,Y=4707.099121,Z=1140.890503)","90","70","0","350","0"
"25805","25805","201520047","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25806","25806","10050","(X=-17667.123047,Y=7375.992676,Z=681.322754)","0","-20","0","350","0"
"25807","25807","201520047","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25808","25808","10050","(X=-16623.939453,Y=-7002.477051,Z=134.915955)","0","-20","0","350","0"
"25809","25809","201520048","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25810","25810","10050","(X=-3053.640137,Y=5796.033691,Z=1140.890503)","90","70","0","350","0"
"25811","25811","201520048","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25812","25812","10050","(X=19207.441406,Y=-7171.107422,Z=680.599854)","180","160","0","350","0"
"25813","25813","201520049","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25814","25814","10051","(X=7608.106445,Y=15201.981445,Z=1140.890381)","180","160","0","350","0"
"25815","25815","201520049","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25816","25816","10051","(X=16859.681641,Y=4707.099121,Z=1140.890503)","90","70","0","350","0"
"25817","25817","201520050","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25818","25818","10051","(X=-17667.123047,Y=7375.992676,Z=681.322754)","0","-20","0","350","0"
"25819","25819","201520050","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25820","25820","10051","(X=-16623.939453,Y=-7002.477051,Z=134.915955)","0","-20","0","350","0"
"25821","25821","201520051","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25822","25822","10051","(X=-3053.640137,Y=5796.033691,Z=1140.890503)","90","70","0","350","0"
"25823","25823","201520051","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25824","25824","10051","(X=19207.441406,Y=-7171.107422,Z=680.599854)","180","160","0","350","0"
"25837","25837","201520076","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25838","25838","10052","(X=7608.106445,Y=15201.981445,Z=1140.890381)","180","160","0","350","0"
"25839","25839","201520076","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25840","25840","10052","(X=16859.681641,Y=4707.099121,Z=1140.890503)","90","70","0","350","0"
"25841","25841","201520077","(X=10916.606445,Y=6512.153320,Z=-131.249542)","180","180","0","350","0"
"25846","25846","10052","(X=-17667.123047,Y=7375.992676,Z=681.322754)","0","-20","0","350","0"
"25843","25843","201520077","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25848","25848","10052","(X=-16623.939453,Y=-7002.477051,Z=134.915955)","0","-20","0","350","0"
"25845","25845","201520078","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25842","25842","10052","(X=-3053.640137,Y=5796.033691,Z=1140.890503)","90","70","0","350","0"
"25847","25847","201520078","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25844","25844","10052","(X=19207.441406,Y=-7171.107422,Z=680.599854)","180","160","0","350","0"
"25825","25825","201520052","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25826","25826","10053","(X=17415.531250,Y=19084.429688,Z=1822.277344)","-90","-110","0","350","0"
"25827","25827","201520052","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25828","25828","10053","(X=-7336.923828,Y=19091.144531,Z=1222.277222)","-90","-110","0","350","0"
"25829","25829","201520053","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25830","25830","10053","(X=6634.471680,Y=7980.069824,Z=1222.277222)","0","-20","0","350","0"
"25831","25831","201520053","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25832","25832","10053","(X=-6641.401367,Y=-6251.360352,Z=1222.277222)","180","160","0","350","0"
"25833","25833","201520054","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25834","25834","10053","(X=-9872.136719,Y=-18687.724609,Z=1222.277222)","90","70","0","350","0"
"25835","25835","201520054","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25836","25836","10053","(X=18390.179688,Y=-16431.634766,Z=1822.277222)","-180","160","0","350","0"
"25901","25901","201520055","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25902","25902","10060","(X=-8552.714844,Y=1036.194824,Z=1069.308594)","-90","-110","0","350","0"
"25903","25903","201520055","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25904","25904","10060","(X=14540.108398,Y=3745.622314,Z=630.873291)","0","-20","0","350","0"
"25905","25905","201520056","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25906","25906","10060","(X=-3587.219971,Y=-13408.523438,Z=1794.149536)","0","-20","0","350","0"
"25907","25907","201520056","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25908","25908","10060","(X=-15936.404297,Y=2449.256592,Z=584.650269)","90","70","0","350","0"
"25909","25909","201520057","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25910","25910","10060","(X=13628.569336,Y=-13453.404297,Z=4243.079102)","0","-20","0","350","0"
"25911","25911","201520057","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25912","25912","10060","(X=-12833.051758,Y=14335.992188,Z=1914.469604)","0","-20","0","350","0"
"25913","25913","201520058","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25914","25914","10061","(X=-8552.714844,Y=1036.194824,Z=1069.308594)","-90","-110","0","350","0"
"25915","25915","201520058","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25916","25916","10061","(X=14540.108398,Y=3745.622314,Z=630.873291)","0","-20","0","350","0"
"25917","25917","201520059","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25918","25918","10061","(X=-3587.219971,Y=-13408.523438,Z=1794.149536)","0","-20","0","350","0"
"25919","25919","201520059","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25920","25920","10061","(X=-15936.404297,Y=2449.256592,Z=584.650269)","90","70","0","350","0"
"25921","25921","201520060","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25922","25922","10061","(X=13628.569336,Y=-13453.404297,Z=4243.079102)","0","-20","0","350","0"
"25923","25923","201520060","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25924","25924","10061","(X=-12833.051758,Y=14335.992188,Z=1914.469604)","0","-20","0","350","0"
"25937","25937","201520079","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25938","25938","10062","(X=-8552.714844,Y=1036.194824,Z=1069.308594)","-90","-110","0","350","0"
"25939","25939","201520079","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25940","25940","10062","(X=14540.108398,Y=3745.622314,Z=630.873291)","0","-20","0","350","0"
"25941","25941","201520080","(X=10916.606445,Y=6512.153320,Z=-131.249542)","180","180","0","350","0"
"25942","25942","10062","(X=-3587.219971,Y=-13408.523438,Z=1794.149536)","0","-20","0","350","0"
"25943","25943","201520080","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25944","25944","10062","(X=-15936.404297,Y=2449.256592,Z=584.650269)","90","70","0","350","0"
"25945","25945","201520081","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25946","25946","10062","(X=13628.569336,Y=-13453.404297,Z=4243.079102)","0","-20","0","350","0"
"25947","25947","201520081","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25948","25948","10062","(X=-12833.051758,Y=14335.992188,Z=1914.469604)","0","-20","0","350","0"
"25925","25925","201520061","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"25926","25926","10063","(X=-7192.743652,Y=-13266.766602,Z=-849.709412)","-90","-110","0","350","0"
"25927","25927","201520061","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"25928","25928","10063","(X=6078.759766,Y=-17293.324219,Z=2203.275879)","0","-20","0","350","0"
"25929","25929","201520062","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"25930","25930","10063","(X=13950.267578,Y=124.546204,Z=122.277275)","-180","160","0","350","0"
"25931","25931","201520062","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"25932","25932","10063","(X=-12033.354492,Y=1843.244385,Z=122.277748)","-90","-110","0","350","0"
"25933","25933","201520063","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"25934","25934","10063","(X=-10236.549805,Y=15203.800781,Z=1588.289063)","0","-20","0","350","0"
"25935","25935","201520063","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"25936","25936","10063","(X=6541.375977,Y=16181.126953,Z=-884.101807)","0","-20","0","350","0"
"26001","26001","201520101","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"26002","26002","10070","(X=-17060.613281,Y=-19002.720703,Z=1142.083374)","90","67","0","350","0"
"26003","26003","201520101","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"26004","26004","10070","(X=-12765.859375,Y=15752.041016,Z=1471.561523)","180","150","0","350","0"
"26005","26005","201520102","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"26006","26006","10070","(X=-837.771179,Y=-8832.029297,Z=241.354523)","90","60","0","350","0"
"26007","26007","201520102","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"26008","26008","10070","(X=7144.890137,Y=17336.359375,Z=227.645020)","-90","-120","0","350","0"
"26009","26009","201520103","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"26010","26010","10070","(X=-7935.838867,Y=-3065.166016,Z=721.322998)","-90","-110","0","350","0"
"26011","26011","201520103","(X=18265.343750,Y=60.368248,Z=376.590363)","140","180","0","350","0"
"26012","26012","10070","(X=14375.534180,Y=9196.082031,Z=222.235474)","-90","-110","0","350","0"
"26013","26013","201520104","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"26014","26014","10071","(X=-17060.613281,Y=-19002.720703,Z=1142.083374)","90","67","0","350","0"
"26015","26015","201520104","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"26016","26016","10071","(X=-12765.859375,Y=15752.041016,Z=1471.561523)","180","150","0","350","0"
"26017","26017","201520105","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"26018","26018","10071","(X=-837.771179,Y=-8832.029297,Z=241.354523)","90","60","0","350","0"
"26019","26019","201520105","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"26020","26020","10071","(X=7144.890137,Y=17336.359375,Z=227.645020)","-90","-120","0","350","0"
"26021","26021","201520106","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"26022","26022","10071","(X=-7935.838867,Y=-3065.166016,Z=721.322998)","-90","-110","0","350","0"
"26023","26023","201520106","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"26024","26024","10071","(X=14375.534180,Y=9196.082031,Z=222.235474)","-90","-110","0","350","0"
"26025","26025","201520107","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"26026","26026","10072","(X=-17060.613281,Y=-19002.720703,Z=1142.083374)","90","67","0","350","0"
"26027","26027","201520107","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"26028","26028","10072","(X=-12765.859375,Y=15752.041016,Z=1471.561523)","180","150","0","350","0"
"26029","26029","201520108","(X=10916.606445,Y=6512.153320,Z=-131.249542)","180","180","0","350","0"
"26030","26030","10072","(X=-837.771179,Y=-8832.029297,Z=241.354523)","90","60","0","350","0"
"26031","26031","201520108","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"26032","26032","10072","(X=7144.890137,Y=17336.359375,Z=227.645020)","-90","-120","0","350","0"
"26033","26033","201520109","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"26034","26034","10072","(X=-7935.838867,Y=-3065.166016,Z=721.322998)","-90","-110","0","350","0"
"26035","26035","201520109","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"26036","26036","10072","(X=14375.534180,Y=9196.082031,Z=222.235474)","-90","-110","0","350","0"
"26037","26037","201520110","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"26038","26038","10073","(X=-18340.275391,Y=7573.319336,Z=529.863220)","90","70","0","350","0"
"26039","26039","201520110","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"26040","26040","10073","(X=-18361.681641,Y=-7468.367188,Z=120.804604)","-90","-110","0","350","0"
"26041","26041","201520111","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"26042","26042","10073","(X=18412.000000,Y=7417.349121,Z=103.937416)","90","70","0","350","0"
"26043","26043","201520111","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"26044","26044","10073","(X=18378.867188,Y=-7436.087402,Z=-411.394592)","-90","-110","0","350","0"
"26045","26045","201520112","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"26046","26046","10073","(X=7996.881836,Y=18424.681641,Z=-131.398514)","0","-20","0","350","0"
"26047","26047","201520112","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"26048","26048","10073","(X=-7279.950684,Y=-18106.048828,Z=723.160095)","180","160","0","350","0"
"27001","27001","201520201","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"27002","27002","10080","(X=7608.106445,Y=15201.981445,Z=1140.890381)","180","160","0","350","0"
"27003","27003","201520201","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"27004","27004","10080","(X=16859.681641,Y=4707.099121,Z=1140.890503)","90","70","0","350","0"
"27005","27005","201520202","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"27006","27006","10080","(X=-17667.123047,Y=7375.992676,Z=681.322754)","0","-20","0","350","0"
"27007","27007","201520202","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"27008","27008","10080","(X=-16623.939453,Y=-7002.477051,Z=134.915955)","0","-20","0","350","0"
"27009","27009","201520203","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"27010","27010","10080","(X=-3053.640137,Y=5796.033691,Z=1140.890503)","90","70","0","350","0"
"27011","27011","201520203","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"27012","27012","10080","(X=19207.441406,Y=-7171.107422,Z=680.599854)","180","160","0","350","0"
"27013","27013","201520204","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"27014","27014","10081","(X=7608.106445,Y=15201.981445,Z=1140.890381)","180","160","0","350","0"
"27015","27015","201520204","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"27016","27016","10081","(X=16859.681641,Y=4707.099121,Z=1140.890503)","90","70","0","350","0"
"27017","27017","201520205","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"27018","27018","10081","(X=-17667.123047,Y=7375.992676,Z=681.322754)","0","-20","0","350","0"
"27019","27019","201520205","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"27020","27020","10081","(X=-16623.939453,Y=-7002.477051,Z=134.915955)","0","-20","0","350","0"
"27021","27021","201520206","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"27022","27022","10081","(X=-3053.640137,Y=5796.033691,Z=1140.890503)","90","70","0","350","0"
"27023","27023","201520206","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"27024","27024","10081","(X=19207.441406,Y=-7171.107422,Z=680.599854)","180","160","0","350","0"
"27025","27025","201520207","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"27026","27026","10082","(X=7608.106445,Y=15201.981445,Z=1140.890381)","180","160","0","350","0"
"27027","27027","201520207","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"27028","27028","10082","(X=16859.681641,Y=4707.099121,Z=1140.890503)","90","70","0","350","0"
"27029","27029","201520208","(X=10916.606445,Y=6512.153320,Z=-131.249542)","180","180","0","350","0"
"27030","27030","10082","(X=-17667.123047,Y=7375.992676,Z=681.322754)","0","-20","0","350","0"
"27031","27031","201520208","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
"27032","27032","10082","(X=-16623.939453,Y=-7002.477051,Z=134.915955)","0","-20","0","350","0"
"27033","27033","201520209","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"27034","27034","10082","(X=-3053.640137,Y=5796.033691,Z=1140.890503)","90","70","0","350","0"
"27035","27035","201520209","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"27036","27036","10082","(X=19207.441406,Y=-7171.107422,Z=680.599854)","180","160","0","350","0"
"27037","27037","201520210","(X=-18282.664063,Y=56.372372,Z=377.064667)","0","0","0","350","0"
"27038","27038","10083","(X=17415.531250,Y=19084.429688,Z=1822.277344)","-90","-110","0","350","0"
"27039","27039","201520210","(X=18265.343750,Y=60.368248,Z=376.590363)","180","180","0","350","0"
"27040","27040","10083","(X=-7336.923828,Y=19091.144531,Z=1222.277222)","-90","-110","0","350","0"
"27041","27041","201520211","(X=14925.332031,Y=1.748873,Z=389.142456)","180","-180","0","350","0"
"27042","27042","10083","(X=6634.471680,Y=7980.069824,Z=1222.277222)","0","-20","0","350","0"
"27043","27043","201520211","(X=-14961.677734,Y=-10.800173,Z=-105.666595)","0","0","0","350","0"
"27044","27044","10083","(X=-6641.401367,Y=-6251.360352,Z=1222.277222)","180","160","0","350","0"
"27045","27045","201520212","(X=10916.606445,Y=6512.153320,Z=-131.249542)","-180","-180","0","350","0"
"27046","27046","10083","(X=-9872.136719,Y=-18687.724609,Z=1222.277222)","90","70","0","350","0"
"27047","27047","201520212","(X=-10973.475586,Y=3443.810303,Z=-153.706818)","0","0","0","350","0"
