"Name","ItemId","Attribute1Type","Attribute1Value","Attribute2Type","Attribute2Value","Attribute3Type","Attribute3Value","Attribute4Type","Attribute4Value","Attribute5Type","Attribute5Value","Attribute6Type","Attribute6Value","PassiveId01","RandomOptionCountMax","RandomOptionGroupId","RandomSpecialOptionCountMax","SpecialRandomOptionGroupId","RefineGroup"
"200103033","200103033","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"200103034","200103034","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"200103035","200103035","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"200103036","200103036","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"200103037","200103037","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"200103038","200103038","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"200103039","200103039","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"200103040","200103040","20","0","22","0","28","0","44","0","0","0","0","0","0","2","1001","0","0","0"
"301103000","301103000","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301103001","301103001","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301103002","301103002","24","25","26","25","42","20","32","20","0","0","0","0","0","2","1001","0","0","0"
"301103003","301103003","24","25","26","25","42","20","33","20","0","0","0","0","0","2","1001","0","0","0"
"301103004","301103004","24","34","26","34","42","32","32","35","0","0","0","0","0","2","1002","0","0","0"
"301103005","301103005","24","34","26","34","42","32","33","35","0","0","0","0","0","2","1002","0","0","0"
"301103006","301103006","24","43","26","43","42","44","32","50","0","0","0","0","0","2","1003","0","0","0"
"301103007","301103007","24","43","26","43","42","44","33","50","0","0","0","0","0","2","1003","0","0","0"
"301103008","301103008","24","52","26","52","42","56","32","65","0","0","0","0","0","2","1004","0","0","0"
"301103009","301103009","24","52","26","52","42","56","33","65","0","0","0","0","0","2","1004","0","0","0"
"301103010","301103010","24","82","26","82","42","96","32","115","0","0","0","0","0","3","1005","0","0","0"
"301103011","301103011","24","82","26","82","42","96","33","115","0","0","0","0","0","3","1005","0","0","0"
"301103012","301103012","24","100","26","100","42","120","32","145","0","0","0","0","0","3","1006","0","0","0"
"301103013","301103013","24","100","26","100","42","120","33","145","0","0","0","0","0","3","1006","0","0","0"
"301103014","301103014","24","118","26","118","42","144","32","175","0","0","0","0","0","3","1007","0","0","0"
"301103015","301103015","24","118","26","118","42","144","33","175","0","0","0","0","0","3","1007","0","0","0"
"301103016","301103016","24","136","26","136","42","168","32","205","0","0","0","0","0","3","1008","0","0","0"
"301103017","301103017","24","136","26","136","42","168","33","205","0","0","0","0","0","3","1008","0","0","0"
"301103018","301103018","24","223","26","223","42","284","32","350","0","0","0","0","0","4","1009","1","11009","0"
"301103019","301103019","24","223","26","223","42","284","33","350","0","0","0","0","0","4","1009","1","11009","0"
"301103020","301103020","24","244","26","244","42","312","32","385","0","0","0","0","0","4","1010","1","11010","0"
"301103021","301103021","24","244","26","244","42","312","33","385","0","0","0","0","0","4","1010","1","11010","0"
"301103022","301103022","24","265","26","265","42","340","32","420","0","0","0","0","0","4","1011","1","11011","0"
"301103023","301103023","24","265","26","265","42","340","33","420","0","0","0","0","0","4","1011","1","11011","0"
"301103024","301103024","24","286","26","286","42","368","32","455","0","0","0","0","0","4","1012","1","11012","0"
"301103025","301103025","24","286","26","286","42","368","33","455","0","0","0","0","0","4","1012","1","11012","0"
"301103026","301103026","24","361","26","361","42","468","32","580","33","580","0","0","0","4","1013","1","11013","0"
"301103027","301103027","24","385","26","385","42","500","32","620","33","620","0","0","0","5","1014","1","11014","0"
"301103028","301103028","24","409","26","409","42","532","32","660","33","660","0","0","0","6","1015","1","11015","0"
"301103029","301103029","24","433","26","433","42","564","32","700","33","700","0","0","0","8","1016","1","11016","303010"
"301103030","301103030","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103031","301103031","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103032","301103032","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103033","301103033","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103034","301103034","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103035","301103035","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103036","301103036","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103037","301103037","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103038","301103038","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103039","301103039","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301103040","301103040","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"302103000","302103000","1","500","24","6","38","5","29","5","0","0","0","0","0","0","0","0","0","0"
"302103001","302103001","1","500","24","6","38","5","29","5","0","0","0","0","0","0","0","0","0","0"
"302103002","302103002","1","1000","24","13","38","10","29","10","0","0","0","0","0","2","1001","0","0","0"
"302103003","302103003","1","1000","24","13","39","10","29","10","0","0","0","0","0","2","1001","0","0","0"
"302103004","302103004","1","1195","24","17","38","13","29","14","0","0","0","0","0","2","1002","0","0","0"
"302103005","302103005","1","1195","24","17","39","13","29","14","0","0","0","0","0","2","1002","0","0","0"
"302103006","302103006","1","1390","24","22","38","16","29","18","0","0","0","0","0","2","1003","0","0","0"
"302103007","302103007","1","1390","24","22","39","16","29","18","0","0","0","0","0","2","1003","0","0","0"
"302103008","302103008","1","1585","24","26","38","19","29","22","0","0","0","0","0","2","1004","0","0","0"
"302103009","302103009","1","1585","24","26","39","19","29","22","0","0","0","0","0","2","1004","0","0","0"
"302103010","302103010","1","2235","24","41","38","29","29","36","0","0","0","0","0","3","1005","0","0","0"
"302103011","302103011","1","2235","24","41","39","29","29","36","0","0","0","0","0","3","1005","0","0","0"
"302103012","302103012","1","2625","24","50","38","35","29","44","0","0","0","0","0","3","1006","0","0","0"
"302103013","302103013","1","2625","24","50","39","35","29","44","0","0","0","0","0","3","1006","0","0","0"
"302103014","302103014","1","3015","24","59","38","41","29","52","0","0","0","0","0","3","1007","0","0","0"
"302103015","302103015","1","3015","24","59","39","41","29","52","0","0","0","0","0","3","1007","0","0","0"
"302103016","302103016","1","3405","24","68","38","47","29","60","0","0","0","0","0","3","1008","0","0","0"
"302103017","302103017","1","3405","24","68","39","47","29","60","0","0","0","0","0","3","1008","0","0","0"
"302103018","302103018","1","5290","24","112","38","76","29","99","0","0","0","0","0","4","1009","1","11009","0"
"302103019","302103019","1","5290","24","112","39","76","29","99","0","0","0","0","0","4","1009","1","11009","0"
"302103020","302103020","1","5745","24","122","38","83","29","108","0","0","0","0","0","4","1010","1","11010","0"
"302103021","302103021","1","5745","24","122","39","83","29","108","0","0","0","0","0","4","1010","1","11010","0"
"302103022","302103022","1","6200","24","133","38","90","29","117","0","0","0","0","0","4","1011","1","11011","0"
"302103023","302103023","1","6200","24","133","39","90","29","117","0","0","0","0","0","4","1011","1","11011","0"
"302103024","302103024","1","6655","24","143","38","97","29","126","0","0","0","0","0","4","1012","1","11012","0"
"302103025","302103025","1","6655","24","143","39","97","29","126","0","0","0","0","0","4","1012","1","11012","0"
"302103026","302103026","1","8280","24","181","38","122","29","159","39","122","0","0","0","4","1013","1","11013","0"
"302103027","302103027","1","8800","24","193","38","130","29","170","39","130","0","0","0","5","1014","1","11014","0"
"302103028","302103028","1","9320","24","205","38","138","29","180","39","138","0","0","0","6","1015","1","11015","0"
"302103029","302103029","1","9840","24","217","38","146","29","191","39","146","0","0","0","8","1016","1","11016","303020"
"302103030","302103030","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103031","302103031","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103032","302103032","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103033","302103033","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103034","302103034","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103035","302103035","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103036","302103036","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103037","302103037","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103038","302103038","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103039","302103039","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302103040","302103040","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"303103000","303103000","1","250","28","5","40","10","38","5","0","0","0","0","0","0","0","0","0","0"
"303103001","303103001","1","250","28","5","40","10","38","5","0","0","0","0","0","0","0","0","0","0"
"303103002","303103002","1","500","28","10","40","20","38","10","0","0","0","0","0","2","1001","0","0","0"
"303103003","303103003","1","500","28","10","40","20","39","10","0","0","0","0","0","2","1001","0","0","0"
"303103004","303103004","1","598","28","14","40","32","38","13","0","0","0","0","0","2","1002","0","0","0"
"303103005","303103005","1","598","28","14","40","32","39","13","0","0","0","0","0","2","1002","0","0","0"
"303103006","303103006","1","695","28","18","40","44","38","16","0","0","0","0","0","2","1003","0","0","0"
"303103007","303103007","1","695","28","18","40","44","39","16","0","0","0","0","0","2","1003","0","0","0"
"303103008","303103008","1","793","28","22","40","56","38","19","0","0","0","0","0","2","1004","0","0","0"
"303103009","303103009","1","793","28","22","40","56","39","19","0","0","0","0","0","2","1004","0","0","0"
"303103010","303103010","1","1118","28","36","40","96","38","29","0","0","0","0","0","3","1005","0","0","0"
"303103011","303103011","1","1118","28","36","40","96","39","29","0","0","0","0","0","3","1005","0","0","0"
"303103012","303103012","1","1313","28","44","40","120","38","35","0","0","0","0","0","3","1006","0","0","0"
"303103013","303103013","1","1313","28","44","40","120","39","35","0","0","0","0","0","3","1006","0","0","0"
"303103014","303103014","1","1508","28","52","40","144","38","41","0","0","0","0","0","3","1007","0","0","0"
"303103015","303103015","1","1508","28","52","40","144","39","41","0","0","0","0","0","3","1007","0","0","0"
"303103016","303103016","1","1703","28","60","40","168","38","47","0","0","0","0","0","3","1008","0","0","0"
"303103017","303103017","1","1703","28","60","40","168","39","47","0","0","0","0","0","3","1008","0","0","0"
"303103018","303103018","1","2645","28","99","40","284","38","76","0","0","0","0","0","4","1009","1","11009","0"
"303103019","303103019","1","2645","28","99","40","284","39","76","0","0","0","0","0","4","1009","1","11009","0"
"303103020","303103020","1","2873","28","108","40","312","38","83","0","0","0","0","0","4","1010","1","11010","0"
"303103021","303103021","1","2873","28","108","40","312","39","83","0","0","0","0","0","4","1010","1","11010","0"
"303103022","303103022","1","3100","28","117","40","340","38","90","0","0","0","0","0","4","1011","1","11011","0"
"303103023","303103023","1","3100","28","117","40","340","39","90","0","0","0","0","0","4","1011","1","11011","0"
"303103024","303103024","1","3328","28","126","40","368","38","97","0","0","0","0","0","4","1012","1","11012","0"
"303103025","303103025","1","3328","28","126","40","368","39","97","0","0","0","0","0","4","1012","1","11012","0"
"303103026","303103026","1","4140","28","159","40","468","38","122","39","122","0","0","0","4","1013","1","11013","0"
"303103027","303103027","1","4400","28","170","40","500","38","130","39","130","0","0","0","5","1014","1","11014","0"
"303103028","303103028","1","4660","28","180","40","532","38","138","39","138","0","0","0","6","1015","1","11015","0"
"303103029","303103029","1","4920","28","191","40","564","38","146","39","146","0","0","0","8","1016","1","11016","303030"
"303103030","303103030","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103031","303103031","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103032","303103032","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103033","303103033","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103034","303103034","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103035","303103035","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103036","303103036","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103037","303103037","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103038","303103038","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103039","303103039","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"303103040","303103040","1","0","28","0","40","0","38","0","0","0","0","0","0","2","1001","0","0","0"
"304103000","304103000","1","250","24","6","29","5","46","5","0","0","0","0","0","0","0","0","0","0"
"304103001","304103001","1","250","24","6","29","5","46","5","0","0","0","0","0","0","0","0","0","0"
"304103002","304103002","1","500","24","13","29","10","46","10","0","0","0","0","0","2","1001","0","0","0"
"304103003","304103003","1","500","24","13","29","10","47","10","0","0","0","0","0","2","1001","0","0","0"
"304103004","304103004","1","598","24","17","29","14","46","13","0","0","0","0","0","2","1002","0","0","0"
"304103005","304103005","1","598","24","17","29","14","47","13","0","0","0","0","0","2","1002","0","0","0"
"304103006","304103006","1","695","24","22","29","18","46","16","0","0","0","0","0","2","1003","0","0","0"
"304103007","304103007","1","695","24","22","29","18","47","16","0","0","0","0","0","2","1003","0","0","0"
"304103008","304103008","1","793","24","26","29","22","46","19","0","0","0","0","0","2","1004","0","0","0"
"304103009","304103009","1","793","24","26","29","22","47","19","0","0","0","0","0","2","1004","0","0","0"
"304103010","304103010","1","1118","24","41","29","36","46","29","0","0","0","0","0","3","1005","0","0","0"
"304103011","304103011","1","1118","24","41","29","36","47","29","0","0","0","0","0","3","1005","0","0","0"
"304103012","304103012","1","1313","24","50","29","44","46","33","0","0","0","0","0","3","1006","0","0","0"
"304103013","304103013","1","1313","24","50","29","44","47","33","0","0","0","0","0","3","1006","0","0","0"
"304103014","304103014","1","1508","24","59","29","52","46","37","0","0","0","0","0","3","1007","0","0","0"
"304103015","304103015","1","1508","24","59","29","52","47","37","0","0","0","0","0","3","1007","0","0","0"
"304103016","304103016","1","1703","24","68","29","60","46","41","0","0","0","0","0","3","1008","0","0","0"
"304103017","304103017","1","1703","24","68","29","60","47","41","0","0","0","0","0","3","1008","0","0","0"
"304103018","304103018","1","2645","24","112","29","99","46","76","0","0","0","0","0","4","1009","1","11009","0"
"304103019","304103019","1","2645","24","112","29","99","47","76","0","0","0","0","0","4","1009","1","11009","0"
"304103020","304103020","1","2873","24","122","29","108","46","80","0","0","0","0","0","4","1010","1","11010","0"
"304103021","304103021","1","2873","24","122","29","108","47","80","0","0","0","0","0","4","1010","1","11010","0"
"304103022","304103022","1","3100","24","133","29","117","46","84","0","0","0","0","0","4","1011","1","11011","0"
"304103023","304103023","1","3100","24","133","29","117","47","84","0","0","0","0","0","4","1011","1","11011","0"
"304103024","304103024","1","3328","24","143","29","126","46","88","0","0","0","0","0","4","1012","1","11012","0"
"304103025","304103025","1","3328","24","143","29","126","47","88","0","0","0","0","0","4","1012","1","11012","0"
"304103026","304103026","1","4140","24","181","29","159","46","108","47","108","0","0","0","4","1013","1","11013","0"
"304103027","304103027","1","4400","24","193","29","170","46","112","47","112","0","0","0","5","1014","1","11014","0"
"304103028","304103028","1","4660","24","205","29","180","46","116","47","116","0","0","0","6","1015","1","11015","0"
"304103029","304103029","1","4920","24","217","29","191","46","120","47","120","0","0","0","8","1016","1","11016","303040"
"304103030","304103030","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103031","304103031","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103032","304103032","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103033","304103033","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103034","304103034","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103035","304103035","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103036","304103036","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103037","304103037","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103038","304103038","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103039","304103039","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"304103040","304103040","1","0","24","0","29","0","46","0","0","0","0","0","0","2","1001","0","0","0"
"200104000","200104000","20","75","28","5","44","10","0","0","0","0","0","0","0","0","0","0","0","0"
"200104001","200104001","20","75","28","5","44","10","0","0","0","0","0","0","0","0","0","0","0","0"
"200104002","200104002","20","125","28","10","44","20","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104003","200104003","20","125","28","10","45","20","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104004","200104004","20","140","28","14","44","29","0","0","0","0","0","0","0","2","1002","0","0","0"
"200104005","200104005","20","140","28","14","45","29","0","0","0","0","0","0","0","2","1002","0","0","0"
"200104006","200104006","20","155","28","18","44","38","0","0","0","0","0","0","0","2","1003","0","0","0"
"200104007","200104007","20","155","28","18","45","38","0","0","0","0","0","0","0","2","1003","0","0","0"
"200104008","200104008","20","170","28","22","44","47","0","0","0","0","0","0","0","2","1004","0","0","0"
"200104009","200104009","20","170","28","22","45","47","0","0","0","0","0","0","0","2","1004","0","0","0"
"200104010","200104010","20","220","28","36","44","77","0","0","0","0","0","0","0","3","1005","0","0","0"
"200104011","200104011","20","220","28","36","45","77","0","0","0","0","0","0","0","3","1005","0","0","0"
"200104012","200104012","20","250","28","44","44","95","0","0","0","0","0","0","0","3","1006","0","0","0"
"200104013","200104013","20","250","28","44","45","95","0","0","0","0","0","0","0","3","1006","0","0","0"
"200104014","200104014","20","280","28","52","44","113","0","0","0","0","0","0","0","3","1007","0","0","0"
"200104015","200104015","20","280","28","52","45","113","0","0","0","0","0","0","0","3","1007","0","0","0"
"200104016","200104016","20","310","28","60","44","131","0","0","0","0","0","0","0","3","1008","0","0","0"
"200104017","200104017","20","310","28","60","45","131","0","0","0","0","0","0","0","3","1008","0","0","0"
"200104018","200104018","20","455","28","99","44","218","0","0","0","0","0","0","0","4","1009","1","11009","0"
"200104019","200104019","20","455","28","99","45","218","0","0","0","0","0","0","0","4","1009","1","11009","0"
"200104020","200104020","20","490","28","108","44","239","0","0","0","0","0","0","0","4","1010","1","11010","0"
"200104021","200104021","20","490","28","108","45","239","0","0","0","0","0","0","0","4","1010","1","11010","0"
"200104022","200104022","20","525","28","117","44","260","0","0","0","0","0","0","0","4","1011","1","11011","0"
"200104023","200104023","20","525","28","117","45","260","0","0","0","0","0","0","0","4","1011","1","11011","0"
"200104024","200104024","20","560","28","126","44","281","0","0","0","0","0","0","0","4","1012","1","11012","0"
"200104025","200104025","20","560","28","126","45","281","0","0","0","0","0","0","0","4","1012","1","11012","0"
"200104026","200104026","20","685","28","159","44","356","45","356","0","0","0","0","0","4","1013","1","11013","0"
"200104027","200104027","20","725","28","170","44","380","45","380","0","0","0","0","0","5","1014","1","11014","0"
"200104028","200104028","20","765","28","180","44","404","45","404","0","0","0","0","0","6","1015","1","11015","0"
"200104029","200104029","20","805","28","191","44","428","45","428","0","0","0","0","0","8","1016","1","11016","402040"
"200104030","200104030","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104031","200104031","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104032","200104032","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104033","200104033","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104034","200104034","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104035","200104035","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104036","200104036","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104037","200104037","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104038","200104038","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104039","200104039","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"200104040","200104040","20","0","28","0","44","0","0","0","0","0","0","0","0","2","1001","0","0","0"
"301104000","301104000","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301104001","301104001","24","12","26","12","42","10","32","10","0","0","0","0","0","0","0","0","0","0"
"301104002","301104002","24","25","26","25","42","20","32","20","0","0","0","0","0","2","1001","0","0","0"
"301104003","301104003","24","25","26","25","42","20","33","20","0","0","0","0","0","2","1001","0","0","0"
"301104004","301104004","24","34","26","34","42","32","32","35","0","0","0","0","0","2","1002","0","0","0"
"301104005","301104005","24","34","26","34","42","32","33","35","0","0","0","0","0","2","1002","0","0","0"
"301104006","301104006","24","43","26","43","42","44","32","50","0","0","0","0","0","2","1003","0","0","0"
"301104007","301104007","24","43","26","43","42","44","33","50","0","0","0","0","0","2","1003","0","0","0"
"301104008","301104008","24","52","26","52","42","56","32","65","0","0","0","0","0","2","1004","0","0","0"
"301104009","301104009","24","52","26","52","42","56","33","65","0","0","0","0","0","2","1004","0","0","0"
"301104010","301104010","24","82","26","82","42","96","32","115","0","0","0","0","0","3","1005","0","0","0"
"301104011","301104011","24","82","26","82","42","96","33","115","0","0","0","0","0","3","1005","0","0","0"
"301104012","301104012","24","100","26","100","42","120","32","145","0","0","0","0","0","3","1006","0","0","0"
"301104013","301104013","24","100","26","100","42","120","33","145","0","0","0","0","0","3","1006","0","0","0"
"301104014","301104014","24","118","26","118","42","144","32","175","0","0","0","0","0","3","1007","0","0","0"
"301104015","301104015","24","118","26","118","42","144","33","175","0","0","0","0","0","3","1007","0","0","0"
"301104016","301104016","24","136","26","136","42","168","32","205","0","0","0","0","0","3","1008","0","0","0"
"301104017","301104017","24","136","26","136","42","168","33","205","0","0","0","0","0","3","1008","0","0","0"
"301104018","301104018","24","223","26","223","42","284","32","350","0","0","0","0","0","4","1009","1","11009","0"
"301104019","301104019","24","223","26","223","42","284","33","350","0","0","0","0","0","4","1009","1","11009","0"
"301104020","301104020","24","244","26","244","42","312","32","385","0","0","0","0","0","4","1010","1","11010","0"
"301104021","301104021","24","244","26","244","42","312","33","385","0","0","0","0","0","4","1010","1","11010","0"
"301104022","301104022","24","265","26","265","42","340","32","420","0","0","0","0","0","4","1011","1","11011","0"
"301104023","301104023","24","265","26","265","42","340","33","420","0","0","0","0","0","4","1011","1","11011","0"
"301104024","301104024","24","286","26","286","42","368","32","455","0","0","0","0","0","4","1012","1","11012","0"
"301104025","301104025","24","286","26","286","42","368","33","455","0","0","0","0","0","4","1012","1","11012","0"
"301104026","301104026","24","361","26","361","42","468","32","580","33","580","0","0","0","4","1013","1","11013","0"
"301104027","301104027","24","385","26","385","42","500","32","620","33","620","0","0","0","5","1014","1","11014","0"
"301104028","301104028","24","409","26","409","42","532","32","660","33","660","0","0","0","6","1015","1","11015","0"
"301104029","301104029","24","433","26","433","42","564","32","700","33","700","0","0","0","8","1016","1","11016","403010"
"301104030","301104030","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104031","301104031","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104032","301104032","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104033","301104033","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104034","301104034","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104035","301104035","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104036","301104036","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104037","301104037","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104038","301104038","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104039","301104039","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"301104040","301104040","24","0","26","0","42","0","32","0","0","0","0","0","0","2","1001","0","0","0"
"302104000","302104000","1","500","24","6","38","5","29","5","0","0","0","0","0","0","0","0","0","0"
"302104001","302104001","1","500","24","6","38","5","29","5","0","0","0","0","0","0","0","0","0","0"
"302104002","302104002","1","1000","24","13","38","10","29","10","0","0","0","0","0","2","1001","0","0","0"
"302104003","302104003","1","1000","24","13","39","10","29","10","0","0","0","0","0","2","1001","0","0","0"
"302104004","302104004","1","1195","24","17","38","13","29","14","0","0","0","0","0","2","1002","0","0","0"
"302104005","302104005","1","1195","24","17","39","13","29","14","0","0","0","0","0","2","1002","0","0","0"
"302104006","302104006","1","1390","24","22","38","16","29","18","0","0","0","0","0","2","1003","0","0","0"
"302104007","302104007","1","1390","24","22","39","16","29","18","0","0","0","0","0","2","1003","0","0","0"
"302104008","302104008","1","1585","24","26","38","19","29","22","0","0","0","0","0","2","1004","0","0","0"
"302104009","302104009","1","1585","24","26","39","19","29","22","0","0","0","0","0","2","1004","0","0","0"
"302104010","302104010","1","2235","24","41","38","29","29","36","0","0","0","0","0","3","1005","0","0","0"
"302104011","302104011","1","2235","24","41","39","29","29","36","0","0","0","0","0","3","1005","0","0","0"
"302104012","302104012","1","2625","24","50","38","35","29","44","0","0","0","0","0","3","1006","0","0","0"
"302104013","302104013","1","2625","24","50","39","35","29","44","0","0","0","0","0","3","1006","0","0","0"
"302104014","302104014","1","3015","24","59","38","41","29","52","0","0","0","0","0","3","1007","0","0","0"
"302104015","302104015","1","3015","24","59","39","41","29","52","0","0","0","0","0","3","1007","0","0","0"
"302104016","302104016","1","3405","24","68","38","47","29","60","0","0","0","0","0","3","1008","0","0","0"
"302104017","302104017","1","3405","24","68","39","47","29","60","0","0","0","0","0","3","1008","0","0","0"
"302104018","302104018","1","5290","24","112","38","76","29","99","0","0","0","0","0","4","1009","1","11009","0"
"302104019","302104019","1","5290","24","112","39","76","29","99","0","0","0","0","0","4","1009","1","11009","0"
"302104020","302104020","1","5745","24","122","38","83","29","108","0","0","0","0","0","4","1010","1","11010","0"
"302104021","302104021","1","5745","24","122","39","83","29","108","0","0","0","0","0","4","1010","1","11010","0"
"302104022","302104022","1","6200","24","133","38","90","29","117","0","0","0","0","0","4","1011","1","11011","0"
"302104023","302104023","1","6200","24","133","39","90","29","117","0","0","0","0","0","4","1011","1","11011","0"
"302104024","302104024","1","6655","24","143","38","97","29","126","0","0","0","0","0","4","1012","1","11012","0"
"302104025","302104025","1","6655","24","143","39","97","29","126","0","0","0","0","0","4","1012","1","11012","0"
"302104026","302104026","1","8280","24","181","38","122","29","159","39","122","0","0","0","4","1013","1","11013","0"
"302104027","302104027","1","8800","24","193","38","130","29","170","39","130","0","0","0","5","1014","1","11014","0"
"302104028","302104028","1","9320","24","205","38","138","29","180","39","138","0","0","0","6","1015","1","11015","0"
"302104029","302104029","1","9840","24","217","38","146","29","191","39","146","0","0","0","8","1016","1","11016","403020"
"302104030","302104030","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302104031","302104031","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302104032","302104032","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302104033","302104033","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302104034","302104034","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
"302104035","302104035","1","0","24","0","38","0","29","0","0","0","0","0","0","2","1001","0","0","0"
