"Name","AchievementId","AchievementGroupId","AchievementGroupGrade","AchievementCategory","AchievementIcon","AchievementShowType","AutoCheck","AchievementOpenLevel","AchievementName","AchievementText","PlayDataId","CompleteCount","CompleteCountAccrue","ContentOpenPage","MissionId","RewardAchievementExp","RewardGOLD","RewardGoodsType","RewardGoodsCount","RewardItemId01","RewardItemCount01","RewardItemId02","RewardItemCount02"
"20164","20164","201","64","2","800002","0","0","0","1401015","1415015","201","129","129","0","0","175","13800","0","0","(603200402,603200402,603200402,603200402,603200402,603200402)","3","(0,0,0,0,0,0)","0"
"20165","20165","201","65","2","800002","0","0","0","1401015","1415015","201","130","130","0","0","200","13900","12","100000","(603200103,603200103,603200103,603200103,603200103,603200103)","1","(0,0,0,0,0,0)","0"
"20166","20166","201","66","2","800002","0","0","0","1401015","1415015","201","131","131","0","0","200","14000","0","0","(603200402,603200402,603200402,603200402,603200402,603200402)","3","(0,0,0,0,0,0)","0"
"20167","20167","201","67","2","800002","0","0","0","1401015","1415015","201","132","132","0","0","200","14100","0","0","(603200302,603200302,603200302,603200302,603200302,603200302)","3","(0,0,0,0,0,0)","0"
"20168","20168","201","68","2","800002","0","0","0","1401015","1415015","201","133","133","0","0","200","14200","0","0","(603200502,603200502,603200502,603200502,603200502,603200502)","3","(0,0,0,0,0,0)","0"
"20169","20169","201","69","2","800002","0","0","0","1401015","1415015","201","134","134","0","0","200","14300","12","110000","(603200103,603200103,603200103,603200103,603200103,603200103)","2","(0,0,0,0,0,0)","0"
"20170","20170","201","70","2","800002","0","0","0","1401015","1415015","201","135","135","0","0","200","14400","0","0","(603200402,603200402,603200402,603200402,603200402,603200402)","3","(0,0,0,0,0,0)","0"
"20171","20171","201","71","2","800002","0","0","0","1401015","1415015","201","136","136","0","0","200","14500","0","0","(603200302,603200302,603200302,603200302,603200302,603200302)","3","(0,0,0,0,0,0)","0"
"20172","20172","201","72","2","800002","0","0","0","1401015","1415015","201","137","137","0","0","200","14600","0","0","(603200502,603200502,603200502,603200502,603200502,603200502)","3","(0,0,0,0,0,0)","0"
"20173","20173","201","73","2","800002","0","0","0","1401015","1415015","201","138","138","0","0","200","14700","12","120000","(603200103,603200103,603200103,603200103,603200103,603200103)","2","(0,0,0,0,0,0)","0"
"20174","20174","201","74","2","800002","0","0","0","1401015","1415015","201","139","139","0","0","200","14800","0","0","(603200402,603200402,603200402,603200402,603200402,603200402)","3","(0,0,0,0,0,0)","0"
"20175","20175","201","75","2","800002","0","0","0","1401015","1415015","201","140","140","0","0","200","14900","0","0","(603200303,603200303,603200303,603200303,603200303,603200303)","1","(0,0,0,0,0,0)","0"
"20176","20176","201","76","2","800002","0","0","0","1401015","1415015","201","141","141","0","0","200","15000","0","0","(603200503,603200503,603200503,603200503,603200503,603200503)","1","(0,0,0,0,0,0)","0"
"20177","20177","201","77","2","800002","0","0","0","1401015","1415015","201","142","142","0","0","200","15100","12","130000","(603200103,603200103,603200103,603200103,603200103,603200103)","2","(0,0,0,0,0,0)","0"
"20178","20178","201","78","2","800002","0","0","0","1401015","1415015","201","143","143","0","0","200","15200","0","0","(603200403,603200403,603200403,603200403,603200403,603200403)","1","(0,0,0,0,0,0)","0"
"20179","20179","201","79","2","800002","0","0","0","1401015","1415015","201","144","144","0","0","200","15300","0","0","(603200303,603200303,603200303,603200303,603200303,603200303)","1","(0,0,0,0,0,0)","0"
"20180","20180","201","80","2","800002","0","0","0","1401015","1415015","201","145","145","0","0","200","15400","0","0","(603200503,603200503,603200503,603200503,603200503,603200503)","1","(0,0,0,0,0,0)","0"
"20181","20181","201","81","2","800002","0","0","0","1401015","1415015","201","146","146","0","0","200","15500","12","140000","(603200103,603200103,603200103,603200103,603200103,603200103)","2","(0,0,0,0,0,0)","0"
"20182","20182","201","82","2","800002","0","0","0","1401015","1415015","201","147","147","0","0","200","15600","0","0","(603200403,603200403,603200403,603200403,603200403,603200403)","1","(0,0,0,0,0,0)","0"
"20183","20183","201","83","2","800002","0","0","0","1401015","1415015","201","148","148","0","0","200","15700","0","0","(603200303,603200303,603200303,603200303,603200303,603200303)","1","(0,0,0,0,0,0)","0"
"20184","20184","201","84","2","800002","0","0","0","1401015","1415015","201","149","149","0","0","200","15800","0","0","(603200503,603200503,603200503,603200503,603200503,603200503)","1","(0,0,0,0,0,0)","0"
"20185","20185","201","85","2","800002","0","0","0","1401015","1415015","201","150","150","0","0","225","15900","12","150000","(603200103,603200103,603200103,603200103,603200103,603200103)","2","(0,0,0,0,0,0)","0"
"80501","80501","805","1","2","800002","0","0","0","1401017","1415017","805","1000","1000","0","0","25","1300","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","50","(0,0,0,0,0,0)","0"
"80502","80502","805","2","2","800002","0","0","0","1401017","1415017","805","2000","3000","0","0","25","1500","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","60","(0,0,0,0,0,0)","0"
"80503","80503","805","3","2","800002","0","0","0","1401017","1415017","805","5000","8000","0","0","25","1700","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","70","(0,0,0,0,0,0)","0"
"80504","80504","805","4","2","800002","0","0","0","1401017","1415017","805","10000","18000","0","0","50","2100","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","80","(0,0,0,0,0,0)","0"
"80505","80505","805","5","2","800002","0","0","0","1401017","1415017","805","20000","38000","0","0","50","2500","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","90","(0,0,0,0,0,0)","0"
"80506","80506","805","6","2","800002","0","0","0","1401017","1415017","805","50000","88000","0","0","50","2900","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","90","(0,0,0,0,0,0)","0"
"80507","80507","805","7","2","800002","0","0","0","1401017","1415017","805","100000","188000","0","0","50","3300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","50","(0,0,0,0,0,0)","0"
"80508","80508","805","8","2","800002","0","0","0","1401017","1415017","805","150000","338000","0","0","50","3700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","60","(0,0,0,0,0,0)","0"
"80509","80509","805","9","2","800002","0","0","0","1401017","1415017","805","200000","538000","0","0","75","4100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","70","(0,0,0,0,0,0)","0"
"80510","80510","805","10","2","800002","0","0","0","1401017","1415017","805","250000","788000","0","0","75","4500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","80","(0,0,0,0,0,0)","0"
"80511","80511","805","11","2","800002","0","0","0","1401017","1415017","805","300000","1088000","0","0","75","4900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","80","(0,0,0,0,0,0)","0"
"80512","80512","805","12","2","800002","0","0","0","1401017","1415017","805","400000","1488000","0","0","75","5300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80513","80513","805","13","2","800002","0","0","0","1401017","1415017","805","500000","1988000","0","0","75","5700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80514","80514","805","14","2","800002","0","0","0","1401017","1415017","805","600000","2588000","0","0","100","6100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80515","80515","805","15","2","800002","0","0","0","1401017","1415017","805","800000","3388000","0","0","100","6500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80516","80516","805","16","2","800002","0","0","0","1401017","1415017","805","1000000","4388000","0","0","100","6900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80517","80517","805","17","2","800002","0","0","0","1401017","1415017","805","1200000","5588000","0","0","100","7300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80518","80518","805","18","2","800002","0","0","0","1401017","1415017","805","1400000","6988000","0","0","100","7700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80519","80519","805","19","2","800002","0","0","0","1401017","1415017","805","1600000","8588000","0","0","125","8100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80520","80520","805","20","2","800002","0","0","0","1401017","1415017","805","2000000","10588000","0","0","125","8500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80521","80521","805","21","2","800002","0","0","0","1401017","1415017","805","2500000","13088000","0","0","125","8900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80522","80522","805","22","2","800002","0","0","0","1401017","1415017","805","3000000","16088000","0","0","125","9300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80523","80523","805","23","2","800002","0","0","0","1401017","1415017","805","3500000","19588000","0","0","125","9700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80524","80524","805","24","2","800002","0","0","0","1401017","1415017","805","4000000","23588000","0","0","150","10100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80525","80525","805","25","2","800002","0","0","0","1401017","1415017","805","4500000","28088000","0","0","150","10500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80526","80526","805","26","2","800002","0","0","0","1401017","1415017","805","5000000","33088000","0","0","150","10900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80527","80527","805","27","2","800002","0","0","0","1401017","1415017","805","6000000","39088000","0","0","150","11300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80528","80528","805","28","2","800002","0","0","0","1401017","1415017","805","7000000","46088000","0","0","150","11700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80529","80529","805","29","2","800002","0","0","0","1401017","1415017","805","8000000","54088000","0","0","175","12100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80530","80530","805","30","2","800002","0","0","0","1401017","1415017","805","9000000","63088000","0","0","175","12500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80531","80531","805","31","2","800002","0","0","0","1401017","1415017","805","10000000","73088000","0","0","175","12900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80532","80532","805","32","2","800002","0","0","0","1401017","1415017","805","12000000","85088000","0","0","175","13300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80533","80533","805","33","2","800002","0","0","0","1401017","1415017","805","14000000","99088000","0","0","175","13700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80534","80534","805","34","2","800002","0","0","0","1401017","1415017","805","16000000","115088000","0","0","200","14100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"80535","80535","805","35","2","800002","0","0","0","1401017","1415017","805","18000000","133088000","0","0","200","14500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"170101","170101","1701","1","2","800002","0","0","0","1401022","1415022","1701","2","2","0","0","50","2000","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"170102","170102","1701","2","2","800002","0","0","0","1401022","1415022","1701","18","20","0","0","50","2300","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"170103","170103","1701","3","2","800002","0","0","0","1401022","1415022","1701","80","100","0","0","50","2600","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"170104","170104","1701","4","2","800002","0","0","0","1401022","1415022","1701","100","200","0","0","50","2900","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"170105","170105","1701","5","2","800002","0","0","0","1401022","1415022","1701","400","600","0","0","50","3200","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"170106","170106","1701","6","2","800002","0","0","0","1401022","1415022","1701","1400","2000","0","0","50","3500","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"170107","170107","1701","7","2","800002","0","0","0","1401022","1415022","1701","4000","6000","0","0","50","3800","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"170108","170108","1701","8","2","800002","0","0","0","1401022","1415022","1701","14000","20000","0","0","75","4100","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"170109","170109","1701","9","2","800002","0","0","0","1401022","1415022","1701","25000","45000","0","0","75","4400","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"170110","170110","1701","10","2","800002","0","0","0","1401022","1415022","1701","38000","83000","0","0","75","4700","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"170111","170111","1701","11","2","800002","0","0","0","1401022","1415022","1701","58000","141000","0","0","75","5000","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"170112","170112","1701","12","2","800002","0","0","0","1401022","1415022","1701","88000","229000","0","0","75","5300","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"170113","170113","1701","13","2","800002","0","0","0","1401022","1415022","1701","133000","362000","0","0","75","5600","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"170114","170114","1701","14","2","800002","0","0","0","1401022","1415022","1701","200000","562000","0","0","100","5900","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"170201","170201","1702","1","3","800002","0","0","0","1401023","1415023","1702","1","1","0","0","175","12900","11","600","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0"
"170202","170202","1702","2","3","800002","0","0","0","1401023","1415023","1702","9","10","0","0","175","13400","11","625","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0"
"170203","170203","1702","3","3","800002","0","0","0","1401023","1415023","1702","40","50","0","0","200","13900","11","625","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0"
"170204","170204","1702","4","3","800002","0","0","0","1401023","1415023","1702","150","200","0","0","200","14400","11","650","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0"
"171001","171001","1710","1","2","800002","0","0","0","1401024","1415024","1710","1","1","0","0","50","2000","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171002","171002","1710","2","2","800002","0","0","0","1401024","1415024","1710","9","10","0","0","50","2300","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171003","171003","1710","3","2","800002","0","0","0","1401024","1415024","1710","40","50","0","0","50","2600","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171004","171004","1710","4","2","800002","0","0","0","1401024","1415024","1710","50","100","0","0","50","2900","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171005","171005","1710","5","2","800002","0","0","0","1401024","1415024","1710","200","300","0","0","50","3200","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171006","171006","1710","6","2","800002","0","0","0","1401024","1415024","1710","700","1000","0","0","50","3500","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171007","171007","1710","7","2","800002","0","0","0","1401024","1415024","1710","2000","3000","0","0","50","3800","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171008","171008","1710","8","2","800002","0","0","0","1401024","1415024","1710","7000","10000","0","0","75","4100","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171009","171009","1710","9","2","800002","0","0","0","1401024","1415024","1710","12000","22000","0","0","75","4400","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171010","171010","1710","10","2","800002","0","0","0","1401024","1415024","1710","18000","40000","0","0","75","4700","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171011","171011","1710","11","2","800002","0","0","0","1401024","1415024","1710","27000","67000","0","0","75","5000","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171012","171012","1710","12","2","800002","0","0","0","1401024","1415024","1710","41000","108000","0","0","75","5300","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171013","171013","1710","13","2","800002","0","0","0","1401024","1415024","1710","62000","170000","0","0","75","5600","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171014","171014","1710","14","2","800002","0","0","0","1401024","1415024","1710","93000","263000","0","0","100","5900","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171101","171101","1711","1","2","800002","0","0","0","1401025","1415025","1711","1","1","0","0","50","2000","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171102","171102","1711","2","2","800002","0","0","0","1401025","1415025","1711","9","10","0","0","50","2300","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171103","171103","1711","3","2","800002","0","0","0","1401025","1415025","1711","40","50","0","0","50","2600","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171104","171104","1711","4","2","800002","0","0","0","1401025","1415025","1711","50","100","0","0","50","2900","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171105","171105","1711","5","2","800002","0","0","0","1401025","1415025","1711","200","300","0","0","50","3200","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171106","171106","1711","6","2","800002","0","0","0","1401025","1415025","1711","700","1000","0","0","50","3500","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171107","171107","1711","7","2","800002","0","0","0","1401025","1415025","1711","2000","3000","0","0","50","3800","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"171108","171108","1711","8","2","800002","0","0","0","1401025","1415025","1711","7000","10000","0","0","75","4100","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171109","171109","1711","9","2","800002","0","0","0","1401025","1415025","1711","12000","22000","0","0","75","4400","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171110","171110","1711","10","2","800002","0","0","0","1401025","1415025","1711","18000","40000","0","0","75","4700","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171111","171111","1711","11","2","800002","0","0","0","1401025","1415025","1711","27000","67000","0","0","75","5000","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171112","171112","1711","12","2","800002","0","0","0","1401025","1415025","1711","41000","108000","0","0","75","5300","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171113","171113","1711","13","2","800002","0","0","0","1401025","1415025","1711","62000","170000","0","0","75","5600","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"171114","171114","1711","14","2","800002","0","0","0","1401025","1415025","1711","93000","263000","0","0","100","5900","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"240101","240101","2401","1","2","800003","0","0","0","1401034","1415034","2401","50","50","0","0","25","1100","0","0","(604200101,604200101,604200101,604200101,604200101,604200101)","60","(0,0,0,0,0,0)","0"
"240102","240102","2401","2","2","800003","0","0","0","1401034","1415034","2401","100","150","0","0","25","1100","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","50","(0,0,0,0,0,0)","0"
"240103","240103","2401","3","2","800003","0","0","0","1401034","1415034","2401","200","350","0","0","25","1300","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","50","(0,0,0,0,0,0)","0"
"240104","240104","2401","4","2","800003","0","0","0","1401034","1415034","2401","400","750","0","0","25","1500","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","60","(0,0,0,0,0,0)","0"
"240105","240105","2401","5","2","800003","0","0","0","1401034","1415034","2401","750","1500","0","0","25","1700","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","70","(0,0,0,0,0,0)","0"
"240106","240106","2401","6","2","800003","0","0","0","1401034","1415034","2401","1500","3000","0","0","50","2100","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","80","(0,0,0,0,0,0)","0"
"240107","240107","2401","7","2","800003","0","0","0","1401034","1415034","2401","2000","5000","0","0","50","2500","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","90","(0,0,0,0,0,0)","0"
"240108","240108","2401","8","2","800003","0","0","0","1401034","1415034","2401","2500","7500","0","0","50","2900","0","0","(604200102,604200102,604200102,604200102,604200102,604200102)","90","(0,0,0,0,0,0)","0"
"240109","240109","2401","9","2","800003","0","0","0","1401034","1415034","2401","3000","10500","0","0","50","3300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","50","(0,0,0,0,0,0)","0"
"240110","240110","2401","10","2","800003","0","0","0","1401034","1415034","2401","3500","14000","0","0","50","3700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","60","(0,0,0,0,0,0)","0"
"240111","240111","2401","11","2","800003","0","0","0","1401034","1415034","2401","4000","18000","0","0","75","4100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","70","(0,0,0,0,0,0)","0"
"240112","240112","2401","12","2","800003","0","0","0","1401034","1415034","2401","4500","22500","0","0","75","4500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","80","(0,0,0,0,0,0)","0"
"240113","240113","2401","13","2","800003","0","0","0","1401034","1415034","2401","5000","27500","0","0","75","4900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","80","(0,0,0,0,0,0)","0"
"240114","240114","2401","14","2","800003","0","0","0","1401034","1415034","2401","6000","33500","0","0","75","5300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240115","240115","2401","15","2","800003","0","0","0","1401034","1415034","2401","7000","40500","0","0","75","5700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240116","240116","2401","16","2","800003","0","0","0","1401034","1415034","2401","8000","48500","0","0","100","6100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240117","240117","2401","17","2","800003","0","0","0","1401034","1415034","2401","9000","57500","0","0","100","6500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240118","240118","2401","18","2","800003","0","0","0","1401034","1415034","2401","10000","67500","0","0","100","6900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240119","240119","2401","19","2","800003","0","0","0","1401034","1415034","2401","12000","79500","0","0","100","7300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240120","240120","2401","20","2","800003","0","0","0","1401034","1415034","2401","14000","93500","0","0","100","7700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240121","240121","2401","21","2","800003","0","0","0","1401034","1415034","2401","16000","109500","0","0","125","8100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240122","240122","2401","22","2","800003","0","0","0","1401034","1415034","2401","18000","127500","0","0","125","8500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240123","240123","2401","23","2","800003","0","0","0","1401034","1415034","2401","20000","147500","0","0","125","8900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240124","240124","2401","24","2","800003","0","0","0","1401034","1415034","2401","25000","172500","0","0","125","9300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240125","240125","2401","25","2","800003","0","0","0","1401034","1415034","2401","30000","202500","0","0","125","9700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240126","240126","2401","26","2","800003","0","0","0","1401034","1415034","2401","35000","237500","0","0","150","10100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240127","240127","2401","27","2","800003","0","0","0","1401034","1415034","2401","40000","277500","0","0","150","10500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240128","240128","2401","28","2","800003","0","0","0","1401034","1415034","2401","50000","327500","0","0","150","10900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240129","240129","2401","29","2","800003","0","0","0","1401034","1415034","2401","60000","387500","0","0","150","11300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240130","240130","2401","30","2","800003","0","0","0","1401034","1415034","2401","70000","457500","0","0","150","11700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240131","240131","2401","31","2","800003","0","0","0","1401034","1415034","2401","80000","537500","0","0","175","12100","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240132","240132","2401","32","2","800003","0","0","0","1401034","1415034","2401","90000","627500","0","0","175","12500","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240133","240133","2401","33","2","800003","0","0","0","1401034","1415034","2401","100000","727500","0","0","175","12900","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240134","240134","2401","34","2","800003","0","0","0","1401034","1415034","2401","125000","852500","0","0","175","13300","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"240135","240135","2401","35","2","800003","0","0","0","1401034","1415034","2401","150000","1002500","0","0","175","13700","0","0","(604200103,604200103,604200103,604200103,604200103,604200103)","90","(0,0,0,0,0,0)","0"
"290101","290101","2901","1","1","800003","0","0","0","1401035","1415035","2901","1","1","0","0","25","1600","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","1","(0,0,0,0,0,0)","0"
"290102","290102","2901","2","1","800003","0","0","0","1401035","1415035","2901","9","10","0","0","50","2400","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","2","(0,0,0,0,0,0)","0"
"290103","290103","2901","3","1","800003","0","0","0","1401035","1415035","2901","90","100","0","0","75","4400","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","3","(0,0,0,0,0,0)","0"
"290104","290104","2901","4","1","800003","0","0","0","1401035","1415035","2901","200","300","0","0","100","6900","0","0","(508200001,508200001,508200001,508200001,508200001,508200001)","4","(0,0,0,0,0,0)","0"
"4931101","4931101","49311","1","2","800001","0","0","0","1401036","1415036","49311","1","1","0","0","25","1400","11","150","(0,0,0,0,0,0)","0","(0,0,0,0,0,0)","0"
