"Name","ListGroupId","ItemId","Value","ItemRate"
"10314","13000002","(1201201313,1201202313,1201203313,1201204313,1201205313,1201206313)","1","31250"
"10315","13000003","(1201201401,1201202401,1201203401,1201204401,1201205401,1201206401)","1","93750"
"10316","13000003","(1201201402,1201202402,1201203402,1201204402,1201205402,1201206402)","1","93750"
"10317","13000003","(1201201403,1201202403,1201203403,1201204403,1201205403,1201206403)","1","93750"
"10318","13000003","(1201201404,1201202404,1201203404,1201204408,1201205404,1201206404)","1","93750"
"10319","13000003","(1201201405,1201202405,1201203405,1201204406,1201205405,1201206405)","1","93750"
"10320","13000003","(1201201406,1201202406,1201203406,1201204407,1201205406,1201206406)","1","93750"
"10321","13000003","(1201201407,1201202407,1201203407,1201204411,1201205407,1201206407)","1","93750"
"10322","13000003","(1201201408,1201202408,1201203408,1201204409,1201205408,1201206408)","1","93750"
"10323","13000003","(1201201409,1201202409,1201203409,1201204405,1201205409,1201206409)","1","62500"
"10324","13000003","(1201201410,1201202410,1201203410,1201204410,1201205410,1201206410)","1","62500"
"10325","13000003","(1201201411,1201202411,1201203411,1201204412,1201205411,1201206411)","1","62500"
"10326","13000003","(1201201412,1201202412,1201203412,1201204404,1201205412,1201206412)","1","31250"
"10327","13000003","(1201201413,1201202413,1201203413,1201204413,1201205413,1201206413)","1","31250"
"10328","13100001","(1201200201,1201200201,1201200201,1201200201,1201200201,1201200201)","1","1000000"
"10329","13100002","(1201201301,1201202301,1201203301,1201204301,1201205301,1201206301)","1","93750"
"10330","13100002","(1201201302,1201202302,1201203302,1201204302,1201205302,1201206302)","1","93750"
"10331","13100002","(1201201303,1201202303,1201203303,1201204303,1201205303,1201206303)","1","93750"
"10332","13100002","(1201201304,1201202304,1201203304,1201204308,1201205304,1201206304)","1","93750"
"10333","13100002","(1201201305,1201202305,1201203305,1201204306,1201205305,1201206305)","1","93750"
"10334","13100002","(1201201306,1201202306,1201203306,1201204307,1201205306,1201206306)","1","93750"
"10335","13100002","(1201201307,1201202307,1201203307,1201204311,1201205307,1201206307)","1","93750"
"10336","13100002","(1201201308,1201202308,1201203308,1201204309,1201205308,1201206308)","1","93750"
"10337","13100002","(1201201309,1201202309,1201203309,1201204305,1201205309,1201206309)","1","62500"
"10338","13100002","(1201201310,1201202310,1201203310,1201204310,1201205310,1201206310)","1","62500"
"10339","13100002","(1201201311,1201202311,1201203311,1201204312,1201205311,1201206311)","1","62500"
"10340","13100002","(1201201312,1201202312,1201203312,1201204304,1201205312,1201206312)","1","31250"
"10341","13100002","(1201201313,1201202313,1201203313,1201204313,1201205313,1201206313)","1","31250"
"10342","13100003","(1201201401,1201202401,1201203401,1201204401,1201205401,1201206401)","1","93750"
"10343","13100003","(1201201402,1201202402,1201203402,1201204402,1201205402,1201206402)","1","93750"
"10344","13100003","(1201201403,1201202403,1201203403,1201204403,1201205403,1201206403)","1","93750"
"10345","13100003","(1201201404,1201202404,1201203404,1201204408,1201205404,1201206404)","1","93750"
"10346","13100003","(1201201405,1201202405,1201203405,1201204406,1201205405,1201206405)","1","93750"
"10347","13100003","(1201201406,1201202406,1201203406,1201204407,1201205406,1201206406)","1","93750"
"10348","13100003","(1201201407,1201202407,1201203407,1201204411,1201205407,1201206407)","1","93750"
"10349","13100003","(1201201408,1201202408,1201203408,1201204409,1201205408,1201206408)","1","93750"
"10350","13100003","(1201201409,1201202409,1201203409,1201204405,1201205409,1201206409)","1","62500"
"10351","13100003","(1201201410,1201202410,1201203410,1201204410,1201205410,1201206410)","1","62500"
"10352","13100003","(1201201411,1201202411,1201203411,1201204412,1201205411,1201206411)","1","62500"
"10353","13100003","(1201201412,1201202412,1201203412,1201204404,1201205412,1201206412)","1","31250"
"10354","13100003","(1201201413,1201202413,1201203413,1201204413,1201205413,1201206413)","1","31250"
"10355","13200001","(1201200201,1201200201,1201200201,1201200201,1201200201,1201200201)","1","1000000"
"10356","13200002","(1201201301,1201202301,1201203301,1201204301,1201205301,1201206301)","1","93750"
"10357","13200002","(1201201302,1201202302,1201203302,1201204302,1201205302,1201206302)","1","93750"
"10358","13200002","(1201201303,1201202303,1201203303,1201204303,1201205303,1201206303)","1","93750"
"10359","13200002","(1201201304,1201202304,1201203304,1201204308,1201205304,1201206304)","1","93750"
"10360","13200002","(1201201305,1201202305,1201203305,1201204306,1201205305,1201206305)","1","93750"
"10361","13200002","(1201201306,1201202306,1201203306,1201204307,1201205306,1201206306)","1","93750"
"10362","13200002","(1201201307,1201202307,1201203307,1201204311,1201205307,1201206307)","1","93750"
"10363","13200002","(1201201308,1201202308,1201203308,1201204309,1201205308,1201206308)","1","93750"
"10364","13200002","(1201201309,1201202309,1201203309,1201204305,1201205309,1201206309)","1","62500"
"10365","13200002","(1201201310,1201202310,1201203310,1201204310,1201205310,1201206310)","1","62500"
"10366","13200002","(1201201311,1201202311,1201203311,1201204312,1201205311,1201206311)","1","62500"
"10367","13200002","(1201201312,1201202312,1201203312,1201204304,1201205312,1201206312)","1","31250"
"10368","13200002","(1201201313,1201202313,1201203313,1201204313,1201205313,1201206313)","1","31250"
"10369","13200003","(1201201401,1201202401,1201203401,1201204401,1201205401,1201206401)","1","93750"
"10370","13200003","(1201201402,1201202402,1201203402,1201204402,1201205402,1201206402)","1","93750"
"10371","13200003","(1201201403,1201202403,1201203403,1201204403,1201205403,1201206403)","1","93750"
"10372","13200003","(1201201404,1201202404,1201203404,1201204408,1201205404,1201206404)","1","93750"
"10373","13200003","(1201201405,1201202405,1201203405,1201204406,1201205405,1201206405)","1","93750"
"10374","13200003","(1201201406,1201202406,1201203406,1201204407,1201205406,1201206406)","1","93750"
"10375","13200003","(1201201407,1201202407,1201203407,1201204411,1201205407,1201206407)","1","93750"
"10376","13200003","(1201201408,1201202408,1201203408,1201204409,1201205408,1201206408)","1","93750"
"10377","13200003","(1201201409,1201202409,1201203409,1201204405,1201205409,1201206409)","1","62500"
"10378","13200003","(1201201410,1201202410,1201203410,1201204410,1201205410,1201206410)","1","62500"
"10379","13200003","(1201201411,1201202411,1201203411,1201204412,1201205411,1201206411)","1","62500"
"10380","13200003","(1201201412,1201202412,1201203412,1201204404,1201205412,1201206412)","1","31250"
"10381","13200003","(1201201413,1201202413,1201203413,1201204413,1201205413,1201206413)","1","31250"
"10382","21000000","(1701200021,1701200021,1701200021,1701200021,1701200021,1701200021)","1","43479"
"10383","21000000","(1701200026,1701200026,1701200026,1701200026,1701200026,1701200026)","1","43479"
"10384","21000000","(1701200027,1701200027,1701200027,1701200027,1701200027,1701200027)","1","43479"
"10385","21000000","(1701200028,1701200028,1701200028,1701200028,1701200028,1701200028)","1","43479"
"10386","21000000","(1701200029,1701200029,1701200029,1701200029,1701200029,1701200029)","1","43479"
"10387","21000000","(1701200034,1701200034,1701200034,1701200034,1701200034,1701200034)","1","43479"
"10388","21000000","(1701200035,1701200035,1701200035,1701200035,1701200035,1701200035)","1","43478"
"10389","21000000","(1701200037,1701200037,1701200037,1701200037,1701200037,1701200037)","1","43478"
"10390","21000000","(1701200038,1701200038,1701200038,1701200038,1701200038,1701200038)","1","43478"
"10391","21000000","(1701200039,1701200039,1701200039,1701200039,1701200039,1701200039)","1","43478"
"10392","21000000","(1701200044,1701200044,1701200044,1701200044,1701200044,1701200044)","1","43478"
"10393","21000000","(1701200045,1701200045,1701200045,1701200045,1701200045,1701200045)","1","43478"
"10394","21000000","(1701200047,1701200047,1701200047,1701200047,1701200047,1701200047)","1","43478"
"10395","21000000","(1701200048,1701200048,1701200048,1701200048,1701200048,1701200048)","1","43478"
"10396","21000000","(1701200050,1701200050,1701200050,1701200050,1701200050,1701200050)","1","43478"
"10397","21000000","(1701200052,1701200052,1701200052,1701200052,1701200052,1701200052)","1","43478"
"10398","21000000","(1701200054,1701200054,1701200054,1701200054,1701200054,1701200054)","1","43478"
"10399","21000000","(1701200055,1701200055,1701200055,1701200055,1701200055,1701200055)","1","43478"
"10400","21000000","(1701200056,1701200056,1701200056,1701200056,1701200056,1701200056)","1","43478"
"10401","21000000","(1701200058,1701200058,1701200058,1701200058,1701200058,1701200058)","1","43478"
"10402","21000000","(1701200060,1701200060,1701200060,1701200060,1701200060,1701200060)","1","43478"
"10403","21000000","(1701200062,1701200062,1701200062,1701200062,1701200062,1701200062)","1","43478"
"10404","21000000","(1701200065,1701200065,1701200065,1701200065,1701200065,1701200065)","1","43478"
"10405","22000000","(1201201401,1201202401,1201203401,1201204401,1201205401,1201206401)","1","93750"
"10406","22000000","(1201201402,1201202402,1201203402,1201204402,1201205402,1201206402)","1","93750"
"10407","22000000","(1201201403,1201202403,1201203403,1201204403,1201205403,1201206403)","1","93750"
"10408","22000000","(1201201404,1201202404,1201203404,1201204408,1201205404,1201206404)","1","93750"
"10409","22000000","(1201201405,1201202405,1201203405,1201204406,1201205405,1201206405)","1","93750"
"10410","22000000","(1201201406,1201202406,1201203406,1201204407,1201205406,1201206406)","1","93750"
"10411","22000000","(1201201407,1201202407,1201203407,1201204411,1201205407,1201206407)","1","93750"
"10412","22000000","(1201201408,1201202408,1201203408,1201204409,1201205408,1201206408)","1","93750"
"10413","22000000","(1201201409,1201202409,1201203409,1201204405,1201205409,1201206409)","1","62500"
"10414","22000000","(1201201410,1201202410,1201203410,1201204410,1201205410,1201206410)","1","62500"
"10415","22000000","(1201201411,1201202411,1201203411,1201204412,1201205411,1201206411)","1","62500"
"10416","22000000","(1201201412,1201202412,1201203412,1201204404,1201205412,1201206412)","1","31250"
"10417","22000000","(1201201413,1201202413,1201203413,1201204413,1201205413,1201206413)","1","31250"
"10418","23000000","(903200002,903200002,903200002,903200002,903200002,903200002)","1","1000000"
"10419","23000001","(903200003,903200003,903200003,903200003,903200003,903200003)","1","1000000"
"10420","23100000","(904200002,904200002,904200002,904200002,904200002,904200002)","1","1000000"
"10421","23100001","(904200003,904200003,904200003,904200003,904200003,904200003)","1","1000000"
"10422","24000000","(905200002,905200002,905200002,905200002,905200002,905200002)","1","1000000"
"10423","24000001","(905200003,905200003,905200003,905200003,905200003,905200003)","1","1000000"
"10424","25000001","(903200002,903200002,903200002,903200002,903200002,903200002)","1","1000000"
"10425","25000002","(904200002,904200002,904200002,904200002,904200002,904200002)","1","1000000"
"10426","25000003","(905200002,905200002,905200002,905200002,905200002,905200002)","1","1000000"
"10427","25000004","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","76923"
"10428","25000004","(1701200007,1701200007,1701200007,1701200007,1701200007,1701200007)","1","76923"
"10429","25000004","(1701200012,1701200012,1701200012,1701200012,1701200012,1701200012)","1","76923"
"10430","25000004","(1701200025,1701200025,1701200025,1701200025,1701200025,1701200025)","1","76923"
"10431","25000004","(1701200033,1701200033,1701200033,1701200033,1701200033,1701200033)","1","76923"
"10432","25000004","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","76923"
"10433","25000004","(1701200004,1701200004,1701200004,1701200004,1701200004,1701200004)","1","76923"
"10434","25000004","(1701200022,1701200022,1701200022,1701200022,1701200022,1701200022)","1","76923"
"10435","25000004","(1701200030,1701200030,1701200030,1701200030,1701200030,1701200030)","1","76923"
"10436","25000004","(1701200013,1701200013,1701200013,1701200013,1701200013,1701200013)","1","76923"
"10437","25000004","(1701200019,1701200019,1701200019,1701200019,1701200019,1701200019)","1","76923"
"10438","25000004","(1701200032,1701200032,1701200032,1701200032,1701200032,1701200032)","1","76923"
"10439","25000004","(1701200009,1701200009,1701200009,1701200009,1701200009,1701200009)","1","76924"
"10440","25000005","(1201201301,1201202301,1201203301,1201204301,1201205301,1201206301)","1","93750"
"10441","25000005","(1201201302,1201202302,1201203302,1201204302,1201205302,1201206302)","1","93750"
"10442","25000005","(1201201303,1201202303,1201203303,1201204303,1201205303,1201206303)","1","93750"
"10443","25000005","(1201201304,1201202304,1201203304,1201204308,1201205304,1201206304)","1","93750"
"10444","25000005","(1201201305,1201202305,1201203305,1201204306,1201205305,1201206305)","1","93750"
"10445","25000005","(1201201306,1201202306,1201203306,1201204307,1201205306,1201206306)","1","93750"
"10446","25000005","(1201201307,1201202307,1201203307,1201204311,1201205307,1201206307)","1","93750"
"10447","25000005","(1201201308,1201202308,1201203308,1201204309,1201205308,1201206308)","1","93750"
"10448","25000005","(1201201309,1201202309,1201203309,1201204305,1201205309,1201206309)","1","62500"
"10449","25000005","(1201201310,1201202310,1201203310,1201204310,1201205310,1201206310)","1","62500"
"10450","25000005","(1201201311,1201202311,1201203311,1201204312,1201205311,1201206311)","1","62500"
"10451","25000005","(1201201312,1201202312,1201203312,1201204304,1201205312,1201206312)","1","31250"
"10452","25000005","(1201201313,1201202313,1201203313,1201204313,1201205313,1201206313)","1","31250"
"10453","23000002","(903200003,903200003,903200003,903200003,903200003,903200003)","1","1000000"
"10454","23100002","(904200003,904200003,904200003,904200003,904200003,904200003)","1","1000000"
"10455","24000002","(905200003,905200003,905200003,905200003,905200003,905200003)","1","1000000"
"10456","26000001","(606201215,606201215,606201215,606201215,606201215,606201215)","1","100000"
"10457","26000001","(606201205,606201205,606201205,606201205,606201205,606201205)","1","100000"
"10458","26000001","(604100104,604100104,604100104,604100104,604100104,604100104)","1","200000"
"10459","26000001","(604100103,604100103,604100103,604100103,604100103,604100103)","1","200000"
"10460","26000001","(604100102,604100102,604100102,604100102,604100102,604100102)","1","200000"
"10461","26000001","(604100101,604100101,604100101,604100101,604100101,604100101)","1","200000"
"10462","26000002","(606201215,606201215,606201215,606201215,606201215,606201215)","1","1000000"
"10463","27000001","(606201215,606201215,606201215,606201215,606201215,606201215)","1","100000"
"10464","27000001","(606201205,606201205,606201205,606201205,606201205,606201205)","1","100000"
"10465","27000001","(604200104,604200104,604200104,604200104,604200104,604200104)","1","200000"
"10466","27000001","(604200103,604200103,604200103,604200103,604200103,604200103)","1","200000"
"10467","27000001","(604200102,604200102,604200102,604200102,604200102,604200102)","1","200000"
"10468","27000001","(604200101,604200101,604200101,604200101,604200101,604200101)","1","200000"
"10469","27000002","(606201215,606201215,606201215,606201215,606201215,606201215)","1","1000000"
"10470","27000010","(801200005,801200005,801200005,801200005,801200005,801200005)","1","1000"
"10471","27000010","(801200004,801200004,801200004,801200004,801200004,801200004)","2","14500"
"10472","27000010","(802200004,802200004,802200004,802200004,802200004,802200004)","2","14500"
"10473","27000010","(801200003,801200003,801200003,801200003,801200003,801200003)","3","194000"
"10474","27000010","(802200003,802200003,802200003,802200003,802200003,802200003)","3","194000"
"10475","27000010","(803200003,803200003,803200003,803200003,803200003,803200003)","3","194000"
"10476","27000010","(804200003,804200003,804200003,804200003,804200003,804200003)","3","194000"
"10477","27000010","(805200003,805200003,805200003,805200003,805200003,805200003)","3","194000"
"10478","27000011","(801200005,801200005,801200005,801200005,801200005,801200005)","1","1000000"
"10479","27000020","(602202375,602202375,602202375,602202375,602202375,602202375)","1","1000"
"10480","27000020","(602202376,602202376,602202376,602202376,602202376,602202376)","1","23200"
"10481","27000020","(603200503,603200503,603200503,603200503,603200503,603200503)","1","5800"
"10482","27000020","(602202377,602202377,602202377,602202377,602202377,602202377)","1","776000"
"10483","27000020","(603200502,603200502,603200502,603200502,603200502,603200502)","1","194000"
"10484","27000021","(602202375,602202375,602202375,602202375,602202375,602202375)","1","1000000"
"10485","27000022","(602202399,602202399,602202399,602202399,602202399,602202399)","1","1000"
"10486","27000022","(602202400,602202400,602202400,602202400,602202400,602202400)","1","23200"
"10487","27000022","(603201125,603201125,603201125,603201125,603201125,603201125)","1","5800"
"10488","27000022","(602202432,602202432,602202432,602202432,602202432,602202432)","1","776000"
"10489","27000022","(603201126,603201126,603201126,603201126,603201126,603201126)","1","194000"
"10490","27000023","(602202399,602202399,602202399,602202399,602202399,602202399)","1","1000000"
"10491","28000001","(903200003,903200003,903200003,903200003,903200003,903200003)","1","1000000"
"10492","28000002","(905200003,905200003,905200003,905200003,905200003,905200003)","1","1000000"
"10493","28000003","(904200003,904200003,904200003,904200003,904200003,904200003)","1","1000000"
"10494","28000004","(1701200021,1701200021,1701200021,1701200021,1701200021,1701200021)","1","43479"
"10495","28000004","(1701200026,1701200026,1701200026,1701200026,1701200026,1701200026)","1","43479"
"10496","28000004","(1701200027,1701200027,1701200027,1701200027,1701200027,1701200027)","1","43479"
"10497","28000004","(1701200028,1701200028,1701200028,1701200028,1701200028,1701200028)","1","43479"
"10498","28000004","(1701200029,1701200029,1701200029,1701200029,1701200029,1701200029)","1","43479"
"10499","28000004","(1701200034,1701200034,1701200034,1701200034,1701200034,1701200034)","1","43479"
"10500","28000004","(1701200035,1701200035,1701200035,1701200035,1701200035,1701200035)","1","43478"
"10501","28000004","(1701200037,1701200037,1701200037,1701200037,1701200037,1701200037)","1","43478"
"10502","28000004","(1701200038,1701200038,1701200038,1701200038,1701200038,1701200038)","1","43478"
"10503","28000004","(1701200039,1701200039,1701200039,1701200039,1701200039,1701200039)","1","43478"
"10504","28000004","(1701200044,1701200044,1701200044,1701200044,1701200044,1701200044)","1","43478"
"10505","28000004","(1701200045,1701200045,1701200045,1701200045,1701200045,1701200045)","1","43478"
"10506","28000004","(1701200047,1701200047,1701200047,1701200047,1701200047,1701200047)","1","43478"
"10507","28000004","(1701200048,1701200048,1701200048,1701200048,1701200048,1701200048)","1","43478"
"10508","28000004","(1701200050,1701200050,1701200050,1701200050,1701200050,1701200050)","1","43478"
"10509","28000004","(1701200052,1701200052,1701200052,1701200052,1701200052,1701200052)","1","43478"
"10510","28000004","(1701200054,1701200054,1701200054,1701200054,1701200054,1701200054)","1","43478"
"10511","28000004","(1701200055,1701200055,1701200055,1701200055,1701200055,1701200055)","1","43478"
"10512","28000004","(1701200056,1701200056,1701200056,1701200056,1701200056,1701200056)","1","43478"
"10513","28000004","(1701200058,1701200058,1701200058,1701200058,1701200058,1701200058)","1","43478"
"10514","28000004","(1701200060,1701200060,1701200060,1701200060,1701200060,1701200060)","1","43478"
"10515","28000004","(1701200062,1701200062,1701200062,1701200062,1701200062,1701200062)","1","43478"
"10516","28000004","(1701200065,1701200065,1701200065,1701200065,1701200065,1701200065)","1","43478"
"10517","28000006","(903200003,903200003,903200003,903200003,903200003,903200003)","1","125000"
"10518","28000006","(904200003,904200003,904200003,904200003,904200003,904200003)","1","500000"
"10519","28000006","(905200003,905200003,905200003,905200003,905200003,905200003)","1","375000"
"10520","28000005","(1201201401,1201202401,1201203401,1201204401,1201205401,1201206401)","1","93750"
"10521","28000005","(1201201402,1201202402,1201203402,1201204402,1201205402,1201206402)","1","93750"
"10522","28000005","(1201201403,1201202403,1201203403,1201204403,1201205403,1201206403)","1","93750"
"10523","28000005","(1201201404,1201202404,1201203404,1201204408,1201205404,1201206404)","1","93750"
"10524","28000005","(1201201405,1201202405,1201203405,1201204406,1201205405,1201206405)","1","93750"
"10525","28000005","(1201201406,1201202406,1201203406,1201204407,1201205406,1201206406)","1","93750"
"10526","28000005","(1201201407,1201202407,1201203407,1201204411,1201205407,1201206407)","1","93750"
"10527","28000005","(1201201408,1201202408,1201203408,1201204409,1201205408,1201206408)","1","93750"
"10528","28000005","(1201201409,1201202409,1201203409,1201204405,1201205409,1201206409)","1","62500"
"10529","28000005","(1201201410,1201202410,1201203410,1201204410,1201205410,1201206410)","1","62500"
"10530","28000005","(1201201411,1201202411,1201203411,1201204412,1201205411,1201206411)","1","62500"
"10531","28000005","(1201201412,1201202412,1201203412,1201204404,1201205412,1201206412)","1","31250"
"10532","28000005","(1201201413,1201202413,1201203413,1201204413,1201205413,1201206413)","1","31250"
"10533","28000001","(903200003,903200003,903200003,903200003,903200003,903200003)","1","1000000"
"10534","28000002","(905200003,905200003,905200003,905200003,905200003,905200003)","1","1000000"
"10535","28000003","(904200003,904200003,904200003,904200003,904200003,904200003)","1","1000000"
"10536","29000001","(1701200001,1701200001,1701200001,1701200001,1701200001,1701200001)","1","83334"
"10537","29000001","(1701200002,1701200002,1701200002,1701200002,1701200002,1701200002)","1","83334"
"10538","29000001","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","83334"
"10539","29000001","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","83334"
"10540","29000001","(1701200006,1701200006,1701200006,1701200006,1701200006,1701200006)","1","83333"
"10541","29000001","(1701200008,1701200008,1701200008,1701200008,1701200008,1701200008)","1","83333"
"10542","29000001","(1701200010,1701200010,1701200010,1701200010,1701200010,1701200010)","1","83333"
"10543","29000001","(1701200011,1701200011,1701200011,1701200011,1701200011,1701200011)","1","83333"
"10544","29000001","(1701200014,1701200014,1701200014,1701200014,1701200014,1701200014)","1","83333"
"10545","29000001","(1701200016,1701200016,1701200016,1701200016,1701200016,1701200016)","1","83333"
"10546","29000001","(1701200018,1701200018,1701200018,1701200018,1701200018,1701200018)","1","83333"
"10547","29000001","(1701200023,1701200023,1701200023,1701200023,1701200023,1701200023)","1","83333"
"10548","29000002","(1701200004,1701200004,1701200004,1701200004,1701200004,1701200004)","1","76924"
"10549","29000002","(1701200007,1701200007,1701200007,1701200007,1701200007,1701200007)","1","76923"
"10550","29000002","(1701200009,1701200009,1701200009,1701200009,1701200009,1701200009)","1","76923"
"10551","29000002","(1701200012,1701200012,1701200012,1701200012,1701200012,1701200012)","1","76923"
"10552","29000002","(1701200013,1701200013,1701200013,1701200013,1701200013,1701200013)","1","76923"
"10553","29000002","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","76923"
"10554","29000002","(1701200019,1701200019,1701200019,1701200019,1701200019,1701200019)","1","76923"
"10555","29000002","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","76923"
"10556","29000002","(1701200022,1701200022,1701200022,1701200022,1701200022,1701200022)","1","76923"
"10557","29000002","(1701200025,1701200025,1701200025,1701200025,1701200025,1701200025)","1","76923"
"10558","29000002","(1701200030,1701200030,1701200030,1701200030,1701200030,1701200030)","1","76923"
"10559","29000002","(1701200032,1701200032,1701200032,1701200032,1701200032,1701200032)","1","76923"
"10560","29000002","(1701200033,1701200033,1701200033,1701200033,1701200033,1701200033)","1","76923"
"10561","29000003","(1701200021,1701200021,1701200021,1701200021,1701200021,1701200021)","1","0"
"10562","29000003","(1701200026,1701200026,1701200026,1701200026,1701200026,1701200026)","1","0"
"10563","29000003","(1701200027,1701200027,1701200027,1701200027,1701200027,1701200027)","1","0"
"10564","29000003","(1701200028,1701200028,1701200028,1701200028,1701200028,1701200028)","1","0"
"10565","29000003","(1701200029,1701200029,1701200029,1701200029,1701200029,1701200029)","1","0"
"10566","29000003","(1701200034,1701200034,1701200034,1701200034,1701200034,1701200034)","1","0"
"10567","29000003","(1701200035,1701200035,1701200035,1701200035,1701200035,1701200035)","1","0"
"10568","29000003","(1701200037,1701200037,1701200037,1701200037,1701200037,1701200037)","1","0"
"10569","29000003","(1701200038,1701200038,1701200038,1701200038,1701200038,1701200038)","1","0"
"10570","29000003","(1701200039,1701200039,1701200039,1701200039,1701200039,1701200039)","1","0"
"10571","29000003","(1701200044,1701200044,1701200044,1701200044,1701200044,1701200044)","1","0"
"10572","29000003","(1701200045,1701200045,1701200045,1701200045,1701200045,1701200045)","1","0"
"10573","29000003","(1701200047,1701200047,1701200047,1701200047,1701200047,1701200047)","1","0"
"10574","29000003","(1701200048,1701200048,1701200048,1701200048,1701200048,1701200048)","1","0"
"10575","29000003","(1701200050,1701200050,1701200050,1701200050,1701200050,1701200050)","1","0"
"10576","29000003","(1701200052,1701200052,1701200052,1701200052,1701200052,1701200052)","1","0"
"10577","29000003","(1701200054,1701200054,1701200054,1701200054,1701200054,1701200054)","1","0"
"10578","29000003","(1701200055,1701200055,1701200055,1701200055,1701200055,1701200055)","1","0"
"10579","29000003","(1701200056,1701200056,1701200056,1701200056,1701200056,1701200056)","1","0"
"10580","29000003","(1701200058,1701200058,1701200058,1701200058,1701200058,1701200058)","1","0"
"10581","29000003","(1701200060,1701200060,1701200060,1701200060,1701200060,1701200060)","1","0"
"10582","29000003","(1701200062,1701200062,1701200062,1701200062,1701200062,1701200062)","1","0"
"10583","29000003","(1701200065,1701200065,1701200065,1701200065,1701200065,1701200065)","1","1000000"
"10584","29000004","(1701200065,1701200065,1701200065,1701200065,1701200065,1701200065)","1","1000000"
"10585","70000001","(906200001,906200001,906200001,906200001,906200001,906200001)","1","1000000"
"10586","70000002","(906200002,906200002,906200002,906200002,906200002,906200002)","1","1000000"
"10587","70000003","(906200003,906200003,906200003,906200003,906200003,906200003)","1","1000000"
"10588","80000001","(907200001,907200001,907200001,907200001,907200001,907200001)","1","1000000"
"10589","80000002","(907200002,907200002,907200002,907200002,907200002,907200002)","1","1000000"
"10590","80000003","(907200003,907200003,907200003,907200003,907200003,907200003)","1","1000000"
"10591","90000001","(603520001,603520001,603520001,603520001,603520001,603520001)","1","1000000"
"10592","90000002","(603520002,603520002,603520002,603520002,603520002,603520002)","1","1000000"
"10593","90000003","(603520003,603520003,603520003,603520003,603520003,603520003)","1","1000000"
"10594","90000004","(603520004,603520004,603520004,603520004,603520004,603520004)","1","1000000"
"10595","91000001","(603620001,603620001,603620001,603620001,603620001,603620001)","1","1000000"
"10596","91000002","(603620002,603620002,603620002,603620002,603620002,603620002)","1","1000000"
"10597","91000003","(603620003,603620003,603620003,603620003,603620003,603620003)","1","1000000"
"10598","91000004","(603620004,603620004,603620004,603620004,603620004,603620004)","1","1000000"
"10599","92000001","(603720001,603720001,603720001,603720001,603720001,603720001)","1","1000000"
"10600","92000002","(603720002,603720002,603720002,603720002,603720002,603720002)","1","1000000"
"10601","92000003","(603720003,603720003,603720003,603720003,603720003,603720003)","1","1000000"
"10602","93000001","(603820001,603820001,603820001,603820001,603820001,603820001)","1","1000000"
"10603","93000002","(603820002,603820002,603820002,603820002,603820002,603820002)","1","1000000"
"10604","93000003","(603820003,603820003,603820003,603820003,603820003,603820003)","1","1000000"
"10605","94000001","(1701200001,1701200001,1701200001,1701200001,1701200001,1701200001)","1","83334"
"10606","94000001","(1701200002,1701200002,1701200002,1701200002,1701200002,1701200002)","1","83334"
"10607","94000001","(1701200003,1701200003,1701200003,1701200003,1701200003,1701200003)","1","83334"
"10608","94000001","(1701200005,1701200005,1701200005,1701200005,1701200005,1701200005)","1","83334"
"10609","94000001","(1701200006,1701200006,1701200006,1701200006,1701200006,1701200006)","1","83333"
"10610","94000001","(1701200008,1701200008,1701200008,1701200008,1701200008,1701200008)","1","83333"
"10611","94000001","(1701200010,1701200010,1701200010,1701200010,1701200010,1701200010)","1","83333"
"10612","94000001","(1701200011,1701200011,1701200011,1701200011,1701200011,1701200011)","1","83333"
"10613","94000001","(1701200014,1701200014,1701200014,1701200014,1701200014,1701200014)","1","83333"
"10614","94000001","(1701200016,1701200016,1701200016,1701200016,1701200016,1701200016)","1","83333"
"10615","94000001","(1701200018,1701200018,1701200018,1701200018,1701200018,1701200018)","1","83333"
"10616","94000001","(1701200023,1701200023,1701200023,1701200023,1701200023,1701200023)","1","83333"
"10617","94000002","(1701200004,1701200004,1701200004,1701200004,1701200004,1701200004)","1","76924"
"10618","94000002","(1701200007,1701200007,1701200007,1701200007,1701200007,1701200007)","1","76923"
"10619","94000002","(1701200009,1701200009,1701200009,1701200009,1701200009,1701200009)","1","76923"
"10620","94000002","(1701200012,1701200012,1701200012,1701200012,1701200012,1701200012)","1","76923"
"10621","94000002","(1701200013,1701200013,1701200013,1701200013,1701200013,1701200013)","1","76923"
"10622","94000002","(1701200015,1701200015,1701200015,1701200015,1701200015,1701200015)","1","76923"
"10623","94000002","(1701200019,1701200019,1701200019,1701200019,1701200019,1701200019)","1","76923"
"10624","94000002","(1701200020,1701200020,1701200020,1701200020,1701200020,1701200020)","1","76923"
"10625","94000002","(1701200022,1701200022,1701200022,1701200022,1701200022,1701200022)","1","76923"
"10626","94000002","(1701200025,1701200025,1701200025,1701200025,1701200025,1701200025)","1","76923"
