"Name","ForceLevelID","ForcePanelID","ForcePanelLevel","ForceReward_Attribute01Type","ForceReward_Attribute01Value","ForceReward_Attribute02Type","ForceReward_Attribute02Value","ForceReward_Attribute03Type","ForceReward_Attribute03Value","ForceReward_Attribute04Type","ForceReward_Attribute04Value","ForceReflowTimeMinute","HardTraining_NeedLevel","HardTraining_NeedCostId","HardTraining_NeedCostCount","HardTraining_NeedUseId01","HardTraining_NeedItem01Count","HardTraining_NeedUseId02","HardTraining_NeedItem02Count","HardTraining_NeedUseId03","HardTraining_NeedItem03Count","HardTraining_NeedUseId04","HardTraining_NeedItem04Count","HardTraining_Time","HardTraining_Pass_NeedUseId","HardTraining_Pass_NeedItem_UseTime","HardTraining_Succecs_ForceLevel"
"2005011","2005011","2005","11","52","100","53","100","119","100","120","100","360","120","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","2005012"
"2005012","2005012","2005","12","52","110","53","110","119","110","120","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2006001","2006001","2006","1","32","0","33","0","44","0","45","0","3","92","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","2006002"
"2006002","2006002","2006","2","32","40","33","40","44","15","45","15","3","95","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","2006003"
"2006003","2006003","2006","3","32","80","33","80","44","30","45","30","5","98","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","2006004"
"2006004","2006004","2006","4","32","120","33","120","44","45","45","45","10","101","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","2006005"
"2006005","2006005","2006","5","32","160","33","160","44","60","45","60","30","104","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","2006006"
"2006006","2006006","2006","6","32","200","33","200","44","75","45","75","60","107","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","2006007"
"2006007","2006007","2006","7","32","240","33","240","44","90","45","90","120","110","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","2006008"
"2006008","2006008","2006","8","32","280","33","280","44","105","45","105","180","113","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","2006009"
"2006009","2006009","2006","9","32","320","33","320","44","120","45","120","240","116","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","2006010"
"2006010","2006010","2006","10","32","360","33","360","44","135","45","135","300","119","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","2006011"
"2006011","2006011","2006","11","32","400","33","400","44","150","45","150","360","122","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","2006012"
"2006012","2006012","2006","12","32","440","33","440","44","165","45","165","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3001001","3001001","3001","1","20","0","40","0","24","0","26","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","3001002"
"3001002","3001002","3001","2","20","18","40","10","24","12","26","12","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","3001003"
"3001003","3001003","3001","3","20","36","40","20","24","24","26","24","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","3001004"
"3001004","3001004","3001","4","20","54","40","30","24","36","26","36","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","3001005"
"3001005","3001005","3001","5","20","72","40","40","24","48","26","48","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","3001006"
"3001006","3001006","3001","6","20","90","40","50","24","60","26","60","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","3001007"
"3001007","3001007","3001","7","20","108","40","60","24","72","26","72","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","3001008"
"3001008","3001008","3001","8","20","126","40","70","24","84","26","84","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","3001009"
"3001009","3001009","3001","9","20","144","40","80","24","96","26","96","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","3001010"
"3001010","3001010","3001","10","20","162","40","90","24","108","26","108","300","95","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","3001011"
"3001011","3001011","3001","11","20","180","40","100","24","120","26","120","360","98","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","3001012"
"3001012","3001012","3001","12","20","198","40","110","24","132","26","132","420","101","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","3001013"
"3001013","3001013","3001","13","20","216","40","120","24","144","26","144","480","104","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","3001014"
"3001014","3001014","3001","14","20","234","40","130","24","156","26","156","540","107","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","3001015"
"3001015","3001015","3001","15","20","252","40","140","24","168","26","168","600","110","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","3001016"
"3001016","3001016","3001","16","20","270","40","150","24","180","26","180","660","113","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","3001017"
"3001017","3001017","3001","17","20","288","40","160","24","192","26","192","720","116","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","3001018"
"3001018","3001018","3001","18","20","306","40","170","24","204","26","204","780","119","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","3001019"
"3001019","3001019","3001","19","20","324","40","180","24","216","26","216","840","122","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","3001020"
"3001020","3001020","3001","20","20","342","40","190","24","228","26","228","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3002001","3002001","3002","1","28","0","29","0","30","0","42","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","3002002"
"3002002","3002002","3002","2","28","8","29","8","30","16","42","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","3002003"
"3002003","3002003","3002","3","28","16","29","16","30","32","42","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","3002004"
"3002004","3002004","3002","4","28","24","29","24","30","48","42","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","3002005"
"3002005","3002005","3002","5","28","32","29","32","30","64","42","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","3002006"
"3002006","3002006","3002","6","28","40","29","40","30","80","42","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","3002007"
"3002007","3002007","3002","7","28","48","29","48","30","96","42","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","3002008"
"3002008","3002008","3002","8","28","56","29","56","30","112","42","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","3002009"
"3002009","3002009","3002","9","28","64","29","64","30","128","42","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","3002010"
"3002010","3002010","3002","10","28","72","29","72","30","144","42","144","300","96","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","3002011"
"3002011","3002011","3002","11","28","80","29","80","30","160","42","160","360","99","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","3002012"
"3002012","3002012","3002","12","28","88","29","88","30","176","42","176","420","102","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","3002013"
"3002013","3002013","3002","13","28","96","29","96","30","192","42","192","480","105","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","3002014"
"3002014","3002014","3002","14","28","104","29","104","30","208","42","208","540","108","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","3002015"
"3002015","3002015","3002","15","28","112","29","112","30","224","42","224","600","111","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","3002016"
"3002016","3002016","3002","16","28","120","29","120","30","240","42","240","660","114","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","3002017"
"3002017","3002017","3002","17","28","128","29","128","30","256","42","256","720","117","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","3002018"
"3002018","3002018","3002","18","28","136","29","136","30","272","42","272","780","120","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","3002019"
"3002019","3002019","3002","19","28","144","29","144","30","288","42","288","840","123","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","3002020"
"3002020","3002020","3002","20","28","152","29","152","30","304","42","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3003001","3003001","3003","1","22","0","1","0","6","0","31","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","3003002"
"3003002","3003002","3003","2","22","18","1","200","6","50","31","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","3003003"
"3003003","3003003","3003","3","22","36","1","400","6","100","31","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","3003004"
"3003004","3003004","3003","4","22","54","1","600","6","150","31","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","3003005"
"3003005","3003005","3003","5","22","72","1","800","6","200","31","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","3003006"
"3003006","3003006","3003","6","22","90","1","1000","6","250","31","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","3003007"
"3003007","3003007","3003","7","22","108","1","1200","6","300","31","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","3003008"
"3003008","3003008","3003","8","22","126","1","1400","6","350","31","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","3003009"
"3003009","3003009","3003","9","22","144","1","1600","6","400","31","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","3003010"
"3003010","3003010","3003","10","22","162","1","1800","6","450","31","144","300","97","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","3003011"
"3003011","3003011","3003","11","22","180","1","2000","6","500","31","160","360","100","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","3003012"
"3003012","3003012","3003","12","22","198","1","2200","6","550","31","176","420","103","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","3003013"
"3003013","3003013","3003","13","22","216","1","2400","6","600","31","192","480","106","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","3003014"
"3003014","3003014","3003","14","22","234","1","2600","6","650","31","208","540","109","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","3003015"
"3003015","3003015","3003","15","22","252","1","2800","6","700","31","224","600","112","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","3003016"
"3003016","3003016","3003","16","22","270","1","3000","6","750","31","240","660","115","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","3003017"
"3003017","3003017","3003","17","22","288","1","3200","6","800","31","256","720","118","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","3003018"
"3003018","3003018","3003","18","22","306","1","3400","6","850","31","272","780","121","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","3003019"
"3003019","3003019","3003","19","22","324","1","3600","6","900","31","288","840","124","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","3003020"
"3003020","3003020","3003","20","22","342","1","3800","6","950","31","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3004001","3004001","3004","1","48","0","49","0","50","0","51","0","3","88","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","3004002"
"3004002","3004002","3004","2","48","10","49","10","50","10","51","10","3","91","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","3004003"
"3004003","3004003","3004","3","48","20","49","20","50","20","51","20","5","94","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","3004004"
"3004004","3004004","3004","4","48","30","49","30","50","30","51","30","10","97","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","3004005"
"3004005","3004005","3004","5","48","40","49","40","50","40","51","40","30","100","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","3004006"
"3004006","3004006","3004","6","48","50","49","50","50","50","51","50","60","103","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","3004007"
"3004007","3004007","3004","7","48","60","49","60","50","60","51","60","120","106","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","3004008"
"3004008","3004008","3004","8","48","70","49","70","50","70","51","70","180","109","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","3004009"
"3004009","3004009","3004","9","48","80","49","80","50","80","51","80","240","112","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","3004010"
"3004010","3004010","3004","10","48","90","49","90","50","90","51","90","300","115","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","3004011"
"3004011","3004011","3004","11","48","100","49","100","50","100","51","100","360","118","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","3004012"
"3004012","3004012","3004","12","48","110","49","110","50","110","51","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3005001","3005001","3005","1","52","0","53","0","119","0","120","0","3","90","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","3005002"
"3005002","3005002","3005","2","52","10","53","10","119","10","120","10","3","93","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","3005003"
"3005003","3005003","3005","3","52","20","53","20","119","20","120","20","5","96","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","3005004"
"3005004","3005004","3005","4","52","30","53","30","119","30","120","30","10","99","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","3005005"
"3005005","3005005","3005","5","52","40","53","40","119","40","120","40","30","102","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","3005006"
"3005006","3005006","3005","6","52","50","53","50","119","50","120","50","60","105","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","3005007"
"3005007","3005007","3005","7","52","60","53","60","119","60","120","60","120","108","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","3005008"
"3005008","3005008","3005","8","52","70","53","70","119","70","120","70","180","111","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","3005009"
"3005009","3005009","3005","9","52","80","53","80","119","80","120","80","240","114","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","3005010"
"3005010","3005010","3005","10","52","90","53","90","119","90","120","90","300","117","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","3005011"
"3005011","3005011","3005","11","52","100","53","100","119","100","120","100","360","120","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","3005012"
"3005012","3005012","3005","12","52","110","53","110","119","110","120","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3006001","3006001","3006","1","32","0","33","0","44","0","45","0","3","92","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","3006002"
"3006002","3006002","3006","2","32","40","33","40","44","15","45","15","3","95","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","3006003"
"3006003","3006003","3006","3","32","80","33","80","44","30","45","30","5","98","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","3006004"
"3006004","3006004","3006","4","32","120","33","120","44","45","45","45","10","101","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","3006005"
"3006005","3006005","3006","5","32","160","33","160","44","60","45","60","30","104","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","3006006"
"3006006","3006006","3006","6","32","200","33","200","44","75","45","75","60","107","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","3006007"
"3006007","3006007","3006","7","32","240","33","240","44","90","45","90","120","110","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","3006008"
"3006008","3006008","3006","8","32","280","33","280","44","105","45","105","180","113","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","3006009"
"3006009","3006009","3006","9","32","320","33","320","44","120","45","120","240","116","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","3006010"
"3006010","3006010","3006","10","32","360","33","360","44","135","45","135","300","119","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","3006011"
"3006011","3006011","3006","11","32","400","33","400","44","150","45","150","360","122","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","3006012"
"3006012","3006012","3006","12","32","440","33","440","44","165","45","165","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4001001","4001001","4001","1","20","0","40","0","24","0","26","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","4001002"
"4001002","4001002","4001","2","20","9","40","10","24","12","26","12","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","4001003"
"4001003","4001003","4001","3","20","18","40","20","24","24","26","24","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","4001004"
"4001004","4001004","4001","4","20","27","40","30","24","36","26","36","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","4001005"
"4001005","4001005","4001","5","20","36","40","40","24","48","26","48","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","4001006"
"4001006","4001006","4001","6","20","45","40","50","24","60","26","60","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","4001007"
"4001007","4001007","4001","7","20","54","40","60","24","72","26","72","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","4001008"
"4001008","4001008","4001","8","20","63","40","70","24","84","26","84","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","4001009"
"4001009","4001009","4001","9","20","72","40","80","24","96","26","96","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","4001010"
"4001010","4001010","4001","10","20","81","40","90","24","108","26","108","300","95","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","4001011"
"4001011","4001011","4001","11","20","90","40","100","24","120","26","120","360","98","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","4001012"
"4001012","4001012","4001","12","20","99","40","110","24","132","26","132","420","101","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","4001013"
"4001013","4001013","4001","13","20","108","40","120","24","144","26","144","480","104","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","4001014"
"4001014","4001014","4001","14","20","117","40","130","24","156","26","156","540","107","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","4001015"
"4001015","4001015","4001","15","20","126","40","140","24","168","26","168","600","110","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","4001016"
"4001016","4001016","4001","16","20","135","40","150","24","180","26","180","660","113","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","4001017"
"4001017","4001017","4001","17","20","144","40","160","24","192","26","192","720","116","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","4001018"
"4001018","4001018","4001","18","20","153","40","170","24","204","26","204","780","119","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","4001019"
"4001019","4001019","4001","19","20","162","40","180","24","216","26","216","840","122","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","4001020"
"4001020","4001020","4001","20","20","171","40","190","24","228","26","228","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4002001","4002001","4002","1","28","0","29","0","30","0","42","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","4002002"
"4002002","4002002","4002","2","28","8","29","8","30","16","42","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","4002003"
"4002003","4002003","4002","3","28","16","29","16","30","32","42","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","4002004"
"4002004","4002004","4002","4","28","24","29","24","30","48","42","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","4002005"
"4002005","4002005","4002","5","28","32","29","32","30","64","42","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","4002006"
"4002006","4002006","4002","6","28","40","29","40","30","80","42","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","4002007"
"4002007","4002007","4002","7","28","48","29","48","30","96","42","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","4002008"
"4002008","4002008","4002","8","28","56","29","56","30","112","42","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","4002009"
"4002009","4002009","4002","9","28","64","29","64","30","128","42","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","4002010"
"4002010","4002010","4002","10","28","72","29","72","30","144","42","144","300","96","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","4002011"
"4002011","4002011","4002","11","28","80","29","80","30","160","42","160","360","99","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","4002012"
"4002012","4002012","4002","12","28","88","29","88","30","176","42","176","420","102","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","4002013"
"4002013","4002013","4002","13","28","96","29","96","30","192","42","192","480","105","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","4002014"
"4002014","4002014","4002","14","28","104","29","104","30","208","42","208","540","108","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","4002015"
"4002015","4002015","4002","15","28","112","29","112","30","224","42","224","600","111","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","4002016"
"4002016","4002016","4002","16","28","120","29","120","30","240","42","240","660","114","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","4002017"
"4002017","4002017","4002","17","28","128","29","128","30","256","42","256","720","117","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","4002018"
"4002018","4002018","4002","18","28","136","29","136","30","272","42","272","780","120","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","4002019"
"4002019","4002019","4002","19","28","144","29","144","30","288","42","288","840","123","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","4002020"
"4002020","4002020","4002","20","28","152","29","152","30","304","42","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4003001","4003001","4003","1","20","0","1","0","6","0","31","0","3","0","2","20000","701000102","10","701000202","10","701000302","5","701000402","2","0","0","30","4003002"
"4003002","4003002","4003","2","20","9","1","200","6","50","31","16","3","0","2","50000","701000102","30","701000202","30","701000302","15","701000402","6","0","0","30","4003003"
"4003003","4003003","4003","3","20","18","1","400","6","100","31","32","5","0","2","80000","701000103","10","701000203","10","701000303","5","701000403","3","0","0","30","4003004"
"4003004","4003004","4003","4","20","27","1","600","6","150","31","48","10","0","2","120000","701000103","30","701000203","30","701000303","10","701000403","6","0","0","30","4003005"
"4003005","4003005","4003","5","20","36","1","800","6","200","31","64","30","0","2","200000","701000103","50","701000203","50","701000303","20","701000403","9","0","0","30","4003006"
"4003006","4003006","4003","6","20","45","1","1000","6","250","31","80","60","0","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","4003007"
"4003007","4003007","4003","7","20","54","1","1200","6","300","31","96","120","0","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","4003008"
"4003008","4003008","4003","8","20","63","1","1400","6","350","31","112","180","0","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","4003009"
"4003009","4003009","4003","9","20","72","1","1600","6","400","31","128","240","0","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","4003010"
"4003010","4003010","4003","10","20","81","1","1800","6","450","31","144","300","97","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","4003011"
"4003011","4003011","4003","11","20","90","1","2000","6","500","31","160","360","100","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","4003012"
"4003012","4003012","4003","12","20","99","1","2200","6","550","31","176","420","103","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","4003013"
"4003013","4003013","4003","13","20","108","1","2400","6","600","31","192","480","106","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","4003014"
"4003014","4003014","4003","14","20","117","1","2600","6","650","31","208","540","109","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","4003015"
"4003015","4003015","4003","15","20","126","1","2800","6","700","31","224","600","112","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","4003016"
"4003016","4003016","4003","16","20","135","1","3000","6","750","31","240","660","115","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","4003017"
"4003017","4003017","4003","17","20","144","1","3200","6","800","31","256","720","118","2","8000000","701000105","84","701000205","84","701000305","42","701000405","28","0","0","30","4003018"
"4003018","4003018","4003","18","20","153","1","3400","6","850","31","272","780","121","2","9000000","701000105","96","701000205","96","701000305","48","701000405","32","0","0","30","4003019"
"4003019","4003019","4003","19","20","162","1","3600","6","900","31","288","840","124","2","10000000","701000105","108","701000205","108","701000305","54","701000405","36","0","0","30","4003020"
"4003020","4003020","4003","20","20","171","1","3800","6","950","31","304","900","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4004001","4004001","4004","1","48","0","49","0","50","0","51","0","3","88","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","4004002"
"4004002","4004002","4004","2","48","10","49","10","50","10","51","10","3","91","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","4004003"
"4004003","4004003","4004","3","48","20","49","20","50","20","51","20","5","94","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","4004004"
"4004004","4004004","4004","4","48","30","49","30","50","30","51","30","10","97","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","4004005"
"4004005","4004005","4004","5","48","40","49","40","50","40","51","40","30","100","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","4004006"
"4004006","4004006","4004","6","48","50","49","50","50","50","51","50","60","103","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","4004007"
"4004007","4004007","4004","7","48","60","49","60","50","60","51","60","120","106","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","4004008"
"4004008","4004008","4004","8","48","70","49","70","50","70","51","70","180","109","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","4004009"
"4004009","4004009","4004","9","48","80","49","80","50","80","51","80","240","112","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","4004010"
"4004010","4004010","4004","10","48","90","49","90","50","90","51","90","300","115","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","4004011"
"4004011","4004011","4004","11","48","100","49","100","50","100","51","100","360","118","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","4004012"
"4004012","4004012","4004","12","48","110","49","110","50","110","51","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4005001","4005001","4005","1","52","0","53","0","119","0","120","0","3","90","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","4005002"
