"Name","ObjectId","ObjectGatherType","ObjectType","ObjectNameSid","CastingDesc","ChattingStringId","ChattingStringId2","IsBossDropRewardBox","ResourceId","ObjectScale","ObjectNameOnOff","ObjectLifeTime","CollectActivationType","CollectActivationValue","AlwaysVisible","AlwaysVisibleOff","CollectActivationString","CollectQualificationType","CollectQualificationValue","CollectMethod","InteractionRange","ProgressRangeInteraction","ProgressRange","BroadcastingSize","CollectCountMin","CollectCountMax","CastingTime","CollectIcon","FixedDropItemId","IconCoordinate","DecalScale","CollectAniType","EffectScale","ObjectLoopFxId","ObjectGenFxId","ObjectAniOnOff","ABPLink","ObjectDisappearTime","DropItemId","MonGenType","MonsterID","SpawnCount","SpawnRange","MonGenValue","LinkOccupationId","GetWayType","GenMessageStringTemplateIdTitle","GenMessageStringTemplateIdContent","QuestDropId","ObjectGrade","ObjectRadius","BuffId","BuffOverLap","MiniMapList_Show","ServerLogEventType"
"208007005","208007005","1","0","2115032","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"208007011","208007011","1","0","2115018","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007012","208007012","1","0","2115019","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007013","208007013","1","0","2115020","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007014","208007014","1","0","2115021","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"208007015","208007015","1","0","2115022","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"208007201","208007201","3","0","2115010","2200001","0","0","0","40011","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1","1080001","0","0","400038","0","125155","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007202","208007202","3","0","2115011","2200001","0","0","0","40013","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1","1080010","0","0","400038","0","225155","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007203","208007203","3","0","2115012","2200001","0","0","0","40012","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1","1080011","0","0","400038","0","325155","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007301","208007301","2","0","2115023","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007302","208007302","2","0","2115024","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","243002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007303","208007303","2","0","2115025","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","343002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007304","208007304","2","0","2115026","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","443002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"208007305","208007305","2","0","2115027","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","543002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"208007311","208007311","2","0","2115013","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007312","208007312","2","0","2115014","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","243002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007313","208007313","2","0","2115015","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","343002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"208007314","208007314","2","0","2115016","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","443002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"208007315","208007315","2","0","2115017","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","543002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001001","209001001","1","0","2115028","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001002","209001002","1","0","2115029","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001003","209001003","1","0","2115030","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001004","209001004","1","0","2115031","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001005","209001005","1","0","2115032","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001011","209001011","1","0","2115018","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001012","209001012","1","0","2115019","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001013","209001013","1","0","2115020","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001014","209001014","1","0","2115021","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001015","209001015","1","0","2115022","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001201","209001201","3","0","2115010","2200001","0","0","0","40011","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1","1080001","0","0","400038","0","125165","0","0","0","0","0","0","1","0","0","(4240101)","0","0","0","0","0","0"
"209001202","209001202","3","0","2115011","2200001","0","0","0","40013","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1","1080010","0","0","400038","0","225165","0","0","0","0","0","0","1","0","0","(4240101)","0","0","0","0","0","0"
"209001203","209001203","3","0","2115012","2200001","0","0","0","40012","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1","1080011","0","0","400038","0","325165","0","0","0","0","0","0","1","0","0","(4240101)","0","0","0","0","0","0"
"209001301","209001301","2","0","2115023","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001302","209001302","2","0","2115024","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","243002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001303","209001303","2","0","2115025","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","343002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001304","209001304","2","0","2115026","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","443002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001305","209001305","2","0","2115027","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","543002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001311","209001311","2","0","2115013","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001312","209001312","2","0","2115014","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","243002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001313","209001313","2","0","2115015","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","343002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209001314","209001314","2","0","2115016","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","443002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209001315","209001315","2","0","2115017","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","543002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209002001","209002001","1","0","2115018","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002002","209002002","1","0","2115019","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002003","209002003","1","0","2115020","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002004","209002004","1","0","2115021","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209002005","209002005","1","0","2115022","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209002201","209002201","3","0","2115010","2200001","0","0","0","40011","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1","1080001","0","0","400038","0","125170","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002202","209002202","3","0","2115011","2200001","0","0","0","40013","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1","1080010","0","0","400038","0","225170","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002301","209002301","2","0","2115013","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002302","209002302","2","0","2115014","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","243002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002303","209002303","2","0","2115015","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","343002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209002304","209002304","2","0","2115016","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","443002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209002305","209002305","2","0","2115017","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","543002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209003001","209003001","1","0","2115018","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003002","209003002","1","0","2115019","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003003","209003003","1","0","2115020","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003004","209003004","1","0","2115021","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209003005","209003005","1","0","2115022","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209003201","209003201","3","0","2115010","2200001","0","0","0","40011","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1","1080001","0","0","400038","0","125175","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003202","209003202","3","0","2115011","2200001","0","0","0","40013","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1","1080010","0","0","400038","0","225175","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003301","209003301","2","0","2115013","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003302","209003302","2","0","2115014","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","243002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003303","209003303","2","0","2115015","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","343002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209003304","209003304","2","0","2115016","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","443002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209003305","209003305","2","0","2115017","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","543002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209004001","209004001","1","0","2115018","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004002","209004002","1","0","2115019","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004003","209004003","1","0","2115020","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004004","209004004","1","0","2115021","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209004005","209004005","1","0","2115022","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209004201","209004201","3","0","2115010","2200001","0","0","0","40011","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1","1080001","0","0","400038","0","125180","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004202","209004202","3","0","2115011","2200001","0","0","0","40013","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1","1080010","0","0","400038","0","225180","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004301","209004301","2","0","2115013","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004302","209004302","2","0","2115014","2200005","0","0","0","40104","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000030","0","(x=0, y=0, z=190)","1","2","1","220626","0","0","0","0","243002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004303","209004303","2","0","2115015","2200005","0","0","0","40105","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000031","0","(x=0, y=0, z=190)","1","2","1","220628","0","0","0","0","343002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"209004304","209004304","2","0","2115016","2200005","0","0","0","40106","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000032","0","(x=0, y=0, z=240)","1","2","1","220630","0","0","0","0","443002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"209004305","209004305","2","0","2115017","2200005","0","0","0","40107","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000033","0","(x=0, y=0, z=240)","1","2","1","220632","0","0","0","0","543002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"210001001","210001001","1","0","2115028","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001002","210001002","1","0","2115029","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001003","210001003","1","0","2115030","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001004","210001004","1","0","2115031","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"210001005","210001005","1","0","2115032","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"210001006","210001006","1","0","2115018","2200003","0","0","0","40098","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","50","100","10","1000051","0","(x=0, y=0, z=140)","1","1","1","220624","0","0","400064","0","142002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001007","210001007","1","0","2115019","2200003","0","0","0","40099","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","100","200","10","1000052","0","(x=0, y=0, z=140)","1","1","1","220626","0","0","400086","0","242002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001008","210001008","1","0","2115020","2200003","0","0","0","40100","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","150","300","10","1000053","0","(x=0, y=0, z=140)","1","1","1","220628","0","0","400086","0","342002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001009","210001009","1","0","2115021","2200003","0","0","0","40101","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","200","500","10","1000054","0","(x=0, y=0, z=140)","1","1","1","220630","0","0","400087","0","442002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"210001010","210001010","1","0","2115022","2200003","0","0","0","40102","1","0","0","(0)","(0)","0","0","0","0","0","2","700","200","250","0","300","1000","10","1000055","0","(x=0, y=0, z=140)","1","1","1","220632","0","0","400087","0","542002","0","0","0","0","0","0","1","0","0","(0)","1","0","0","0","0","0"
"210001012","210001012","3","0","2115010","2200001","0","0","0","40011","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000001","0","(x=0, y=0, z=140)","1","1","1","1080001","0","0","400038","0","125185","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001013","210001013","3","0","2115011","2200001","0","0","0","40013","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000020","0","(x=0, y=0, z=140)","1","1","1","1080010","0","0","400038","0","225185","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001014","210001014","3","0","2115012","2200001","0","0","0","40012","1","0","0","(0)","(0)","0","0","0","0","0","1","700","175","250","0","1","1","10","1000021","0","(x=0, y=0, z=140)","1","1","1","1080011","0","0","400038","0","325185","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
"210001015","210001015","2","0","2115023","2200005","0","0","0","40103","1","0","0","(0)","(0)","0","0","0","0","0","2","700","175","250","0","50","100","10","1000002","0","(x=0, y=0, z=140)","1","2","1","220624","0","0","0","0","143002","0","0","0","0","0","0","1","0","0","(0)","0","0","0","0","0","0"
