"Name","AiId","AiIndex","Phase","CheckValue_1","CheckValue_2","AiActionValue1_1","AiActionValue1_2","AiActionValue1_3","AiActionValue1_4","AiActionValue2_1","AiActionValue2_2","AiActionValue2_3","AiActionValue2_4","AiActionValue3_1","AiActionValue3_2","AiActionValue3_3","AiActionValue3_4","AiActionValue4_1","AiActionValue4_2","AiActionValue4_3","AiActionValue4_4","AniStance","AniSection","NextActionID","NextDelay","GotoEvent","EventTimer","TimerNum","StateFSM","CheckType_1","CheckTarget_1","CheckType_2","CheckTarget_2","AiActionType_1","AiActionType_2","AiActionType_3","AiActionType_4"
"60201","60201","60201","0","0","0","2","1101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"60202","60202","60201","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"60203","60203","60201","0","60203","0","0","0","0","0","60203","0","0","0","60202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"60301","60301","60301","0","0","0","2","1102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"60302","60302","60301","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"60303","60303","60301","0","60303","0","0","0","0","0","60303","0","0","0","60302","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"60401","60401","60401","0","0","0","2","1103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"60402","60402","60401","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"60403","60403","60401","0","60403","0","0","0","0","0","60403","0","0","0","60402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"60501","60501","60501","0","0","0","2","1104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"60502","60502","60501","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"60503","60503","60501","0","60503","0","0","0","0","0","60503","0","0","0","60502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"60601","60601","60601","0","0","0","2","1105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"60602","60602","60601","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"60603","60603","60601","0","60603","0","0","0","0","0","60603","0","0","0","60602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"60701","60701","60700","0","0","0","1120901","1120903","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","5","0","0","0"
"60702","60702","60700","0","0","0","2","50100","0","0","1000209","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","21","0","0"
"60801","60801","60800","0","0","0","300071012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","24","0","0","0"
"60802","60802","60800","0","0","0","300071012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","23","0","0","0"
"60901","60901","60900","0","0","0","300071012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","23","0","0","0"
"61001","61001","61000","0","0","0","300071022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","24","0","0","0"
"61002","61002","61000","0","0","0","300071022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","23","0","0","0"
"61101","61101","61100","0","0","0","300071022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","23","0","0","0"
"61201","61201","61200","0","0","0","300071032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","24","0","0","0"
"61202","61202","61200","0","0","0","300071032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","23","0","0","0"
"61301","61301","61300","0","0","0","300071032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","23","0","0","0"
"61401","61401","61400","0","0","0","11000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","31","0","0","0"
"61402","61402","61400","0","0","0","1000208","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","21","0","0","0"
"61501","61501","61500","0","0","0","1120902","1120903","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","5","0","0","0"
"61502","61502","61500","0","0","0","2","50110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64000","64000","64000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64101","64101","64101","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64102","64102","64101","0","64102","0","0","0","0","0","64102","0","0","0","64101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64103","64103","64101","0","0","0","2","1201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64201","64201","64201","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64202","64202","64201","0","64202","0","0","0","0","0","64202","0","0","0","64201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64203","64203","64201","0","0","0","2","1202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64301","64301","64301","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64302","64302","64301","0","64302","0","0","0","0","0","64302","0","0","0","64301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64303","64303","64301","0","0","0","2","1203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64401","64401","64401","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64402","64402","64401","0","64402","0","0","0","0","0","64402","0","0","0","64401","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64403","64403","64401","0","0","0","2","1204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64501","64501","64501","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64502","64502","64501","0","64502","0","0","0","0","0","64502","0","0","0","64501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64503","64503","64501","0","0","0","2","1205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64601","64601","64601","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64602","64602","64601","0","64602","0","0","0","0","0","64602","0","0","0","64601","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64603","64603","64601","0","0","0","2","1206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64701","64701","64701","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64702","64702","64701","0","64702","0","0","0","0","0","64702","0","0","0","64701","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64703","64703","64701","0","0","0","2","1207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64801","64801","64801","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64802","64802","64801","0","64802","0","0","0","0","0","64802","0","0","0","64801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64803","64803","64801","0","0","0","2","1208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"64901","64901","64901","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"64902","64902","64901","0","64902","0","0","0","0","0","64902","0","0","0","64901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"64903","64903","64901","0","0","0","2","1209","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"65001","65001","65001","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"65002","65002","65001","0","65002","0","0","0","0","0","65002","0","0","0","65001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"65003","65003","65001","0","0","0","2","1210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"65101","65101","65101","0","100","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0"
"65102","65102","65101","0","65102","0","0","0","0","0","65102","0","0","0","65101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","17","17","0"
"65103","65103","65101","0","0","0","2","40100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"67000","67000","67000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67010","67010","67010","0","0","0","302501201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67020","67020","67020","0","0","0","302502201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67030","67030","67030","0","0","0","302503201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67040","67040","67040","0","0","0","302504201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67050","67050","67050","0","0","0","302505201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67060","67060","67060","0","0","0","302506201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67070","67070","67070","0","0","0","302507201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67080","67080","67080","0","0","0","302508201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67090","67090","67090","0","0","0","302509201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67100","67100","67100","0","0","0","302510201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67110","67110","67110","0","0","0","302511201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67120","67120","67120","0","0","0","302512201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67130","67130","67130","0","0","0","302513201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67140","67140","67140","0","0","0","302514201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67150","67150","67150","0","0","0","302515201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67160","67160","67160","0","0","0","302516201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67170","67170","67170","0","0","0","302517201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67180","67180","67180","0","0","0","302518201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"67190","67190","67190","0","0","0","302519201","3","10000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","20","0","0","0"
"70001","70001","70000","0","101","0","70002","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","6","0","0","0"
"70002","70002","70000","0","70002","0","3","0","0","0","70003","10000","0","0","70002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","14","6","17","0"
"70003","70003","70000","0","70003","0","0","0","0","0","70002","10000","0","0","70003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","6","17","0"
"70011","70011","70000","0","95","0","70012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","6","0","0","0"
"70012","70012","70000","0","70012","0","110110402","5","10000","2500","70013","1000","0","0","70012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","11","6","17","0"
"70013","70013","70000","0","70013","0","70012","5000","0","0","70013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","6","17","0","0"
"70021","70021","70000","0","90","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70031","70031","70000","0","80","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70041","70041","70000","0","70","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70042","70042","70000","0","70","0","1430102","0","0","0","1210303","1220015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","8","5","0","0"
"70051","70051","70000","0","60","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70061","70061","70000","0","50","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70062","70062","70000","0","50","0","1430103","0","0","0","1210303","1220015","0","0","1430102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","8","5","9","0"
"70071","70071","70000","0","40","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70081","70081","70000","0","30","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70091","70091","70000","0","20","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70101","70101","70000","0","10","0","110110402","20","10000","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","0","0"
"70111","70111","70001","0","0","0","2","2003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","0","0"
"70201","70201","70201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","7","0","0","0"
"71000","71000","71000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71001","71001","71000","0","101","0","71002","30000","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","6","0","0","0"
"71002","71002","71000","0","71002","0","3","0","0","0","71002","0","0","0","71003","15000","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","14","17","6","0"
"71003","71003","71000","0","71003","0","71002","15000","0","0","71003","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","6","17","0","0"
"71004","71004","71000","0","85","0","110110102","25","10000","3000","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","5","0"
"71005","71005","71000","0","70","0","110110102","25","10000","3000","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","5","0"
"71006","71006","71000","0","55","0","110110102","25","10000","3000","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","5","0"
"71007","71007","71000","0","40","0","110110102","25","10000","3000","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","5","0"
"71008","71008","71000","0","25","0","110110102","25","10000","3000","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","5","0"
"71009","71009","71000","0","10","0","110110102","25","10000","3000","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","5","0"
"71010","71010","71000","0","5","0","110110102","25","10000","3000","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","11","0","5","0"
"71020","71020","71001","0","0","0","2","2006","0","0","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","5","0"
"71100","71100","71100","0","0","0","1210201","1220303","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","5","0","0","0"
"72001","72001","72000","0","96","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72002","72002","72000","0","92","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72003","72003","72000","0","88","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72004","72004","72000","0","84","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72005","72005","72000","0","80","0","3","0","0","0","1210201","1220071","12500","0","110110903","15","10000","4000","110110904","15","10000","4000","없음","0","0","0","0","0","0","2","1","2","0","0","14","5","11","11"
"72006","72006","72000","0","76","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72007","72007","72000","0","75","0","201008708","0","0","0","1","0","0","0","110110906","3","10000","2000","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","25","3","11","0"
"72008","72008","72000","0","72","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72009","72009","72000","0","68","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72010","72010","72000","0","64","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72011","72011","72000","0","60","0","3","0","0","0","1210201","1220071","12500","0","0","0","0","0","110110902","9","10000","2000","없음","0","0","0","0","0","0","2","1","2","0","0","14","5","0","11"
"72012","72012","72000","0","56","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72013","72013","72000","0","52","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72014","72014","72000","0","50","0","201008709","0","0","0","2","0","0","0","110110906","3","10000","2000","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","25","3","11","0"
"72015","72015","72000","0","48","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72016","72016","72000","0","44","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72017","72017","72000","0","40","0","3","0","0","0","1210201","1220071","12500","0","110110903","15","10000","4000","110110904","15","10000","4000","없음","0","0","0","0","0","0","2","1","2","0","0","14","5","11","11"
"72018","72018","72000","0","36","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72019","72019","72000","0","32","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72020","72020","72000","0","28","0","3","0","0","0","1210303","1220072","12500","0","2000304","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","5","8","0"
"72021","72021","72000","0","25","0","201008710","0","0","0","3","0","0","0","110110906","3","10000","2000","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","25","3","11","0"
"72022","72022","72000","0","24","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72023","72023","72000","0","20","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72024","72024","72000","0","16","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72025","72025","72000","0","12","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72026","72026","72000","0","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72027","72027","72000","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","14","0","0","0"
"72030","72030","72001","0","0","0","2","2010","0","0","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","5","0"
"73001","73001","73000","0","100","0","73002","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","1","2","0","0","6","0","0","0"
"73002","73002","73000","0","73002","0","110111106","5","10000","3000","73002","0","0","0","73003","100","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","2","0","0","0","11","17","6","0"
"73003","73003","73000","0","73003","0","0","0","0","0","73003","0","0","0","73002","3000","0","0","0","0","0","0","없음","0","0","0","0","0","0","2","2","0","0","0","0","17","6","0"
"73004","73004","73000","0","70","0","201009305","0","0","0","1210201","1220021","15000","0","73005","4000","0","0","0","0","0","0","없음","0","0","0","0","0","0","0","1","2","0","0","25","5","6","0"
"73005","73005","73000","0","73005","0","12001","10000","0","0","0","0","0","0","73005","0","0","0","73006","15000","0","0","없음","0","0","0","0","0","0","0","2","0","0","0","22","0","17","6"
"73006","73006","73000","0","73006","0","73006","0","0","0","73005","15000","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","0","2","0","0","0","17","6","0","0"
"73007","73007","73000","0","50","0","201009306","0","0","0","1210201","1220021","15000","0","73008","4000","0","0","0","0","0","0","없음","0","0","0","0","0","0","0","1","2","0","0","25","5","6","0"
"73008","73008","73000","0","73008","0","12010","10000","0","0","0","0","0","0","73008","0","0","0","73009","15000","0","0","없음","0","0","0","0","0","0","0","2","0","0","0","22","0","17","6"
"73009","73009","73000","0","73009","0","73009","0","0","0","73008","15000","0","0","0","0","0","0","0","0","0","0","없음","0","0","0","0","0","0","0","2","0","0","0","17","6","0","0"
"73010","73010","73001","0","0","0","2","2012","0","0","0","0","0","0","1210201","1220301","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","26","0","5","0"
"74001","74001","74000","0","80","0","110111308","2","10000","3000","74020","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","11","6","0","0"
"74002","74002","74000","0","75","0","110111302","5","10000","3000","110111303","5","10000","3000","110111304","5","10000","3000","110111308","1","10000","1500","0","0","0","0","0","0","0","0","1","2","0","0","11","11","11","11"
"74003","74003","74000","0","60","0","110111308","2","10000","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","11","0","0","0"
"74004","74004","74000","0","55","0","110111305","5","10000","3000","110111303","5","10000","3000","110111304","5","10000","3000","110111308","1","10000","1500","0","0","0","0","0","0","0","0","1","2","0","0","11","11","11","11"
"74005","74005","74000","0","40","0","110111308","2","10000","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","11","0","0","0"
"74006","74006","74000","0","35","0","110111302","5","10000","3000","110111305","5","10000","3000","110111304","5","10000","3000","110111308","1","10000","1500","0","0","0","0","0","0","0","0","1","2","0","0","11","11","11","11"
"74007","74007","74000","0","30","0","110111308","2","10000","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","11","0","0","0"
"74008","74008","74000","0","25","0","110111302","5","10000","3000","110111303","5","10000","3000","110111304","5","10000","3000","110111308","1","10000","1500","0","0","0","0","0","0","0","0","1","2","0","0","11","11","11","11"
