"Name","RowId","Class","Grade","Tier","MainType","SubType","SmeltingType","SmeltingCount","Attribute1Value","Attribute2Value","Attribute3Value","Attribute4Value","Attribute5Value","Attribute6Value"
"23432012","23432012","0","2","3","4","3","2","12","122","122","67","31","0","0"
"23442001","23442001","0","2","3","4","4","2","1","2","2","3","3","0","0"
"23442002","23442002","0","2","3","4","4","2","2","4","4","6","6","0","0"
"23442003","23442003","0","2","3","4","4","2","3","6","6","9","9","0","0"
"23442004","23442004","0","2","3","4","4","2","4","8","8","12","12","0","0"
"23442005","23442005","0","2","3","4","4","2","5","10","10","15","15","0","0"
"23442006","23442006","0","2","3","4","4","2","6","13","13","19","19","0","0"
"23442007","23442007","0","2","3","4","4","2","7","16","16","23","23","0","0"
"23442008","23442008","0","2","3","4","4","2","8","19","19","27","27","0","0"
"23442009","23442009","0","2","3","4","4","2","9","22","22","31","31","0","0"
"23442010","23442010","0","2","3","4","4","2","10","25","25","35","35","0","0"
"23442011","23442011","0","2","3","4","4","2","11","28","28","39","39","0","0"
"23442012","23442012","0","2","3","4","4","2","12","31","31","43","43","0","0"
"124212001","124212001","1","2","4","2","1","2","1","20","3","5","0","0","0"
"124212002","124212002","1","2","4","2","1","2","2","40","6","10","0","0","0"
"124212003","124212003","1","2","4","2","1","2","3","60","9","15","0","0","0"
"124212004","124212004","1","2","4","2","1","2","4","80","12","20","0","0","0"
"124212005","124212005","1","2","4","2","1","2","5","100","15","25","0","0","0"
"124212006","124212006","1","2","4","2","1","2","6","125","19","31","0","0","0"
"124212007","124212007","1","2","4","2","1","2","7","150","23","37","0","0","0"
"124212008","124212008","1","2","4","2","1","2","8","175","27","43","0","0","0"
"124212009","124212009","1","2","4","2","1","2","9","200","31","49","0","0","0"
"124212010","124212010","1","2","4","2","1","2","10","225","35","55","0","0","0"
"124212011","124212011","1","2","4","2","1","2","11","250","39","61","0","0","0"
"124212012","124212012","1","2","4","2","1","2","12","275","43","67","0","0","0"
"124312001","124312001","1","2","4","3","1","2","1","6","6","6","7","0","0"
"124312002","124312002","1","2","4","3","1","2","2","12","12","12","14","0","0"
"124312003","124312003","1","2","4","3","1","2","3","18","18","18","21","0","0"
"124312004","124312004","1","2","4","3","1","2","4","24","24","24","28","0","0"
"124312005","124312005","1","2","4","3","1","2","5","30","30","30","35","0","0"
"124312006","124312006","1","2","4","3","1","2","6","38","38","38","44","0","0"
"124312007","124312007","1","2","4","3","1","2","7","46","46","46","53","0","0"
"124312008","124312008","1","2","4","3","1","2","8","54","54","54","62","0","0"
"124312009","124312009","1","2","4","3","1","2","9","62","62","62","71","0","0"
"124312010","124312010","1","2","4","3","1","2","10","70","70","70","80","0","0"
"124312011","124312011","1","2","4","3","1","2","11","78","78","78","89","0","0"
"124312012","124312012","1","2","4","3","1","2","12","86","86","86","98","0","0"
"124322001","124322001","1","2","4","3","2","2","1","190","3","2","3","0","0"
"124322002","124322002","1","2","4","3","2","2","2","380","6","4","6","0","0"
"124322003","124322003","1","2","4","3","2","2","3","570","9","6","9","0","0"
"124322004","124322004","1","2","4","3","2","2","4","760","12","8","12","0","0"
"124322005","124322005","1","2","4","3","2","2","5","950","15","10","15","0","0"
"124322006","124322006","1","2","4","3","2","2","6","1188","19","13","19","0","0"
"124322007","124322007","1","2","4","3","2","2","7","1426","23","16","23","0","0"
"124322008","124322008","1","2","4","3","2","2","8","1664","27","19","27","0","0"
"124322009","124322009","1","2","4","3","2","2","9","1902","31","22","31","0","0"
"124322010","124322010","1","2","4","3","2","2","10","2140","35","25","35","0","0"
"124322011","124322011","1","2","4","3","2","2","11","2378","39","28","39","0","0"
"124322012","124322012","1","2","4","3","2","2","12","2616","43","31","43","0","0"
"124332001","124332001","1","2","4","3","3","2","1","95","3","6","2","0","0"
"124332002","124332002","1","2","4","3","3","2","2","190","6","12","4","0","0"
"124332003","124332003","1","2","4","3","3","2","3","285","9","18","6","0","0"
"124332004","124332004","1","2","4","3","3","2","4","380","12","24","8","0","0"
"124332005","124332005","1","2","4","3","3","2","5","475","15","30","10","0","0"
"124332006","124332006","1","2","4","3","3","2","6","594","19","38","13","0","0"
"124332007","124332007","1","2","4","3","3","2","7","713","23","46","16","0","0"
"124332008","124332008","1","2","4","3","3","2","8","832","27","54","19","0","0"
"124332009","124332009","1","2","4","3","3","2","9","951","31","62","22","0","0"
"124332010","124332010","1","2","4","3","3","2","10","1070","35","70","25","0","0"
"124332011","124332011","1","2","4","3","3","2","11","1189","39","78","28","0","0"
"124332012","124332012","1","2","4","3","3","2","12","1308","43","86","31","0","0"
"124342001","124342001","1","2","4","3","4","2","1","95","3","3","2","0","0"
"124342002","124342002","1","2","4","3","4","2","2","190","6","6","4","0","0"
"124342003","124342003","1","2","4","3","4","2","3","285","9","9","6","0","0"
"124342004","124342004","1","2","4","3","4","2","4","380","12","12","8","0","0"
"124342005","124342005","1","2","4","3","4","2","5","475","15","15","10","0","0"
"124342006","124342006","1","2","4","3","4","2","6","594","19","19","13","0","0"
"124342007","124342007","1","2","4","3","4","2","7","713","23","23","16","0","0"
"124342008","124342008","1","2","4","3","4","2","8","832","27","27","19","0","0"
"124342009","124342009","1","2","4","3","4","2","9","951","31","31","22","0","0"
"124342010","124342010","1","2","4","3","4","2","10","1070","35","35","25","0","0"
"124342011","124342011","1","2","4","3","4","2","11","1189","39","39","28","0","0"
"124342012","124342012","1","2","4","3","4","2","12","1308","43","43","31","0","0"
"24412001","24412001","0","2","4","4","1","2","1","38","10","4","6","0","0"
"24412002","24412002","0","2","4","4","1","2","2","76","20","8","12","0","0"
"24412003","24412003","0","2","4","4","1","2","3","114","30","12","18","0","0"
"24412004","24412004","0","2","4","4","1","2","4","152","40","16","24","0","0"
"24412005","24412005","0","2","4","4","1","2","5","190","50","20","30","0","0"
"24412006","24412006","0","2","4","4","1","2","6","238","63","25","38","0","0"
"24412007","24412007","0","2","4","4","1","2","7","286","76","30","46","0","0"
"24412008","24412008","0","2","4","4","1","2","8","334","89","35","54","0","0"
"24412009","24412009","0","2","4","4","1","2","9","382","102","40","62","0","0"
"24412010","24412010","0","2","4","4","1","2","10","430","115","45","70","0","0"
"24412011","24412011","0","2","4","4","1","2","11","478","128","50","78","0","0"
"24412012","24412012","0","2","4","4","1","2","12","526","141","55","86","0","0"
"24422001","24422001","0","2","4","4","2","2","1","38","10","6","7","0","0"
"24422002","24422002","0","2","4","4","2","2","2","76","20","12","14","0","0"
"24422003","24422003","0","2","4","4","2","2","3","114","30","18","21","0","0"
"24422004","24422004","0","2","4","4","2","2","4","152","40","24","28","0","0"
"24422005","24422005","0","2","4","4","2","2","5","190","50","30","35","0","0"
"24422006","24422006","0","2","4","4","2","2","6","238","63","38","44","0","0"
"24422007","24422007","0","2","4","4","2","2","7","286","76","46","53","0","0"
"24422008","24422008","0","2","4","4","2","2","8","334","89","54","62","0","0"
"24422009","24422009","0","2","4","4","2","2","9","382","102","62","71","0","0"
"24422010","24422010","0","2","4","4","2","2","10","430","115","70","80","0","0"
"24422011","24422011","0","2","4","4","2","2","11","478","128","78","89","0","0"
"24422012","24422012","0","2","4","4","2","2","12","526","141","86","98","0","0"
"24432001","24432001","0","2","4","4","3","2","1","10","10","6","2","0","0"
"24432002","24432002","0","2","4","4","3","2","2","20","20","12","4","0","0"
"24432003","24432003","0","2","4","4","3","2","3","30","30","18","6","0","0"
"24432004","24432004","0","2","4","4","3","2","4","40","40","24","8","0","0"
"24432005","24432005","0","2","4","4","3","2","5","50","50","30","10","0","0"
"24432006","24432006","0","2","4","4","3","2","6","63","63","38","13","0","0"
"24432007","24432007","0","2","4","4","3","2","7","76","76","46","16","0","0"
"24432008","24432008","0","2","4","4","3","2","8","89","89","54","19","0","0"
"24432009","24432009","0","2","4","4","3","2","9","102","102","62","22","0","0"
"24432010","24432010","0","2","4","4","3","2","10","115","115","70","25","0","0"
"24432011","24432011","0","2","4","4","3","2","11","128","128","78","28","0","0"
"24432012","24432012","0","2","4","4","3","2","12","141","141","86","31","0","0"
"24442001","24442001","0","2","4","4","4","2","1","2","2","4","4","0","0"
"24442002","24442002","0","2","4","4","4","2","2","4","4","8","8","0","0"
"24442003","24442003","0","2","4","4","4","2","3","6","6","12","12","0","0"
"24442004","24442004","0","2","4","4","4","2","4","8","8","16","16","0","0"
"24442005","24442005","0","2","4","4","4","2","5","10","10","20","20","0","0"
"24442006","24442006","0","2","4","4","4","2","6","13","13","25","25","0","0"
"24442007","24442007","0","2","4","4","4","2","7","16","16","30","30","0","0"
"24442008","24442008","0","2","4","4","4","2","8","19","19","35","35","0","0"
"24442009","24442009","0","2","4","4","4","2","9","22","22","40","40","0","0"
"24442010","24442010","0","2","4","4","4","2","10","25","25","45","45","0","0"
"24442011","24442011","0","2","4","4","4","2","11","28","28","50","50","0","0"
"24442012","24442012","0","2","4","4","4","2","12","31","31","55","55","0","0"
"131212001","131212001","1","3","1","2","1","2","1","26","4","9","0","0","0"
"131212002","131212002","1","3","1","2","1","2","2","52","8","18","0","0","0"
"131212003","131212003","1","3","1","2","1","2","3","78","12","27","0","0","0"
"131212004","131212004","1","3","1","2","1","2","4","104","16","36","0","0","0"
"131212005","131212005","1","3","1","2","1","2","5","130","20","45","0","0","0"
"131212006","131212006","1","3","1","2","1","2","6","163","25","56","0","0","0"
"131212007","131212007","1","3","1","2","1","2","7","196","30","67","0","0","0"
"131212008","131212008","1","3","1","2","1","2","8","229","35","78","0","0","0"
"131212009","131212009","1","3","1","2","1","2","9","262","40","89","0","0","0"
"131212010","131212010","1","3","1","2","1","2","10","295","45","100","0","0","0"
"131212011","131212011","1","3","1","2","1","2","11","328","50","111","0","0","0"
"131212012","131212012","1","3","1","2","1","2","12","361","55","122","0","0","0"
"131312001","131312001","1","3","1","3","1","2","1","10","10","11","13","0","0"
"131312002","131312002","1","3","1","3","1","2","2","20","20","22","26","0","0"
"131312003","131312003","1","3","1","3","1","2","3","30","30","33","39","0","0"
"131312004","131312004","1","3","1","3","1","2","4","40","40","44","52","0","0"
"131312005","131312005","1","3","1","3","1","2","5","50","50","55","65","0","0"
"131312006","131312006","1","3","1","3","1","2","6","63","63","69","81","0","0"
"131312007","131312007","1","3","1","3","1","2","7","76","76","83","97","0","0"
"131312008","131312008","1","3","1","3","1","2","8","89","89","97","113","0","0"
"131312009","131312009","1","3","1","3","1","2","9","102","102","111","129","0","0"
"131312010","131312010","1","3","1","3","1","2","10","115","115","125","145","0","0"
"131312011","131312011","1","3","1","3","1","2","11","128","128","139","161","0","0"
"131312012","131312012","1","3","1","3","1","2","12","141","141","153","177","0","0"
"131322001","131322001","1","3","1","3","2","2","1","268","5","3","4","0","0"
"131322002","131322002","1","3","1","3","2","2","2","536","10","6","8","0","0"
"131322003","131322003","1","3","1","3","2","2","3","804","15","9","12","0","0"
"131322004","131322004","1","3","1","3","2","2","4","1072","20","12","16","0","0"
"131322005","131322005","1","3","1","3","2","2","5","1340","25","15","20","0","0"
"131322006","131322006","1","3","1","3","2","2","6","1675","31","19","25","0","0"
"131322007","131322007","1","3","1","3","2","2","7","2010","37","23","30","0","0"
"131322008","131322008","1","3","1","3","2","2","8","2345","43","27","35","0","0"
"131322009","131322009","1","3","1","3","2","2","9","2680","49","31","40","0","0"
"131322010","131322010","1","3","1","3","2","2","10","3015","55","35","45","0","0"
"131322011","131322011","1","3","1","3","2","2","11","3350","61","39","50","0","0"
"131322012","131322012","1","3","1","3","2","2","12","3685","67","43","55","0","0"
"131332001","131332001","1","3","1","3","3","2","1","134","4","11","3","0","0"
"131332002","131332002","1","3","1","3","3","2","2","268","8","22","6","0","0"
"131332003","131332003","1","3","1","3","3","2","3","402","12","33","9","0","0"
"131332004","131332004","1","3","1","3","3","2","4","536","16","44","12","0","0"
"131332005","131332005","1","3","1","3","3","2","5","670","20","55","15","0","0"
"131332006","131332006","1","3","1","3","3","2","6","838","25","69","19","0","0"
"131332007","131332007","1","3","1","3","3","2","7","1006","30","83","23","0","0"
"131332008","131332008","1","3","1","3","3","2","8","1174","35","97","27","0","0"
"131332009","131332009","1","3","1","3","3","2","9","1342","40","111","31","0","0"
"131332010","131332010","1","3","1","3","3","2","10","1510","45","125","35","0","0"
"131332011","131332011","1","3","1","3","3","2","11","1678","50","139","39","0","0"
"131332012","131332012","1","3","1","3","3","2","12","1846","55","153","43","0","0"
"131342001","131342001","1","3","1","3","4","2","1","134","5","4","3","0","0"
"131342002","131342002","1","3","1","3","4","2","2","268","10","8","6","0","0"
"131342003","131342003","1","3","1","3","4","2","3","402","15","12","9","0","0"
"131342004","131342004","1","3","1","3","4","2","4","536","20","16","12","0","0"
"131342005","131342005","1","3","1","3","4","2","5","670","25","20","15","0","0"
"131342006","131342006","1","3","1","3","4","2","6","838","31","25","19","0","0"
"131342007","131342007","1","3","1","3","4","2","7","1006","37","30","23","0","0"
"131342008","131342008","1","3","1","3","4","2","8","1174","43","35","27","0","0"
"131342009","131342009","1","3","1","3","4","2","9","1342","49","40","31","0","0"
"131342010","131342010","1","3","1","3","4","2","10","1510","55","45","35","0","0"
"131342011","131342011","1","3","1","3","4","2","11","1678","61","50","39","0","0"
"131342012","131342012","1","3","1","3","4","2","12","1846","67","55","43","0","0"
"31412001","31412001","0","3","1","4","1","2","1","52","13","8","11","0","0"
"31412002","31412002","0","3","1","4","1","2","2","104","26","16","22","0","0"
"31412003","31412003","0","3","1","4","1","2","3","156","39","24","33","0","0"
"31412004","31412004","0","3","1","4","1","2","4","208","52","32","44","0","0"
"31412005","31412005","0","3","1","4","1","2","5","260","65","40","55","0","0"
"31412006","31412006","0","3","1","4","1","2","6","325","81","50","69","0","0"
"31412007","31412007","0","3","1","4","1","2","7","390","97","60","83","0","0"
"31412008","31412008","0","3","1","4","1","2","8","455","113","70","97","0","0"
"31412009","31412009","0","3","1","4","1","2","9","520","129","80","111","0","0"
"31412010","31412010","0","3","1","4","1","2","10","585","145","90","125","0","0"
"31412011","31412011","0","3","1","4","1","2","11","650","161","100","139","0","0"
"31412012","31412012","0","3","1","4","1","2","12","715","177","110","153","0","0"
"31422001","31422001","0","3","1","4","2","2","1","52","13","10","13","0","0"
"31422002","31422002","0","3","1","4","2","2","2","104","26","20","26","0","0"
"31422003","31422003","0","3","1","4","2","2","3","156","39","30","39","0","0"
"31422004","31422004","0","3","1","4","2","2","4","208","52","40","52","0","0"
"31422005","31422005","0","3","1","4","2","2","5","260","65","50","65","0","0"
"31422006","31422006","0","3","1","4","2","2","6","325","81","63","81","0","0"
"31422007","31422007","0","3","1","4","2","2","7","390","97","76","97","0","0"
"31422008","31422008","0","3","1","4","2","2","8","455","113","89","113","0","0"
"31422009","31422009","0","3","1","4","2","2","9","520","129","102","129","0","0"
"31422010","31422010","0","3","1","4","2","2","10","585","145","115","145","0","0"
"31422011","31422011","0","3","1","4","2","2","11","650","161","128","161","0","0"
"31422012","31422012","0","3","1","4","2","2","12","715","177","141","177","0","0"
"31432001","31432001","0","3","1","4","3","2","1","13","13","11","3","0","0"
"31432002","31432002","0","3","1","4","3","2","2","26","26","22","6","0","0"
"31432003","31432003","0","3","1","4","3","2","3","39","39","33","9","0","0"
"31432004","31432004","0","3","1","4","3","2","4","52","52","44","12","0","0"
"31432005","31432005","0","3","1","4","3","2","5","65","65","55","15","0","0"
"31432006","31432006","0","3","1","4","3","2","6","81","81","69","19","0","0"
"31432007","31432007","0","3","1","4","3","2","7","97","97","83","23","0","0"
"31432008","31432008","0","3","1","4","3","2","8","113","113","97","27","0","0"
"31432009","31432009","0","3","1","4","3","2","9","129","129","111","31","0","0"
"31432010","31432010","0","3","1","4","3","2","10","145","145","125","35","0","0"
"31432011","31432011","0","3","1","4","3","2","11","161","161","139","39","0","0"
"31432012","31432012","0","3","1","4","3","2","12","177","177","153","43","0","0"
"31442001","31442001","0","3","1","4","4","2","1","4","4","6","6","0","0"
"31442002","31442002","0","3","1","4","4","2","2","8","8","12","12","0","0"
"31442003","31442003","0","3","1","4","4","2","3","12","12","18","18","0","0"
"31442004","31442004","0","3","1","4","4","2","4","16","16","24","24","0","0"
"31442005","31442005","0","3","1","4","4","2","5","20","20","30","30","0","0"
"31442006","31442006","0","3","1","4","4","2","6","25","25","38","38","0","0"
"31442007","31442007","0","3","1","4","4","2","7","30","30","46","46","0","0"
"31442008","31442008","0","3","1","4","4","2","8","35","35","54","54","0","0"
"31442009","31442009","0","3","1","4","4","2","9","40","40","62","62","0","0"
"31442010","31442010","0","3","1","4","4","2","10","45","45","70","70","0","0"
"31442011","31442011","0","3","1","4","4","2","11","50","50","78","78","0","0"
"31442012","31442012","0","3","1","4","4","2","12","55","55","86","86","0","0"
"132212001","132212001","1","3","2","2","1","2","1","30","5","11","0","0","0"
"132212002","132212002","1","3","2","2","1","2","2","60","10","22","0","0","0"
"132212003","132212003","1","3","2","2","1","2","3","90","15","33","0","0","0"
"132212004","132212004","1","3","2","2","1","2","4","120","20","44","0","0","0"
"132212005","132212005","1","3","2","2","1","2","5","150","25","55","0","0","0"
"132212006","132212006","1","3","2","2","1","2","6","188","31","69","0","0","0"
"132212007","132212007","1","3","2","2","1","2","7","226","37","83","0","0","0"
"132212008","132212008","1","3","2","2","1","2","8","264","43","97","0","0","0"
"132212009","132212009","1","3","2","2","1","2","9","302","49","111","0","0","0"
"132212010","132212010","1","3","2","2","1","2","10","340","55","125","0","0","0"
"132212011","132212011","1","3","2","2","1","2","11","378","61","139","0","0","0"
"132212012","132212012","1","3","2","2","1","2","12","416","67","153","0","0","0"
"132312001","132312001","1","3","2","3","1","2","1","12","12","14","17","0","0"
"132312002","132312002","1","3","2","3","1","2","2","24","24","28","34","0","0"
"132312003","132312003","1","3","2","3","1","2","3","36","36","42","51","0","0"
"132312004","132312004","1","3","2","3","1","2","4","48","48","56","68","0","0"
"132312005","132312005","1","3","2","3","1","2","5","60","60","70","85","0","0"
"132312006","132312006","1","3","2","3","1","2","6","75","75","88","106","0","0"
"132312007","132312007","1","3","2","3","1","2","7","90","90","106","127","0","0"
"132312008","132312008","1","3","2","3","1","2","8","105","105","124","148","0","0"
"132312009","132312009","1","3","2","3","1","2","9","120","120","142","169","0","0"
"132312010","132312010","1","3","2","3","1","2","10","135","135","160","190","0","0"
"132312011","132312011","1","3","2","3","1","2","11","150","150","178","211","0","0"
"132312012","132312012","1","3","2","3","1","2","12","165","165","196","232","0","0"
"132322001","132322001","1","3","2","3","2","2","1","315","6","4","5","0","0"
"132322002","132322002","1","3","2","3","2","2","2","630","12","8","10","0","0"
"132322003","132322003","1","3","2","3","2","2","3","945","18","12","15","0","0"
"132322004","132322004","1","3","2","3","2","2","4","1260","24","16","20","0","0"
"132322005","132322005","1","3","2","3","2","2","5","1575","30","20","25","0","0"
"132322006","132322006","1","3","2","3","2","2","6","1969","38","25","31","0","0"
"132322007","132322007","1","3","2","3","2","2","7","2363","46","30","37","0","0"
"132322008","132322008","1","3","2","3","2","2","8","2757","54","35","43","0","0"
"132322009","132322009","1","3","2","3","2","2","9","3151","62","40","49","0","0"
"132322010","132322010","1","3","2","3","2","2","10","3545","70","45","55","0","0"
"132322011","132322011","1","3","2","3","2","2","11","3939","78","50","61","0","0"
"132322012","132322012","1","3","2","3","2","2","12","4333","86","55","67","0","0"
"132332001","132332001","1","3","2","3","3","2","1","158","5","14","4","0","0"
"132332002","132332002","1","3","2","3","3","2","2","316","10","28","8","0","0"
"132332003","132332003","1","3","2","3","3","2","3","474","15","42","12","0","0"
"132332004","132332004","1","3","2","3","3","2","4","632","20","56","16","0","0"
"132332005","132332005","1","3","2","3","3","2","5","790","25","70","20","0","0"
"132332006","132332006","1","3","2","3","3","2","6","988","31","88","25","0","0"
"132332007","132332007","1","3","2","3","3","2","7","1186","37","106","30","0","0"
"132332008","132332008","1","3","2","3","3","2","8","1384","43","124","35","0","0"
"132332009","132332009","1","3","2","3","3","2","9","1582","49","142","40","0","0"
"132332010","132332010","1","3","2","3","3","2","10","1780","55","160","45","0","0"
"132332011","132332011","1","3","2","3","3","2","11","1978","61","178","50","0","0"
"132332012","132332012","1","3","2","3","3","2","12","2176","67","196","55","0","0"
"132342001","132342001","1","3","2","3","4","2","1","158","6","5","4","0","0"
"132342002","132342002","1","3","2","3","4","2","2","316","12","10","8","0","0"
"132342003","132342003","1","3","2","3","4","2","3","474","18","15","12","0","0"
"132342004","132342004","1","3","2","3","4","2","4","632","24","20","16","0","0"
"132342005","132342005","1","3","2","3","4","2","5","790","30","25","20","0","0"
"132342006","132342006","1","3","2","3","4","2","6","988","38","31","25","0","0"
"132342007","132342007","1","3","2","3","4","2","7","1186","46","37","30","0","0"
"132342008","132342008","1","3","2","3","4","2","8","1384","54","43","35","0","0"
"132342009","132342009","1","3","2","3","4","2","9","1582","62","49","40","0","0"
"132342010","132342010","1","3","2","3","4","2","10","1780","70","55","45","0","0"
"132342011","132342011","1","3","2","3","4","2","11","1978","78","61","50","0","0"
"132342012","132342012","1","3","2","3","4","2","12","2176","86","67","55","0","0"
"32412001","32412001","0","3","2","4","1","2","1","58","15","9","14","0","0"
"32412002","32412002","0","3","2","4","1","2","2","116","30","18","28","0","0"
"32412003","32412003","0","3","2","4","1","2","3","174","45","27","42","0","0"
"32412004","32412004","0","3","2","4","1","2","4","232","60","36","56","0","0"
"32412005","32412005","0","3","2","4","1","2","5","290","75","45","70","0","0"
"32412006","32412006","0","3","2","4","1","2","6","363","94","56","88","0","0"
"32412007","32412007","0","3","2","4","1","2","7","436","113","67","106","0","0"
"32412008","32412008","0","3","2","4","1","2","8","509","132","78","124","0","0"
"32412009","32412009","0","3","2","4","1","2","9","582","151","89","142","0","0"
"32412010","32412010","0","3","2","4","1","2","10","655","170","100","160","0","0"
"32412011","32412011","0","3","2","4","1","2","11","728","189","111","178","0","0"
"32412012","32412012","0","3","2","4","1","2","12","801","208","122","196","0","0"
"32422001","32422001","0","3","2","4","2","2","1","58","15","12","17","0","0"
"32422002","32422002","0","3","2","4","2","2","2","116","30","24","34","0","0"
"32422003","32422003","0","3","2","4","2","2","3","174","45","36","51","0","0"
"32422004","32422004","0","3","2","4","2","2","4","232","60","48","68","0","0"
"32422005","32422005","0","3","2","4","2","2","5","290","75","60","85","0","0"
"32422006","32422006","0","3","2","4","2","2","6","363","94","75","106","0","0"
"32422007","32422007","0","3","2","4","2","2","7","436","113","90","127","0","0"
"32422008","32422008","0","3","2","4","2","2","8","509","132","105","148","0","0"
"32422009","32422009","0","3","2","4","2","2","9","582","151","120","169","0","0"
"32422010","32422010","0","3","2","4","2","2","10","655","170","135","190","0","0"
"32422011","32422011","0","3","2","4","2","2","11","728","189","150","211","0","0"
"32422012","32422012","0","3","2","4","2","2","12","801","208","165","232","0","0"
"32432001","32432001","0","3","2","4","3","2","1","15","15","14","4","0","0"
"32432002","32432002","0","3","2","4","3","2","2","30","30","28","8","0","0"
"32432003","32432003","0","3","2","4","3","2","3","45","45","42","12","0","0"
"32432004","32432004","0","3","2","4","3","2","4","60","60","56","16","0","0"
"32432005","32432005","0","3","2","4","3","2","5","75","75","70","20","0","0"
"32432006","32432006","0","3","2","4","3","2","6","94","94","88","25","0","0"
"32432007","32432007","0","3","2","4","3","2","7","113","113","106","30","0","0"
"32432008","32432008","0","3","2","4","3","2","8","132","132","124","35","0","0"
"32432009","32432009","0","3","2","4","3","2","9","151","151","142","40","0","0"
"32432010","32432010","0","3","2","4","3","2","10","170","170","160","45","0","0"
"32432011","32432011","0","3","2","4","3","2","11","189","189","178","50","0","0"
"32432012","32432012","0","3","2","4","3","2","12","208","208","196","55","0","0"
"32442001","32442001","0","3","2","4","4","2","1","5","5","7","8","0","0"
"32442002","32442002","0","3","2","4","4","2","2","10","10","14","16","0","0"
"32442003","32442003","0","3","2","4","4","2","3","15","15","21","24","0","0"
"32442004","32442004","0","3","2","4","4","2","4","20","20","28","32","0","0"
"32442005","32442005","0","3","2","4","4","2","5","25","25","35","40","0","0"
"32442006","32442006","0","3","2","4","4","2","6","31","31","44","50","0","0"
"32442007","32442007","0","3","2","4","4","2","7","37","37","53","60","0","0"
"32442008","32442008","0","3","2","4","4","2","8","43","43","62","70","0","0"
"32442009","32442009","0","3","2","4","4","2","9","49","49","71","80","0","0"
"32442010","32442010","0","3","2","4","4","2","10","55","55","80","90","0","0"
"32442011","32442011","0","3","2","4","4","2","11","61","61","89","100","0","0"
"32442012","32442012","0","3","2","4","4","2","12","67","67","98","110","0","0"
"133212001","133212001","1","3","3","2","1","2","1","34","6","13","0","0","0"
"133212002","133212002","1","3","3","2","1","2","2","68","12","26","0","0","0"
"133212003","133212003","1","3","3","2","1","2","3","102","18","39","0","0","0"
"133212004","133212004","1","3","3","2","1","2","4","136","24","52","0","0","0"
"133212005","133212005","1","3","3","2","1","2","5","170","30","65","0","0","0"
"133212006","133212006","1","3","3","2","1","2","6","213","38","81","0","0","0"
"133212007","133212007","1","3","3","2","1","2","7","256","46","97","0","0","0"
"133212008","133212008","1","3","3","2","1","2","8","299","54","113","0","0","0"
"133212009","133212009","1","3","3","2","1","2","9","342","62","129","0","0","0"
"133212010","133212010","1","3","3","2","1","2","10","385","70","145","0","0","0"
"133212011","133212011","1","3","3","2","1","2","11","428","78","161","0","0","0"
"133212012","133212012","1","3","3","2","1","2","12","471","86","177","0","0","0"
"133312001","133312001","1","3","3","3","1","2","1","14","14","17","21","0","0"
"133312002","133312002","1","3","3","3","1","2","2","28","28","34","42","0","0"
"133312003","133312003","1","3","3","3","1","2","3","42","42","51","63","0","0"
"133312004","133312004","1","3","3","3","1","2","4","56","56","68","84","0","0"
"133312005","133312005","1","3","3","3","1","2","5","70","70","85","105","0","0"
"133312006","133312006","1","3","3","3","1","2","6","88","88","106","131","0","0"
"133312007","133312007","1","3","3","3","1","2","7","106","106","127","157","0","0"
"133312008","133312008","1","3","3","3","1","2","8","124","124","148","183","0","0"
"133312009","133312009","1","3","3","3","1","2","9","142","142","169","209","0","0"
"133312010","133312010","1","3","3","3","1","2","10","160","160","190","235","0","0"
"133312011","133312011","1","3","3","3","1","2","11","178","178","211","261","0","0"
"133312012","133312012","1","3","3","3","1","2","12","196","196","232","287","0","0"
"133322001","133322001","1","3","3","3","2","2","1","362","7","5","6","0","0"
"133322002","133322002","1","3","3","3","2","2","2","724","14","10","12","0","0"
"133322003","133322003","1","3","3","3","2","2","3","1086","21","15","18","0","0"
"133322004","133322004","1","3","3","3","2","2","4","1448","28","20","24","0","0"
"133322005","133322005","1","3","3","3","2","2","5","1810","35","25","30","0","0"
"133322006","133322006","1","3","3","3","2","2","6","2263","44","31","38","0","0"
"133322007","133322007","1","3","3","3","2","2","7","2716","53","37","46","0","0"
"133322008","133322008","1","3","3","3","2","2","8","3169","62","43","54","0","0"
"133322009","133322009","1","3","3","3","2","2","9","3622","71","49","62","0","0"
"133322010","133322010","1","3","3","3","2","2","10","4075","80","55","70","0","0"
"133322011","133322011","1","3","3","3","2","2","11","4528","89","61","78","0","0"
"133322012","133322012","1","3","3","3","2","2","12","4981","98","67","86","0","0"
"133332001","133332001","1","3","3","3","3","2","1","181","6","17","5","0","0"
"133332002","133332002","1","3","3","3","3","2","2","362","12","34","10","0","0"
"133332003","133332003","1","3","3","3","3","2","3","543","18","51","15","0","0"
"133332004","133332004","1","3","3","3","3","2","4","724","24","68","20","0","0"
"133332005","133332005","1","3","3","3","3","2","5","905","30","85","25","0","0"
"133332006","133332006","1","3","3","3","3","2","6","1131","38","106","31","0","0"
"133332007","133332007","1","3","3","3","3","2","7","1357","46","127","37","0","0"
"133332008","133332008","1","3","3","3","3","2","8","1583","54","148","43","0","0"
"133332009","133332009","1","3","3","3","3","2","9","1809","62","169","49","0","0"
"133332010","133332010","1","3","3","3","3","2","10","2035","70","190","55","0","0"
"133332011","133332011","1","3","3","3","3","2","11","2261","78","211","61","0","0"
