"Name","BuffId","ActEffect","BuffEffect","EffectSocket","EffectSocket_Type","ExtinctionEffect","ExtinctionEffectSocket","BuffEffectScale","EffectHeight","BuffName","BuffExplain","Icon","Icon_Big","ShowDamageFont","PetBuff_IconId","PetId","BuffUseType","ApplyType","BuffTarget","UpdateRule","KeepType_Die","KeepType_StageOut","KeepType_LogOut","BuffArmorType","Buffprobability","BuffOverlap","OverLapCallGroupID","BuffAttackID","TimeType","BuffType","IsHideRemainTime","BuffTime","LevelUpBuffTime","BuffIndexType_1","BuffIndex_1","BuffValue_1","LevelUpBuffValue_1","BuffValueEx_1","BuffIndexType_2","BuffIndex_2","BuffValue_2","LevelUpBuffValue_2","BuffValueEx_2","BuffIndexType_3","BuffIndex_3","BuffValue_3","LevelUpBuffValue_3","BuffValueEx_3","MaterialPath","Emissive_Dcolor","Fresnel_Exponenth","Fresnel_BaseReflect","PassiveID","detachBuffID","AppearBuff","CalculateType_1","CalculateType_2","CalculateType_3","ShowDamageLog"
"10115","10115","2050122","0","Root","1","0","0","1","0","363004","373115","341034","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","5","1","32","-200","-50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10116","10116","2050122","0","Root","1","0","0","1","0","363004","373116","341046","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","6","2","1","49","500","300","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10117","10117","2050122","0","Root","1","0","0","1","0","363004","373117","341024","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","6","2","1","29","250","150","0","3","4037","1","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10118","10118","2050122","0","Root","1","0","0","1","0","363002","373118","341011","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","0","0","1","0","2","2022","300","300","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10119","10119","2050122","0","Root","1","0","0","1","0","363002","373118","341011","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","0","0","1","0","2","2022","500","500","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10120","10120","2050122","0","Root","1","0","0","1","0","0","0","0","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","3","0","1","34","150","50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10121","10121","2050122","0","Root","1","0","0","1","0","0","0","0","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","3","0","1","44","100","100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10122","10122","2050122","0","Root","1","0","0","1","0","0","0","0","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","3","0","1","44","200","150","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10123","10123","2050122","0","Root","1","0","0","1","0","363011","373118","341024","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","5","1","28","300","200","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10124","10124","2050103","0","Buff_Top","3","0","0","1","60","363003","373105","341054","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","46","300","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10125","10125","2050122","0","Root","1","0","0","1","0","363003","373106","341016","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","47","-150","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10126","10126","2050122","0","Root","1","0","0","1","0","363003","373107","341023","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","30","200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10127","10127","2050122","0","Root","1","0","0","1","0","363004","373114","341015","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","24","250","0","0","1","26","250","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10128","10128","2050122","0","Root","1","0","0","1","0","363002","375201","341008","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","43","150","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10129","10129","2050122","0","Root","1","0","0","1","0","363004","375201","341008","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","43","200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10130","10130","2050122","0","Root","1","0","0","1","0","363002","373104","341025","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","47","200","50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10131","10131","2050122","0","Root","1","0","0","1","0","363002","375201","341008","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","43","300","200","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10132","10132","2050122","0","Root","1","0","0","1","0","363005","375204","341015","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","26","100","50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10133","10133","2050122","0","Root","1","0","0","1","0","363003","375205","341015","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","8","0","1","41","200","100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10134","10134","2050122","0","Root","1","0","0","1","0","363004","375102","341008","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","35","200","50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10135","10135","2050104","0","Buff_Mid","2","0","0","1","-90","363004","0","0","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","2","0","3","4037","1","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10136","10136","2050104","0","Buff_Mid","2","0","0","1","0","301103","373119","341015","0","0","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","6","0","1","24","150","150","0","1","31","100","100","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10501","10501","2050102","0","Buff_Top","3","0","0","1","60","363005","373501","341035","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","20","10","1","128","-100","-50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(17016)","0","0","0","0","0"
"10502","10502","2050102","0","Buff_Top","3","0","0","1","60","363006","373502","341016","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","5","1","24","-150","-50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10503","10503","2050014","2050006","Buff_Top","3","0","0","1","20","363006","373503","341004","0","1","(0,0)","0","3","1","0","0","0","1","0","3","1000","0","0","0","0","1","0","30","0","3","4019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10504","10504","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10101","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10505","10505","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10102","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10506","10506","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10103","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10507","10507","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10104","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10508","10508","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10105","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10509","10509","2050102","0","Buff_Top","3","0","0","1","60","363007","373505","341033","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","45","-100","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10510","10510","2050102","0","Buff_Top","3","0","0","1","60","363008","376508","341016","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","5","1","24","-100","-100","0","1","26","-100","-100","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10511","10511","2050102","0","Buff_Top","3","0","0","1","60","363009","373507","341016","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","6","2","1","47","-250","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10512","10512","2050102","0","Buff_Top","3","0","0","1","60","363009","373508","341034","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","10","1","30","-100","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10513","10513","2050102","0","Buff_Top","3","0","0","1","60","363010","373509","341009","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","10","1","49","-100","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(17017)","0","0","0","0","0"
"10514","10514","2050102","0","Buff_Top","3","0","0","1","60","363010","373510","341034","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","30","-300","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10515","10515","2050101","0","Buff_Top","3","0","0","1","60","363005","376502","341014","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","20","-100","-50","0","1","22","-100","-50","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10516","10516","2050102","0","Buff_Top","3","0","0","1","60","363012","376508","341016","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","24","-90","-30","0","1","26","-90","-30","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10517","10517","2050102","0","Buff_Top","3","0","0","1","60","363007","376513","341035","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","10","1","120","-100","-100","0","1","53","-100","-100","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10518","10518","2050102","0","Buff_Top","3","0","0","1","60","363010","376501","341035","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","20","10","1","120","-200","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(17018)","0","0","0","0","0"
"10519","10519","0","2050111","Buff_Mid","2","0","0","1","0","363006","2610002","341031","0","1","(0,0)","0","1","1","0","0","0","1","0","0","1000","0","0","0","0","2","0","3","0","2","2002","1000","700","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10521","10521","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10121","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10522","10522","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10122","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10523","10523","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10123","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10524","10524","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10124","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10525","10525","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10125","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10526","10526","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10126","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10527","10527","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10127","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10528","10528","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10128","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10529","10529","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10129","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10530","10530","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10130","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10531","10531","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10131","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10532","10532","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10132","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"10533","10533","0","0","0","0","0","0","1","0","362523","373504","0","0","0","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10133","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"11000","11000","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","3","2","0","0","0","0","0","0","1000","0","0","0","0","1","0","2","0","3","4049","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"11011","11011","0","0","Root","1","0","0","1","0","362108","372108","341008","0","0","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","1.5","0","3","4003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"11012","11012","0","0","Root","1","0","0","1","0","363003","376101","341013","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","44","120","20","0","0","0","0","0","0","0","0","0","0","0","0","(24,0.25,0)","2.9","0.05","(0)","(0)","0","0","0","0","0"
"11031","11031","0","2050118","Buff_Mid","2","0","0","1","0","361102","371102","341008","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","2","0","3","4004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"11032","11032","0","2050118","Buff_Mid","2","0","0","1","0","361102","371102","341008","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","3","0","3","4004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"12101","12101","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","3","0","3","4008","12101","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"13011","13011","2050104","0","Buff_Mid","2","0","0","1","0","361103","373104","341015","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","3","0","1","47","240","40","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"13012","13012","2050001","0","Buff_Top","3","0","0","1","60","2600128","2600128","341005","0","1","(0,0)","0","1","0","0","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","3","4021","0","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","1"
"13013","13013","2050122","0","Root","1","0","0","1","0","2600031","372516","341024","0","0","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","31","50","20","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"13021","13021","2050101","0","Buff_Top","3","0","0","1","60","361304","372515","341014","0","1","(0,0)","0","1","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","20","-80","-30","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","1"
"14011","14011","0","2050113","Buff_Mid","2","0","0","1","0","361105","371105","341014","0","1","(0,0)","0","1","1","0","0","0","1","0","0","1000","5","0","0","0","2","0","5","0","2","2002","1000","0","1","2","2001","10","25","1","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","1"
"14040","14040","0","2050118","Buff_Mid","2","0","0","1","0","362108","372108","341008","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","3","0","3","4003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"15011","15011","2050122","0","Root","1","0","0","1","0","363004","372517","341024","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","20","0","1","29","60","10","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"15012","15012","2050122","0","Root","1","0","0","1","0","363004","375101","341015","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","42","200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"16021","16021","2050122","0","Root","1","0","0","1","0","500503","372518","341010","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","20","0","1","1","1500","500","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"16031","16031","2050102","0","Buff_Top","3","0","0","1","60","2600024","371306","341016","0","0","(0,0)","0","1","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","7","0","1","25","-1500","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17001","17001","0","0","0","0","0","0","1","0","363011","2612012","341016","0","1","(0,0)","0","3","2","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","24","-100","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17002","17002","0","0","0","0","0","0","1","0","363006","2612031","341016","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","35","-100","-200","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17003","17003","0","0","0","0","0","0","1","0","363001","2612014","341025","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","3","0","1","45","100","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17004","17004","0","0","0","0","0","0","1","0","363002","375201","341008","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","43","600","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17005","17005","0","0","0","0","0","0","1","0","363002","375101","341015","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","42","200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17006","17006","0","0","0","0","0","0","1","0","363009","376501","341035","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","5","0","1","120","-200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17007","17007","0","0","0","0","0","0","1","0","363010","2610021","341017","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","15","0","1","76","100","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17008","17008","2050122","0","Root","1","0","0","1","0","363003","375304","341008","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","8","0","1","53","600","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17009","17009","0","0","0","0","0","0","1","0","363003","2612015","341046","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","3","4024","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"17010","17010","2050122","0","Root","1","0","0","1","0","301103","2612016","341015","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","6","0","1","24","350","50","0","1","31","200","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17011","17011","2050102","0","Buff_Top","3","0","0","1","60","301103","2612017","341016","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","51","-100","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17012","17012","0","0","0","0","0","0","1","0","301103","373504","0","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10134","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17013","17013","0","0","0","0","0","0","1","0","301103","373504","0","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","10135","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17014","17014","0","0","0","0","0","0","1","0","363004","2612005","341023","0","1","(0,0)","0","3","0","1","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","33","200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17015","17015","2050102","0","Buff_Top","3","0","0","1","60","301403","375513","341035","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","10","0","1","29","-50","-50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17016","17016","2050102","0","Buff_Top","3","0","0","1","60","363005","373501","341035","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","30","0","1","128","-200","-50","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(10501)","0","0","0","0","0"
"17017","17017","2050102","0","Buff_Top","3","0","0","1","60","363010","373509","341009","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","30","0","1","49","-300","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(10513)","0","0","0","0","0"
"17018","17018","2050102","0","Buff_Top","3","0","0","1","60","363010","376501","341035","0","1","(0,0)","0","3","1","0","0","0","1","0","0","1000","0","0","0","0","1","0","30","0","1","120","-300","-100","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(10518)","0","0","0","0","0"
"17019","17019","0","0","0","0","0","0","1","0","363009","0","0","0","1","(0,0)","0","1","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","1","0","3","4044","1304","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"17020","17020","2050122","0","Root","1","0","0","1","0","301403","0","0","0","1","(0,0)","0","1","0","1","0","0","1","0","0","1000","0","0","0","0","0","0","1","0","2","2022","1000","1000","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"20010","20010","0","2050113","Buff_Mid","2","0","0","1","0","362515","372207","341044","0","1","(0,0)","0","1","1","0","0","0","1","0","0","1000","0","0","0","0","2","0","5","0","2","2004","3600","900","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","1"
"20011","20011","0","2050113","Buff_Mid","2","0","0","1","0","362515","372207","341044","0","1","(0,0)","0","1","1","0","0","0","1","0","0","1000","0","0","0","0","2","0","8","0","2","2004","4500","1100","0","3","4032","20010","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(20010)","0","0","0","0","1"
