"Name","BuildingStepId","GreatBuildingId","BuildingStep","BuildingCombat","AchievementIdCondition01","AchievementIdConditionString01","AchievementIdContentsId01","AchievementIdCondition02","AchievementIdConditionString02","AchievementIdContentsId02","AchievementIdCondition03","AchievementIdConditionString03","AchievementIdContentsId03","ManufactureType","ManufactureKind","ManufactureNum","BuildingIdCondition01","BuildingIdCondition02","BuildingIdCondition03","NeedType01","NeedID01","NeedUseID01","NeedCount01","NeedType02","NeedID02","NeedUseID02","NeedCount02","NeedType03","NeedID03","NeedUseID03","NeedCount03","NeedType04","NeedID04","NeedUseID04","NeedCount04","UpgradeTime","GuildHelpTime","ClassType","EffectType01","EffectValue01","EffectNum01","EffectString01","EffectIcon01","EffectType02","EffectValue02","EffectNum02","EffectString02","EffectIcon02","EffectType03","EffectValue03","EffectNum03","EffectString03","EffectIcon03","EffectType04","EffectValue04","EffectNum04","EffectString04","EffectIcon04"
"3000023","3000023","3000000","23","1105","98003228","1415345","0","98003229","1415346","0","0","0","0","0","0","0","1000023","0","0","1","2","2","15000000","1","11","11","3000000","1","0","0","0","1","0","0","0","2246400","60","0","5","(26)","(170)","(500010)","(120010)","5","(87)","(22500)","(500129)","(120114)","0","(0)","(0)","(0)","(0)","0","(0)","(0)","(0)","(0)"
"3000024","3000024","3000000","24","1193","98002101","1416617","0","98002201","1416619","0","0","0","0","0","0","0","1000024","0","0","1","2","2","21000000","1","11","11","4200000","1","0","0","0","2","0","0","0","2332800","60","0","5","(26)","(180)","(500010)","(120010)","5","(87)","(23500)","(500129)","(120114)","0","(0)","(0)","(0)","(0)","0","(0)","(0)","(0)","(0)"
"3000025","3000025","3000000","25","1375","98002102","1416618","0","98002202","1416620","0","0","0","0","0","0","0","1000025","0","0","1","2","2","31500000","1","11","11","6300000","1","0","0","0","2","0","0","0","2419200","60","0","5","(26)","(190)","(500010)","(120010)","5","(87)","(24500)","(500129)","(120114)","0","(0)","(0)","(0)","(0)","0","(0)","(0)","(0)","(0)"
"4000001","4000001","4000000","1","63","98005001","1416096","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","2000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(24)","(10)","(500009)","(120009)","0","(0)","(0)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000002","4000002","4000000","2","81","98005102","1416209","0","0","0","0","0","0","0","0","0","0","1000002","0","0","1","2","2","4000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(24)","(20)","(500009)","(120009)","0","(0)","(0)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000003","4000003","4000000","3","101","98005003","1416096","0","0","0","0","0","0","0","0","0","0","1000003","0","0","1","2","2","6000","1","0","0","0","1","0","0","0","1","0","0","0","230","60","0","5","(24)","(30)","(500009)","(120009)","0","(0)","(0)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000004","4000004","4000000","4","123","98005104","1416210","0","0","0","0","0","0","0","0","0","0","1000004","0","0","1","2","2","8000","1","11","11","1600","1","12","12","2400","1","0","0","0","1350","60","0","5","(24)","(40)","(500009)","(120009)","0","(0)","(0)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000005","4000005","4000000","5","147","98005005","1416096","0","0","0","0","0","0","0","0","0","0","1000005","0","0","1","2","2","12000","1","11","11","2400","1","12","12","3600","1","0","0","0","2700","60","0","5","(24)","(50)","(500009)","(120009)","0","(0)","(0)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000006","4000006","4000000","6","173","98005106","1416211","0","0","0","0","0","0","0","0","0","0","1000006","0","0","1","2","2","16000","1","11","11","3200","1","12","12","4800","1","0","0","0","8100","60","0","5","(24)","(50)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000007","4000007","4000000","7","201","98005007","1416096","0","0","0","0","0","0","0","0","0","0","1000007","0","0","1","2","2","24000","1","11","11","4800","1","12","12","7200","1","0","0","0","16200","60","0","5","(24)","(60)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000008","4000008","4000000","8","231","98005108","1416212","0","0","0","0","0","0","0","0","0","0","1000008","0","0","1","2","2","32000","1","11","11","6400","1","12","12","9600","1","0","0","0","27000","60","0","5","(24)","(60)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000009","4000009","4000000","9","262","98005009","1416096","0","0","0","0","0","0","0","0","0","0","1000009","0","0","1","2","2","44000","1","11","11","8800","1","12","12","13200","1","0","0","0","81000","60","0","5","(24)","(70)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000010","4000010","4000000","10","296","98005110","1416213","0","0","0","0","0","0","0","0","0","0","1000010","0","0","1","2","2","60000","1","11","11","12000","1","12","12","18000","1","0","0","0","162000","60","0","5","(24)","(70)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000011","4000011","4000000","11","331","98005011","1416096","0","98001012","1415102","0","0","0","0","0","0","0","1000011","0","0","1","2","2","90000","1","11","11","18000","1","12","12","27000","1","0","0","0","324000","60","0","5","(24)","(80)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000012","4000012","4000000","12","369","98005112","1416214","0","98001013","1415102","0","0","0","0","0","0","0","1000012","0","0","1","2","2","120000","1","11","11","24000","1","12","12","36000","1","0","0","0","648000","60","0","5","(24)","(80)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","0","(0)","(0)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000013","4000013","4000000","13","405","98005113","1416215","0","98001014","1415102","0","0","0","0","0","0","0","1000013","0","0","1","2","2","150000","1","11","11","30000","1","12","12","45000","1","0","0","0","1101600","60","0","5","(24)","(90)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000014","4000014","4000000","14","438","98005114","1416216","0","98001015","1415102","0","0","0","0","0","0","0","1000014","0","0","1","2","2","180000","1","11","11","36000","1","12","12","54000","1","0","0","0","1652400","60","0","5","(24)","(90)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000015","4000015","4000000","15","472","98005115","1416217","0","98001016","1415102","0","0","0","0","0","0","0","1000015","0","0","1","2","2","220000","1","11","11","44000","1","12","12","66000","1","0","0","0","2332800","60","0","5","(24)","(100)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000016","4000016","4000000","16","542","98005116","1416218","0","98001017","1415102","0","98005012","1415114","0","0","0","0","1000016","0","0","1","2","2","650000","1","11","11","130000","1","12","12","195000","1","0","0","0","2462400","60","0","5","(24)","(100)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000017","4000017","4000000","17","616","98005117","1416219","0","98001018","1415102","0","98005013","1415114","0","0","0","0","1000017","0","0","1","2","2","750000","1","11","11","150000","1","12","12","225000","1","0","0","0","2592000","60","0","5","(24)","(110)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000018","4000018","4000000","18","692","98005118","1416220","0","98005014","1416096","0","98001019","1415102","0","0","0","0","1000018","9000017","0","1","2","2","1500000","1","11","11","300000","1","12","12","450000","1","0","0","0","2721600","60","0","5","(24)","(120)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000019","4000019","4000000","19","770","98005119","1416221","0","98005015","1416096","0","98001020","1415102","0","0","0","0","1000019","9000018","0","1","2","2","2500000","1","11","11","500000","1","12","12","750000","1","0","0","0","2851200","60","0","5","(24)","(130)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000020","4000020","4000000","20","851","98005120","1416222","0","0","0","0","0","0","0","0","0","0","1000020","9000019","0","1","2","2","3750000","1","11","11","750000","1","12","12","1125000","1","0","0","0","2980800","60","0","5","(24)","(140)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000021","4000021","4000000","21","933","98005121","1416223","0","0","0","0","0","0","0","0","0","0","1000021","9000020","0","1","2","2","5000000","1","11","11","1000000","1","12","12","1500000","1","0","0","0","3110400","60","0","5","(24)","(150)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000022","4000022","4000000","22","1018","98005122","1416224","0","0","0","0","0","0","0","0","0","0","1000022","9000021","0","1","2","2","7500000","1","11","11","1500000","1","12","12","2250000","1","0","0","0","3240000","60","0","5","(24)","(160)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000023","4000023","4000000","23","1105","98005123","1416225","0","0","0","0","0","0","0","0","0","0","1000023","9000022","0","1","2","2","10000000","1","11","11","2000000","1","12","12","3000000","1","0","0","0","3369600","60","0","5","(24)","(170)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000024","4000024","4000000","24","1193","98005124","1416226","0","0","0","0","0","0","0","0","0","0","1000024","9000023","0","1","2","2","14000000","1","11","11","2800000","1","12","12","4200000","1","0","0","0","3499200","60","0","5","(24)","(180)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"4000025","4000025","4000000","25","1375","98005125","1416227","0","0","0","0","0","0","0","0","0","0","1000025","9000024","0","1","2","2","21000000","1","11","11","4200000","1","12","12","6300000","1","0","0","0","3628800","60","0","5","(24)","(190)","(500009)","(120009)","7","(2)","(1)","(5000098)","(230615101)","7","(1)","(1)","(5000099)","(230615301)","0","(0)","(0)","(0)","(0)"
"5000001","5000001","5000000","1","63","98006201","1416247","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","4000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(6)","(50)","(500005)","(120005)","5","(84)","(200)","(500092)","(120081)","5","(98)","(5000000)","(500048)","(120037)","5","(39)","(10)","(510039)","(120027)"
"5000002","5000002","5000000","2","81","98006102","1415163","0","0","0","0","0","0","0","0","0","0","1000002","0","0","1","2","2","8000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(6)","(100)","(500005)","(120005)","5","(84)","(400)","(500092)","(120081)","5","(98)","(5000000)","(500048)","(120037)","5","(39)","(20)","(510039)","(120027)"
"5000003","5000003","5000000","3","101","98006103","1415163","0","0","0","0","0","0","0","0","0","0","1000003","0","0","1","2","2","12000","1","0","0","0","1","0","0","0","1","0","0","0","150","60","0","5","(6)","(150)","(500005)","(120005)","5","(84)","(800)","(500092)","(120081)","5","(98)","(10000000)","(500048)","(120037)","5","(39)","(30)","(510039)","(120027)"
"5000004","5000004","5000000","4","123","98006104","1415163","0","0","0","0","0","0","0","0","0","0","1000004","0","0","1","2","2","16000","1","12","12","4800","1","0","0","0","1","0","0","0","900","60","0","5","(6)","(200)","(500005)","(120005)","5","(84)","(1000)","(500092)","(120081)","5","(98)","(10000000)","(500048)","(120037)","5","(39)","(40)","(510039)","(120027)"
"5000005","5000005","5000000","5","147","98006205","1416249","0","0","0","0","0","0","0","0","0","0","1000005","0","0","1","2","2","24000","1","12","12","7200","1","0","0","0","1","0","0","0","1800","60","0","5","(6)","(250)","(500005)","(120005)","5","(84)","(1200)","(500092)","(120081)","5","(98)","(15000000)","(500048)","(120037)","5","(39)","(50)","(510039)","(120027)"
"5000006","5000006","5000000","6","173","98006206","1416250","0","0","0","0","0","0","0","0","0","0","1000006","0","0","1","2","2","32000","1","12","12","9600","1","0","0","0","1","0","0","0","5400","60","0","5","(6)","(250)","(500005)","(120005)","5","(84)","(1400)","(500092)","(120081)","5","(98)","(15000000)","(500048)","(120037)","5","(39)","(50)","(510039)","(120027)"
"5000007","5000007","5000000","7","201","98006307","1416264","0","0","0","0","0","0","0","0","0","0","1000007","0","0","1","2","2","48000","1","12","12","14400","1","0","0","0","1","0","0","0","10800","60","0","5","(6)","(300)","(500005)","(120005)","5","(84)","(1600)","(500092)","(120081)","5","(98)","(20000000)","(500048)","(120037)","5","(39)","(60)","(510039)","(120027)"
"5000008","5000008","5000000","8","231","98006308","1416265","0","0","0","0","0","0","0","0","0","0","1000008","0","0","1","2","2","64000","1","12","12","19200","1","0","0","0","1","0","0","0","18000","60","0","5","(6)","(300)","(500005)","(120005)","5","(84)","(1800)","(500092)","(120081)","5","(98)","(20000000)","(500048)","(120037)","5","(39)","(60)","(510039)","(120027)"
"5000009","5000009","5000000","9","262","98006409","1416279","0","0","0","0","0","0","0","0","0","0","1000009","0","0","1","2","2","88000","1","12","12","26400","1","0","0","0","1","0","0","0","54000","60","0","5","(6)","(350)","(500005)","(120005)","5","(84)","(2000)","(500092)","(120081)","5","(98)","(30000000)","(500048)","(120037)","5","(39)","(70)","(510039)","(120027)"
"5000010","5000010","5000000","10","296","98006210","1416251","0","0","0","0","0","0","0","0","0","0","1000010","0","0","1","2","2","120000","1","12","12","36000","1","0","0","0","1","0","0","0","108000","60","0","5","(6)","(350)","(500005)","(120005)","5","(84)","(2200)","(500092)","(120081)","5","(98)","(30000000)","(500048)","(120037)","5","(39)","(70)","(510039)","(120027)"
"5000011","5000011","5000000","11","331","98006211","1416252","0","0","0","0","0","0","0","0","0","0","1000011","0","0","1","2","2","180000","1","12","12","54000","1","0","0","0","1","0","0","0","216000","60","0","5","(6)","(400)","(500005)","(120005)","5","(84)","(2400)","(500092)","(120081)","5","(98)","(40000000)","(500048)","(120037)","5","(39)","(80)","(510039)","(120027)"
"5000012","5000012","5000000","12","369","98006312","1416266","0","0","0","0","0","0","0","0","0","0","1000012","0","0","1","2","2","240000","1","12","12","72000","1","0","0","0","1","0","0","0","432000","60","0","5","(6)","(400)","(500005)","(120005)","5","(84)","(2600)","(500092)","(120081)","5","(98)","(40000000)","(500048)","(120037)","5","(39)","(80)","(510039)","(120027)"
"5000013","5000013","5000000","13","405","98006313","1416267","0","0","0","0","0","0","0","0","0","0","1000013","0","0","1","2","2","300000","1","12","12","90000","1","0","0","0","1","0","0","0","734400","60","0","5","(6)","(450)","(500005)","(120005)","5","(84)","(2800)","(500092)","(120081)","5","(98)","(45000000)","(500048)","(120037)","5","(39)","(90)","(510039)","(120027)"
"5000014","5000014","5000000","14","438","98006414","1416281","0","0","0","0","0","0","0","0","0","0","1000014","0","0","1","2","2","360000","1","12","12","108000","1","0","0","0","1","0","0","0","1101600","60","0","5","(6)","(450)","(500005)","(120005)","5","(84)","(3000)","(500092)","(120081)","5","(98)","(45000000)","(500048)","(120037)","5","(39)","(90)","(510039)","(120027)"
"5000015","5000015","5000000","15","472","98006415","1416282","0","0","0","0","0","0","0","0","0","0","1000015","0","0","1","2","2","440000","1","12","12","132000","1","0","0","0","1","0","0","0","1555200","60","0","5","(6)","(500)","(500005)","(120005)","5","(84)","(3200)","(500092)","(120081)","5","(98)","(50000000)","(500048)","(120037)","5","(39)","(100)","(510039)","(120027)"
"5000016","5000016","5000000","16","542","98006504","1416302","0","98006604","1416402","0","98006704","1416502","0","0","0","0","1000016","0","0","1","2","2","975000","1","12","12","292500","1","0","0","0","1","0","0","0","1641600","60","0","5","(6)","(500)","(500005)","(120005)","5","(84)","(3400)","(500092)","(120081)","5","(98)","(50000000)","(500048)","(120037)","5","(39)","(100)","(510039)","(120027)"
"5000017","5000017","5000000","17","616","98006317","1416270","0","98006417","1416284","0","98006212","1416256","0","0","0","0","1000017","0","0","1","2","2","1125000","1","12","12","337500","1","0","0","0","1","0","0","0","1728000","60","0","5","(6)","(550)","(500005)","(120005)","5","(84)","(3600)","(500092)","(120081)","5","(98)","(55000000)","(500048)","(120037)","5","(39)","(110)","(510039)","(120027)"
"5000018","5000018","5000000","18","692","98006505","1416303","0","98006605","1416403","0","98006707","1416504","0","0","0","0","1000018","0","0","1","2","2","2250000","1","12","12","675000","1","0","0","0","1","0","0","0","1814400","60","0","5","(6)","(600)","(500005)","(120005)","5","(84)","(3800)","(500092)","(120081)","5","(98)","(55000000)","(500048)","(120037)","5","(39)","(120)","(510039)","(120027)"
"5000019","5000019","5000000","19","770","98006213","1416257","0","98006318","1416271","0","98006418","1416286","0","0","0","0","1000019","0","0","1","2","2","3750000","1","12","12","1125000","1","0","0","0","1","0","0","0","1900800","60","0","5","(6)","(650)","(500005)","(120005)","5","(84)","(4000)","(500092)","(120081)","5","(98)","(60000000)","(500048)","(120037)","5","(39)","(130)","(510039)","(120027)"
"5000020","5000020","5000000","20","851","98006506","1416304","0","98006606","1416404","0","98006708","1416505","0","0","0","0","1000020","0","0","1","2","2","5625000","1","12","12","1687500","1","0","0","0","1","0","0","0","1987200","60","0","5","(6)","(700)","(500005)","(120005)","5","(84)","(4200)","(500092)","(120081)","5","(98)","(60000000)","(500048)","(120037)","5","(39)","(140)","(510039)","(120027)"
"5000021","5000021","5000000","21","933","98006214","1416258","0","98006319","1416273","0","98006419","1416287","0","0","0","0","1000021","0","0","1","2","2","7500000","1","12","12","2250000","1","0","0","0","1","0","0","0","2073600","60","0","5","(6)","(750)","(500005)","(120005)","5","(84)","(4400)","(500092)","(120081)","5","(98)","(65000000)","(500048)","(120037)","5","(39)","(150)","(510039)","(120027)"
"5000022","5000022","5000000","22","1018","98006507","1416305","0","98006607","1416405","0","98006709","1416506","0","0","0","0","1000022","0","0","1","2","2","11250000","1","12","12","3375000","1","0","0","0","1","0","0","0","2160000","60","0","5","(6)","(800)","(500005)","(120005)","5","(84)","(4600)","(500092)","(120081)","5","(98)","(65000000)","(500048)","(120037)","5","(39)","(160)","(510039)","(120027)"
"5000023","5000023","5000000","23","1105","98006215","1416259","0","98006320","1416274","0","98006420","1416288","0","0","0","0","1000023","0","0","1","2","2","15000000","1","12","12","4500000","1","0","0","0","1","0","0","0","2246400","60","0","5","(6)","(850)","(500005)","(120005)","5","(84)","(4800)","(500092)","(120081)","5","(98)","(70000000)","(500048)","(120037)","5","(39)","(170)","(510039)","(120027)"
"5000024","5000024","5000000","24","1193","98006508","1416306","0","98006608","1416406","0","98006710","1416507","0","0","0","0","1000024","0","0","1","2","2","21000000","1","12","12","6300000","1","0","0","0","1","0","0","0","2332800","60","0","5","(6)","(900)","(500005)","(120005)","5","(84)","(5000)","(500092)","(120081)","5","(98)","(70000000)","(500048)","(120037)","5","(39)","(180)","(510039)","(120027)"
"5000025","5000025","5000000","25","1375","98006216","1416260","0","98006321","1416628","0","98006421","1416627","0","0","0","0","1000025","0","0","1","2","2","31500000","1","12","12","9450000","1","0","0","0","1","0","0","0","2419200","60","0","5","(6)","(950)","(500005)","(120005)","5","(84)","(5200)","(500092)","(120081)","5","(98)","(75000000)","(500048)","(120037)","5","(39)","(190)","(510039)","(120027)"
"6000001","6000001","6000000","1","125","0","0","0","0","0","0","0","0","0","0","0","0","1000001","0","0","1","2","2","5000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(82)","(500)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(1)","(0)","(500167)","(3900011)","5","(38)","(10)","(510038)","(120026)"
"6000002","6000002","6000000","2","161","98008102","1416118","0","0","0","0","0","0","0","0","0","0","1000002","0","0","1","2","2","10000","1","0","0","0","1","0","0","0","1","0","0","0","3","60","0","5","(82)","(600)","(500091)","(120080)","6","(5000119)","(1)","(500030)","(120030)","2","(1)","(0)","(500167)","(3900011)","5","(38)","(20)","(510038)","(120026)"
"6000003","6000003","6000000","3","201","98008003","1415191","0","0","0","0","0","0","0","0","0","0","1000003","0","0","1","2","2","15000","1","0","0","0","1","0","0","0","1","0","0","0","230","60","0","5","(82)","(700)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(2)","(0)","(500167)","(3900011)","5","(38)","(30)","(510038)","(120026)"
"6000004","6000004","6000000","4","245","98008104","1416118","0","0","0","0","0","0","0","0","0","0","1000004","0","0","1","2","2","20000","1","12","12","6000","1","11","11","4000","1","0","0","0","1350","60","0","5","(82)","(800)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(2)","(0)","(500167)","(3900011)","5","(38)","(40)","(510038)","(120026)"
"6000005","6000005","6000000","5","293","98008005","1415192","0","0","0","0","0","0","0","0","0","0","1000005","0","0","1","2","2","30000","1","12","12","9000","1","11","11","6000","1","0","0","0","2700","60","0","5","(82)","(1000)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(3)","(0)","(500167)","(3900011)","5","(38)","(50)","(510038)","(120026)"
"6000006","6000006","6000000","6","346","98008106","1416118","0","0","0","0","0","0","0","0","0","0","1000006","2000005","3000005","1","2","2","40000","1","12","12","12000","1","11","11","8000","1","0","0","0","8100","60","0","5","(82)","(1200)","(500091)","(120080)","6","(5000120)","(1)","(500030)","(120030)","2","(3)","(0)","(500167)","(3900011)","5","(38)","(50)","(510038)","(120026)"
"6000007","6000007","6000000","7","402","98008007","1415193","0","0","0","0","0","0","0","0","0","0","1000007","2000006","3000006","1","2","2","60000","1","12","12","18000","1","11","11","12000","1","0","0","0","16200","60","0","5","(82)","(1400)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(4)","(0)","(500167)","(3900011)","5","(38)","(60)","(510038)","(120026)"
"6000008","6000008","6000000","8","461","98008108","1416118","0","0","0","0","0","0","0","0","0","0","1000008","2000007","3000007","1","2","2","80000","1","12","12","24000","1","11","11","16000","1","0","0","0","27000","60","0","5","(82)","(1600)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(4)","(0)","(500167)","(3900011)","5","(38)","(60)","(510038)","(120026)"
"6000009","6000009","6000000","9","524","98008009","1415194","0","0","0","0","0","0","0","0","0","0","1000009","2000008","3000008","1","2","2","110000","1","12","12","33000","1","11","11","22000","1","0","0","0","81000","60","0","5","(82)","(1800)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(5)","(0)","(500167)","(3900011)","5","(38)","(70)","(510038)","(120026)"
"6000010","6000010","6000000","10","591","98008110","1416118","0","0","0","0","0","0","0","0","0","0","1000010","2000009","3000009","1","2","2","150000","1","12","12","45000","1","11","11","30000","1","0","0","0","162000","60","0","5","(82)","(2000)","(500091)","(120080)","6","(5000121)","(1)","(500030)","(120030)","2","(5)","(0)","(500167)","(3900011)","5","(38)","(70)","(510038)","(120026)"
"6000011","6000011","6000000","11","662","98008011","1415195","0","98001012","1415102","0","0","0","0","0","0","0","1000011","2000010","3000010","1","2","2","225000","1","12","12","67500","1","11","11","45000","1","0","0","0","324000","60","0","5","(82)","(2400)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(6)","(0)","(500167)","(3900011)","5","(38)","(80)","(510038)","(120026)"
"6000012","6000012","6000000","12","738","98008112","1416118","0","98001013","1415102","0","0","0","0","0","0","0","1000012","2000011","3000011","1","2","2","300000","1","12","12","90000","1","11","11","60000","1","0","0","0","648000","60","0","5","(82)","(2800)","(500091)","(120080)","6","(5000122)","(1)","(500030)","(120030)","2","(6)","(0)","(500167)","(3900011)","5","(38)","(80)","(510038)","(120026)"
"6000013","6000013","6000000","13","809","98008013","1415196","0","98001014","1415102","0","0","0","0","0","0","0","1000013","2000012","3000012","1","2","2","375000","1","12","12","112500","1","11","11","75000","1","0","0","0","1101600","60","0","5","(82)","(3000)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(7)","(0)","(500167)","(3900011)","5","(38)","(90)","(510038)","(120026)"
"6000014","6000014","6000000","14","875","98008014","1415197","0","98008015","1415198","0","98001015","1415102","0","0","0","0","1000014","2000013","3000013","1","2","2","450000","1","12","12","135000","1","11","11","90000","1","0","0","0","1652400","60","0","5","(82)","(3200)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(7)","(0)","(500167)","(3900011)","5","(38)","(90)","(510038)","(120026)"
"6000015","6000015","6000000","15","943","98008016","1415244","0","98008017","1415245","0","98001016","1415102","0","0","0","0","1000015","2000014","3000014","1","2","2","550000","1","12","12","165000","1","11","11","110000","1","0","0","0","2332800","60","0","5","(82)","(3600)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(8)","(0)","(500167)","(3900011)","5","(38)","(100)","(510038)","(120026)"
"6000016","6000016","6000000","16","1084","98008018","1415260","0","98008019","1415261","0","98001017","1415102","0","0","0","0","1000016","2000015","3000015","1","2","2","650000","1","12","12","195000","1","11","11","130000","1","0","0","0","2462400","60","0","5","(82)","(4000)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(8)","(0)","(500167)","(3900011)","5","(38)","(100)","(510038)","(120026)"
"6000017","6000017","6000000","17","1231","98008020","1415262","0","98001018","1415102","0","0","0","0","0","0","0","1000017","2000016","3000016","1","2","2","750000","1","12","12","225000","1","11","11","150000","1","0","0","0","2592000","60","0","5","(82)","(4400)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(9)","(0)","(500167)","(3900011)","5","(38)","(110)","(510038)","(120026)"
"6000018","6000018","6000000","18","1383","98008021","1415260","0","98008022","1415262","0","98001019","1415102","0","0","0","0","1000018","2000017","3000017","1","2","2","1500000","1","12","12","450000","1","11","11","300000","1","0","0","0","2721600","60","0","5","(82)","(4800)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(9)","(0)","(500167)","(3900011)","5","(38)","(120)","(510038)","(120026)"
"6000019","6000019","6000000","19","1539","98008023","1415268","0","98001020","1415102","0","0","0","0","0","0","0","1000019","2000018","3000018","1","2","2","2500000","1","12","12","750000","1","11","11","500000","1","0","0","0","2851200","60","0","5","(82)","(5200)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(10)","(0)","(500167)","(3900011)","5","(38)","(130)","(510038)","(120026)"
"6000020","6000020","6000000","20","1701","98008024","1415262","0","98008025","1415268","0","0","0","0","0","0","0","1000020","2000019","3000019","1","2","2","3750000","1","12","12","1125000","1","11","11","750000","1","0","0","0","2980800","60","0","5","(82)","(5600)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(10)","(0)","(500167)","(3900011)","5","(38)","(140)","(510038)","(120026)"
"6000021","6000021","6000000","21","1866","98008026","1415287","0","0","0","0","0","0","0","0","0","0","1000021","2000020","3000020","1","2","2","5000000","1","12","12","1500000","1","11","11","1000000","1","0","0","0","3110400","60","0","5","(82)","(6000)","(500091)","(120080)","6","(0)","(0)","(500030)","(120030)","2","(11)","(0)","(500167)","(3900011)","5","(38)","(150)","(510038)","(120026)"
