"Name","RandomGetId","OpenEffect","ItemId","MainType","RewardProbability","RewardType","RewardId","RewardValue","xdracoProbability"
"749000","749000","0","573000","0","90000","1","(908200001,908200001,908200001,908200001,908200001,908200001)","1","0"
"749001","749001","0","573000","0","10000","1","(908200002,908200002,908200002,908200002,908200002,908200002)","1","0"
"750000","750000","0","574000","0","90000","1","(908200002,908200002,908200002,908200002,908200002,908200002)","1","0"
"750001","750001","0","574000","0","10000","1","(908200003,908200003,908200003,908200003,908200003,908200003)","1","0"
"751000","751000","0","575000","0","90000","1","(908200003,908200003,908200003,908200003,908200003,908200003)","1","0"
"751001","751001","0","575000","0","10000","1","(908200004,908200004,908200004,908200004,908200004,908200004)","1","0"
"752000","752000","0","576000","0","4348","1","(230120001,230120001,230120001,230120001,230120001,230120001)","1","0"
"752001","752001","0","576000","0","4348","1","(230120002,230120002,230120002,230120002,230120002,230120002)","1","0"
"752002","752002","0","576000","0","4348","1","(230120003,230120003,230120003,230120003,230120003,230120003)","1","0"
"752003","752003","0","576000","0","4348","1","(230120004,230120004,230120004,230120004,230120004,230120004)","1","0"
"752004","752004","0","576000","0","4348","1","(230120005,230120005,230120005,230120005,230120005,230120005)","1","0"
"752005","752005","0","576000","0","4348","1","(230120006,230120006,230120006,230120006,230120006,230120006)","1","0"
"752006","752006","0","576000","0","4348","1","(230120007,230120007,230120007,230120007,230120007,230120007)","1","0"
"752007","752007","0","576000","0","4348","1","(230120008,230120008,230120008,230120008,230120008,230120008)","1","0"
"752008","752008","0","576000","0","4348","1","(230120009,230120009,230120009,230120009,230120009,230120009)","1","0"
"752009","752009","0","576000","0","4348","1","(230120010,230120010,230120010,230120010,230120010,230120010)","1","0"
"752010","752010","0","576000","0","4348","1","(230120011,230120011,230120011,230120011,230120011,230120011)","1","0"
"752011","752011","0","576000","0","4348","1","(230120012,230120012,230120012,230120012,230120012,230120012)","1","0"
"752012","752012","0","576000","0","4348","1","(230120013,230120013,230120013,230120013,230120013,230120013)","1","0"
"752013","752013","0","576000","0","4348","1","(230120014,230120014,230120014,230120014,230120014,230120014)","1","0"
"752014","752014","0","576000","0","4348","1","(230120015,230120015,230120015,230120015,230120015,230120015)","1","0"
"752015","752015","0","576000","0","4348","1","(230120016,230120016,230120016,230120016,230120016,230120016)","1","0"
"752016","752016","0","576000","0","4348","1","(230120017,230120017,230120017,230120017,230120017,230120017)","1","0"
"752017","752017","0","576000","0","4348","1","(230120018,230120018,230120018,230120018,230120018,230120018)","1","0"
"752018","752018","0","576000","0","4348","1","(230120019,230120019,230120019,230120019,230120019,230120019)","1","0"
"752019","752019","0","576000","0","4347","1","(230120020,230120020,230120020,230120020,230120020,230120020)","1","0"
"752020","752020","0","576000","0","4347","1","(230120021,230120021,230120021,230120021,230120021,230120021)","1","0"
"752021","752021","0","576000","0","4347","1","(230120022,230120022,230120022,230120022,230120022,230120022)","1","0"
"752022","752022","0","576000","0","4347","1","(230120023,230120023,230120023,230120023,230120023,230120023)","1","0"
"753000","753000","0","577000","0","4340","1","(230120001,230120001,230120001,230120001,230120001,230120001)","1","0"
"753001","753001","0","577000","0","4340","1","(230120002,230120002,230120002,230120002,230120002,230120002)","1","0"
"753002","753002","0","577000","0","4340","1","(230120003,230120003,230120003,230120003,230120003,230120003)","1","0"
"753003","753003","0","577000","0","4339","1","(230120004,230120004,230120004,230120004,230120004,230120004)","1","0"
"753004","753004","0","577000","0","4339","1","(230120005,230120005,230120005,230120005,230120005,230120005)","1","0"
"753005","753005","0","577000","0","4339","1","(230120006,230120006,230120006,230120006,230120006,230120006)","1","0"
"753006","753006","0","577000","0","4339","1","(230120007,230120007,230120007,230120007,230120007,230120007)","1","0"
"753007","753007","0","577000","0","4339","1","(230120008,230120008,230120008,230120008,230120008,230120008)","1","0"
"753008","753008","0","577000","0","4339","1","(230120009,230120009,230120009,230120009,230120009,230120009)","1","0"
"753009","753009","0","577000","0","4339","1","(230120010,230120010,230120010,230120010,230120010,230120010)","1","0"
"753010","753010","0","577000","0","4339","1","(230120011,230120011,230120011,230120011,230120011,230120011)","1","0"
"753011","753011","0","577000","0","4339","1","(230120012,230120012,230120012,230120012,230120012,230120012)","1","0"
"753012","753012","0","577000","0","4339","1","(230120013,230120013,230120013,230120013,230120013,230120013)","1","0"
"753013","753013","0","577000","0","4339","1","(230120014,230120014,230120014,230120014,230120014,230120014)","1","0"
"753014","753014","0","577000","0","4339","1","(230120015,230120015,230120015,230120015,230120015,230120015)","1","0"
"753015","753015","0","577000","0","4339","1","(230120016,230120016,230120016,230120016,230120016,230120016)","1","0"
"753016","753016","0","577000","0","4339","1","(230120017,230120017,230120017,230120017,230120017,230120017)","1","0"
"753017","753017","0","577000","0","4339","1","(230120018,230120018,230120018,230120018,230120018,230120018)","1","0"
"753018","753018","0","577000","0","4339","1","(230120019,230120019,230120019,230120019,230120019,230120019)","1","0"
"753019","753019","0","577000","0","4339","1","(230120020,230120020,230120020,230120020,230120020,230120020)","1","0"
"753020","753020","0","577000","0","4339","1","(230120021,230120021,230120021,230120021,230120021,230120021)","1","0"
"753021","753021","0","577000","0","4339","1","(230120022,230120022,230120022,230120022,230120022,230120022)","1","0"
"753022","753022","0","577000","0","4339","1","(230120023,230120023,230120023,230120023,230120023,230120023)","1","0"
"753023","753023","0","577000","0","50","1","(230120024,230120024,230120024,230120024,230120024,230120024)","1","0"
"753024","753024","0","577000","0","50","1","(230120025,230120025,230120025,230120025,230120025,230120025)","1","0"
"753025","753025","0","577000","0","50","1","(230120026,230120026,230120026,230120026,230120026,230120026)","1","0"
"753026","753026","0","577000","0","50","1","(230120027,230120027,230120027,230120027,230120027,230120027)","1","0"
"754000","754000","0","578000","0","8334","1","(230120101,230120101,230120101,230120101,230120101,230120101)","1","0"
"754001","754001","0","578000","0","8334","1","(230120102,230120102,230120102,230120102,230120102,230120102)","1","0"
"754002","754002","0","578000","0","8334","1","(230120103,230120103,230120103,230120103,230120103,230120103)","1","0"
"754003","754003","0","578000","0","8334","1","(230120104,230120104,230120104,230120104,230120104,230120104)","1","0"
"754004","754004","0","578000","0","8333","1","(230120105,230120105,230120105,230120105,230120105,230120105)","1","0"
"754005","754005","0","578000","0","8333","1","(230120106,230120106,230120106,230120106,230120106,230120106)","1","0"
"754006","754006","0","578000","0","8333","1","(230120107,230120107,230120107,230120107,230120107,230120107)","1","0"
"754007","754007","0","578000","0","8333","1","(230120108,230120108,230120108,230120108,230120108,230120108)","1","0"
"754008","754008","0","578000","0","8333","1","(230120109,230120109,230120109,230120109,230120109,230120109)","1","0"
"754009","754009","0","578000","0","8333","1","(230120110,230120110,230120110,230120110,230120110,230120110)","1","0"
"754010","754010","0","578000","0","8333","1","(230120111,230120111,230120111,230120111,230120111,230120111)","1","0"
"754011","754011","0","578000","0","8333","1","(230120112,230120112,230120112,230120112,230120112,230120112)","1","0"
"755000","755000","0","579000","0","8317","1","(230120101,230120101,230120101,230120101,230120101,230120101)","1","0"
"755001","755001","0","579000","0","8317","1","(230120102,230120102,230120102,230120102,230120102,230120102)","1","0"
"755002","755002","0","579000","0","8317","1","(230120103,230120103,230120103,230120103,230120103,230120103)","1","0"
"755003","755003","0","579000","0","8317","1","(230120104,230120104,230120104,230120104,230120104,230120104)","1","0"
"755004","755004","0","579000","0","8317","1","(230120105,230120105,230120105,230120105,230120105,230120105)","1","0"
"755005","755005","0","579000","0","8317","1","(230120106,230120106,230120106,230120106,230120106,230120106)","1","0"
"755006","755006","0","579000","0","8317","1","(230120107,230120107,230120107,230120107,230120107,230120107)","1","0"
"755007","755007","0","579000","0","8317","1","(230120108,230120108,230120108,230120108,230120108,230120108)","1","0"
"755008","755008","0","579000","0","8316","1","(230120109,230120109,230120109,230120109,230120109,230120109)","1","0"
"755009","755009","0","579000","0","8316","1","(230120110,230120110,230120110,230120110,230120110,230120110)","1","0"
"755010","755010","0","579000","0","8316","1","(230120111,230120111,230120111,230120111,230120111,230120111)","1","0"
"755011","755011","0","579000","0","8316","1","(230120112,230120112,230120112,230120112,230120112,230120112)","1","0"
"755012","755012","0","579000","0","50","1","(230120113,230120113,230120113,230120113,230120113,230120113)","1","0"
"755013","755013","0","579000","0","50","1","(230120114,230120114,230120114,230120114,230120114,230120114)","1","0"
"755014","755014","0","579000","0","50","1","(230120115,230120115,230120115,230120115,230120115,230120115)","1","0"
"755015","755015","0","579000","0","50","1","(230120116,230120116,230120116,230120116,230120116,230120116)","1","0"
"756000","756000","0","580000","0","5000","1","(1707200001,1707200001,1707200001,1707200001,1707200001,1707200001)","1","0"
"756001","756001","0","580000","0","15000","1","(1707200001,1707200001,1707200001,1707200001,1707200001,1707200001)","2","0"
"756002","756002","0","580000","0","30000","1","(1707200001,1707200001,1707200001,1707200001,1707200001,1707200001)","5","0"
"756003","756003","0","580000","0","30000","1","(1707200001,1707200001,1707200001,1707200001,1707200001,1707200001)","10","0"
"756004","756004","0","580000","0","10000","1","(1707200001,1707200001,1707200001,1707200001,1707200001,1707200001)","15","0"
"756005","756005","0","580000","0","6500","1","(1707200002,1707200002,1707200002,1707200002,1707200002,1707200002)","1","0"
"756006","756006","0","580000","0","2000","1","(1707200002,1707200002,1707200002,1707200002,1707200002,1707200002)","2","0"
"756007","756007","0","580000","0","1000","1","(1707200002,1707200002,1707200002,1707200002,1707200002,1707200002)","5","0"
"756008","756008","0","580000","0","500","1","(1707200002,1707200002,1707200002,1707200002,1707200002,1707200002)","10","0"
"757000","757000","0","581000","0","4000","1","(210210073,210210073,210210073,210210073,210210073,210210073)","1","0"
"757001","757001","0","581000","0","4000","1","(210210074,210210074,210210074,210210074,210210074,210210074)","1","0"
"757002","757002","0","581000","0","4000","1","(210210075,210210075,210210075,210210075,210210075,210210075)","1","0"
"757003","757003","0","581000","0","4000","1","(210210076,210210076,210210076,210210076,210210076,210210076)","1","0"
"757004","757004","0","581000","0","4000","1","(210210077,210210077,210210077,210210077,210210077,210210077)","1","0"
"757005","757005","0","581000","0","4000","1","(210210078,210210078,210210078,210210078,210210078,210210078)","1","0"
"757006","757006","0","581000","0","4000","1","(210210079,210210079,210210079,210210079,210210079,210210079)","1","0"
"757007","757007","0","581000","0","4000","1","(210210080,210210080,210210080,210210080,210210080,210210080)","1","0"
"757008","757008","0","581000","0","4000","1","(210210081,210210081,210210081,210210081,210210081,210210081)","1","0"
"757009","757009","0","581000","0","4000","1","(210210082,210210082,210210082,210210082,210210082,210210082)","1","0"
"757010","757010","0","581000","0","4000","1","(210210083,210210083,210210083,210210083,210210083,210210083)","1","0"
"757011","757011","0","581000","0","4000","1","(210210084,210210084,210210084,210210084,210210084,210210084)","1","0"
"757012","757012","0","581000","0","4000","1","(210210085,210210085,210210085,210210085,210210085,210210085)","1","0"
"757013","757013","0","581000","0","4000","1","(210210086,210210086,210210086,210210086,210210086,210210086)","1","0"
"757014","757014","0","581000","0","4000","1","(210210087,210210087,210210087,210210087,210210087,210210087)","1","0"
"757015","757015","0","581000","0","4000","1","(210210088,210210088,210210088,210210088,210210088,210210088)","1","0"
"757016","757016","0","581000","0","4000","1","(210210089,210210089,210210089,210210089,210210089,210210089)","1","0"
"757017","757017","0","581000","0","4000","1","(210210090,210210090,210210090,210210090,210210090,210210090)","1","0"
"757018","757018","0","581000","0","4000","1","(210210091,210210091,210210091,210210091,210210091,210210091)","1","0"
"757019","757019","0","581000","0","4000","1","(210210092,210210092,210210092,210210092,210210092,210210092)","1","0"
"757020","757020","0","581000","0","4000","1","(210210093,210210093,210210093,210210093,210210093,210210093)","1","0"
"757021","757021","0","581000","0","4000","1","(210210094,210210094,210210094,210210094,210210094,210210094)","1","0"
"757022","757022","0","581000","0","4000","1","(210210095,210210095,210210095,210210095,210210095,210210095)","1","0"
"757023","757023","0","581000","0","4000","1","(210210096,210210096,210210096,210210096,210210096,210210096)","1","0"
"757024","757024","0","581000","0","4000","1","(210210100,210210100,210210100,210210100,210210100,210210100)","1","0"
"759000","759000","0","583000","0","10","1","(907200003,907200003,907200003,907200003,907200003,907200003)","1","0"
"759001","759001","0","583000","0","10","1","(906200003,906200003,906200003,906200003,906200003,906200003)","1","0"
"759002","759002","0","583000","0","10","1","(908200003,908200003,908200003,908200003,908200003,908200003)","1","0"
"759003","759003","0","583000","0","40","1","(903200003,903200003,903200003,903200003,903200003,903200003)","1","0"
"759004","759004","0","583000","0","40","1","(904200003,904200003,904200003,904200003,904200003,904200003)","1","0"
"759005","759005","0","583000","0","40","1","(905200003,905200003,905200003,905200003,905200003,905200003)","1","0"
"759006","759006","0","583000","0","40","1","(602200703,602200703,602200703,602200703,602200703,602200703)","1","0"
"759007","759007","0","583000","0","9500","1","(602200602,602200602,602200602,602200602,602200602,602200602)","1","0"
"759008","759008","0","583000","0","9500","1","(602200601,602200601,602200601,602200601,602200601,602200601)","1","0"
"759009","759009","0","583000","0","9500","1","(602200603,602200603,602200603,602200603,602200603,602200603)","1","0"
"759010","759010","0","583000","0","9500","1","(602200604,602200604,602200604,602200604,602200604,602200604)","1","0"
"759011","759011","0","583000","0","9500","1","(602200605,602200605,602200605,602200605,602200605,602200605)","1","0"
"759012","759012","0","583000","0","7310","1","(602200613,602200613,602200613,602200613,602200613,602200613)","1","0"
"759013","759013","0","583000","0","9500","1","(602200609,602200609,602200609,602200609,602200609,602200609)","1","0"
"759014","759014","0","583000","0","9500","1","(602200610,602200610,602200610,602200610,602200610,602200610)","1","0"
"759015","759015","0","583000","0","1500","1","(502920002,502920002,502920002,502920002,502920002,502920002)","1","0"
"759016","759016","0","583000","0","3500","1","(502920001,502920001,502920001,502920001,502920001,502920001)","1","0"
"759017","759017","0","583000","0","4000","1","(508200003,508200003,508200003,508200003,508200003,508200003)","1","0"
"759018","759018","0","583000","0","7000","1","(902200102,902200102,902200102,902200102,902200102,902200102)","100","0"
"759019","759019","0","583000","0","7000","1","(901200402,901200402,901200402,901200402,901200402,901200402)","100","0"
"759020","759020","0","583000","0","1000","1","(606201349,606201349,606201349,606201349,606201349,606201349)","1","0"
"759021","759021","0","583000","0","1000","1","(606201345,606201345,606201345,606201345,606201345,606201345)","1","0"
"759022","759022","0","583000","0","1000","1","(606201341,606201341,606201341,606201341,606201341,606201341)","1","0"
