"Name","ItemId","AddRandomOptionRatio01","AddRandomOptionRatio02","BattlePoint","LuxuryType","LuxuryID","LuxurySubID","DisplayObjectId","DisplayIconId","WonderBuffId"
"304105027","304105027","0","0","0","0","0","0","300999001","330304526","9000025"
"304105028","304105028","0","0","0","0","0","0","300999001","330304526","9000025"
"304105029","304105029","0","0","0","0","0","0","300999001","330304526","9000025"
"401101026","401101026","0","0","0","0","0","0","300999001","330401126","9000035"
"401101027","401101027","0","0","0","0","0","0","300999001","330401126","9000035"
"401101028","401101028","0","0","0","0","0","0","300999001","330401126","9000035"
"401101029","401101029","0","0","0","0","0","0","300999001","330401126","9000035"
"404101024","404101024","0","0","0","0","0","0","300999001","330404106","9000035"
"404101025","404101025","0","0","0","0","0","0","300999001","330404106","9000035"
"404101026","404101026","0","0","0","0","0","0","300999001","330404106","9000035"
"404101027","404101027","0","0","0","0","0","0","300999001","330404106","9000035"
"402101026","402101026","0","0","0","0","0","0","300999001","330402126","9000035"
"402101027","402101027","0","0","0","0","0","0","300999001","330402126","9000035"
"402101028","402101028","0","0","0","0","0","0","300999001","330402126","9000035"
"402101029","402101029","0","0","0","0","0","0","300999001","330402126","9000035"
"403101026","403101026","0","0","0","0","0","0","300999001","330403126","9000035"
"403101027","403101027","0","0","0","0","0","0","300999001","330403126","9000035"
"403101028","403101028","0","0","0","0","0","0","300999001","330403126","9000035"
"403101029","403101029","0","0","0","0","0","0","300999001","330403126","9000035"
"200101018","200101018","0","0","0","0","0","0","300999001","330201118","9000014"
"200101020","200101020","0","0","0","0","0","0","300999001","330201118","9000014"
"200101022","200101022","0","0","0","0","0","0","300999001","330201118","9000014"
"200101024","200101024","0","0","0","0","0","0","300999001","330201118","9000014"
"200101019","200101019","0","0","0","0","0","0","300999001","330201119","9000014"
"200101021","200101021","0","0","0","0","0","0","300999001","330201119","9000014"
"200101023","200101023","0","0","0","0","0","0","300999001","330201119","9000014"
"200101025","200101025","0","0","0","0","0","0","300999001","330201119","9000014"
"301101018","301101018","0","0","0","0","0","0","300999001","330301120","9000024"
"301101020","301101020","0","0","0","0","0","0","300999001","330301120","9000024"
"301101022","301101022","0","0","0","0","0","0","300999001","330301120","9000024"
"301101024","301101024","0","0","0","0","0","0","300999001","330301120","9000024"
"301101019","301101019","0","0","0","0","0","0","300999001","330301121","9000024"
"301101021","301101021","0","0","0","0","0","0","300999001","330301121","9000024"
"301101023","301101023","0","0","0","0","0","0","300999001","330301121","9000024"
"301101025","301101025","0","0","0","0","0","0","300999001","330301121","9000024"
"302101018","302101018","0","0","0","0","0","0","300999001","330302120","9000024"
"302101020","302101020","0","0","0","0","0","0","300999001","330302120","9000024"
"302101022","302101022","0","0","0","0","0","0","300999001","330302120","9000024"
"302101024","302101024","0","0","0","0","0","0","300999001","330302120","9000024"
"302101019","302101019","0","0","0","0","0","0","300999001","330302121","9000024"
"302101021","302101021","0","0","0","0","0","0","300999001","330302121","9000024"
"302101023","302101023","0","0","0","0","0","0","300999001","330302121","9000024"
"302101025","302101025","0","0","0","0","0","0","300999001","330302121","9000024"
"303101018","303101018","0","0","0","0","0","0","300999001","330303120","9000024"
"303101020","303101020","0","0","0","0","0","0","300999001","330303120","9000024"
"303101022","303101022","0","0","0","0","0","0","300999001","330303120","9000024"
"303101024","303101024","0","0","0","0","0","0","300999001","330303120","9000024"
"303101019","303101019","0","0","0","0","0","0","300999001","330303121","9000024"
"303101021","303101021","0","0","0","0","0","0","300999001","330303121","9000024"
"303101023","303101023","0","0","0","0","0","0","300999001","330303121","9000024"
"303101025","303101025","0","0","0","0","0","0","300999001","330303121","9000024"
"304101018","304101018","0","0","0","0","0","0","300999001","330304120","9000024"
"304101020","304101020","0","0","0","0","0","0","300999001","330304120","9000024"
"304101022","304101022","0","0","0","0","0","0","300999001","330304120","9000024"
"304101024","304101024","0","0","0","0","0","0","300999001","330304120","9000024"
"304101019","304101019","0","0","0","0","0","0","300999001","330304121","9000024"
"304101021","304101021","0","0","0","0","0","0","300999001","330304121","9000024"
"304101023","304101023","0","0","0","0","0","0","300999001","330304121","9000024"
"304101025","304101025","0","0","0","0","0","0","300999001","330304121","9000024"
"200102018","200102018","0","0","0","0","0","0","300999001","330201218","9000014"
"200102020","200102020","0","0","0","0","0","0","300999001","330201218","9000014"
"200102022","200102022","0","0","0","0","0","0","300999001","330201218","9000014"
"200102024","200102024","0","0","0","0","0","0","300999001","330201218","9000014"
"200102019","200102019","0","0","0","0","0","0","300999001","330201219","9000014"
"200102021","200102021","0","0","0","0","0","0","300999001","330201219","9000014"
"200102023","200102023","0","0","0","0","0","0","300999001","330201219","9000014"
"200102025","200102025","0","0","0","0","0","0","300999001","330201219","9000014"
"301102018","301102018","0","0","0","0","0","0","300999001","330301220","9000024"
"301102020","301102020","0","0","0","0","0","0","300999001","330301220","9000024"
"301102022","301102022","0","0","0","0","0","0","300999001","330301220","9000024"
"301102024","301102024","0","0","0","0","0","0","300999001","330301220","9000024"
"301102019","301102019","0","0","0","0","0","0","300999001","330301221","9000024"
"301102021","301102021","0","0","0","0","0","0","300999001","330301221","9000024"
"301102023","301102023","0","0","0","0","0","0","300999001","330301221","9000024"
"301102025","301102025","0","0","0","0","0","0","300999001","330301221","9000024"
"302102018","302102018","0","0","0","0","0","0","300999001","330302220","9000024"
"302102020","302102020","0","0","0","0","0","0","300999001","330302220","9000024"
"302102022","302102022","0","0","0","0","0","0","300999001","330302220","9000024"
"302102024","302102024","0","0","0","0","0","0","300999001","330302220","9000024"
"302102019","302102019","0","0","0","0","0","0","300999001","330302221","9000024"
"302102021","302102021","0","0","0","0","0","0","300999001","330302221","9000024"
"302102023","302102023","0","0","0","0","0","0","300999001","330302221","9000024"
"302102025","302102025","0","0","0","0","0","0","300999001","330302221","9000024"
"303102018","303102018","0","0","0","0","0","0","300999001","330303220","9000024"
"303102020","303102020","0","0","0","0","0","0","300999001","330303220","9000024"
"303102022","303102022","0","0","0","0","0","0","300999001","330303220","9000024"
"303102024","303102024","0","0","0","0","0","0","300999001","330303220","9000024"
"303102019","303102019","0","0","0","0","0","0","300999001","330303221","9000024"
"303102021","303102021","0","0","0","0","0","0","300999001","330303221","9000024"
"303102023","303102023","0","0","0","0","0","0","300999001","330303221","9000024"
"303102025","303102025","0","0","0","0","0","0","300999001","330303221","9000024"
"304102018","304102018","0","0","0","0","0","0","300999001","330304220","9000024"
"304102020","304102020","0","0","0","0","0","0","300999001","330304220","9000024"
"304102022","304102022","0","0","0","0","0","0","300999001","330304220","9000024"
"304102024","304102024","0","0","0","0","0","0","300999001","330304220","9000024"
"304102019","304102019","0","0","0","0","0","0","300999001","330304221","9000024"
"304102021","304102021","0","0","0","0","0","0","300999001","330304221","9000024"
"304102023","304102023","0","0","0","0","0","0","300999001","330304221","9000024"
"304102025","304102025","0","0","0","0","0","0","300999001","330304221","9000024"
"200103018","200103018","0","0","0","0","0","0","300999001","330201318","9000014"
"200103020","200103020","0","0","0","0","0","0","300999001","330201318","9000014"
"200103022","200103022","0","0","0","0","0","0","300999001","330201318","9000014"
"200103024","200103024","0","0","0","0","0","0","300999001","330201318","9000014"
"200103019","200103019","0","0","0","0","0","0","300999001","330201319","9000014"
"200103021","200103021","0","0","0","0","0","0","300999001","330201319","9000014"
"200103023","200103023","0","0","0","0","0","0","300999001","330201319","9000014"
"200103025","200103025","0","0","0","0","0","0","300999001","330201319","9000014"
"301103018","301103018","0","0","0","0","0","0","300999001","330301320","9000024"
"301103020","301103020","0","0","0","0","0","0","300999001","330301320","9000024"
"301103022","301103022","0","0","0","0","0","0","300999001","330301320","9000024"
"301103024","301103024","0","0","0","0","0","0","300999001","330301320","9000024"
"301103019","301103019","0","0","0","0","0","0","300999001","330301321","9000024"
"301103021","301103021","0","0","0","0","0","0","300999001","330301321","9000024"
"301103023","301103023","0","0","0","0","0","0","300999001","330301321","9000024"
"301103025","301103025","0","0","0","0","0","0","300999001","330301321","9000024"
"302103018","302103018","0","0","0","0","0","0","300999001","330302320","9000024"
"302103020","302103020","0","0","0","0","0","0","300999001","330302320","9000024"
"302103022","302103022","0","0","0","0","0","0","300999001","330302320","9000024"
"302103024","302103024","0","0","0","0","0","0","300999001","330302320","9000024"
"302103019","302103019","0","0","0","0","0","0","300999001","330302321","9000024"
"302103021","302103021","0","0","0","0","0","0","300999001","330302321","9000024"
"302103023","302103023","0","0","0","0","0","0","300999001","330302321","9000024"
"302103025","302103025","0","0","0","0","0","0","300999001","330302321","9000024"
"303103018","303103018","0","0","0","0","0","0","300999001","330303320","9000024"
"303103020","303103020","0","0","0","0","0","0","300999001","330303320","9000024"
"303103022","303103022","0","0","0","0","0","0","300999001","330303320","9000024"
"303103024","303103024","0","0","0","0","0","0","300999001","330303320","9000024"
"303103019","303103019","0","0","0","0","0","0","300999001","330303321","9000024"
"303103021","303103021","0","0","0","0","0","0","300999001","330303321","9000024"
"303103023","303103023","0","0","0","0","0","0","300999001","330303321","9000024"
"303103025","303103025","0","0","0","0","0","0","300999001","330303321","9000024"
"304103018","304103018","0","0","0","0","0","0","300999001","330304320","9000024"
"304103020","304103020","0","0","0","0","0","0","300999001","330304320","9000024"
"304103022","304103022","0","0","0","0","0","0","300999001","330304320","9000024"
"304103024","304103024","0","0","0","0","0","0","300999001","330304320","9000024"
"304103019","304103019","0","0","0","0","0","0","300999001","330304321","9000024"
"304103021","304103021","0","0","0","0","0","0","300999001","330304321","9000024"
"304103023","304103023","0","0","0","0","0","0","300999001","330304321","9000024"
"304103025","304103025","0","0","0","0","0","0","300999001","330304321","9000024"
"200104018","200104018","0","0","0","0","0","0","300999001","330201420","9000014"
"200104020","200104020","0","0","0","0","0","0","300999001","330201420","9000014"
"200104022","200104022","0","0","0","0","0","0","300999001","330201420","9000014"
"200104024","200104024","0","0","0","0","0","0","300999001","330201420","9000014"
"200104019","200104019","0","0","0","0","0","0","300999001","330201421","9000014"
"200104021","200104021","0","0","0","0","0","0","300999001","330201421","9000014"
"200104023","200104023","0","0","0","0","0","0","300999001","330201421","9000014"
"200104025","200104025","0","0","0","0","0","0","300999001","330201421","9000014"
"301104018","301104018","0","0","0","0","0","0","300999001","330301420","9000024"
"301104020","301104020","0","0","0","0","0","0","300999001","330301420","9000024"
"301104022","301104022","0","0","0","0","0","0","300999001","330301420","9000024"
"301104024","301104024","0","0","0","0","0","0","300999001","330301420","9000024"
"301104019","301104019","0","0","0","0","0","0","300999001","330301421","9000024"
"301104021","301104021","0","0","0","0","0","0","300999001","330301421","9000024"
"301104023","301104023","0","0","0","0","0","0","300999001","330301421","9000024"
"301104025","301104025","0","0","0","0","0","0","300999001","330301421","9000024"
"302104018","302104018","0","0","0","0","0","0","300999001","330302420","9000024"
"302104020","302104020","0","0","0","0","0","0","300999001","330302420","9000024"
"302104022","302104022","0","0","0","0","0","0","300999001","330302420","9000024"
"302104024","302104024","0","0","0","0","0","0","300999001","330302420","9000024"
"302104019","302104019","0","0","0","0","0","0","300999001","330302421","9000024"
"302104021","302104021","0","0","0","0","0","0","300999001","330302421","9000024"
"302104023","302104023","0","0","0","0","0","0","300999001","330302421","9000024"
"302104025","302104025","0","0","0","0","0","0","300999001","330302421","9000024"
"303104018","303104018","0","0","0","0","0","0","300999001","330303420","9000024"
"303104020","303104020","0","0","0","0","0","0","300999001","330303420","9000024"
"303104022","303104022","0","0","0","0","0","0","300999001","330303420","9000024"
"303104024","303104024","0","0","0","0","0","0","300999001","330303420","9000024"
"303104019","303104019","0","0","0","0","0","0","300999001","330303421","9000024"
"303104021","303104021","0","0","0","0","0","0","300999001","330303421","9000024"
"303104023","303104023","0","0","0","0","0","0","300999001","330303421","9000024"
"303104025","303104025","0","0","0","0","0","0","300999001","330303421","9000024"
"304104018","304104018","0","0","0","0","0","0","300999001","330304420","9000024"
"304104020","304104020","0","0","0","0","0","0","300999001","330304420","9000024"
"304104022","304104022","0","0","0","0","0","0","300999001","330304420","9000024"
"304104024","304104024","0","0","0","0","0","0","300999001","330304420","9000024"
"304104019","304104019","0","0","0","0","0","0","300999001","330304421","9000024"
"304104021","304104021","0","0","0","0","0","0","300999001","330304421","9000024"
"304104023","304104023","0","0","0","0","0","0","300999001","330304421","9000024"
"304104025","304104025","0","0","0","0","0","0","300999001","330304421","9000024"
"200105018","200105018","0","0","0","0","0","0","300999001","330201518","9000014"
"200105020","200105020","0","0","0","0","0","0","300999001","330201518","9000014"
"200105022","200105022","0","0","0","0","0","0","300999001","330201518","9000014"
"200105024","200105024","0","0","0","0","0","0","300999001","330201518","9000014"
"200105019","200105019","0","0","0","0","0","0","300999001","330201519","9000014"
"200105021","200105021","0","0","0","0","0","0","300999001","330201519","9000014"
"200105023","200105023","0","0","0","0","0","0","300999001","330201519","9000014"
"200105025","200105025","0","0","0","0","0","0","300999001","330201519","9000014"
"301105018","301105018","0","0","0","0","0","0","300999001","330301520","9000024"
"301105020","301105020","0","0","0","0","0","0","300999001","330301520","9000024"
"301105022","301105022","0","0","0","0","0","0","300999001","330301520","9000024"
"301105024","301105024","0","0","0","0","0","0","300999001","330301520","9000024"
"301105019","301105019","0","0","0","0","0","0","300999001","330301521","9000024"
"301105021","301105021","0","0","0","0","0","0","300999001","330301521","9000024"
"301105023","301105023","0","0","0","0","0","0","300999001","330301521","9000024"
"301105025","301105025","0","0","0","0","0","0","300999001","330301521","9000024"
"302105018","302105018","0","0","0","0","0","0","300999001","330302520","9000024"
"302105020","302105020","0","0","0","0","0","0","300999001","330302520","9000024"
"302105022","302105022","0","0","0","0","0","0","300999001","330302520","9000024"
"302105024","302105024","0","0","0","0","0","0","300999001","330302520","9000024"
"302105019","302105019","0","0","0","0","0","0","300999001","330302521","9000024"
"302105021","302105021","0","0","0","0","0","0","300999001","330302521","9000024"
"302105023","302105023","0","0","0","0","0","0","300999001","330302521","9000024"
"302105025","302105025","0","0","0","0","0","0","300999001","330302521","9000024"
"303105018","303105018","0","0","0","0","0","0","300999001","330303520","9000024"
"303105020","303105020","0","0","0","0","0","0","300999001","330303520","9000024"
"303105022","303105022","0","0","0","0","0","0","300999001","330303520","9000024"
"303105024","303105024","0","0","0","0","0","0","300999001","330303520","9000024"
"303105019","303105019","0","0","0","0","0","0","300999001","330303521","9000024"
"303105021","303105021","0","0","0","0","0","0","300999001","330303521","9000024"
"303105023","303105023","0","0","0","0","0","0","300999001","330303521","9000024"
"303105025","303105025","0","0","0","0","0","0","300999001","330303521","9000024"
"304105018","304105018","0","0","0","0","0","0","300999001","330304520","9000024"
"304105020","304105020","0","0","0","0","0","0","300999001","330304520","9000024"
"304105022","304105022","0","0","0","0","0","0","300999001","330304520","9000024"
"304105024","304105024","0","0","0","0","0","0","300999001","330304520","9000024"
"304105019","304105019","0","0","0","0","0","0","300999001","330304521","9000024"
"304105021","304105021","0","0","0","0","0","0","300999001","330304521","9000024"
"304105023","304105023","0","0","0","0","0","0","300999001","330304521","9000024"
"304105025","304105025","0","0","0","0","0","0","300999001","330304521","9000024"
"401101018","401101018","0","0","0","0","0","0","300999001","330401120","9000034"
"401101020","401101020","0","0","0","0","0","0","300999001","330401120","9000034"
"401101022","401101022","0","0","0","0","0","0","300999001","330401120","9000034"
"401101024","401101024","0","0","0","0","0","0","300999001","330401120","9000034"
"401101019","401101019","0","0","0","0","0","0","300999001","330401121","9000034"
"401101021","401101021","0","0","0","0","0","0","300999001","330401121","9000034"
"401101023","401101023","0","0","0","0","0","0","300999001","330401121","9000034"
"401101025","401101025","0","0","0","0","0","0","300999001","330401121","9000034"
"402101018","402101018","0","0","0","0","0","0","300999001","330402120","9000034"
"402101020","402101020","0","0","0","0","0","0","300999001","330402120","9000034"
"402101022","402101022","0","0","0","0","0","0","300999001","330402120","9000034"
"402101024","402101024","0","0","0","0","0","0","300999001","330402120","9000034"
"402101019","402101019","0","0","0","0","0","0","300999001","330402121","9000034"
"402101021","402101021","0","0","0","0","0","0","300999001","330402121","9000034"
"402101023","402101023","0","0","0","0","0","0","300999001","330402121","9000034"
"402101025","402101025","0","0","0","0","0","0","300999001","330402121","9000034"
"403101018","403101018","0","0","0","0","0","0","300999001","330403120","9000034"
"403101020","403101020","0","0","0","0","0","0","300999001","330403120","9000034"
"403101022","403101022","0","0","0","0","0","0","300999001","330403120","9000034"
"403101024","403101024","0","0","0","0","0","0","300999001","330403120","9000034"
"403101019","403101019","0","0","0","0","0","0","300999001","330403121","9000034"
"403101021","403101021","0","0","0","0","0","0","300999001","330403121","9000034"
"403101023","403101023","0","0","0","0","0","0","300999001","330403121","9000034"
"403101025","403101025","0","0","0","0","0","0","300999001","330403121","9000034"
"404101016","404101016","0","0","0","0","0","0","300999001","330404104","9000034"
"404101018","404101018","0","0","0","0","0","0","300999001","330404104","9000034"
"404101020","404101020","0","0","0","0","0","0","300999001","330404104","9000034"
"404101022","404101022","0","0","0","0","0","0","300999001","330404104","9000034"
"404101017","404101017","0","0","0","0","0","0","300999001","330404105","9000034"
"404101019","404101019","0","0","0","0","0","0","300999001","330404105","9000034"
"404101021","404101021","0","0","0","0","0","0","300999001","330404105","9000034"
"404101023","404101023","0","0","0","0","0","0","300999001","330404105","9000034"
"201101016","201101016","0","0","0","0","0","0","300999001","300101004","9000014"
"201101018","201101018","0","0","0","0","0","0","300999001","300101004","9000014"
"201101020","201101020","0","0","0","0","0","0","300999001","300101004","9000014"
"201101022","201101022","0","0","0","0","0","0","300999001","300101004","9000014"
"201101017","201101017","0","0","0","0","0","0","300999001","300101005","9000014"
"201101019","201101019","0","0","0","0","0","0","300999001","300101005","9000014"
"201101021","201101021","0","0","0","0","0","0","300999001","300101005","9000014"
"201101023","201101023","0","0","0","0","0","0","300999001","300101005","9000014"
"201102016","201102016","0","0","0","0","0","0","300999001","300102004","9000014"
"201102018","201102018","0","0","0","0","0","0","300999001","300102004","9000014"
"201102020","201102020","0","0","0","0","0","0","300999001","300102004","9000014"
"201102022","201102022","0","0","0","0","0","0","300999001","300102004","9000014"
"201102017","201102017","0","0","0","0","0","0","300999001","300102005","9000014"
"201102019","201102019","0","0","0","0","0","0","300999001","300102005","9000014"
"201102021","201102021","0","0","0","0","0","0","300999001","300102005","9000014"
"201102023","201102023","0","0","0","0","0","0","300999001","300102005","9000014"
"201103016","201103016","0","0","0","0","0","0","300999001","300103004","9000014"
"201103018","201103018","0","0","0","0","0","0","300999001","300103004","9000014"
"201103020","201103020","0","0","0","0","0","0","300999001","300103004","9000014"
"201103022","201103022","0","0","0","0","0","0","300999001","300103004","9000014"
"201103017","201103017","0","0","0","0","0","0","300999001","300103005","9000014"
"201103019","201103019","0","0","0","0","0","0","300999001","300103005","9000014"
"201103021","201103021","0","0","0","0","0","0","300999001","300103005","9000014"
"201103023","201103023","0","0","0","0","0","0","300999001","300103005","9000014"
"201104016","201104016","0","0","0","0","0","0","300999001","300104004","9000014"
"201104018","201104018","0","0","0","0","0","0","300999001","300104004","9000014"
"201104020","201104020","0","0","0","0","0","0","300999001","300104004","9000014"
"201104022","201104022","0","0","0","0","0","0","300999001","300104004","9000014"
"201104017","201104017","0","0","0","0","0","0","300999001","300104005","9000014"
"201104019","201104019","0","0","0","0","0","0","300999001","300104005","9000014"
"201104021","201104021","0","0","0","0","0","0","300999001","300104005","9000014"
"201104023","201104023","0","0","0","0","0","0","300999001","300104005","9000014"
"201105016","201105016","0","0","0","0","0","0","300999001","300105004","9000014"
"201105018","201105018","0","0","0","0","0","0","300999001","300105004","9000014"
"201105020","201105020","0","0","0","0","0","0","300999001","300105004","9000014"
"201105022","201105022","0","0","0","0","0","0","300999001","300105004","9000014"
"201105017","201105017","0","0","0","0","0","0","300999001","300105005","9000014"
"201105019","201105019","0","0","0","0","0","0","300999001","300105005","9000014"
"201105021","201105021","0","0","0","0","0","0","300999001","300105005","9000014"
"201105023","201105023","0","0","0","0","0","0","300999001","300105005","9000014"
"1702100138","1702100138","0","0","0","0","0","0","300999001","330522040","9000045"
"1702100140","1702100140","0","0","0","0","0","0","300999001","330522042","9000045"
"1702100142","1702100142","0","0","0","0","0","0","300999001","330522044","9000045"
"1702100144","1702100144","0","0","0","0","0","0","300999001","330522046","9000045"
"1702100146","1702100146","0","0","0","0","0","0","300999001","330522048","9000045"
"1702100148","1702100148","0","0","0","0","0","0","300999001","330522050","9000045"
"1702100120","1702100120","0","0","0","0","0","0","300999001","330522027","9000045"
"1702100121","1702100121","0","0","0","0","0","0","300999001","330522028","9000045"
"1702100122","1702100122","0","0","0","0","0","0","300999001","330522029","9000045"
"1702100123","1702100123","0","0","0","0","0","0","300999001","330522030","9000045"
"1702100124","1702100124","0","0","0","0","0","0","300999001","330522031","9000045"
"1702100130","1702100130","0","0","0","0","0","0","300999001","330522032","9000045"
"1702100094","1702100094","0","0","0","0","0","0","300999001","330522001","9000045"
"1702100095","1702100095","0","0","0","0","0","0","300999001","330522002","9000045"
"1702100096","1702100096","0","0","0","0","0","0","300999001","330522003","9000045"
"1702100089","1702100089","0","0","0","0","0","0","300999001","330522027","9000044"
"1702100090","1702100090","0","0","0","0","0","0","300999001","330522028","9000044"
"1702100091","1702100091","0","0","0","0","0","0","300999001","330522029","9000044"
"1702100092","1702100092","0","0","0","0","0","0","300999001","330522030","9000044"
"1702100093","1702100093","0","0","0","0","0","0","300999001","330522031","9000044"
"1702100129","1702100129","0","0","0","0","0","0","300999001","330522032","9000044"
"1702100137","1702100137","0","0","0","0","0","0","300999001","330522040","9000044"
"1702100139","1702100139","0","0","0","0","0","0","300999001","330522042","9000044"
"1702100141","1702100141","0","0","0","0","0","0","300999001","330522044","9000044"
"1702100143","1702100143","0","0","0","0","0","0","300999001","330522046","9000044"
"1702100145","1702100145","0","0","0","0","0","0","300999001","330522048","9000044"
"1702100147","1702100147","0","0","0","0","0","0","300999001","330522050","9000044"
"1702100063","1702100063","0","0","0","0","0","0","300999001","330522001","9000044"
"1702100064","1702100064","0","0","0","0","0","0","300999001","330522002","9000044"
"1702100065","1702100065","0","0","0","0","0","0","300999001","330522003","9000044"
"601102612","601102612","0","0","0","0","0","0","300999001","330601225","9000063"
"601102613","601102613","0","0","0","0","0","0","300999001","330601226","9000063"
"601102615","601102615","0","0","0","0","0","0","300999001","330601228","9000064"
"601102616","601102616","0","0","0","0","0","0","300999001","330601229","9000064"
"601102617","601102617","0","0","0","0","0","0","300999001","330601230","9000064"
"601102618","601102618","0","0","0","0","0","0","300999001","330601231","9000064"
"601102619","601102619","0","0","0","0","0","0","300999001","330601232","9000064"
"601102620","601102620","0","0","0","0","0","0","300999001","330601233","9000064"
"601102621","601102621","0","0","0","0","0","0","300999001","330601234","9000064"
"601102622","601102622","0","0","0","0","0","0","300999001","330601235","9000064"
"601102623","601102623","0","0","0","0","0","0","300999001","330601236","9000064"
"601102624","601102624","0","0","0","0","0","0","300999001","330601237","9000064"
"601102625","601102625","0","0","0","0","0","0","300999001","330601238","9000064"
"200106018","200106018","0","0","0","0","0","0","300999001","330201605","9000014"
"200106019","200106019","0","0","0","0","0","0","300999001","330201606","9000014"
"200106020","200106020","0","0","0","0","0","0","300999001","330201605","9000014"
"200106021","200106021","0","0","0","0","0","0","300999001","330201606","9000014"
"200106022","200106022","0","0","0","0","0","0","300999001","330201605","9000014"
"200106023","200106023","0","0","0","0","0","0","300999001","330201606","9000014"
"200106024","200106024","0","0","0","0","0","0","300999001","330201605","9000014"
"200106025","200106025","0","0","0","0","0","0","300999001","330201606","9000014"
"301106018","301106018","0","0","0","0","0","0","300999001","330301605","9000024"
"301106019","301106019","0","0","0","0","0","0","300999001","330301606","9000024"
"301106020","301106020","0","0","0","0","0","0","300999001","330301605","9000024"
"301106021","301106021","0","0","0","0","0","0","300999001","330301606","9000024"
"301106022","301106022","0","0","0","0","0","0","300999001","330301605","9000024"
"301106023","301106023","0","0","0","0","0","0","300999001","330301606","9000024"
"301106024","301106024","0","0","0","0","0","0","300999001","330301605","9000024"
"301106025","301106025","0","0","0","0","0","0","300999001","330301606","9000024"
"302106018","302106018","0","0","0","0","0","0","300999001","330302605","9000024"
"302106019","302106019","0","0","0","0","0","0","300999001","330302606","9000024"
"302106020","302106020","0","0","0","0","0","0","300999001","330302605","9000024"
"302106021","302106021","0","0","0","0","0","0","300999001","330302606","9000024"
"302106022","302106022","0","0","0","0","0","0","300999001","330302605","9000024"
"302106023","302106023","0","0","0","0","0","0","300999001","330302606","9000024"
"302106024","302106024","0","0","0","0","0","0","300999001","330302605","9000024"
"302106025","302106025","0","0","0","0","0","0","300999001","330302606","9000024"
"303106018","303106018","0","0","0","0","0","0","300999001","330303605","9000024"
"303106019","303106019","0","0","0","0","0","0","300999001","330303606","9000024"
"303106020","303106020","0","0","0","0","0","0","300999001","330303605","9000024"
"303106021","303106021","0","0","0","0","0","0","300999001","330303606","9000024"
"303106022","303106022","0","0","0","0","0","0","300999001","330303605","9000024"
"303106023","303106023","0","0","0","0","0","0","300999001","330303606","9000024"
"303106024","303106024","0","0","0","0","0","0","300999001","330303605","9000024"
"303106025","303106025","0","0","0","0","0","0","300999001","330303606","9000024"
"304106018","304106018","0","0","0","0","0","0","300999001","330304605","9000024"
"304106019","304106019","0","0","0","0","0","0","300999001","330304606","9000024"
"304106020","304106020","0","0","0","0","0","0","300999001","330304605","9000024"
"304106021","304106021","0","0","0","0","0","0","300999001","330304606","9000024"
"304106022","304106022","0","0","0","0","0","0","300999001","330304605","9000024"
"304106023","304106023","0","0","0","0","0","0","300999001","330304606","9000024"
"304106024","304106024","0","0","0","0","0","0","300999001","330304605","9000024"
"304106025","304106025","0","0","0","0","0","0","300999001","330304606","9000024"
"201106016","201106016","0","0","0","0","0","0","300999001","300106004","9000014"
"201106017","201106017","0","0","0","0","0","0","300999001","300106005","9000014"
"201106018","201106018","0","0","0","0","0","0","300999001","300106004","9000014"
"201106019","201106019","0","0","0","0","0","0","300999001","300106005","9000014"
"201106020","201106020","0","0","0","0","0","0","300999001","300106004","9000014"
"201106021","201106021","0","0","0","0","0","0","300999001","300106005","9000014"
"201106022","201106022","0","0","0","0","0","0","300999001","300106004","9000014"
"201106023","201106023","0","0","0","0","0","0","300999001","300106005","9000014"
"200106026","200106026","0","0","0","0","0","0","300999001","330201607","9000015"
"200106027","200106027","0","0","0","0","0","0","300999001","330201608","9000015"
"200106028","200106028","0","0","0","0","0","0","300999001","330201609","9000015"
"200106029","200106029","0","0","0","0","0","0","300999001","330201610","9000015"
"201106024","201106024","0","0","0","0","0","0","300999001","300106006","9000015"
"201106025","201106025","0","0","0","0","0","0","300999001","300106006","9000015"
"201106026","201106026","0","0","0","0","0","0","300999001","300106006","9000015"
"201106027","201106027","0","0","0","0","0","0","300999001","300106006","9000015"
"301106026","301106026","0","0","0","0","0","0","300999001","330301607","9000025"
"301106027","301106027","0","0","0","0","0","0","300999001","330301607","9000025"
"301106028","301106028","0","0","0","0","0","0","300999001","330301607","9000025"
"301106029","301106029","0","0","0","0","0","0","300999001","330301607","9000025"
"302106026","302106026","0","0","0","0","0","0","300999001","330302607","9000025"
"302106027","302106027","0","0","0","0","0","0","300999001","330302607","9000025"
"302106028","302106028","0","0","0","0","0","0","300999001","330302607","9000025"
"302106029","302106029","0","0","0","0","0","0","300999001","330302607","9000025"
"303106026","303106026","0","0","0","0","0","0","300999001","330303607","9000025"
"303106027","303106027","0","0","0","0","0","0","300999001","330303607","9000025"
"303106028","303106028","0","0","0","0","0","0","300999001","330303607","9000025"
"303106029","303106029","0","0","0","0","0","0","300999001","330303607","9000025"
"304106026","304106026","0","0","0","0","0","0","300999001","330304607","9000025"
"304106027","304106027","0","0","0","0","0","0","300999001","330304607","9000025"
"304106028","304106028","0","0","0","0","0","0","300999001","330304607","9000025"
"304106029","304106029","0","0","0","0","0","0","300999001","330304607","9000025"
