"Name","RowId","PresetGroupId","OrderNum","MainColorNumber","MainColorBrightness","SubColorNumber","SubColorBrightness"
"1223","1223","2104","3","128","100","128","100"
"1224","1224","2104","4","129","100","129","100"
"1225","1225","2104","5","130","100","130","100"
"1226","1226","2104","6","131","100","131","100"
"1227","1227","2104","7","132","100","132","100"
"1228","1228","2104","8","133","100","133","100"
"1229","1229","2104","9","134","100","134","100"
"1230","1230","2104","10","135","100","135","100"
"1231","1231","2104","11","136","100","136","100"
"1232","1232","2104","12","137","100","137","100"
"1233","1233","2104","13","138","100","138","100"
"1234","1234","2104","14","139","100","139","100"
"1235","1235","2104","15","140","100","140","100"
"1236","1236","2104","16","141","100","141","100"
"1237","1237","2104","17","142","100","142","100"
"1238","1238","2104","18","143","100","143","100"
"1239","1239","2104","19","144","100","144","100"
"1240","1240","2104","20","145","100","145","100"
"1241","1241","2105","1","77","100","77","100"
"1242","1242","2105","2","127","100","127","100"
"1243","1243","2105","3","128","100","128","100"
"1244","1244","2105","4","129","100","129","100"
"1245","1245","2105","5","130","100","130","100"
"1246","1246","2105","6","131","100","131","100"
"1247","1247","2105","7","132","100","132","100"
"1248","1248","2105","8","133","100","133","100"
"1249","1249","2105","9","134","100","134","100"
"1250","1250","2105","10","135","100","135","100"
"1251","1251","2105","11","136","100","136","100"
"1252","1252","2105","12","137","100","137","100"
"1253","1253","2105","13","138","100","138","100"
"1254","1254","2105","14","139","100","139","100"
"1255","1255","2105","15","140","100","140","100"
"1256","1256","2105","16","141","100","141","100"
"1257","1257","2105","17","142","100","142","100"
"1258","1258","2105","18","143","100","143","100"
"1259","1259","2105","19","144","100","144","100"
"1260","1260","2105","20","145","100","145","100"
"1261","1261","2106","1","22","60","22","60"
"1262","1262","2106","2","127","100","127","100"
"1263","1263","2106","3","128","100","128","100"
"1264","1264","2106","4","129","100","129","100"
"1265","1265","2106","5","130","100","130","100"
"1266","1266","2106","6","131","100","131","100"
"1267","1267","2106","7","132","100","132","100"
"1268","1268","2106","8","133","100","133","100"
"1269","1269","2106","9","134","100","134","100"
"1270","1270","2106","10","135","100","135","100"
"1271","1271","2106","11","136","100","136","100"
"1272","1272","2106","12","137","100","137","100"
"1273","1273","2106","13","138","100","138","100"
"1274","1274","2106","14","139","100","139","100"
"1275","1275","2106","15","140","100","140","100"
"1276","1276","2106","16","141","100","141","100"
"1277","1277","2106","17","142","100","142","100"
"1278","1278","2106","18","143","100","143","100"
"1279","1279","2106","19","144","100","144","100"
"1280","1280","2106","20","145","100","145","100"
"1281","1281","2107","1","6","100","6","100"
"1282","1282","2107","2","127","100","127","100"
"1283","1283","2107","3","128","100","128","100"
"1284","1284","2107","4","129","100","129","100"
"1285","1285","2107","5","130","100","130","100"
"1286","1286","2107","6","131","100","131","100"
"1287","1287","2107","7","132","100","132","100"
"1288","1288","2107","8","133","100","133","100"
"1289","1289","2107","9","134","100","134","100"
"1290","1290","2107","10","135","100","135","100"
"1291","1291","2107","11","136","100","136","100"
"1292","1292","2107","12","137","100","137","100"
"1293","1293","2107","13","138","100","138","100"
"1294","1294","2107","14","139","100","139","100"
"1295","1295","2107","15","140","100","140","100"
"1296","1296","2107","16","141","100","141","100"
"1297","1297","2107","17","142","100","142","100"
"1298","1298","2107","18","143","100","143","100"
"1299","1299","2107","19","144","100","144","100"
"1300","1300","2107","20","145","100","145","100"
"1301","1301","2201","1","131","100","131","100"
"1302","1302","2201","2","127","100","127","100"
"1303","1303","2201","3","128","100","128","100"
"1304","1304","2201","4","129","100","129","100"
"1305","1305","2201","5","130","100","130","100"
"1306","1306","2201","6","126","100","126","100"
"1307","1307","2201","7","132","100","132","100"
"1308","1308","2201","8","133","100","133","100"
"1309","1309","2201","9","134","100","134","100"
"1310","1310","2201","10","135","100","135","100"
"1311","1311","2201","11","136","100","136","100"
"1312","1312","2201","12","137","100","137","100"
"1313","1313","2201","13","138","100","138","100"
"1314","1314","2201","14","139","100","139","100"
"1315","1315","2201","15","140","100","140","100"
"1316","1316","2201","16","141","100","141","100"
"1317","1317","2201","17","142","100","142","100"
"1318","1318","2201","18","143","100","143","100"
"1319","1319","2201","19","144","100","144","100"
"1320","1320","2201","20","145","100","145","100"
"1321","1321","2202","1","125","100","125","100"
"1322","1322","2202","2","127","100","127","100"
"1323","1323","2202","3","128","100","128","100"
"1324","1324","2202","4","129","100","129","100"
"1325","1325","2202","5","130","100","130","100"
"1326","1326","2202","6","131","100","131","100"
"1327","1327","2202","7","132","100","132","100"
"1328","1328","2202","8","133","100","133","100"
"1329","1329","2202","9","134","100","134","100"
"1330","1330","2202","10","135","100","135","100"
"1331","1331","2202","11","136","100","136","100"
"1332","1332","2202","12","137","100","137","100"
"1333","1333","2202","13","138","100","138","100"
"1334","1334","2202","14","139","100","139","100"
"1335","1335","2202","15","140","100","140","100"
"1336","1336","2202","16","141","100","141","100"
"1337","1337","2202","17","142","100","142","100"
"1338","1338","2202","18","143","100","143","100"
"1339","1339","2202","19","144","100","144","100"
"1340","1340","2202","20","145","100","145","100"
"1341","1341","2203","1","122","-74","122","-74"
"1342","1342","2203","2","127","100","127","100"
"1343","1343","2203","3","128","100","128","100"
"1344","1344","2203","4","129","100","129","100"
"1345","1345","2203","5","130","100","130","100"
"1346","1346","2203","6","131","100","131","100"
"1347","1347","2203","7","132","100","132","100"
"1348","1348","2203","8","133","100","133","100"
"1349","1349","2203","9","134","100","134","100"
"1350","1350","2203","10","135","100","135","100"
"1351","1351","2203","11","136","100","136","100"
"1352","1352","2203","12","137","100","137","100"
"1353","1353","2203","13","138","100","138","100"
"1354","1354","2203","14","139","100","139","100"
"1355","1355","2203","15","140","100","140","100"
"1356","1356","2203","16","141","100","141","100"
"1357","1357","2203","17","142","100","142","100"
"1358","1358","2203","18","143","100","143","100"
"1359","1359","2203","19","144","100","144","100"
"1360","1360","2203","20","145","100","145","100"
"1361","1361","2204","1","6","0","6","0"
"1362","1362","2204","2","127","100","127","100"
"1363","1363","2204","3","128","100","128","100"
"1364","1364","2204","4","129","100","129","100"
"1365","1365","2204","5","130","100","130","100"
"1366","1366","2204","6","131","100","131","100"
"1367","1367","2204","7","132","100","132","100"
"1368","1368","2204","8","133","100","133","100"
"1369","1369","2204","9","134","100","134","100"
"1370","1370","2204","10","135","100","135","100"
"1371","1371","2204","11","136","100","136","100"
"1372","1372","2204","12","137","100","137","100"
"1373","1373","2204","13","138","100","138","100"
"1374","1374","2204","14","139","100","139","100"
"1375","1375","2204","15","140","100","140","100"
"1376","1376","2204","16","141","100","141","100"
"1377","1377","2204","17","142","100","142","100"
"1378","1378","2204","18","143","100","143","100"
"1379","1379","2204","19","144","100","144","100"
"1380","1380","2204","20","145","100","145","100"
"1381","1381","2205","1","6","-70","6","-70"
"1382","1382","2205","2","127","100","127","100"
"1383","1383","2205","3","128","100","128","100"
"1384","1384","2205","4","129","100","129","100"
"1385","1385","2205","5","130","100","130","100"
"1386","1386","2205","6","131","100","131","100"
"1387","1387","2205","7","132","100","132","100"
"1388","1388","2205","8","133","100","133","100"
"1389","1389","2205","9","134","100","134","100"
"1390","1390","2205","10","135","100","135","100"
"1391","1391","2205","11","136","100","136","100"
"1392","1392","2205","12","137","100","137","100"
"1393","1393","2205","13","138","100","138","100"
"1394","1394","2205","14","139","100","139","100"
"1395","1395","2205","15","140","100","140","100"
"1396","1396","2205","16","141","100","141","100"
"1397","1397","2205","17","142","100","142","100"
"1398","1398","2205","18","143","100","143","100"
"1399","1399","2205","19","144","100","144","100"
"1400","1400","2205","20","145","100","145","100"
"1401","1401","2206","1","75","0","75","0"
"1402","1402","2206","2","127","100","127","100"
"1403","1403","2206","3","128","100","128","100"
"1404","1404","2206","4","129","100","129","100"
"1405","1405","2206","5","130","100","130","100"
"1406","1406","2206","6","131","100","131","100"
"1407","1407","2206","7","132","100","132","100"
"1408","1408","2206","8","133","100","133","100"
"1409","1409","2206","9","134","100","134","100"
"1410","1410","2206","10","135","100","135","100"
"1411","1411","2206","11","136","100","136","100"
"1412","1412","2206","12","137","100","137","100"
"1413","1413","2206","13","138","100","138","100"
"1414","1414","2206","14","139","100","139","100"
"1415","1415","2206","15","140","100","140","100"
"1416","1416","2206","16","141","100","141","100"
"1417","1417","2206","17","142","100","142","100"
"1418","1418","2206","18","143","100","143","100"
"1419","1419","2206","19","144","100","144","100"
"1420","1420","2206","20","145","100","145","100"
"1421","1421","2207","1","115","-60","115","-60"
"1422","1422","2207","2","127","100","127","100"
"1423","1423","2207","3","128","100","128","100"
"1424","1424","2207","4","129","100","129","100"
"1425","1425","2207","5","130","100","130","100"
"1426","1426","2207","6","131","100","131","100"
"1427","1427","2207","7","132","100","132","100"
"1428","1428","2207","8","133","100","133","100"
"1429","1429","2207","9","134","100","134","100"
"1430","1430","2207","10","135","100","135","100"
"1431","1431","2207","11","136","100","136","100"
"1432","1432","2207","12","137","100","137","100"
"1433","1433","2207","13","138","100","138","100"
"1434","1434","2207","14","139","100","139","100"
"1435","1435","2207","15","140","100","140","100"
"1436","1436","2207","16","141","100","141","100"
"1437","1437","2207","17","142","100","142","100"
"1438","1438","2207","18","143","100","143","100"
"1439","1439","2207","19","144","100","144","100"
"1440","1440","2207","20","145","100","145","100"
"1441","1441","2208","1","115","0","115","0"
"1442","1442","2208","2","127","100","127","100"
"1443","1443","2208","3","128","100","128","100"
"1444","1444","2208","4","129","100","129","100"
"1445","1445","2208","5","130","100","130","100"
"1446","1446","2208","6","131","100","131","100"
"1447","1447","2208","7","132","100","132","100"
"1448","1448","2208","8","133","100","133","100"
"1449","1449","2208","9","134","100","134","100"
"1450","1450","2208","10","135","100","135","100"
"1451","1451","2208","11","136","100","136","100"
"1452","1452","2208","12","137","100","137","100"
"1453","1453","2208","13","138","100","138","100"
"1454","1454","2208","14","139","100","139","100"
"1455","1455","2208","15","140","100","140","100"
"1456","1456","2208","16","141","100","141","100"
"1457","1457","2208","17","142","100","142","100"
"1458","1458","2208","18","143","100","143","100"
"1459","1459","2208","19","144","100","144","100"
"1460","1460","2208","20","145","100","145","100"
"1461","1461","2209","1","89","100","89","100"
"1462","1462","2209","2","127","100","127","100"
"1463","1463","2209","3","128","100","128","100"
"1464","1464","2209","4","129","100","129","100"
"1465","1465","2209","5","130","100","130","100"
"1466","1466","2209","6","131","100","131","100"
"1467","1467","2209","7","132","100","132","100"
"1468","1468","2209","8","133","100","133","100"
"1469","1469","2209","9","134","100","134","100"
"1470","1470","2209","10","135","100","135","100"
"1471","1471","2209","11","136","100","136","100"
"1472","1472","2209","12","137","100","137","100"
"1473","1473","2209","13","138","100","138","100"
"1474","1474","2209","14","139","100","139","100"
"1475","1475","2209","15","140","100","140","100"
"1476","1476","2209","16","141","100","141","100"
"1477","1477","2209","17","142","100","142","100"
"1478","1478","2209","18","143","100","143","100"
"1479","1479","2209","19","144","100","144","100"
"1480","1480","2209","20","145","100","145","100"
"1481","1481","2210","1","73","40","73","40"
"1482","1482","2210","2","127","100","127","100"
"1483","1483","2210","3","128","100","128","100"
"1484","1484","2210","4","129","100","129","100"
"1485","1485","2210","5","130","100","130","100"
"1486","1486","2210","6","131","100","131","100"
"1487","1487","2210","7","132","100","132","100"
"1488","1488","2210","8","133","100","133","100"
"1489","1489","2210","9","134","100","134","100"
"1490","1490","2210","10","135","100","135","100"
"1491","1491","2210","11","136","100","136","100"
"1492","1492","2210","12","137","100","137","100"
"1493","1493","2210","13","138","100","138","100"
"1494","1494","2210","14","139","100","139","100"
"1495","1495","2210","15","140","100","140","100"
"1496","1496","2210","16","141","100","141","100"
"1497","1497","2210","17","142","100","142","100"
"1498","1498","2210","18","143","100","143","100"
"1499","1499","2210","19","144","100","144","100"
"1500","1500","2210","20","145","100","145","100"
"1501","1501","2211","1","112","-40","112","-40"
"1502","1502","2211","2","127","100","127","100"
"1503","1503","2211","3","128","100","128","100"
"1504","1504","2211","4","129","100","129","100"
"1505","1505","2211","5","130","100","130","100"
"1506","1506","2211","6","131","100","131","100"
"1507","1507","2211","7","132","100","132","100"
"1508","1508","2211","8","133","100","133","100"
"1509","1509","2211","9","134","100","134","100"
"1510","1510","2211","10","135","100","135","100"
"1511","1511","2211","11","136","100","136","100"
"1512","1512","2211","12","137","100","137","100"
"1513","1513","2211","13","138","100","138","100"
"1514","1514","2211","14","139","100","139","100"
"1515","1515","2211","15","140","100","140","100"
"1516","1516","2211","16","141","100","141","100"
"1517","1517","2211","17","142","100","142","100"
"1518","1518","2211","18","143","100","143","100"
"1519","1519","2211","19","144","100","144","100"
"1520","1520","2211","20","145","100","145","100"
"1521","1521","2212","1","123","100","123","100"
"1522","1522","2212","2","127","100","127","100"
"1523","1523","2212","3","128","100","128","100"
"1524","1524","2212","4","129","100","129","100"
"1525","1525","2212","5","130","100","130","100"
"1526","1526","2212","6","131","100","131","100"
"1527","1527","2212","7","132","100","132","100"
"1528","1528","2212","8","133","100","133","100"
"1529","1529","2212","9","134","100","134","100"
"1530","1530","2212","10","135","100","135","100"
"1531","1531","2212","11","136","100","136","100"
"1532","1532","2212","12","137","100","137","100"
"1533","1533","2212","13","138","100","138","100"
"1534","1534","2212","14","139","100","139","100"
"1535","1535","2212","15","140","100","140","100"
"1536","1536","2212","16","141","100","141","100"
"1537","1537","2212","17","142","100","142","100"
"1538","1538","2212","18","143","100","143","100"
"1539","1539","2212","19","144","100","144","100"
"1540","1540","2212","20","145","100","145","100"
"1541","1541","2213","1","6","-60","6","-60"
"1542","1542","2213","2","127","100","127","100"
"1543","1543","2213","3","128","100","128","100"
"1544","1544","2213","4","129","100","129","100"
"1545","1545","2213","5","130","100","130","100"
"1546","1546","2213","6","131","100","131","100"
"1547","1547","2213","7","132","100","132","100"
"1548","1548","2213","8","133","100","133","100"
"1549","1549","2213","9","134","100","134","100"
"1550","1550","2213","10","135","100","135","100"
"1551","1551","2213","11","136","100","136","100"
"1552","1552","2213","12","137","100","137","100"
"1553","1553","2213","13","138","100","138","100"
"1554","1554","2213","14","139","100","139","100"
"1555","1555","2213","15","140","100","140","100"
"1556","1556","2213","16","141","100","141","100"
"1557","1557","2213","17","142","100","142","100"
"1558","1558","2213","18","143","100","143","100"
"1559","1559","2213","19","144","100","144","100"
"1560","1560","2213","20","145","100","145","100"
"1561","1561","2214","1","6","-40","6","-40"
"1562","1562","2214","2","127","100","127","100"
"1563","1563","2214","3","128","100","128","100"
"1564","1564","2214","4","129","100","129","100"
"1565","1565","2214","5","130","100","130","100"
"1566","1566","2214","6","131","100","131","100"
"1567","1567","2214","7","132","100","132","100"
"1568","1568","2214","8","133","100","133","100"
"1569","1569","2214","9","134","100","134","100"
"1570","1570","2214","10","135","100","135","100"
"1571","1571","2214","11","136","100","136","100"
"1572","1572","2214","12","137","100","137","100"
"1573","1573","2214","13","138","100","138","100"
"1574","1574","2214","14","139","100","139","100"
"1575","1575","2214","15","140","100","140","100"
"1576","1576","2214","16","141","100","141","100"
"1577","1577","2214","17","142","100","142","100"
"1578","1578","2214","18","143","100","143","100"
"1579","1579","2214","19","144","100","144","100"
"1580","1580","2214","20","145","100","145","100"
"1581","1581","2215","1","125","-100","125","-100"
"1582","1582","2215","2","127","100","127","100"
"1583","1583","2215","3","128","100","128","100"
"1584","1584","2215","4","129","100","129","100"
"1585","1585","2215","5","130","100","130","100"
"1586","1586","2215","6","131","100","131","100"
"1587","1587","2215","7","132","100","132","100"
"1588","1588","2215","8","133","100","133","100"
"1589","1589","2215","9","134","100","134","100"
"1590","1590","2215","10","135","100","135","100"
"1591","1591","2215","11","136","100","136","100"
"1592","1592","2215","12","137","100","137","100"
"1593","1593","2215","13","138","100","138","100"
"1594","1594","2215","14","139","100","139","100"
"1595","1595","2215","15","140","100","140","100"
"1596","1596","2215","16","141","100","141","100"
"1597","1597","2215","17","142","100","142","100"
"1598","1598","2215","18","143","100","143","100"
"1599","1599","2215","19","144","100","144","100"
"1600","1600","2215","20","145","100","145","100"
"1601","1601","2216","1","73","100","73","100"
"1602","1602","2216","2","127","100","127","100"
"1603","1603","2216","3","128","100","128","100"
"1604","1604","2216","4","129","100","129","100"
"1605","1605","2216","5","130","100","130","100"
"1606","1606","2216","6","131","100","131","100"
"1607","1607","2216","7","132","100","132","100"
"1608","1608","2216","8","133","100","133","100"
"1609","1609","2216","9","134","100","134","100"
"1610","1610","2216","10","135","100","135","100"
"1611","1611","2216","11","136","100","136","100"
"1612","1612","2216","12","137","100","137","100"
"1613","1613","2216","13","138","100","138","100"
"1614","1614","2216","14","139","100","139","100"
"1615","1615","2216","15","140","100","140","100"
"1616","1616","2216","16","141","100","141","100"
"1617","1617","2216","17","142","100","142","100"
"1618","1618","2216","18","143","100","143","100"
"1619","1619","2216","19","144","100","144","100"
"1620","1620","2216","20","145","100","145","100"
"1621","1621","2217","1","29","100","29","100"
"1622","1622","2217","2","127","100","127","100"
"1623","1623","2217","3","128","100","128","100"
"1624","1624","2217","4","129","100","129","100"
"1625","1625","2217","5","130","100","130","100"
"1626","1626","2217","6","131","100","131","100"
"1627","1627","2217","7","132","100","132","100"
"1628","1628","2217","8","133","100","133","100"
"1629","1629","2217","9","134","100","134","100"
"1630","1630","2217","10","135","100","135","100"
"1631","1631","2217","11","136","100","136","100"
"1632","1632","2217","12","137","100","137","100"
"1633","1633","2217","13","138","100","138","100"
"1634","1634","2217","14","139","100","139","100"
"1635","1635","2217","15","140","100","140","100"
"1636","1636","2217","16","141","100","141","100"
"1637","1637","2217","17","142","100","142","100"
"1638","1638","2217","18","143","100","143","100"
"1639","1639","2217","19","144","100","144","100"
"1640","1640","2217","20","145","100","145","100"
"1641","1641","2218","1","125","100","125","100"
"1642","1642","2218","2","127","100","127","100"
"1643","1643","2218","3","128","100","128","100"
"1644","1644","2218","4","129","100","129","100"
"1645","1645","2218","5","130","100","130","100"
"1646","1646","2218","6","131","100","131","100"
"1647","1647","2218","7","132","100","132","100"
"1648","1648","2218","8","133","100","133","100"
"1649","1649","2218","9","134","100","134","100"
"1650","1650","2218","10","135","100","135","100"
"1651","1651","2218","11","136","100","136","100"
"1652","1652","2218","12","137","100","137","100"
"1653","1653","2218","13","138","100","138","100"
"1654","1654","2218","14","139","100","139","100"
"1655","1655","2218","15","140","100","140","100"
"1656","1656","2218","16","141","100","141","100"
"1657","1657","2218","17","142","100","142","100"
"1658","1658","2218","18","143","100","143","100"
"1659","1659","2218","19","144","100","144","100"
"1660","1660","2218","20","145","100","145","100"
"1661","1661","2219","1","22","100","22","100"
"1662","1662","2219","2","127","100","127","100"
"1663","1663","2219","3","128","100","128","100"
"1664","1664","2219","4","129","100","129","100"
"1665","1665","2219","5","130","100","130","100"
"1666","1666","2219","6","131","100","131","100"
"1667","1667","2219","7","132","100","132","100"
"1668","1668","2219","8","133","100","133","100"
"1669","1669","2219","9","134","100","134","100"
"1670","1670","2219","10","135","100","135","100"
"1671","1671","2219","11","136","100","136","100"
"1672","1672","2219","12","137","100","137","100"
"1673","1673","2219","13","138","100","138","100"
"1674","1674","2219","14","139","100","139","100"
"1675","1675","2219","15","140","100","140","100"
"1676","1676","2219","16","141","100","141","100"
"1677","1677","2219","17","142","100","142","100"
"1678","1678","2219","18","143","100","143","100"
"1679","1679","2219","19","144","100","144","100"
"1680","1680","2219","20","145","100","145","100"
"1681","1681","2220","1","22","100","22","100"
"1682","1682","2220","2","127","100","127","100"
"1683","1683","2220","3","128","100","128","100"
"1684","1684","2220","4","129","100","129","100"
"1685","1685","2220","5","130","100","130","100"
"1686","1686","2220","6","131","100","131","100"
"1687","1687","2220","7","132","100","132","100"
"1688","1688","2220","8","133","100","133","100"
"1689","1689","2220","9","134","100","134","100"
"1690","1690","2220","10","135","100","135","100"
"1691","1691","2220","11","136","100","136","100"
"1692","1692","2220","12","137","100","137","100"
"1693","1693","2220","13","138","100","138","100"
"1694","1694","2220","14","139","100","139","100"
"1695","1695","2220","15","140","100","140","100"
"1696","1696","2220","16","141","100","141","100"
"1697","1697","2220","17","142","100","142","100"
"1698","1698","2220","18","143","100","143","100"
"1699","1699","2220","19","144","100","144","100"
"1700","1700","2220","20","145","100","145","100"
"1701","1701","2301","1","76","100","76","100"
"1702","1702","2301","2","127","100","127","100"
"1703","1703","2301","3","128","100","128","100"
"1704","1704","2301","4","129","100","129","100"
"1705","1705","2301","5","130","100","130","100"
"1706","1706","2301","6","131","100","131","100"
"1707","1707","2301","7","132","100","132","100"
"1708","1708","2301","8","133","100","133","100"
"1709","1709","2301","9","134","100","134","100"
"1710","1710","2301","10","135","100","135","100"
"1711","1711","2301","11","136","100","136","100"
"1712","1712","2301","12","137","100","137","100"
"1713","1713","2301","13","138","100","138","100"
"1714","1714","2301","14","139","100","139","100"
"1715","1715","2301","15","140","100","140","100"
"1716","1716","2301","16","141","100","141","100"
"1717","1717","2301","17","142","100","142","100"
"1718","1718","2301","18","143","100","143","100"
"1719","1719","2301","19","144","100","144","100"
"1720","1720","2301","20","145","100","145","100"
"1721","1721","2302","1","110","100","110","100"
"1722","1722","2302","2","127","100","127","100"
"1723","1723","2302","3","128","100","128","100"
"1724","1724","2302","4","129","100","129","100"
"1725","1725","2302","5","130","100","130","100"
"1726","1726","2302","6","131","100","131","100"
"1727","1727","2302","7","132","100","132","100"
"1728","1728","2302","8","133","100","133","100"
"1729","1729","2302","9","134","100","134","100"
"1730","1730","2302","10","135","100","135","100"
"1731","1731","2302","11","136","100","136","100"
"1732","1732","2302","12","137","100","137","100"
"1733","1733","2302","13","138","100","138","100"
"1734","1734","2302","14","139","100","139","100"
"1735","1735","2302","15","140","100","140","100"
"1736","1736","2302","16","141","100","141","100"
"1737","1737","2302","17","142","100","142","100"
"1738","1738","2302","18","143","100","143","100"
"1739","1739","2302","19","144","100","144","100"
"1740","1740","2302","20","145","100","145","100"
"1741","1741","2303","1","59","100","59","100"
"1742","1742","2303","2","127","100","127","100"
"1743","1743","2303","3","128","100","128","100"
"1744","1744","2303","4","129","100","129","100"
"1745","1745","2303","5","130","100","130","100"
"1746","1746","2303","6","131","100","131","100"
"1747","1747","2303","7","132","100","132","100"
"1748","1748","2303","8","133","100","133","100"
"1749","1749","2303","9","134","100","134","100"
"1750","1750","2303","10","135","100","135","100"
"1751","1751","2303","11","136","100","136","100"
"1752","1752","2303","12","137","100","137","100"
"1753","1753","2303","13","138","100","138","100"
"1754","1754","2303","14","139","100","139","100"
"1755","1755","2303","15","140","100","140","100"
"1756","1756","2303","16","141","100","141","100"
"1757","1757","2303","17","142","100","142","100"
"1758","1758","2303","18","143","100","143","100"
"1759","1759","2303","19","144","100","144","100"
"1760","1760","2303","20","145","100","145","100"
"1761","1761","2304","1","125","100","125","100"
"1762","1762","2304","2","127","100","127","100"
"1763","1763","2304","3","128","100","128","100"
"1764","1764","2304","4","129","100","129","100"
"1765","1765","2304","5","130","100","130","100"
"1766","1766","2304","6","131","100","131","100"
"1767","1767","2304","7","132","100","132","100"
"1768","1768","2304","8","133","100","133","100"
"1769","1769","2304","9","134","100","134","100"
"1770","1770","2304","10","135","100","135","100"
"1771","1771","2304","11","136","100","136","100"
"1772","1772","2304","12","137","100","137","100"
"1773","1773","2304","13","138","100","138","100"
"1774","1774","2304","14","139","100","139","100"
"1775","1775","2304","15","140","100","140","100"
"1776","1776","2304","16","141","100","141","100"
"1777","1777","2304","17","142","100","142","100"
"1778","1778","2304","18","143","100","143","100"
"1779","1779","2304","19","144","100","144","100"
"1780","1780","2304","20","145","100","145","100"
"1781","1781","2305","1","45","100","45","100"
"1782","1782","2305","2","127","100","127","100"
"1783","1783","2305","3","128","100","128","100"
"1784","1784","2305","4","129","100","129","100"
"1785","1785","2305","5","130","100","130","100"
"1786","1786","2305","6","126","100","126","100"
"1787","1787","2305","7","132","100","132","100"
"1788","1788","2305","8","133","100","133","100"
"1789","1789","2305","9","134","100","134","100"
"1790","1790","2305","10","135","100","135","100"
"1791","1791","2305","11","136","100","136","100"
"1792","1792","2305","12","137","100","137","100"
"1793","1793","2305","13","138","100","138","100"
"1794","1794","2305","14","139","100","139","100"
"1795","1795","2305","15","140","100","140","100"
"1796","1796","2305","16","141","100","141","100"
"1797","1797","2305","17","142","100","142","100"
"1798","1798","2305","18","143","100","143","100"
"1799","1799","2305","19","144","100","144","100"
"1800","1800","2305","20","145","100","145","100"
"1801","1801","3001","1","126","100","126","100"
"1802","1802","3001","2","127","100","127","100"
"1803","1803","3001","3","128","100","128","100"
"1804","1804","3001","4","129","100","129","100"
"1805","1805","3001","5","130","100","130","100"
"1806","1806","3001","6","131","100","131","100"
"1807","1807","3001","7","132","100","132","100"
"1808","1808","3001","8","133","100","133","100"
"1809","1809","3001","9","134","100","134","100"
"1810","1810","3001","10","135","100","135","100"
"1811","1811","3001","11","136","100","136","100"
"1812","1812","3001","12","137","100","137","100"
"1813","1813","3001","13","138","100","138","100"
"1814","1814","3001","14","139","100","139","100"
"1815","1815","3001","15","140","100","140","100"
"1816","1816","3001","16","141","100","141","100"
"1817","1817","3001","17","142","100","142","100"
"1818","1818","3001","18","143","100","143","100"
"1819","1819","3001","19","144","100","144","100"
"1820","1820","3001","20","145","100","145","100"
"1821","1821","3002","1","126","100","126","100"
"1822","1822","3002","2","127","100","127","100"
"1823","1823","3002","3","128","100","128","100"
"1824","1824","3002","4","129","100","129","100"
"1825","1825","3002","5","130","100","130","100"
"1826","1826","3002","6","131","100","131","100"
"1827","1827","3002","7","132","100","132","100"
"1828","1828","3002","8","133","100","133","100"
"1829","1829","3002","9","134","100","134","100"
"1830","1830","3002","10","135","100","135","100"
"1831","1831","3002","11","136","100","136","100"
"1832","1832","3002","12","137","100","137","100"
"1833","1833","3002","13","138","100","138","100"
"1834","1834","3002","14","139","100","139","100"
"1835","1835","3002","15","140","100","140","100"
"1836","1836","3002","16","141","100","141","100"
"1837","1837","3002","17","142","100","142","100"
"1838","1838","3002","18","143","100","143","100"
"1839","1839","3002","19","144","100","144","100"
"1840","1840","3002","20","145","100","145","100"
"1841","1841","3003","1","126","100","126","100"
"1842","1842","3003","2","127","100","127","100"
"1843","1843","3003","3","128","100","128","100"
"1844","1844","3003","4","129","100","129","100"
"1845","1845","3003","5","130","100","130","100"
"1846","1846","3003","6","131","100","131","100"
"1847","1847","3003","7","132","100","132","100"
"1848","1848","3003","8","133","100","133","100"
"1849","1849","3003","9","134","100","134","100"
"1850","1850","3003","10","135","100","135","100"
"1851","1851","3003","11","136","100","136","100"
"1852","1852","3003","12","137","100","137","100"
"1853","1853","3003","13","138","100","138","100"
"1854","1854","3003","14","139","100","139","100"
"1855","1855","3003","15","140","100","140","100"
"1856","1856","3003","16","141","100","141","100"
"1857","1857","3003","17","142","100","142","100"
"1858","1858","3003","18","143","100","143","100"
"1859","1859","3003","19","144","100","144","100"
"1860","1860","3003","20","145","100","145","100"
"1861","1861","3004","1","126","100","126","100"
"1862","1862","3004","2","127","100","127","100"
"1863","1863","3004","3","128","100","128","100"
"1864","1864","3004","4","129","100","129","100"
"1865","1865","3004","5","130","100","130","100"
"1866","1866","3004","6","131","100","131","100"
"1867","1867","3004","7","132","100","132","100"
"1868","1868","3004","8","133","100","133","100"
"1869","1869","3004","9","134","100","134","100"
"1870","1870","3004","10","135","100","135","100"
"1871","1871","3004","11","136","100","136","100"
"1872","1872","3004","12","137","100","137","100"
"1873","1873","3004","13","138","100","138","100"
"1874","1874","3004","14","139","100","139","100"
"1875","1875","3004","15","140","100","140","100"
"1876","1876","3004","16","141","100","141","100"
"1877","1877","3004","17","142","100","142","100"
"1878","1878","3004","18","143","100","143","100"
"1879","1879","3004","19","144","100","144","100"
"1880","1880","3004","20","145","100","145","100"
"1881","1881","3005","1","126","100","126","100"
"1882","1882","3005","2","127","100","127","100"
"1883","1883","3005","3","128","100","128","100"
"1884","1884","3005","4","129","100","129","100"
"1885","1885","3005","5","130","100","130","100"
