"Name","PieTypeRewardBoxGroupId","RewardBoxDropCount","RewardBoxDropChance","DROP_REWARD_OBJECTGROUPID","DropPositionGroupId"
"756","7020301","3","1","7020301","10306"
"757","7020301","4","1","7020301","10306"
"758","7020311","5","1","7020311","10306"
"759","7020311","6","1","7020311","10306"
"760","7020311","7","1","7020311","10306"
"761","7020401","2","1","7020401","10301"
"762","7020401","3","1","7020401","10301"
"763","7020401","4","1","7020401","10301"
"764","7020411","5","1","7020411","10301"
"765","7020411","6","1","7020411","10301"
"766","7020411","7","1","7020411","10301"
"767","7021101","5","1","7021101","7021101"
"768","7021111","15","1","7021111","7021101"
"769","7021201","5","1","7021201","7021201"
"770","7021211","15","1","7021211","7021201"
