"Name","UniqueID","HolyStuffId","HolyStuff_Grade","Status01_Id","Status01_Value","Status02_Id","Status02_Value","Status03_Id","Status03_Value","Status04_Id","Status04_Value","SkillID","Skill_Level","Skill_CombatPower","HolyStuff_NeedLevel","HolyStuff_NeedCostId","HolyStuff_NeedCostCount","HolyStuff_NeedUse01Id","HolyStuff_NeedItem01Count","HolyStuff_NeedUse02Id","HolyStuff_NeedItem02Count","HolyStuff_NeedUse03Id","HolyStuff_NeedItem03Count","HolyStuff_NeedUse04Id","HolyStuff_NeedItem04Count"
"405009","405009","4005","9","82","1920","40","192","43","192","34","192","706002","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"405010","405010","4005","10","82","2160","40","216","43","216","34","216","706002","5","500","0","0","0","0","0","0","0","0","0","0","0"
"501001","501001","5001","1","84","0","24","0","28","0","31","0","706001","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"501002","501002","5001","2","84","240","24","12","28","6","31","6","706001","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"501003","501003","5001","3","84","480","24","24","28","12","31","12","706001","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"501004","501004","5001","4","84","720","24","36","28","18","31","18","706001","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"501005","501005","5001","5","84","960","24","48","28","24","31","24","706001","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"501006","501006","5001","6","84","1200","24","60","28","30","31","30","706001","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"501007","501007","5001","7","84","1440","24","72","28","36","31","36","706001","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"501008","501008","5001","8","84","1680","24","84","28","42","31","42","706001","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"501009","501009","5001","9","84","1920","24","96","28","48","31","48","706001","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"501010","501010","5001","10","84","2160","24","108","28","54","31","54","706001","5","500","0","0","0","0","0","0","0","0","0","0","0"
"502001","502001","5002","1","20","0","29","0","32","0","86","0","706005","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"502002","502002","5002","2","20","15","29","6","32","24","86","150","706005","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"502003","502003","5002","3","20","30","29","12","32","48","86","300","706005","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"502004","502004","5002","4","20","45","29","18","32","72","86","450","706005","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"502005","502005","5002","5","20","60","29","24","32","96","86","600","706005","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"502006","502006","5002","6","20","75","29","30","32","120","86","750","706005","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"502007","502007","5002","7","20","90","29","36","32","144","86","900","706005","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"502008","502008","5002","8","20","105","29","42","32","168","86","1050","706005","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"502009","502009","5002","9","20","120","29","48","32","192","86","1200","706005","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"502010","502010","5002","10","20","135","29","54","32","216","86","1350","706005","5","500","0","0","0","0","0","0","0","0","0","0","0"
"503001","503001","5003","1","22","0","26","0","42","0","87","0","706004","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"503002","503002","5003","2","22","15","26","12","42","24","87","150","706004","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"503003","503003","5003","3","22","30","26","24","42","48","87","300","706004","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"503004","503004","5003","4","22","45","26","36","42","72","87","450","706004","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"503005","503005","5003","5","22","60","26","48","42","96","87","600","706004","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"503006","503006","5003","6","22","75","26","60","42","120","87","750","706004","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"503007","503007","5003","7","22","90","26","72","42","144","87","900","706004","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"503008","503008","5003","8","22","105","26","84","42","168","87","1050","706004","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"503009","503009","5003","9","22","120","26","96","42","192","87","1200","706004","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"503010","503010","5003","10","22","135","26","108","42","216","87","1350","706004","5","500","0","0","0","0","0","0","0","0","0","0","0"
"504001","504001","5004","1","30","0","35","0","33","0","41","0","706003","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"504002","504002","5004","2","30","6","35","24","33","24","41","24","706003","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"504003","504003","5004","3","30","12","35","48","33","48","41","48","706003","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"504004","504004","5004","4","30","18","35","72","33","72","41","72","706003","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"504005","504005","5004","5","30","24","35","96","33","96","41","96","706003","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"504006","504006","5004","6","30","30","35","120","33","120","41","120","706003","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"504007","504007","5004","7","30","36","35","144","33","144","41","144","706003","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"504008","504008","5004","8","30","42","35","168","33","168","41","168","706003","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"504009","504009","5004","9","30","48","35","192","33","192","41","192","706003","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"504010","504010","5004","10","30","54","35","216","33","216","41","216","706003","5","500","0","0","0","0","0","0","0","0","0","0","0"
"505001","505001","5005","1","82","0","40","0","43","0","34","0","706002","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"505002","505002","5005","2","82","240","40","24","43","24","34","24","706002","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"505003","505003","5005","3","82","480","40","48","43","48","34","48","706002","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"505004","505004","5005","4","82","720","40","72","43","72","34","72","706002","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"505005","505005","5005","5","82","960","40","96","43","96","34","96","706002","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"505006","505006","5005","6","82","1200","40","120","43","120","34","120","706002","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"505007","505007","5005","7","82","1440","40","144","43","144","34","144","706002","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"505008","505008","5005","8","82","1680","40","168","43","168","34","168","706002","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"505009","505009","5005","9","82","1920","40","192","43","192","34","192","706002","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"505010","505010","5005","10","82","2160","40","216","43","216","34","216","706002","5","500","0","0","0","0","0","0","0","0","0","0","0"
"601001","601001","6001","1","84","0","24","0","28","0","31","0","706001","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"601002","601002","6001","2","84","240","24","12","28","6","31","6","706001","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"601003","601003","6001","3","84","480","24","24","28","12","31","12","706001","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"601004","601004","6001","4","84","720","24","36","28","18","31","18","706001","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"601005","601005","6001","5","84","960","24","48","28","24","31","24","706001","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"601006","601006","6001","6","84","1200","24","60","28","30","31","30","706001","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"601007","601007","6001","7","84","1440","24","72","28","36","31","36","706001","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"601008","601008","6001","8","84","1680","24","84","28","42","31","42","706001","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"601009","601009","6001","9","84","1920","24","96","28","48","31","48","706001","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"601010","601010","6001","10","84","2160","24","108","28","54","31","54","706001","5","500","0","0","0","0","0","0","0","0","0","0","0"
"602001","602001","6002","1","20","0","29","0","32","0","86","0","706005","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"602002","602002","6002","2","20","15","29","6","32","24","86","150","706005","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"602003","602003","6002","3","20","30","29","12","32","48","86","300","706005","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"602004","602004","6002","4","20","45","29","18","32","72","86","450","706005","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"602005","602005","6002","5","20","60","29","24","32","96","86","600","706005","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"602006","602006","6002","6","20","75","29","30","32","120","86","750","706005","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"602007","602007","6002","7","20","90","29","36","32","144","86","900","706005","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"602008","602008","6002","8","20","105","29","42","32","168","86","1050","706005","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"602009","602009","6002","9","20","120","29","48","32","192","86","1200","706005","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"602010","602010","6002","10","20","135","29","54","32","216","86","1350","706005","5","500","0","0","0","0","0","0","0","0","0","0","0"
"603001","603001","6003","1","22","0","26","0","42","0","87","0","706004","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"603002","603002","6003","2","22","15","26","12","42","24","87","150","706004","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"603003","603003","6003","3","22","30","26","24","42","48","87","300","706004","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"603004","603004","6003","4","22","45","26","36","42","72","87","450","706004","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"603005","603005","6003","5","22","60","26","48","42","96","87","600","706004","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"603006","603006","6003","6","22","75","26","60","42","120","87","750","706004","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"603007","603007","6003","7","22","90","26","72","42","144","87","900","706004","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"603008","603008","6003","8","22","105","26","84","42","168","87","1050","706004","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"603009","603009","6003","9","22","120","26","96","42","192","87","1200","706004","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"603010","603010","6003","10","22","135","26","108","42","216","87","1350","706004","5","500","0","0","0","0","0","0","0","0","0","0","0"
"604001","604001","6004","1","30","0","35","0","33","0","41","0","706003","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"604002","604002","6004","2","30","6","35","24","33","24","41","24","706003","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"604003","604003","6004","3","30","12","35","48","33","48","41","48","706003","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"604004","604004","6004","4","30","18","35","72","33","72","41","72","706003","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"604005","604005","6004","5","30","24","35","96","33","96","41","96","706003","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"604006","604006","6004","6","30","30","35","120","33","120","41","120","706003","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"604007","604007","6004","7","30","36","35","144","33","144","41","144","706003","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"604008","604008","6004","8","30","42","35","168","33","168","41","168","706003","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"604009","604009","6004","9","30","48","35","192","33","192","41","192","706003","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"604010","604010","6004","10","30","54","35","216","33","216","41","216","706003","5","500","0","0","0","0","0","0","0","0","0","0","0"
"605001","605001","6005","1","82","0","40","0","43","0","34","0","706002","0","0","90","11","1800000","701000104","40","701000204","40","701000304","20","701000404","10"
"605002","605002","6005","2","82","240","40","24","43","24","34","24","706002","1","100","100","11","2100000","701000104","80","701000204","80","701000304","40","701000404","20"
"605003","605003","6005","3","82","480","40","48","43","48","34","48","706002","1","100","110","11","2700000","701000104","160","701000204","160","701000304","80","701000404","40"
"605004","605004","6005","4","82","720","40","72","43","72","34","72","706002","2","200","120","11","3600000","701000104","320","701000204","320","701000304","160","701000404","80"
"605005","605005","6005","5","82","960","40","96","43","96","34","96","706002","2","200","130","11","4800000","701000105","80","701000205","80","701000305","40","701000405","20"
"605006","605006","6005","6","82","1200","40","120","43","120","34","120","706002","3","300","140","11","6300000","701000105","160","701000205","160","701000305","80","701000405","40"
"605007","605007","6005","7","82","1440","40","144","43","144","34","144","706002","3","300","150","11","8100000","701000105","320","701000205","320","701000305","160","701000405","80"
"605008","605008","6005","8","82","1680","40","168","43","168","34","168","706002","4","400","160","11","10200000","701000105","640","701000205","640","701000305","320","701000405","160"
"605009","605009","6005","9","82","1920","40","192","43","192","34","192","706002","4","400","170","11","12600000","701000105","2000","701000205","2000","701000305","1000","701000405","500"
"605010","605010","6005","10","82","2160","40","216","43","216","34","216","706002","5","500","0","0","0","0","0","0","0","0","0","0","0"
