"Name","RowId","Potential_Id","Training_Class","Training_Level","Training_SuccessRate","Training_ExplanId","CostMoney_Id","CostMoney_Count","CostItem01_UseId","CostItem01_Count","CostItem02_UseId","CostItem02_Count","CostItem03_UseId","CostItem03_Count","CostItem04_UseId","CostItem04_Count","Passive_Id","Passive_CombatPoint","Passive_CombatPointLevel","Status01_Id","Status01_Value","Status02_Id","Status02_Value","Status03_Id","Status03_Value"
"1441","1441","137","2","2","60000","6401137","23","3","1201002312","2","1201002302","2","0","0","0","0","0","0","0","119","44","46","6","0","0"
"1442","1442","137","2","3","50000","6401137","23","3","1201002312","4","1201002302","4","0","0","0","0","0","0","0","119","66","46","9","0","0"
"1443","1443","137","2","4","40000","6401137","23","6","1201002412","1","0","0","0","0","0","0","0","0","0","119","88","46","12","0","0"
"1444","1444","137","2","5","40000","6401137","23","6","1201002412","1","1201002402","1","0","0","0","0","0","0","0","119","110","46","15","0","0"
"1445","1445","138","2","1","60000","6401138","23","5","1201002312","5","1201002302","5","501000048","1","0","0","0","0","0","30","30","40","22","0","0"
"1446","1446","138","2","2","50000","6401138","23","10","1201002412","1","0","0","501000048","2","0","0","0","0","0","30","60","40","44","0","0"
"1447","1447","138","2","3","50000","6401138","23","10","1201002412","1","1201002402","1","501000048","2","0","0","0","0","0","30","90","40","66","0","0"
"1448","1448","138","2","4","50000","6401138","23","20","1201002512","1","0","0","501000048","4","0","0","0","0","0","30","120","40","88","0","0"
"1449","1449","138","2","5","40000","6401138","23","20","0","0","1201002502","1","501000048","4","0","0","0","0","0","30","150","40","110","0","0"
"1450","1450","138","2","6","40000","6401138","23","20","1201002512","1","1201002502","1","501000048","4","0","0","0","0","0","30","180","40","132","0","0"
"1451","1451","139","2","1","70000","6401139","23","3","1201002312","1","0","0","0","0","0","0","0","0","0","51","22","47","3","0","0"
"1452","1452","139","2","2","60000","6401139","23","3","1201002312","2","1201002303","2","0","0","0","0","0","0","0","51","44","47","6","0","0"
"1453","1453","139","2","3","50000","6401139","23","3","1201002312","4","1201002303","4","0","0","0","0","0","0","0","51","66","47","9","0","0"
"1454","1454","139","2","4","40000","6401139","23","6","1201002412","1","0","0","0","0","0","0","0","0","0","51","88","47","12","0","0"
"1455","1455","139","2","5","40000","6401139","23","6","1201002412","1","1201002403","1","0","0","0","0","0","0","0","51","110","47","15","0","0"
"1456","1456","140","2","1","60000","6401140","23","5","1201002309","5","1201002308","5","501000048","1","0","0","0","0","0","48","75","44","7","0","0"
"1457","1457","140","2","2","50000","6401140","23","10","1201002409","1","0","0","501000048","2","0","0","0","0","0","48","150","44","14","0","0"
"1458","1458","140","2","3","50000","6401140","23","10","1201002409","1","1201002408","1","501000048","2","0","0","0","0","0","48","225","44","21","0","0"
"1459","1459","140","2","4","50000","6401140","23","20","1201002509","1","0","0","501000048","4","0","0","0","0","0","48","300","44","28","0","0"
"1460","1460","140","2","5","40000","6401140","23","20","0","0","1201002508","1","501000048","4","0","0","0","0","0","48","375","44","35","0","0"
"1461","1461","140","2","6","40000","6401140","23","20","1201002509","1","1201002508","1","501000048","4","0","0","0","0","0","48","450","44","42","0","0"
"1462","1462","141","2","1","70000","6401141","23","3","1201002313","1","0","0","0","0","0","0","0","0","0","50","22","36","9","0","0"
"1463","1463","141","2","2","60000","6401141","23","3","1201002313","2","1201002301","2","0","0","0","0","0","0","0","50","44","36","18","0","0"
"1464","1464","141","2","3","50000","6401141","23","3","1201002313","4","1201002301","4","0","0","0","0","0","0","0","50","66","36","27","0","0"
"1465","1465","141","2","4","40000","6401141","23","6","1201002413","1","0","0","0","0","0","0","0","0","0","50","88","36","36","0","0"
"1466","1466","141","2","5","40000","6401141","23","6","1201002413","1","1201002401","1","0","0","0","0","0","0","0","50","110","36","45","0","0"
"1467","1467","142","2","1","60000","6401142","23","5","1201002311","5","1201002301","5","501000048","1","0","0","0","0","0","28","30","41","22","0","0"
"1468","1468","142","2","2","50000","6401142","23","10","1201002411","1","0","0","501000048","2","0","0","0","0","0","28","60","41","44","0","0"
"1469","1469","142","2","3","50000","6401142","23","10","1201002411","1","1201002401","1","501000048","2","0","0","0","0","0","28","90","41","66","0","0"
"1470","1470","142","2","4","50000","6401142","23","20","1201002511","1","0","0","501000048","4","0","0","0","0","0","28","120","41","88","0","0"
"1471","1471","142","2","5","40000","6401142","23","20","0","0","1201002501","1","501000048","4","0","0","0","0","0","28","150","41","110","0","0"
"1472","1472","142","2","6","40000","6401142","23","20","1201002511","1","1201002501","1","501000048","4","0","0","0","0","0","28","180","41","132","0","0"
"1473","1473","143","2","1","70000","6401143","23","3","1201002309","1","0","0","0","0","0","0","0","0","0","39","27","42","9","0","0"
"1474","1474","143","2","2","60000","6401143","23","3","1201002309","2","1201002306","2","0","0","0","0","0","0","0","39","54","42","18","0","0"
"1475","1475","143","2","3","50000","6401143","23","3","1201002309","4","1201002306","4","0","0","0","0","0","0","0","39","81","42","27","0","0"
"1476","1476","143","2","4","40000","6401143","23","6","1201002409","1","0","0","0","0","0","0","0","0","0","39","108","42","36","0","0"
"1477","1477","143","2","5","40000","6401143","23","6","1201002409","1","1201002406","1","0","0","0","0","0","0","0","39","135","42","45","0","0"
"1478","1478","144","2","1","60000","6401144","23","5","1201002313","5","1201002306","5","501000048","1","0","0","0","0","0","31","30","42","22","0","0"
"1479","1479","144","2","2","50000","6401144","23","10","1201002413","1","0","0","501000048","2","0","0","0","0","0","31","60","42","44","0","0"
"1480","1480","144","2","3","50000","6401144","23","10","1201002413","1","1201002406","1","501000048","2","0","0","0","0","0","31","90","42","66","0","0"
"1481","1481","144","2","4","50000","6401144","23","20","1201002513","1","0","0","501000048","4","0","0","0","0","0","31","120","42","88","0","0"
"1482","1482","144","2","5","40000","6401144","23","20","0","0","1201002506","1","501000048","4","0","0","0","0","0","31","150","42","110","0","0"
"1483","1483","144","2","6","40000","6401144","23","20","1201002513","1","1201002506","1","501000048","4","0","0","0","0","0","31","180","42","132","0","0"
"1484","1484","145","2","1","70000","6401145","23","3","1201002310","1","0","0","0","0","0","0","0","0","0","49","22","32","24","0","0"
"1485","1485","145","2","2","60000","6401145","23","3","1201002310","2","1201002304","2","0","0","0","0","0","0","0","49","44","32","48","0","0"
"1486","1486","145","2","3","50000","6401145","23","3","1201002310","4","1201002304","4","0","0","0","0","0","0","0","49","66","32","72","0","0"
"1487","1487","145","2","4","40000","6401145","23","6","1201002410","1","0","0","0","0","0","0","0","0","0","49","88","32","96","0","0"
"1488","1488","145","2","5","40000","6401145","23","6","1201002410","1","1201002404","1","0","0","0","0","0","0","0","49","110","32","120","0","0"
"1489","1489","146","2","1","70000","6401146","23","3","1201002313","1","0","0","0","0","0","0","0","0","0","31","9","32","24","0","0"
"1490","1490","146","2","2","60000","6401146","23","3","1201002313","2","1201002304","2","0","0","0","0","0","0","0","31","18","32","48","0","0"
"1491","1491","146","2","3","50000","6401146","23","3","1201002313","4","1201002304","4","0","0","0","0","0","0","0","31","27","32","72","0","0"
"1492","1492","146","2","4","40000","6401146","23","6","1201002413","1","0","0","0","0","0","0","0","0","0","31","36","32","96","0","0"
"1493","1493","146","2","5","40000","6401146","23","6","1201002413","1","1201002404","1","0","0","0","0","0","0","0","31","45","32","120","0","0"
"1494","1494","147","2","1","70000","6401147","23","3","1201002310","1","0","0","0","0","0","0","0","0","0","49","22","34","24","0","0"
"1495","1495","147","2","2","60000","6401147","23","3","1201002310","2","1201002303","2","0","0","0","0","0","0","0","49","44","34","48","0","0"
"1496","1496","147","2","3","50000","6401147","23","3","1201002310","4","1201002303","4","0","0","0","0","0","0","0","49","66","34","72","0","0"
"1497","1497","147","2","4","40000","6401147","23","6","1201002410","1","0","0","0","0","0","0","0","0","0","49","88","34","96","0","0"
"1498","1498","147","2","5","40000","6401147","23","6","1201002410","1","1201002403","1","0","0","0","0","0","0","0","49","110","34","120","0","0"
"1499","1499","148","2","1","70000","6401148","23","3","1201002311","1","0","0","0","0","0","0","0","0","0","38","27","40","9","0","0"
"1500","1500","148","2","2","60000","6401148","23","3","1201002311","2","1201002302","2","0","0","0","0","0","0","0","38","54","40","18","0","0"
"1501","1501","148","2","3","50000","6401148","23","3","1201002311","4","1201002302","4","0","0","0","0","0","0","0","38","81","40","27","0","0"
"1502","1502","148","2","4","40000","6401148","23","6","1201002411","1","0","0","0","0","0","0","0","0","0","38","108","40","36","0","0"
"1503","1503","148","2","5","40000","6401148","23","6","1201002411","1","1201002402","1","0","0","0","0","0","0","0","38","135","40","45","0","0"
"1504","1504","149","2","1","60000","6401149","23","5","1201002312","5","1201002308","5","501000048","1","0","0","0","0","0","119","75","44","7","0","0"
"1505","1505","149","2","2","50000","6401149","23","10","1201002412","1","0","0","501000048","2","0","0","0","0","0","119","150","44","14","0","0"
"1506","1506","149","2","3","50000","6401149","23","10","1201002412","1","1201002408","1","501000048","2","0","0","0","0","0","119","225","44","21","0","0"
"1507","1507","149","2","4","50000","6401149","23","20","1201002512","1","0","0","501000048","4","0","0","0","0","0","119","300","44","28","0","0"
"1508","1508","149","2","5","40000","6401149","23","20","0","0","1201002508","1","501000048","4","0","0","0","0","0","119","375","44","35","0","0"
"1509","1509","149","2","6","40000","6401149","23","20","1201002512","1","1201002508","1","501000048","4","0","0","0","0","0","119","450","44","42","0","0"
"1510","1510","150","2","1","60000","6401150","23","5","1201002311","5","1201002308","5","501000048","1","0","0","0","0","0","29","30","44","7","0","0"
"1511","1511","150","2","2","50000","6401150","23","10","1201002411","1","0","0","501000048","2","0","0","0","0","0","29","60","44","14","0","0"
"1512","1512","150","2","3","50000","6401150","23","10","1201002411","1","1201002408","1","501000048","2","0","0","0","0","0","29","90","44","21","0","0"
"1513","1513","150","2","4","50000","6401150","23","20","1201002511","1","0","0","501000048","4","0","0","0","0","0","29","120","44","28","0","0"
"1514","1514","150","2","5","40000","6401150","23","20","0","0","1201002508","1","501000048","4","0","0","0","0","0","29","150","44","35","0","0"
"1515","1515","150","2","6","40000","6401150","23","20","1201002511","1","1201002508","1","501000048","4","0","0","0","0","0","29","180","44","42","0","0"
"1516","1516","151","2","1","70000","6401151","23","3","1201002312","1","0","0","0","0","0","0","0","0","0","30","9","36","9","0","0"
"1517","1517","151","2","2","60000","6401151","23","3","1201002312","2","1201002301","2","0","0","0","0","0","0","0","30","18","36","18","0","0"
"1518","1518","151","2","3","50000","6401151","23","3","1201002312","4","1201002301","4","0","0","0","0","0","0","0","30","27","36","27","0","0"
"1519","1519","151","2","4","40000","6401151","23","6","1201002412","1","0","0","0","0","0","0","0","0","0","30","36","36","36","0","0"
"1520","1520","151","2","5","40000","6401151","23","6","1201002412","1","1201002401","1","0","0","0","0","0","0","0","30","45","36","45","0","0"
"1521","1521","152","2","1","70000","6401152","23","3","1201002309","1","0","0","0","0","0","0","0","0","0","48","22","33","24","0","0"
"1522","1522","152","2","2","60000","6401152","23","3","1201002309","2","1201002305","2","0","0","0","0","0","0","0","48","44","33","48","0","0"
"1523","1523","152","2","3","50000","6401152","23","3","1201002309","4","1201002305","4","0","0","0","0","0","0","0","48","66","33","72","0","0"
"1524","1524","152","2","4","40000","6401152","23","6","1201002409","1","0","0","0","0","0","0","0","0","0","48","88","33","96","0","0"
"1525","1525","152","2","5","40000","6401152","23","6","1201002409","1","1201002405","1","0","0","0","0","0","0","0","48","110","33","120","0","0"
"1526","1526","153","2","1","70000","6401153","23","3","1201002313","1","0","0","0","0","0","0","0","0","0","50","22","33","24","0","0"
"1527","1527","153","2","2","60000","6401153","23","3","1201002313","2","1201002305","2","0","0","0","0","0","0","0","50","44","33","48","0","0"
"1528","1528","153","2","3","50000","6401153","23","3","1201002313","4","1201002305","4","0","0","0","0","0","0","0","50","66","33","72","0","0"
"1529","1529","153","2","4","40000","6401153","23","6","1201002413","1","0","0","0","0","0","0","0","0","0","50","88","33","96","0","0"
"1530","1530","153","2","5","40000","6401153","23","6","1201002413","1","1201002405","1","0","0","0","0","0","0","0","50","110","33","120","0","0"
"1531","1531","154","2","1","60000","6401154","23","5","1201002310","5","1201002306","5","501000048","1","0","0","0","0","0","49","75","42","22","0","0"
"1532","1532","154","2","2","50000","6401154","23","10","1201002410","1","0","0","501000048","2","0","0","0","0","0","49","150","42","44","0","0"
"1533","1533","154","2","3","50000","6401154","23","10","1201002410","1","1201002406","1","501000048","2","0","0","0","0","0","49","225","42","66","0","0"
"1534","1534","154","2","4","50000","6401154","23","20","1201002510","1","0","0","501000048","4","0","0","0","0","0","49","300","42","88","0","0"
"1535","1535","154","2","5","40000","6401154","23","20","0","0","1201002506","1","501000048","4","0","0","0","0","0","49","375","42","110","0","0"
"1536","1536","154","2","6","40000","6401154","23","20","1201002510","1","1201002506","1","501000048","4","0","0","0","0","0","49","450","42","132","0","0"
"1537","1537","155","2","1","60000","6401155","23","5","1201002309","5","1201002301","5","501000048","1","0","0","0","0","0","39","90","45","7","0","0"
"1538","1538","155","2","2","50000","6401155","23","10","1201002409","1","0","0","501000048","2","0","0","0","0","0","39","180","45","14","0","0"
"1539","1539","155","2","3","50000","6401155","23","10","1201002409","1","1201002401","1","501000048","2","0","0","0","0","0","39","270","45","21","0","0"
"1540","1540","155","2","4","50000","6401155","23","20","1201002509","1","0","0","501000048","4","0","0","0","0","0","39","360","45","28","0","0"
"1541","1541","155","2","5","40000","6401155","23","20","0","0","1201002501","1","501000048","4","0","0","0","0","0","39","450","45","35","0","0"
"1542","1542","155","2","6","40000","6401155","23","20","1201002509","1","1201002501","1","501000048","4","0","0","0","0","0","39","540","45","42","0","0"
"1543","1543","156","2","1","70000","6401156","23","3","1201002312","1","0","0","0","0","0","0","0","0","0","51","22","20","6","22","6"
"1544","1544","156","2","2","60000","6401156","23","3","1201002312","2","1201002305","2","0","0","0","0","0","0","0","51","44","20","12","22","12"
"1545","1545","156","2","3","50000","6401156","23","3","1201002312","4","1201002305","4","0","0","0","0","0","0","0","51","66","20","18","22","18"
"1546","1546","156","2","4","40000","6401156","23","6","1201002412","1","0","0","0","0","0","0","0","0","0","51","88","20","24","22","24"
"1547","1547","156","2","5","40000","6401156","23","6","1201002412","1","1201002405","1","0","0","0","0","0","0","0","51","110","20","30","22","30"
"1548","1548","157","2","1","70000","6401157","23","3","1201002309","1","0","0","0","0","0","0","0","0","0","48","22","24","6","0","0"
"1549","1549","157","2","2","60000","6401157","23","3","1201002309","2","1201002303","2","0","0","0","0","0","0","0","48","44","24","12","0","0"
"1550","1550","157","2","3","50000","6401157","23","3","1201002309","4","1201002303","4","0","0","0","0","0","0","0","48","66","24","18","0","0"
"1551","1551","157","2","4","40000","6401157","23","6","1201002409","1","0","0","0","0","0","0","0","0","0","48","88","24","24","0","0"
"1552","1552","157","2","5","40000","6401157","23","6","1201002409","1","1201002403","1","0","0","0","0","0","0","0","48","110","24","30","0","0"
"1553","1553","158","2","1","60000","6401158","23","5","1201002311","5","1201002305","5","501000048","1","0","0","0","0","0","38","90","20","15","22","15"
"1554","1554","158","2","2","50000","6401158","23","10","1201002411","1","0","0","501000048","2","0","0","0","0","0","38","180","20","30","22","30"
"1555","1555","158","2","3","50000","6401158","23","10","1201002411","1","1201002405","1","501000048","2","0","0","0","0","0","38","270","20","45","22","45"
"1556","1556","158","2","4","50000","6401158","23","20","1201002511","1","0","0","501000048","4","0","0","0","0","0","38","360","20","60","22","60"
"1557","1557","158","2","5","40000","6401158","23","20","0","0","1201002505","1","501000048","4","0","0","0","0","0","38","450","20","75","22","75"
"1558","1558","158","2","6","40000","6401158","23","20","1201002511","1","1201002505","1","501000048","4","0","0","0","0","0","38","540","20","90","22","90"
"1559","1559","159","2","1","60000","6401159","23","5","1201002313","5","1201002307","5","501000048","1","0","0","0","0","0","120","75","26","15","0","0"
"1560","1560","159","2","2","50000","6401159","23","10","1201002413","1","0","0","501000048","2","0","0","0","0","0","120","150","26","30","0","0"
"1561","1561","159","2","3","50000","6401159","23","10","1201002413","1","1201002407","1","501000048","2","0","0","0","0","0","120","225","26","45","0","0"
"1562","1562","159","2","4","50000","6401159","23","20","1201002513","1","0","0","501000048","4","0","0","0","0","0","120","300","26","60","0","0"
"1563","1563","159","2","5","40000","6401159","23","20","0","0","1201002507","1","501000048","4","0","0","0","0","0","120","375","26","75","0","0"
"1564","1564","159","2","6","40000","6401159","23","20","1201002513","1","1201002507","1","501000048","4","0","0","0","0","0","120","450","26","90","0","0"
"1565","1565","160","2","1","60000","6401160","23","5","1201002311","5","1201002302","5","501000048","1","0","0","0","0","0","52","75","46","7","0","0"
"1566","1566","160","2","2","50000","6401160","23","10","1201002411","1","0","0","501000048","2","0","0","0","0","0","52","150","46","14","0","0"
"1567","1567","160","2","3","50000","6401160","23","10","1201002411","1","1201002402","1","501000048","2","0","0","0","0","0","52","225","46","21","0","0"
"1568","1568","160","2","4","50000","6401160","23","20","1201002511","1","0","0","501000048","4","0","0","0","0","0","52","300","46","28","0","0"
"1569","1569","160","2","5","40000","6401160","23","20","0","0","1201002502","1","501000048","4","0","0","0","0","0","52","375","46","35","0","0"
"1570","1570","160","2","6","40000","6401160","23","20","1201002511","1","1201002502","1","501000048","4","0","0","0","0","0","52","450","46","42","0","0"
"1571","1571","161","2","1","60000","6401161","23","5","1201002310","5","1201002303","5","501000048","1","0","0","0","0","0","53","75","47","7","0","0"
"1572","1572","161","2","2","50000","6401161","23","10","1201002410","1","0","0","501000048","2","0","0","0","0","0","53","150","47","14","0","0"
"1573","1573","161","2","3","50000","6401161","23","10","1201002410","1","1201002403","1","501000048","2","0","0","0","0","0","53","225","47","21","0","0"
"1574","1574","161","2","4","50000","6401161","23","20","1201002510","1","0","0","501000048","4","0","0","0","0","0","53","300","47","28","0","0"
"1575","1575","161","2","5","40000","6401161","23","20","0","0","1201002503","1","501000048","4","0","0","0","0","0","53","375","47","35","0","0"
"1576","1576","161","2","6","40000","6401161","23","20","1201002510","1","1201002503","1","501000048","4","0","0","0","0","0","53","450","47","42","0","0"
"1577","1577","162","2","1","50000","6401162","23","50","1201002506","1","0","0","503200002","4","0","0","800003","900","0","0","0","0","0","0","0"
"1578","1578","162","2","2","45000","6401162","23","50","0","0","1201002513","1","503200002","8","0","0","800003","900","500","0","0","0","0","0","0"
"1579","1579","162","2","3","40000","6401162","23","50","1201002506","1","0","0","503200002","16","0","0","800003","900","500","0","0","0","0","0","0"
"1580","1580","162","2","4","35000","6401162","23","50","0","0","1201002513","1","503200002","32","0","0","800003","900","500","0","0","0","0","0","0"
"1581","1581","162","2","5","30000","6401162","23","50","1201002506","1","1201002513","1","503200002","64","0","0","800003","900","500","0","0","0","0","0","0"
"1582","1582","162","2","6","25000","6401162","23","50","1201002506","2","1201002513","2","503200002","100","0","0","800003","900","500","0","0","0","0","0","0"
"1583","1583","163","2","1","50000","6401163","23","50","1201002504","1","0","0","503200002","4","0","0","800004","900","0","0","0","0","0","0","0"
"1584","1584","163","2","2","45000","6401163","23","50","0","0","1201002512","1","503200002","8","0","0","800004","900","500","0","0","0","0","0","0"
"1585","1585","163","2","3","40000","6401163","23","50","1201002504","1","0","0","503200002","16","0","0","800004","900","500","0","0","0","0","0","0"
"1586","1586","163","2","4","35000","6401163","23","50","0","0","1201002512","1","503200002","32","0","0","800004","900","500","0","0","0","0","0","0"
"1587","1587","163","2","5","30000","6401163","23","50","1201002504","1","1201002512","1","503200002","64","0","0","800004","900","500","0","0","0","0","0","0"
"1588","1588","163","2","6","25000","6401163","23","50","1201002504","2","1201002512","2","503200002","100","0","0","800004","900","500","0","0","0","0","0","0"
"1589","1589","201","2","1","80000","6401201","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","88","160","0","0","0","0"
"1590","1590","201","2","2","70000","6401201","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","88","320","0","0","0","0"
"1591","1591","201","2","3","60000","6401201","23","2","1201002301","1","0","0","0","0","0","0","0","0","0","88","480","0","0","0","0"
"1592","1592","202","2","1","70000","6401202","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","84","220","48","6","0","0"
"1593","1593","202","2","2","60000","6401202","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","84","440","48","12","0","0"
"1594","1594","202","2","3","50000","6401202","23","4","1201002308","1","1201002311","1","0","0","0","0","0","0","0","84","660","48","18","0","0"
"1595","1595","202","2","4","50000","6401202","23","4","1201002408","1","0","0","0","0","0","0","0","0","0","84","880","48","24","0","0"
"1596","1596","203","2","1","70000","6401203","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","92","150","119","6","0","0"
"1597","1597","203","2","2","60000","6401203","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","92","300","119","12","0","0"
"1598","1598","203","2","3","50000","6401203","23","4","1201002305","1","1201002311","1","0","0","0","0","0","0","0","92","450","119","18","0","0"
"1599","1599","203","2","4","50000","6401203","23","4","1201002405","1","0","0","0","0","0","0","0","0","0","92","600","119","24","0","0"
"1600","1600","204","2","1","80000","6401204","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","146","3","0","0","0","0"
"1601","1601","204","2","2","70000","6401204","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","146","6","0","0","0","0"
"1602","1602","204","2","3","60000","6401204","23","2","1201002308","1","0","0","0","0","0","0","0","0","0","146","9","0","0","0","0"
"1603","1603","205","2","1","80000","6401205","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","86","160","0","0","0","0"
"1604","1604","205","2","2","70000","6401205","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","86","320","0","0","0","0"
"1605","1605","205","2","3","60000","6401205","23","2","1201002304","1","0","0","0","0","0","0","0","0","0","86","480","0","0","0","0"
"1606","1606","206","2","1","70000","6401206","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","82","110","38","7","0","0"
"1607","1607","206","2","2","60000","6401206","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","82","220","38","14","0","0"
"1608","1608","206","2","3","50000","6401206","23","4","1201002310","1","1201002304","1","0","0","0","0","0","0","0","82","330","38","21","0","0"
"1609","1609","206","2","4","50000","6401206","23","4","1201002410","1","0","0","0","0","0","0","0","0","0","82","440","38","28","0","0"
"1610","1610","207","2","1","80000","6401207","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","86","160","0","0","0","0"
"1611","1611","207","2","2","70000","6401207","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","86","320","0","0","0","0"
"1612","1612","207","2","3","60000","6401207","23","2","1201002304","1","0","0","0","0","0","0","0","0","0","86","480","0","0","0","0"
"1613","1613","208","2","1","80000","6401208","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","147","3","0","0","0","0"
"1614","1614","208","2","2","70000","6401208","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","147","6","0","0","0","0"
"1615","1615","208","2","3","60000","6401208","23","2","1201002303","1","0","0","0","0","0","0","0","0","0","147","9","0","0","0","0"
"1616","1616","209","2","1","80000","6401209","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","6","13","0","0","0","0"
"1617","1617","209","2","2","70000","6401209","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","6","26","0","0","0","0"
"1618","1618","209","2","3","60000","6401209","23","2","1201002302","1","0","0","0","0","0","0","0","0","0","6","39","0","0","0","0"
"1619","1619","210","2","1","70000","6401210","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","87","150","119","6","0","0"
"1620","1620","210","2","2","60000","6401210","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","87","300","119","12","0","0"
"1621","1621","210","2","3","50000","6401210","23","4","1201002307","1","1201002311","1","0","0","0","0","0","0","0","87","450","119","18","0","0"
"1622","1622","210","2","4","50000","6401210","23","4","1201002407","1","0","0","0","0","0","0","0","0","0","87","600","119","24","0","0"
"1623","1623","211","2","1","80000","6401211","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","88","160","0","0","0","0"
"1624","1624","211","2","2","70000","6401211","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","88","320","0","0","0","0"
"1625","1625","211","2","3","60000","6401211","23","2","1201002301","1","0","0","0","0","0","0","0","0","0","88","480","0","0","0","0"
"1626","1626","212","2","1","70000","6401212","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","84","220","39","7","0","0"
"1627","1627","212","2","2","60000","6401212","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","84","440","39","14","0","0"
"1628","1628","212","2","3","50000","6401212","23","4","1201002308","1","1201002301","1","0","0","0","0","0","0","0","84","660","39","21","0","0"
"1629","1629","212","2","4","50000","6401212","23","4","1201002408","1","0","0","0","0","0","0","0","0","0","84","880","39","28","0","0"
"1630","1630","213","2","1","80000","6401213","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","82","100","0","0","0","0"
"1631","1631","213","2","2","70000","6401213","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","82","200","0","0","0","0"
"1632","1632","213","2","3","60000","6401213","23","2","1201002310","1","0","0","0","0","0","0","0","0","0","82","300","0","0","0","0"
"1633","1633","214","2","1","70000","6401214","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","86","180","28","2","0","0"
"1634","1634","214","2","2","60000","6401214","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","86","360","28","4","0","0"
"1635","1635","214","2","3","50000","6401214","23","4","1201002304","1","1201002309","1","0","0","0","0","0","0","0","86","540","28","6","0","0"
"1636","1636","214","2","4","50000","6401214","23","4","1201002404","1","0","0","0","0","0","0","0","0","0","86","720","28","8","0","0"
"1637","1637","215","2","1","80000","6401215","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","84","200","0","0","0","0"
"1638","1638","215","2","2","70000","6401215","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","84","400","0","0","0","0"
"1639","1639","215","2","3","60000","6401215","23","2","1201002308","1","0","0","0","0","0","0","0","0","0","84","600","0","0","0","0"
"1640","1640","216","2","1","70000","6401216","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","93","150","49","6","0","0"
"1641","1641","216","2","2","60000","6401216","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","93","300","49","12","0","0"
"1642","1642","216","2","3","50000","6401216","23","4","1201002304","1","1201002309","1","0","0","0","0","0","0","0","93","450","49","18","0","0"
"1643","1643","216","2","4","50000","6401216","23","4","1201002404","1","0","0","0","0","0","0","0","0","0","93","600","49","24","0","0"
"1644","1644","217","2","1","80000","6401217","23","1","1201000201","1","0","0","0","0","0","0","0","0","0","1","100","0","0","0","0"
"1645","1645","217","2","2","70000","6401217","23","1","1201000201","2","0","0","0","0","0","0","0","0","0","1","200","0","0","0","0"
"1646","1646","217","2","3","60000","6401217","23","2","1201002303","1","0","0","0","0","0","0","0","0","0","1","300","0","0","0","0"
"1647","1647","218","2","1","70000","6401218","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","86","180","51","6","0","0"
"1648","1648","218","2","2","60000","6401218","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","86","360","51","12","0","0"
"1649","1649","218","2","3","50000","6401218","23","4","1201002304","1","1201002311","1","0","0","0","0","0","0","0","86","540","51","18","0","0"
"1650","1650","218","2","4","50000","6401218","23","4","1201002404","1","0","0","0","0","0","0","0","0","0","86","720","51","24","0","0"
"1651","1651","219","2","1","70000","6401219","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","93","150","28","2","0","0"
"1652","1652","219","2","2","60000","6401219","23","2","1201000201","4","0","0","0","0","0","0","0","0","0","93","300","28","4","0","0"
"1653","1653","219","2","3","50000","6401219","23","4","1201002304","1","1201002309","1","0","0","0","0","0","0","0","93","450","28","6","0","0"
"1654","1654","219","2","4","50000","6401219","23","4","1201002404","1","0","0","0","0","0","0","0","0","0","93","600","28","8","0","0"
"1655","1655","220","2","1","70000","6401220","23","2","1201000201","2","0","0","0","0","0","0","0","0","0","89","150","53","6","0","0"
