"Name","EffectId","Class","MainType","SubType","FileName","AniName","EffectType","LoopType","StartTarget","EndTarget","StartSocket","StartPos","EndSocket","EndPos","Attach","EWScaleX","EWScaleY"
"1091017","1091017","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_Heart_Loop.P_CommandMark_T_Heart_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1091018","1091018","0","0","0","ParticleSystem'/Game/Effect/Common/System/CommandMark/P_CommandMark_T_X_Loop.P_CommandMark_T_X_Loop'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"1100007","1100007","0","0","0","ParticleSystem'/Game/Effect/UI/UI_Force/P_Force_Ball_Loop.P_Force_Ball_Loop'","0","0","1","0","0","Force","(0)","0","(0,0,0)","0","0","0"
"1100008","1100008","0","0","0","ParticleSystem'/Game/Effect/UI/UI_Force/P_Force_Ball_HardTraning.P_Force_Ball_HardTraning'","0","0","1","0","0","Force","(0)","0","(0,0,0)","0","0","0"
"1100011","1100011","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_MonsterDisappear_01.P_System_MonsterDisappear_01'","0","0","1","0","0","Force","(0)","0","(0,0,0)","0","0","0"
"1100012","1100012","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_MonsterDisappear_01.P_System_MonsterDisappear_01'","0","0","1","0","0","Force","(0)","0","(0,0,0)","0","0","0"
"1100013","1100013","0","0","0","ParticleSystem'/Game/Effect/Common/System/Collect/P_System_MonsterDisappear_01.P_System_MonsterDisappear_01'","0","0","1","0","0","Force","(0)","0","(0,0,0)","0","0","0"
"2010002","2010002","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pcw/P_Pcw_hit_Atk_01.P_Pcw_hit_Atk_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010011","2010011","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_PCm/P_PcM_hit_Atk_01_01.P_PcM_hit_Atk_01_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010012","2010012","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/pc_fire_basic_hit_002.pc_fire_basic_hit_002'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010013","2010013","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/pc_ice_basic_hit_001.pc_ice_basic_hit_001'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010014","2010014","0","0","0","ParticleSystem'/Game/Effect/Common/System/Buff/P_Buff_HealMp_01.P_Buff_HealMp_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010015","2010015","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/pc_elct_basic_hit_002.pc_elct_basic_hit_002'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010016","2010016","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pct/P_Pct_hit_Atk_01_01.P_Pct_hit_Atk_01_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010020","2010020","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pct/P_Pct_SwordRain_Hit_01.P_Pct_SwordRain_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010022","2010022","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/P_Pct_MoonOrb_Hit_01.P_Pct_MoonOrb_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010023","2010023","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pca/P_Pca_Hit_01.P_Pca_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010033","2010033","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pcz/PC_Pcz_atk_01.PC_Pcz_atk_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010036","2010036","0","0","0","ParticleSystem'/Game/Effect/Mon_Finish/Ghost/Undead02/p_Mon_Undead02_Atk01_01.p_Mon_Undead02_Atk01_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010040","2010040","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon/P_Mon_hit_001.P_Mon_hit_001'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010041","2010041","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/pc_shoot_MoonSpiritHit_02.pc_shoot_MoonSpiritHit_02'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010043","2010043","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/pc_ice_basic_hit_002.pc_ice_basic_hit_002'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010044","2010044","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/pc_ice_basic_hit_002.pc_ice_basic_hit_002'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010045","2010045","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Basic/P_Mon_hit_01_S.P_Mon_hit_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010046","2010046","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Basic/P_Mon_hit_01_M.P_Mon_hit_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010047","2010047","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Basic/P_Mon_hit_01_L.P_Mon_hit_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010048","2010048","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Basic/P_Mon_hit_02_S.P_Mon_hit_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010049","2010049","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Basic/P_Mon_hit_02_M.P_Mon_hit_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010050","2010050","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Basic/P_Mon_hit_02_L.P_Mon_hit_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010051","2010051","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Dark/P_Mon_hit_dark_01_S.P_Mon_hit_dark_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010052","2010052","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Dark/P_Mon_hit_dark_01_M.P_Mon_hit_dark_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010053","2010053","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Dark/P_Mon_hit_dark_01_L.P_Mon_hit_dark_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010054","2010054","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Dark/P_Mon_hit_dark_02_S.P_Mon_hit_dark_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010055","2010055","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Dark/P_Mon_hit_dark_02_M.P_Mon_hit_dark_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010056","2010056","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Dark/P_Mon_hit_dark_02_L.P_Mon_hit_dark_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010057","2010057","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Electric/P_Mon_hit_elec_01_S.P_Mon_hit_elec_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010058","2010058","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Electric/P_Mon_hit_elec_01_M.P_Mon_hit_elec_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010059","2010059","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Electric/P_Mon_hit_elec_01_L.P_Mon_hit_elec_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010060","2010060","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Electric/P_Mon_hit_elec_02_S.P_Mon_hit_elec_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010061","2010061","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Electric/P_Mon_hit_elec_02_M.P_Mon_hit_elec_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010062","2010062","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Electric/P_Mon_hit_elec_02_L.P_Mon_hit_elec_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010063","2010063","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Fire/P_Mon_hit_fire_01_S.P_Mon_hit_fire_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010064","2010064","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Fire/P_Mon_hit_fire_01_M.P_Mon_hit_fire_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010065","2010065","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Fire/P_Mon_hit_fire_01_L.P_Mon_hit_fire_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010066","2010066","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Fire/P_Mon_hit_fire_02_S.P_Mon_hit_fire_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010067","2010067","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Fire/P_Mon_hit_fire_02_M.P_Mon_hit_fire_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010068","2010068","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Fire/P_Mon_hit_fire_02_L.P_Mon_hit_fire_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010069","2010069","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Ice/P_Mon_hit_Ice_01_S.P_Mon_hit_ice_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010070","2010070","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Ice/P_Mon_hit_Ice_01_M.P_Mon_hit_ice_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010071","2010071","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Ice/P_Mon_hit_Ice_01_L.P_Mon_hit_ice_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010072","2010072","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Ice/P_Mon_hit_Ice_02_S.P_Mon_hit_ice_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010073","2010073","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Ice/P_Mon_hit_Ice_02_M.P_Mon_hit_ice_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010074","2010074","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Ice/P_Mon_hit_Ice_02_L.P_Mon_hit_ice_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010075","2010075","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Magic/P_Mon_hit_Magic_01_S.P_Mon_hit_magic_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010076","2010076","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Magic/P_Mon_hit_Magic_01_M.P_Mon_hit_magic_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010077","2010077","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Magic/P_Mon_hit_Magic_01_L.P_Mon_hit_magic_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010078","2010078","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Magic/P_Mon_hit_Magic_02_S.P_Mon_hit_magic_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010079","2010079","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Magic/P_Mon_hit_Magic_02_M.P_Mon_hit_magic_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010080","2010080","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Magic/P_Mon_hit_Magic_02_L.P_Mon_hit_magic_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010081","2010081","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Posion/P_Mon_hit_poison_01_S.P_Mon_hit_poison_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010082","2010082","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Posion/P_Mon_hit_poison_01_M.P_Mon_hit_poison_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010083","2010083","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Posion/P_Mon_hit_poison_01_L.P_Mon_hit_poison_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010084","2010084","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Posion/P_Mon_hit_poison_02_S.P_Mon_hit_poison_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010085","2010085","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Posion/P_Mon_hit_poison_02_M.P_Mon_hit_poison_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010086","2010086","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Posion/P_Mon_hit_poison_02_L.P_Mon_hit_poison_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010087","2010087","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Wind/P_Mon_hit_Wind_01_S.P_Mon_hit_wind_01_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010088","2010088","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Wind/P_Mon_hit_Wind_01_M.P_Mon_hit_wind_01_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010089","2010089","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Wind/P_Mon_hit_Wind_01_L.P_Mon_hit_wind_01_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010090","2010090","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Wind/P_Mon_hit_Wind_02_S.P_Mon_hit_wind_02_S'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010091","2010091","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Wind/P_Mon_hit_Wind_02_M.P_Mon_hit_wind_02_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010092","2010092","0","0","0","ParticleSystem'/Game/Effect/Hit/Mon_Hit/Wind/P_Mon_hit_Wind_02_L.P_Mon_hit_wind_02_L'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010093","2010093","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_PCm/P_PcM_hit_Atk_01_02.P_PcM_hit_Atk_01_02'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010095","2010095","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_PCm/P_Pcm_laser_Hit_001.P_Pcm_laser_Hit_001'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010096","2010096","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/Pc_Pct/P_Pct_Heal_Hit_01.P_Pct_Heal_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010097","2010097","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/pc_elct_basic_hit_001.pc_elct_basic_hit_001'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010098","2010098","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pcz/PCZ_in_blood_Hit.PCZ_in_blood_Hit'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010099","2010099","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pca/P_Pca_Skl10_Hit.P_Pca_Skl10_Hit'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010100","2010100","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_PET/P_Pet_Hit_Burnningkiss_01.P_Pet_Hit_Burnningkiss_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010101","2010101","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_Skl07_Hit.P_PCD_Skl07_Hit'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010102","2010102","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_Skl08_Hit.P_PCD_Skl08_Hit'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010103","2010103","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_Skl01_Basic_Hit_01.P_PCD_Skl01_Basic_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010104","2010104","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_Skl05_Beam_Hit_01.P_PCD_Skl05_Beam_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010105","2010105","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_skl_11_hit.P_PCD_skl_11_hit'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010106","2010106","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_hit_Purple_M.P_PCD_hit_Purple_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010107","2010107","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_hit_Red_M.P_PCD_hit_Red_M'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010109","2010109","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_PET/P_Pet_Hit_DarkLightning01.P_Pet_Hit_DarkLightning01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2010110","2010110","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_PET/P_Pet_Hit_Tornado01.P_Pet_Hit_Tornado01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011002","2011002","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_ZombieSnake21_Skl07_Proj_01.P_Mon_ZombieSnake21_Skl07_Proj_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011003","2011003","0","0","0","ParticleSystem'/Game/Effect/PC/Pcm/P_Pcm_skill_03_001.P_Pcm_skill_03_001'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011005","2011005","0","0","0","ParticleSystem'/Game/Effect/PC/Pcm/P_pcm_skill05_001.P_pcm_skill05_001'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011006","2011006","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_Undead02_Skl01_002_Projetail.P_Mon_Undead02_Skl01_002_Projetail'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011007","2011007","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_StoneGolem02_skl_01_projectile_01.P_Mon_StoneGolem02_skl_01_projectile_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011009","2011009","0","0","0","ParticleSystem'/Game/Effect/PC/Pcm/ice_ball/P_Pcm_iceball03_03.P_Pcm_iceball03_03'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011010","2011010","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/P_Pct_DarkBurst_Hit_01.P_Pct_DarkBurst_Hit_01'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2011011","2011011","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/P_Pct_MoonWave_Hit_01.P_Pct_MoonWave_Hit_01'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2011013","2011013","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_pcm_thunder_hon_projectile.P_pcm_thunder_hon_projectile'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011015","2011015","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/p_pcm_iceball_hit_ice_ground_01.p_pcm_iceball_hit_ice_ground_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011016","2011016","0","0","0","ParticleSystem'/Game/Effect/Hit/Projectile_hit/P_Pcm_fire_Burst_Hit_01.P_Pcm_fire_Burst_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011017","2011017","0","0","0","ParticleSystem'/Game/Effect/PC/Pca/Skl04/P_PCA_Btl_Skl04_01.P_PCA_Btl_Skl04_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2011018","2011018","0","0","0","ParticleSystem'/Game/Effect/Hit/PC_Pca/P_Pca_Skl01_Hit_01.P_Pca_Skl01_Hit_01'","0","0","0","0","0","0","(0)","0","(0,0,0)","0","1","1"
"2020001","2020001","0","0","0","ParticleSystem'/Game/Effect/PC/Pcw/IronChain/P_Pcw_BeamTrail_iron_chain.P_Pcw_BeamTrail_iron_chain'","0","1","0","0","2","Hand_L","(0)","spine_01","(0,0,0)","0","1","1"
"2020002","2020002","0","0","0","ParticleSystem'/Game/Effect/PC/Pcw/IronChain/P_Pcw_BeamTrail_iron_chain.P_Pcw_BeamTrail_iron_chain'","0","1","0","0","2","Hand_R","(0)","spine_01","(0,0,0)","0","1","1"
"2020003","2020003","0","0","0","ParticleSystem'/Game/Effect/PC/Pcm/Laser/P_pcm_laser_001.P_pcm_laser_001'","0","1","1","0","2","Hand_L","(0)","spine_01","(0,0,0)","0","1","1"
"2020004","2020004","0","0","0","ParticleSystem'/Game/Effect/PC/Pca/Skl05/P_Pca_BeamTrail_Skl05.P_Pca_BeamTrail_Skl05'","0","1","0","0","2","NameTag","(0)","spine_01","(0,0,0)","0","1","1"
"2020005","2020005","0","0","0","ParticleSystem'/Game/Effect/Mon_Finish/Boss_Mon/DevilSpider41/P_Mon_DevilSpider41_Skl06_BeamTrail.P_Mon_DevilSpider41_Skl06_BeamTrail'","0","1","0","0","2","NameTag","(0)","spine_01","(0,0,0)","0","1","1"
"2020006","2020006","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_Skl07_Beam.P_PCD_Skl07_Beam'","0","1","1","0","2","Hand_L","(0)","spine_01","(0,0,0)","0","1","1"
"2020014","2020014","0","0","0","ParticleSystem'/Game/Effect/PC/Pcm/P_PCM_BeamTrail_thunder.P_PCM_BeamTrail_thunder'","0","1","0","0","2","spine_01","(0)","spine_01","(0,0,0)","0","1","1"
"2020015","2020015","0","0","0","ParticleSystem'/Game/Effect/PC/PCD/Basic/P_PCD_Skl05_BeamTrail_01.P_PCD_Skl05_BeamTrail_01'","0","1","0","0","2","spine_01","(0)","spine_01","(0,0,0)","0","1","1"
"2040001","2040001","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/Pcm_Btl_Attack01.Pcm_Btl_Attack01'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040003","2040003","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/pc_shoot_fire_001.pc_shoot_fire_001'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040004","2040004","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_Uma03_Skl01_Projectile.P_Mon_Uma03_Skl01_Projectile'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040005","2040005","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/Pc_Pct/P_Pct_MoonOrb_Prj_01.P_Pct_MoonOrb_Prj_01'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040006","2040006","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_mon_Doong_atk_01prj_001.P_mon_Doong_atk_01prj_001'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040007","2040007","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_Maggot01_Atk01_Projectile.P_Mon_Maggot01_Atk01_Projectile'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040008","2040008","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_Spider01_Skl02_Projectile.P_Mon_Spider01_Skl02_Projectile'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040009","2040009","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_mon_h_Sol03_attack01_proj.P_mon_h_Sol03_attack01_proj'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040010","2040010","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_BDragon03_Atk01_Projectile.P_Mon_BDragon03_Atk01_Projectile'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040011","2040011","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_BDragon03_Atk02_Projectile.P_Mon_BDragon03_Atk02_Projectile'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040012","2040012","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_BDragon03_Skl02_Projectile.P_Mon_BDragon03_Skl02_Projectile'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040013","2040013","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_darkmonk03_Atk01_prj.P_Mon_DarkMonk03_Atk01_Prj'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040015","2040015","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/p_Mon_Undead02_Atk01_projectail.p_Mon_Undead02_Atk01_projectail'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040016","2040016","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/p_Mon_Undead02_Atk02_projectail.p_Mon_Undead02_Atk02_projectail'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040017","2040017","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/shoot_fire.shoot_fire'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
"2040018","2040018","0","0","0","ParticleSystem'/Game/Effect/Common/Projectile/P_Mon_DonDon02_Atk01_projectile.P_Mon_DonDon02_Atk01_Projectile'","0","0","0","0","0","0","(0,0,0)","0","(0,0,0)","0","1","1"
