"Name","MailPresetId","MailTablNo","MailTextTemplate","MailTextReferValue","IsReward","FunctionType","FunctionText","MailTitleSId","MaiSubTitleSId","MailTextSId","RewardType1","RewardTypeSub1","RewardValue1","RewardType2","RewardTypeSub2","RewardValue2","RewardType3","RewardTypeSub3","RewardValue3","RewardType4","RewardTypeSub4","RewardValue4","RewardType5","RewardTypeSub5","RewardValue5","RewardType6","RewardTypeSub6","RewardValue6","RewardType7","RewardTypeSub7","RewardValue7","RewardType8","RewardTypeSub8","RewardValue8","RewardType9","RewardTypeSub9","RewardValue9","RewardType10","RewardTypeSub10","RewardValue10","RewardType11","RewardTypeSub11","RewardValue11","RewardType12","RewardTypeSub12","RewardValue12","RewardType13","RewardTypeSub13","RewardValue13","RewardType14","RewardTypeSub14","RewardValue14","RewardType15","RewardTypeSub15","RewardValue15","RewardType16","RewardTypeSub16","RewardValue16","RewardType17","RewardTypeSub17","RewardValue17","RewardType18","RewardTypeSub18","RewardValue18","RewardType19","RewardTypeSub19","RewardValue19","RewardType20","RewardTypeSub20","RewardValue20","MailRetentionReriod","Mail_R&R_Del_Time","ServerLogEventType"
"15017","15017","3","1","Character.Name","0","0","0","15018","16018","17018","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"15018","15018","3","1","0","1","0","104","15020","16020","17020","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13819"
"15019","15019","2","1","GUILD.GuildName","0","1","102","21019","22019","23019","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15020","15020","3","1","GUILD.GuildName","0","0","0","27001","27002","27003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15021","15021","3","1","GUILD.GuildName","0","0","0","28001","28002","28003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15022","15022","3","1","GUILD.GuildName","0","1","102","15021","16021","17021","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15023","15023","3","1","GUILD.GuildName","0","1","102","15022","16022","17022","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15024","15024","3","1","GUILD.GuildName","0","1","102","15023","16023","17023","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15025","15025","3","1","GUILD.GuildName","0","0","0","15100","16100","17100","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15026","15026","3","1","GUILD.GuildName","0","0","0","15150","16150","17150","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15027","15027","3","1","GUILD.GuildName","0","0","0","15039","16039","17039","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15028","15028","3","1","GUILD.GuildName","0","0","0","15040","16040","17040","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15030","15030","3","0","0","1","0","104","15030","16030","17030","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","604800","259200","13820"
"15031","15031","3","1","GUILD_EXPEDITION.Name","1","0","104","15031","16031","17031","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","604800","259200","13821"
"15032","15032","3","1","GUILD.GuildName","0","1","101","15024","16024","17024","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15033","15033","3","1","GUILD.GuildName","0","1","102","15025","16025","17025","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15034","15034","3","1","GUILD.GuildName","0","0","0","15026","16026","17026","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15035","15035","3","1","GUILD.GuildName","0","0","0","15027","16027","17027","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15036","15036","3","1","GUILD.GuildName","0","1","102","15028","16028","17028","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15037","15037","3","1","GUILD.GuildName","0","1","102","15029","16029","17029","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15038","15038","3","1","GUILD.GuildName","0","1","102","15032","16032","17032","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15039","15039","3","1","GUILD.GuildName","0","1","107","15033","16033","17033","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15040","15040","3","1","GUILD.GuildName","0","1","107","15034","16034","17034","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15041","15041","3","1","GUILD.GuildName","0","1","107","15035","16035","17035","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15042","15042","3","1","GUILD.GuildName","0","1","107","15036","16036","17036","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15043","15043","3","1","GUILD.GuildName","0","1","107","15037","16037","17037","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15044","15044","3","1","GUILD.GuildName","0","1","107","15038","16038","17038","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","0"
"15101","15101","3","1","0","0","0","0","15101","15102","15103","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15201","15201","3","1","0","0","0","0","15201","15202","15203","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15301","15301","3","1","0","0","0","0","15301","15302","15303","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"15401","15401","3","1","0","0","0","0","15401","15402","15403","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"17001","17001","2","1","Wanted_Reward","1","0","104","18001","19001","20001","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13822"
"17002","17002","2","1","Wanted_Reward","1","0","104","18003","19003","20003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"17003","17003","2","1","Wanted_Reward","1","0","104","18002","19002","20002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"18001","18001","3","1","GUILD_WAR_SIEGE.NameSId","1","0","104","21002","22002","23002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","604800","259200","13823"
"18002","18002","3","1","GUILD_WAR_SIEGE.NameSId","1","0","104","21002","22002","23003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","604800","259200","13824"
"18003","18003","3","1","GUILD_WAR_SIEGE.NameSId","1","0","104","21002","22003","23004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","604800","259200","13825"
"18004","18004","3","1","GUILD_WAR_SIEGE.NameSId","1","0","104","21002","22003","23005","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","604800","259200","13826"
"18005","18005","3","1","GUILD_WAR_SIEGE.NameSId","1","0","104","21002","22004","23006","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","604800","259200","13827"
"18101","18101","3","1","GUILD_WAR_SIEGE.NameSId","0","0","0","21011","22011","23101","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"18102","18102","3","1","GUILD_WAR_SIEGE.NameSId","0","0","0","21011","22011","23102","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"18201","18201","3","1","GUILD_WAR_SIEGE.NameSId","0","0","0","21011","22012","23201","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"18202","18202","3","1","GUILD_WAR_SIEGE.NameSId","0","0","0","21011","22013","23202","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"18301","18301","3","1","GUILD_WAR_SIEGE.NameSId","0","0","0","21101","22101","23301","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"18401","18401","3","1","GUILD.GuildName","0","0","0","21401","22401","23401","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"19001","19001","2","1","0","0","0","0","270002","280002","290002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"19002","19002","2","1","0","0","0","0","270003","280003","290003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"19003","19003","2","1","0","0","0","0","270004","280004","290004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"20001","20001","3","1","0","1","0","104","260002","260102","260202","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","259200","13835"
"20002","20002","3","1","0","1","0","104","260002","260107","260203","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","259200","13836"
"20003","20003","3","1","0","1","0","104","260002","260103","260204","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","259200","13837"
"20004","20004","3","1","0","1","0","104","260002","260104","260205","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","259200","13838"
"20005","20005","3","1","0","1","0","104","260002","260108","260208","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","259200","13837"
"20101","20101","3","1","0","0","0","0","260003","260105","260206","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","86400","13801"
