"Name","RandomGetInfoId","ProbabilityRange1","StringId1","ProbabilityRange2","StringId2","ProbabilityRange3","StringId3","ProbabilityRange4","StringId4","ProbabilityRange5","StringId5"
"520000","520000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201136","603201136","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201137","603201137","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"603201138","603201138","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"521000","521000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"523000","523000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"524000","524000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"525000","525000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"526000","526000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"530000","530000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"531000","531000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"534000","534000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"508000","508000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"509000","509000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"535000","535000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"536000","536000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"537000","537000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"538000","538000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"539000","539000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"540000","540000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"541000","541000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"542000","542000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"543000","543000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"544000","544000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"548000","548000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"549000","549000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"551000","551000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"552000","552000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"553000","553000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"554000","554000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"557000","557000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"558000","558000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"559000","559000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"560000","560000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"561000","561000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"562000","562000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"563000","563000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"564000","564000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"565000","565000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"566000","566000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"567000","567000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"568000","568000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"569000","569000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"571000","571000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"572000","572000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"573000","573000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"574000","574000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"575000","575000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"576000","576000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"577000","577000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"578000","578000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"579000","579000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"580000","580000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"581000","581000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
"583000","583000","1000","1037101","3500","1037102","11000","1037103","23000","1037104","100000","1037105"
