"Name","AutoFlightPathId","StageId","StartCoordinate","RandomRange","EndCoordinate","AirStep1","AirTime1","MoveCoordinate1","AirStep2","AirTime2","MoveCoordinate2","AirStep3","AirTime3","MoveCoordinate3","AirStep4","AirTime4","MoveCoordinate4","AirStep5","AirTime5","MoveCoordinate5"
"1000040101","1000040101","100004010","(X=2120.000000,Y=-5510.000000,Z=6370.000000)","50","(X=-1020.497314,Y=-5510.000000,Z=4100.000000)","1","0.5","(X=1549.848145,Y=-5510.000000,Z=6740.000000)","2","1.5","(X=909.859131,Y=-5510.000000,Z=7280.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1000040102","1000040102","100004010","(X=819.000000,Y=-5710.000000,Z=4399.000000)","50","(X=2679.000000,Y=-5710.000000,Z=6303.000000)","1","0.5","(X=1092.000000,Y=-5710.000000,Z=5820.000000)","2","1.5","(X=1590.000000,Y=-5710.000000,Z=7139.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1000040201","1000040201","100004020","(X=-2496.000000,Y=7816.000000,Z=520.000000)","50","(X=-2486.000000,Y=8580.000000,Z=1499.000000)","1","1","(X=-2482.211182,Y=8096.661621,Z=1184.000000)","2","0.5","(X=-2470.139160,Y=8342.368164,Z=1607.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1000040202","1000040202","100004020","(X=-2496.000000,Y=7816.000000,Z=520.000000)","50","(X=-2486.000000,Y=8580.000000,Z=1499.000000)","1","1","(X=-2482.211182,Y=8096.661621,Z=1184.000000)","2","0.5","(X=-2470.139160,Y=8342.368164,Z=1607.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1000040203","1000040203","100004020","(X=-2595.549072,Y=9975.541016,Z=7.942154)","50","(X=-2595.550049,Y=8789.754883,Z=1412.831787)","1","0.5","(X=-2595.549561,Y=9264.974609,Z=1124.098267)","2","0.5","(X=-2595.551514,Y=9063.420898,Z=1663.769775)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1000040204","1000040204","100004020","(X=3368.000000,Y=6080.000000,Z=2.000000)","50","(X=3368.000977,Y=8034.000000,Z=2.000000)","1","0.5","(X=3368.000000,Y=6630.000000,Z=585.000000)","2","0.5","(X=3368.000000,Y=7306.000000,Z=1163.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1000020101","1000020101","100002010","(X=-11900.000000,Y=-8590.000000,Z=8630.000000)","50","(X=-12270.000000,Y=-9460.000000,Z=8860.000000)","1","1","(X=-12040.000000,Y=-8900.000000,Z=9180.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1000020102","1000020102","100002010","(X=8280.000000,Y=-6760.000000,Z=11870.000000)","50","(X=5383.142090,Y=-6086.784180,Z=10110.000000)","1","0.5","(X=7760.012695,Y=-6660.000000,Z=12150.000000)","2","1.5","(X=7500.101074,Y=-6600.000000,Z=12410.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030101","1010030101","101003010","(X=22491.736328,Y=-27650.445313,Z=809.000000)","50","(X=21993.074219,Y=-27198.486328,Z=1198.000000)","1","1","(X=22230.914063,Y=-27414.058594,Z=1482.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030103","1010030103","101003010","(X=-650.000000,Y=20300.000000,Z=2225.000000)","50","(X=-427.123840,Y=21436.867188,Z=2966.000000)","1","1","(X=-574.636597,Y=20727.408203,Z=2780.000000)","2","1.5","(X=-517.853210,Y=21049.435547,Z=3285.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030105","1010030105","101003010","(X=-400.378113,Y=21563.656250,Z=3010.000000)","50","(X=-550.043274,Y=23220.777344,Z=3942.000000)","1","1","(X=-420.990936,Y=22007.353516,Z=3701.255127)","2","1.5","(X=-450.229614,Y=22602.460938,Z=4551.173340)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030107","1010030107","101003010","(X=-520.000000,Y=22890.000000,Z=3880.000000)","50","(X=-520.000000,Y=20560.000000,Z=2239.000000)","1","1","(X=-520.000000,Y=22410.000000,Z=4263.000000)","2","1.5","(X=-520.002869,Y=21907.000000,Z=4612.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030108","1010030108","101003010","(X=22105.015625,Y=-27267.931641,Z=1238.531250)","50","(X=23309.564453,Y=-27920.244141,Z=1719.000000)","1","1","(X=22631.830078,Y=-27486.144531,Z=1765.969116)","2","1.5","(X=22962.166016,Y=-27622.964844,Z=2230.801758)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030109","1010030109","101003010","(X=23756.000000,Y=-27756.000000,Z=1684.000000)","50","(X=24919.628906,Y=-27402.994141,Z=2216.000000)","1","1","(X=24082.335938,Y=-27657.000000,Z=2317.000000)","2","1.5","(X=24548.359375,Y=-27515.654297,Z=2870.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030110","1010030110","101003010","(X=26178.000000,Y=-28722.000000,Z=2467.000000)","50","(X=26490.945313,Y=-29596.669922,Z=3008.000000)","1","1","(X=26313.066406,Y=-29099.535156,Z=3234.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030111","1010030111","101003010","(X=26937.964844,Y=-30472.634766,Z=3119.000000)","50","(X=27173.667969,Y=-31249.662109,Z=3752.000000)","1","1","(X=27001.820313,Y=-30683.173828,Z=3667.000000)","2","1.5","(X=27083.986328,Y=-30953.988281,Z=4088.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010030112","1010030112","101003010","(X=7768.018066,Y=-6413.251953,Z=4821.528809)","50","(X=8095.702148,Y=-7106.074707,Z=4304.111328)","1","1","(X=7939.676758,Y=-6776.191895,Z=5284.423828)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010050101","1010050101","101005010","(X=7100.000000,Y=-6520.000000,Z=3910.000000)","50","(X=7228.522461,Y=-3904.071045,Z=2830.000000)","1","0.5","(X=7077.267578,Y=-5811.234863,Z=4260.000000)","2","1","(X=7102.042969,Y=-4932.251953,Z=4490.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010050102","1010050102","101005010","(X=7160.000000,Y=-4170.000000,Z=2840.000000)","50","(X=7160.000000,Y=-6630.001953,Z=3920.000000)","1","0.5","(X=7160.000000,Y=-5270.000000,Z=3960.000000)","2","1","(X=7160.000000,Y=-6080.000000,Z=4440.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010050103","1010050103","101005010","(X=7205.000000,Y=-1640.000000,Z=2840.000000)","50","(X=6920.320313,Y=-439.571777,Z=3365.000000)","1","0.5","(X=7119.838867,Y=-1196.996338,Z=3640.000000)","2","1.5","(X=7058.350098,Y=-955.513367,Z=3865.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010050104","1010050104","101005010","(X=6976.968750,Y=-644.835938,Z=3455.000000)","50","(X=7210.890625,Y=-1636.967529,Z=2880.000000)","1","0.5","(X=7120.740234,Y=-1208.083252,Z=3705.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010050105","1010050105","101005010","(X=7160.000000,Y=-4170.000000,Z=2840.000000)","50","(X=6713.036133,Y=-5451.224609,Z=2090.000000)","1","0.5","(X=6882.701172,Y=-4930.235352,Z=3180.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1010050106","1010050106","101005010","(X=6910.000000,Y=-5235.000000,Z=2070.000000)","50","(X=7166.450684,Y=-3874.817383,Z=2820.000000)","1","0.5","(X=6979.120117,Y=-4939.893555,Z=2840.000000)","2","1","(X=7067.074707,Y=-4564.258789,Z=3390.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1020030101","1020030101","102003010","(X=-10944.000000,Y=-953.000000,Z=5251.000000)","50","(X=-10553.751953,Y=3547.454590,Z=4898.000000)","1","1","(X=-10916.591797,Y=-515.902344,Z=5894.000000)","2","1","(X=-10895.057617,Y=-147.891479,Z=6243.000000)","4","3","(X=-10786.000000,Y=2582.118408,Z=6285.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1020030102","1020030102","102003010","(X=-10615.006836,Y=2878.398438,Z=4878.000000)","50","(X=-10741.386719,Y=-1189.506104,Z=5276.000000)","1","1","(X=-10668.608398,Y=2373.749512,Z=5756.416992)","2","1","(X=-10713.817383,Y=1973.292236,Z=6120.000000)","4","3","(X=-10615.005859,Y=-506.639648,Z=6144.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1042048001","1042048001","104004090","(X=-4700.000000,Y=-4714.000000,Z=907.000000)","50","(X=-4946.986816,Y=-5758.948242,Z=2287.000000)","1","1.5","(X=-4772.305664,Y=-5091.909668,Z=2129.000000)","2","1.5","(X=-4857.818848,Y=-5381.697266,Z=2500.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1042048002","1042048002","104004090","(X=-4949.000000,Y=-5760.000000,Z=2267.000000)","50","(X=-4738.123535,Y=-4710.944824,Z=953.000000)","1","0.5","(X=-4858.191895,Y=-5308.253906,Z=2550.000000)","2","1.5","(X=-4792.694336,Y=-4982.419922,Z=2180.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1040040101","1040040101","104004010","(X=4172.000000,Y=4582.000000,Z=122.000000)","50","(X=3430.381104,Y=2826.087402,Z=1148.590088)","1","1.5","(X=3922.905518,Y=3972.575195,Z=1193.000000)","2","1.5","(X=3616.190918,Y=3222.179688,Z=1560.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1040040102","1040040102","104004010","(X=3475.164795,Y=2694.009521,Z=1140.000000)","50","(X=3548.922852,Y=3904.762207,Z=553.000000)","1","2","(X=3432.212891,Y=3324.155762,Z=1584.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1040040601","1040040601","104004060","(X=35106.000000,Y=20909.000000,Z=1910.000000)","50","(X=36864.000000,Y=18653.000000,Z=1243.000000)","1","1.5","(X=35653.460938,Y=20220.148438,Z=2638.689697)","2","1.5","(X=36218.843750,Y=19508.740234,Z=3007.072754)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1040040602","1040040602","104004060","(X=36698.000000,Y=18837.000000,Z=1243.000000)","50","(X=34972.574219,Y=21118.007813,Z=1947.000000)","1","1.5","(X=36160.488281,Y=19533.642578,Z=2346.689697)","2","1.5","(X=35729.171875,Y=20092.650391,Z=2848.072754)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1040040610","1040040610","104004060","(X=-5735.000000,Y=-530.000000,Z=1345.000000)","50","(X=-7149.958496,Y=-95.686768,Z=2427.000000)","1","1.5","(X=-6150.353027,Y=-428.820740,Z=2480.000000)","2","2","(X=-6603.470215,Y=-318.442078,Z=2851.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1040040611","1040040611","104004060","(X=-7311.000000,Y=-215.000000,Z=2377.000000)","50","(X=-5533.434570,Y=-699.509766,Z=1433.000000)","1","1.5","(X=-6840.520508,Y=-330.930908,Z=3000.000000)","2","1.5","(X=-6331.628906,Y=-457.402405,Z=3285.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050010110","1050010110","105001010","(X=1422.000000,Y=2262.000000,Z=2680.000000)","50","(X=-821.072266,Y=2386.736084,Z=4786.975586)","1","3","(X=423.946594,Y=2262.000000,Z=4861.685547)","2","2","(X=-356.637695,Y=2262.000000,Z=5283.177246)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050010111","1050010111","105001010","(X=-772.647217,Y=2401.190674,Z=4796.958008)","50","(X=1373.072510,Y=2338.577881,Z=2681.728271)","1","2","(X=372.479736,Y=2401.190674,Z=5408.741699)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050010201","1050010201","105001020","(X=2808.988281,Y=-13961.712891,Z=-339.400024)","50","(X=2375.937012,Y=-14634.369141,Z=-501.400024)","1","0.5","(X=2631.977783,Y=-14236.661133,Z=-141.400024)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050010202","1050010202","105001020","(X=2375.937012,Y=-14634.369141,Z=-501.400024)","50","(X=2810.148926,Y=-13951.767578,Z=-325.400024)","1","0.5","(X=2539.420654,Y=-14378.072266,Z=-169.400024)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020101","1050020101","105002010","(X=3350.000000,Y=7450.000000,Z=-590.000000)","50","(X=-12023.779297,Y=4629.640625,Z=-2570.000000)","1","2","(X=2619.903320,Y=7316.062012,Z=-80.000000)","2","1.5","(X=1901.779907,Y=7184.320313,Z=385.000000)","4","6","(X=-11069.569336,Y=4804.693359,Z=-1185.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020102","1050020102","105002010","(X=6876.384766,Y=5212.742188,Z=1030.000000)","50","(X=6362.640625,Y=7459.766602,Z=-485.000000)","1","2","(X=6597.786133,Y=6431.295898,Z=1545.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020103","1050020103","105002010","(X=15552.647461,Y=-4399.833496,Z=1097.000000)","50","(X=16907.462891,Y=-4530.366699,Z=2258.000000)","1","2","(X=16160.290039,Y=-4488.760742,Z=2087.000000)","2","1.5","(X=16616.052734,Y=-4534.631348,Z=2581.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020104","1050020104","105002010","(X=16909.720703,Y=-4280.912109,Z=2263.000000)","50","(X=15633.894531,Y=-4226.360352,Z=1107.000000)","1","1","(X=16361.224609,Y=-4257.461914,Z=2642.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020107","1050020107","105002010","(X=-9982.058594,Y=4267.662109,Z=-4402.000000)","50","(X=-11728.041016,Y=4523.745605,Z=-2555.000000)","1","2","(X=-10860.241211,Y=4349.828125,Z=-2702.000000)","2","1.5","(X=-11409.825195,Y=4459.227539,Z=-2275.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020108","1050020108","105002010","(X=-11792.000000,Y=4526.000000,Z=-2575.000000)","50","(X=-10343.250000,Y=4414.394043,Z=-4329.718750)","1","1","(X=-11135.487305,Y=4503.589355,Z=-2158.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020105","1050020105","105002010","(X=6724.869141,Y=7030.793945,Z=-582.000000)","50","(X=7927.396484,Y=5199.289063,Z=855.000000)","1","1.5","(X=7110.710449,Y=6443.140625,Z=648.000000)","2","1.5","(X=7624.432617,Y=5660.718262,Z=1445.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020106","1050020106","105002010","(X=6778.000000,Y=5096.000000,Z=1115.000000)","50","(X=6636.135742,Y=7106.517578,Z=-580.000000)","1","1","(X=6622.979980,Y=6161.785156,Z=1452.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020501","1050020501","105002050","(X=-2486.177490,Y=11191.590820,Z=339.047974)","50","(X=-1235.356934,Y=13123.937500,Z=-881.316528)","1","1","(X=-2072.105957,Y=11805.000977,Z=697.359009)","2","1.5","(X=-1621.257324,Y=12472.958008,Z=822.613220)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020502","1050020502","105002050","(X=-1235.356934,Y=13123.937500,Z=-881.316528)","50","(X=-2486.177490,Y=11191.590820,Z=339.047974)","1","1","(X=-1579.505127,Y=12584.071289,Z=-133.942627)","2","1.5","(X=-2185.251953,Y=11633.691406,Z=814.829712)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020503","1050020503","105002050","(X=3213.995850,Y=11924.292969,Z=-881.316528)","50","(X=14788.974609,Y=7827.738281,Z=389.876587)","1","1","(X=3966.385254,Y=11658.847656,Z=-215.586304)","2","1.5","(X=5256.222656,Y=11203.745117,Z=829.740723)","4","4","(X=14395.398438,Y=7979.623047,Z=920.035400)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020504","1050020504","105002050","(X=14795.384766,Y=7838.438965,Z=418.125488)","50","(X=3278.309570,Y=11907.436523,Z=-981.714478)","1","1","(X=14363.035156,Y=7990.961914,Z=964.313354)","2","1.5","(X=13820.009766,Y=8182.507813,Z=1642.374146)","4","4","(X=4011.464844,Y=11642.964844,Z=1343.686768)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020505","1050020505","105002050","(X=3605.691650,Y=12541.403320,Z=-881.316528)","50","(X=7655.238281,Y=9298.205078,Z=-1258.063354)","1","1","(X=4073.590332,Y=12163.227539,Z=-732.047302)","2","1.5","(X=4648.829102,Y=11698.166016,Z=-503.684357)","4","4","(X=7423.992188,Y=9454.902344,Z=-503.684357)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020506","1050020506","105002050","(X=7661.404297,Y=9262.993164,Z=-1229.318970)","50","(X=3599.416016,Y=12549.630859,Z=-849.244202)","1","1","(X=7222.923828,Y=9617.441406,Z=-914.387146)","2","1.5","(X=6685.775391,Y=10051.654297,Z=-480.015442)","4","4","(X=3944.702148,Y=12267.375000,Z=-480.015442)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020701","1050020701","105002070","(X=-18510.000000,Y=-8360.000000,Z=5980.343750)","50","(X=-23950.144531,Y=-16141.787109,Z=5030.687500)","1","1","(X=-18980.001953,Y=-9240.017578,Z=6300.343750)","2","1.5","(X=-20220.027344,Y=-10780.064453,Z=6500.343750)","4","4","(X=-23390.031250,Y=-15540.025391,Z=6500.343750)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1050020702","1050020702","105002070","(X=-23720.000000,Y=-15930.000000,Z=5020.343750)","50","(X=-18114.781250,Y=-8092.224609,Z=5920.687500)","1","1","(X=-22979.601563,Y=-15176.197266,Z=5470.343750)","2","1.5","(X=-22023.921875,Y=-13874.968750,Z=6500.343750)","4","4","(X=-18480.000000,Y=-8479.964844,Z=6500.343750)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060010101","1060010101","106001010","(X=-10170.000000,Y=-9410.000000,Z=-1280.000000)","50","(X=-10478.087891,Y=-10536.568359,Z=-1370.000000)","1","1","(X=-10320.000000,Y=-10000.000000,Z=-810.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060010102","1060010102","106001010","(X=-10480.000000,Y=-10550.000000,Z=-1370.000000)","50","(X=-10170.000000,Y=-9400.000000,Z=-1270.000000)","1","0.5","(X=-10400.000000,Y=-10240.000000,Z=-1030.000000)","2","0.5","(X=-10290.000000,Y=-9850.000000,Z=-730.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060010103","1060010103","106001010","(X=-8295.768555,Y=12151.149414,Z=-465.000000)","50","(X=-9543.541016,Y=13286.505859,Z=-1400.000000)","1","1","(X=-8887.562500,Y=12683.500000,Z=106.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060010104","1060010104","106001010","(X=-9534.007813,Y=13291.127930,Z=-1396.000000)","50","(X=-8090.529785,Y=12064.947266,Z=-460.000000)","1","1","(X=-9036.908203,Y=12870.704102,Z=-740.000000)","2","1.5","(X=-8543.643555,Y=12432.107422,Z=134.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060010105","1060010105","106001010","(X=-12940.000000,Y=-12280.000000,Z=-1260.000000)","50","(X=-14189.995117,Y=-12550.000000,Z=-1700.000000)","1","1","(X=-13550.000000,Y=-12400.000000,Z=-770.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060010106","1060010106","106001010","(X=-14190.000000,Y=-12550.000000,Z=-1690.000000)","50","(X=-12930.000000,Y=-12280.000000,Z=-1250.000000)","1","1","(X=-13810.000000,Y=-12460.000000,Z=-1160.000000)","2","1","(X=-13400.000000,Y=-12370.000000,Z=-870.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020101","1060020101","106002010","(X=-1703.230591,Y=-12619.726563,Z=10050.000000)","50","(X=-1996.696533,Y=-14284.033203,Z=10100.000000)","1","0.5","(X=-1774.426636,Y=-13023.490234,Z=10390.000000)","2","1","(X=-1831.730713,Y=-13348.473633,Z=10820.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020102","1060020102","106002010","(X=-1950.000000,Y=-14240.000000,Z=10110.000000)","50","(X=-1670.428101,Y=-12654.474609,Z=9980.000000)","1","0.5","(X=-1885.750977,Y=-13875.623047,Z=10380.000000)","2","1","(X=-1824.974243,Y=-13530.937500,Z=10800.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020103","1060020103","106002010","(X=-2160.000000,Y=-15480.000000,Z=10180.000000)","50","(X=-2544.653809,Y=-17022.773438,Z=10120.000000)","1","0.5","(X=-2276.121338,Y=-15945.742188,Z=10470.000000)","2","1","(X=-2372.888428,Y=-16333.860352,Z=10890.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020104","1060020104","106002010","(X=-2535.235840,Y=-17032.570313,Z=10110.000000)","50","(X=-2173.064453,Y=-15463.829102,Z=10190.000000)","1","0.5","(X=-2404.764160,Y=-16467.425781,Z=10470.000000)","2","1","(X=-2319.282715,Y=-16097.171875,Z=10890.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020201","1060020201","106002020","(X=-8830.000000,Y=10130.000000,Z=40.000000)","50","(X=-9520.000000,Y=11200.000000,Z=820.000000)","1","1","(X=-9130.000000,Y=10626.601563,Z=580.000000)","2","1","(X=-9305.000000,Y=10907.941406,Z=1230.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020202","1060020202","106002020","(X=-9520.000000,Y=11200.000000,Z=830.000000)","50","(X=-8820.000000,Y=10110.000000,Z=20.000000)","0.5","1","(X=-9312.310547,Y=10903.675781,Z=990.000000)","2","1","(X=-9129.317383,Y=10628.871094,Z=1290.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020203","1060020203","106002020","(X=-10110.000000,Y=11930.000000,Z=870.000000)","50","(X=-11529.992188,Y=12850.000000,Z=860.000000)","1","1","(X=-10530.640625,Y=12195.355469,Z=1170.000000)","2","1","(X=-10869.347656,Y=12413.479492,Z=1730.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020204","1060020204","106002020","(X=-11530.000000,Y=12840.000000,Z=860.000000)","50","(X=-10140.000000,Y=11940.000000,Z=860.000000)","1","1","(X=-11036.078125,Y=12520.000000,Z=1200.000000)","2","1","(X=-10666.796875,Y=12280.000000,Z=1700.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
"1060020205","1060020205","106002020","(X=-12085.359375,Y=13120.000000,Z=870.000000)","50","(X=-13129.941406,Y=13750.000000,Z=1090.000000)","1","1","(X=-12467.320313,Y=13330.000000,Z=1270.000000)","2","1","(X=-12701.951172,Y=13470.000000,Z=1660.000000)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)","0","0","(X=0,Y=0,Z=0)"
