"Name","Id","NameStrId","GroupType","PurchaseMinLevel","PurchaseMaxLevel","LevelCondition","MissionStart","MissionEnd","SeasonBuffFist1","SeasonBuffFist2","SeasonBuffSecond1","SeasonBuffSecond2","SeasonBuffDesc","BattlePassGroupId","BattlePassRewardGroupId","PurchaseButton1","Web1","PurchaseButton2","Web2","RewardCategory1","AosUid1","IosUid1","OneStoreUid1","SamsungUid1","SteamUid1","XsollaUid1","MycardUid1","HydraUid1","HuaweiUid1","pWemixdUid1","SteamItemID1","XsollaItemID1","MycardItemID1","AosUidValue1","IosUidValue1","OneStoreValue1","SamsungValue1","SteamValue1","XsollaValue1","MycardValue1","HydraValue1","HuaweiValue1","pWemixdValue1","RewardCategory2","AosUid2","IosUid2","OneStoreUid2","SamsungUid2","SteamUid2","XsollaUid2","MycardUid2","HydraUid2","HuaweiUid2","pWemixdUid2","SteamItemID2","XsollaItemID2","MycardItemID2","AosUidValue2","IosUidValue2","OneStoreValue2","SamsungValue2","SteamValue2","XsollaValue2","MycardValue2","HydraValue2","HuaweiValue2","pWemixdValue2","LevelText","TitleText","APICategory1","APICategory2","TicketId1","TicketId2","TicketIdCount1","TicketIdCount2"
"100022","100022","2200002","1","0","0","0","2023-04-30 16:00:01","2023-05-31 15:59:59","8000001","8000003","8000014","8000015","2200548","1001022","10022","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_04","20022","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100022","100022","100022","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30022","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100022","100022","100022","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100023","100023","2200002","1","0","0","0","2023-05-31 16:00:01","2023-06-30 15:59:59","8000016","8000017","8000018","8000019","2200557","1001023","10023","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","20023","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100023","100023","100023","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30023","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100023","100023","100023","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100024","100024","2200002","1","0","0","0","2023-06-30 16:00:01","2023-07-31 15:59:59","8000016","8000017","8000018","8000019","2200557","1001024","10024","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","20024","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100024","100024","100024","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30024","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100024","100024","100024","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100025","100025","2200002","1","0","0","0","2023-07-31 16:00:01","2023-08-31 15:59:59","8000016","8000017","8000018","8000019","2200557","1001025","10025","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_06","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_06","20025","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100025","100025","100025","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30025","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100025","100025","100025","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100026","100026","2200002","1","0","0","0","2023-08-31 16:00:01","2023-09-30 15:59:59","8000016","8000017","8000020","8000019","2200558","1001026","10026","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","20026","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100026","100026","100026","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30026","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100026","100026","100026","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100027","100027","2200002","1","0","0","0","2023-09-30 16:00:01","2023-10-31 15:59:59","8000016","8000017","8000020","8000019","2200558","1001027","10027","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","20027","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100027","100027","100027","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30027","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100027","100027","100027","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"100028","100028","2200002","1","0","0","0","2023-10-31 16:00:01","2023-11-30 15:59:59","8000016","8000017","8000020","8000019","2200558","1001028","10028","230615203","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","230615201","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_img_05","20028","mir4gb.aos.battlepass.1","mir4gb.ios.battlepass.1","mir4gb.one.battlepass.1","mir4gb.galaxystore.battlepass.1","mir4gb.steam.battlepass.1","mir4gb.xsolla.battlepass.1","mir4gb.mycard.battlepass.1","mir4gb.hydra.battlepass.1","mir4gb.huawei.battlepass.1","mir4gb.pwemixd.battlepass.1","100028","100028","100028","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","30028","mir4gb.aos.battlepass.2","mir4gb.ios.battlepass.2","mir4gb.one.battlepass.2","mir4gb.galaxystore.battlepass.2","mir4gb.steam.battlepass.2","mir4gb.xsolla.battlepass.2","mir4gb.mycard.battlepass.2","mir4gb.hydra.battlepass.2","mir4gb.huawei.battlepass.2","mir4gb.pwemixd.battlepass.2","100028","100028","100028","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200538","1","2","1815200001","1815200002","1","1"
"3000001","3000001","2202001","3","0","0","0","2021-10-01 00:00:01","2030-12-31 23:59:59","0","0","0","0","2200910","1003001","12001","4400004","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_GlobalDragonImg_03","4400005","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_GlobalDragonImg_04","60001","mir4gb.aos.battlepass.0","mir4gb.ios.battlepass.0","mir4gb.one.battlepass.0","mir4gb.galaxy.battlepass.0","mir4gb.steam.battlepass.0","mir4gb.xsolla.battlepass.0","mir4gb.mycard.battlepass.0","mir4gb.hydra.battlepass.0","mir4gb.huawei.battlepass.0","mir4gb.pwemixd.battlepass.0","1","1","1","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","70001","mir4gb.aos.battlepass.00","mir4gb.ios.battlepass.00","mir4gb.one.battlepass.00","mir4gb.galaxy.battlepass.00","mir4gb.steam.battlepass.00","mir4gb.xsolla.battlepass.00","mir4gb.mycard.battlepass.00","mir4gb.hydra.battlepass.00","mir4gb.huawei.battlepass.00","mir4gb.pwemixd.battlepass.00","3000001","3000001","3000001","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","5","6","1815200001","1815200002","1","1"
"4000001","4000001","2202002","4","0","0","0","2022-05-31 16:00:01","2022-06-30 15:59:59","8000012","0","8000013","0","2200546","1004001","13001","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_GlobalDragonImg_03","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_GlobalDragonImg_04","61001","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxy.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","1","1","1","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71001","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxy.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000001","4000001","4000001","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000002","4000002","2202002","4","0","0","0","2022-09-30 16:00:01","2022-10-31 15:59:59","0","0","0","0","2200552","1004002","13002","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61002","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000002","4000002","4000002","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71002","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000002","4000002","4000002","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000003","4000003","2202002","4","0","0","0","2022-10-31 16:00:01","2022-11-30 15:59:59","0","0","0","0","2200552","1004003","13003","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61003","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000003","4000003","4000003","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71003","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000003","4000003","4000003","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000004","4000004","2202002","4","0","0","0","2022-11-30 16:00:01","2022-12-31 15:59:59","0","0","0","0","2200552","1004004","13004","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61004","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000004","4000004","4000004","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71004","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000004","4000004","4000004","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000005","4000005","2202002","4","0","0","0","2022-12-31 16:00:01","2023-01-31 15:59:59","0","0","0","0","2200552","1004005","13005","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61005","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000005","4000005","4000005","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71005","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000005","4000005","4000005","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000006","4000006","2202002","4","0","0","0","2023-01-31 16:00:01","2023-02-28 15:59:59","0","0","0","0","2200552","1004006","13006","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61006","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000006","4000006","4000006","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71006","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000006","4000006","4000006","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000007","4000007","2202002","4","0","0","0","2023-02-28 16:00:01","2023-03-31 15:59:59","0","0","0","0","2200552","1004007","13007","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61007","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000007","4000007","4000007","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71007","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000007","4000007","4000007","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000008","4000008","2202002","4","0","0","0","2023-03-31 16:00:01","2023-04-30 15:59:59","0","0","0","0","2200552","1004008","13008","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61008","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000008","4000008","4000008","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71008","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000008","4000008","4000008","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000009","4000009","2202002","4","0","0","0","2023-04-30 16:00:01","2023-05-31 15:59:59","0","0","0","0","2200552","1004009","13009","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61009","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000009","4000009","4000009","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71009","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000009","4000009","4000009","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000010","4000010","2202002","4","0","0","0","2023-05-31 16:00:01","2023-06-30 15:59:59","0","0","0","0","2200552","1004010","13010","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61010","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000010","4000010","4000010","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71010","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000010","4000010","4000010","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000011","4000011","2202002","4","0","0","0","2023-06-30 16:00:01","2023-07-31 15:59:59","0","0","0","0","2200552","1004011","13011","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61011","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000011","4000011","4000011","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71011","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000011","4000011","4000011","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000012","4000012","2202002","4","0","0","0","2023-07-31 16:01:00","2023-08-31 15:59:59","0","0","0","0","2200552","1004012","13012","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61012","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000012","4000012","4000012","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71012","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000012","4000012","4000012","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
"4000013","4000013","2202002","4","0","0","0","2023-08-31 16:00:01","2023-09-30 15:59:59","0","0","0","0","2200552","1004013","13013","4400007","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","4400008","/Game/UI/Atlas_N_Resource/Contents/Event/battlePass_Rabbit_01","61013","mir4gb.aos.battlepass.7","mir4gb.ios.battlepass.7","mir4gb.one.battlepass.7","mir4gb.galaxystore.battlepass.7","mir4gb.steam.battlepass.7","mir4gb.xsolla.battlepass.7","mir4gb.mycard.battlepass.7","mir4gb.hydra.battlepass.7","mir4gb.huawei.battlepass.7","mir4gb.pwemixd.battlepass.7","4000013","4000013","4000013","999,","999,","999,","999,","999,","999,","999,","999,","999,","999,","71013","mir4gb.aos.battlepass.8","mir4gb.ios.battlepass.8","mir4gb.one.battlepass.8","mir4gb.galaxystore.battlepass.8","mir4gb.steam.battlepass.8","mir4gb.xsolla.battlepass.8","mir4gb.mycard.battlepass.8","mir4gb.hydra.battlepass.8","mir4gb.huawei.battlepass.8","mir4gb.pwemixd.battlepass.8","4000013","4000013","4000013","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","2999,","0","2200904","9","10","1815200001","1815200002","1","1"
