"Name","TranceID","TranceStep","TranceType","AttributeType","StatusValue","OptionGradeValue01","OptionGradeValue06","OptionGradeValue11","OptionGradeValue16","OptionGradeValue21","OptionGradeValue26","OptionGradeValue31","OptionGradeValue36","OptionGradeValue41","OptionGradeValue46","PassiveLv","BattlePointPerLv","Grade"
"768","768","5","2","51","0","0","18","18","0","0","0","0","0","0","0","0","0","5"
"769","769","6","2","51","0","0","22","22","0","0","0","0","0","0","0","0","0","5"
"770","770","7","2","51","0","0","26","26","0","0","0","0","0","0","0","0","0","5"
"771","771","1","2","52","0","0","3","3","0","0","0","0","0","0","0","0","0","5"
"772","772","2","2","52","0","0","7","7","0","0","0","0","0","0","0","0","0","5"
"773","773","3","2","52","0","0","11","11","0","0","0","0","0","0","0","0","0","5"
"774","774","4","2","52","0","0","15","15","0","0","0","0","0","0","0","0","0","5"
"775","775","5","2","52","0","0","18","18","0","0","0","0","0","0","0","0","0","5"
"776","776","6","2","52","0","0","22","22","0","0","0","0","0","0","0","0","0","5"
"777","777","7","2","52","0","0","26","26","0","0","0","0","0","0","0","0","0","5"
"778","778","1","2","53","0","0","3","3","0","0","0","0","0","0","0","0","0","5"
"779","779","2","2","53","0","0","7","7","0","0","0","0","0","0","0","0","0","5"
"780","780","3","2","53","0","0","11","11","0","0","0","0","0","0","0","0","0","5"
"781","781","4","2","53","0","0","15","15","0","0","0","0","0","0","0","0","0","5"
"782","782","5","2","53","0","0","18","18","0","0","0","0","0","0","0","0","0","5"
"783","783","6","2","53","0","0","22","22","0","0","0","0","0","0","0","0","0","5"
"784","784","7","2","53","0","0","26","26","0","0","0","0","0","0","0","0","0","5"
"785","785","1","2","119","0","0","3","3","0","0","0","0","0","0","0","0","0","5"
"786","786","2","2","119","0","0","7","7","0","0","0","0","0","0","0","0","0","5"
"787","787","3","2","119","0","0","11","11","0","0","0","0","0","0","0","0","0","5"
"788","788","4","2","119","0","0","15","15","0","0","0","0","0","0","0","0","0","5"
"789","789","5","2","119","0","0","18","18","0","0","0","0","0","0","0","0","0","5"
"790","790","6","2","119","0","0","22","22","0","0","0","0","0","0","0","0","0","5"
"791","791","7","2","119","0","0","26","26","0","0","0","0","0","0","0","0","0","5"
"792","792","1","2","120","0","0","3","3","0","0","0","0","0","0","0","0","0","5"
"793","793","2","2","120","0","0","7","7","0","0","0","0","0","0","0","0","0","5"
"794","794","3","2","120","0","0","11","11","0","0","0","0","0","0","0","0","0","5"
"795","795","4","2","120","0","0","15","15","0","0","0","0","0","0","0","0","0","5"
"796","796","5","2","120","0","0","18","18","0","0","0","0","0","0","0","0","0","5"
"797","797","6","2","120","0","0","22","22","0","0","0","0","0","0","0","0","0","5"
"798","798","7","2","120","0","0","26","26","0","0","0","0","0","0","0","0","0","5"
"799","799","1","2","1","0","0","0","0","196","196","0","0","0","0","0","0","0","4"
"800","800","2","2","1","0","0","0","0","392","392","0","0","0","0","0","0","0","4"
"801","801","3","2","1","0","0","0","0","588","588","0","0","0","0","0","0","0","4"
"802","802","4","2","1","0","0","0","0","784","784","0","0","0","0","0","0","0","4"
"803","803","5","2","1","0","0","0","0","980","980","0","0","0","0","0","0","0","4"
"804","804","6","2","1","0","0","0","0","1176","1176","0","0","0","0","0","0","0","4"
"805","805","7","2","1","0","0","0","0","1372","1372","0","0","0","0","0","0","0","4"
"806","806","1","2","6","0","0","0","0","47","47","0","0","0","0","0","0","0","4"
"807","807","2","2","6","0","0","0","0","95","95","0","0","0","0","0","0","0","4"
"808","808","3","2","6","0","0","0","0","142","142","0","0","0","0","0","0","0","4"
"809","809","4","2","6","0","0","0","0","190","190","0","0","0","0","0","0","0","4"
"810","810","5","2","6","0","0","0","0","237","237","0","0","0","0","0","0","0","4"
"811","811","6","2","6","0","0","0","0","285","285","0","0","0","0","0","0","0","4"
"812","812","7","2","6","0","0","0","0","332","332","0","0","0","0","0","0","0","4"
"813","813","1","2","20","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"814","814","2","2","20","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"815","815","3","2","20","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"816","816","4","2","20","0","0","0","0","24","24","0","0","0","0","0","0","0","4"
"817","817","5","2","20","0","0","0","0","30","30","0","0","0","0","0","0","0","4"
"818","818","6","2","20","0","0","0","0","36","36","0","0","0","0","0","0","0","4"
"819","819","7","2","20","0","0","0","0","42","42","0","0","0","0","0","0","0","4"
"820","820","1","2","22","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"821","821","2","2","22","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"822","822","3","2","22","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"823","823","4","2","22","0","0","0","0","24","24","0","0","0","0","0","0","0","4"
"824","824","5","2","22","0","0","0","0","30","30","0","0","0","0","0","0","0","4"
"825","825","6","2","22","0","0","0","0","36","36","0","0","0","0","0","0","0","4"
"826","826","7","2","22","0","0","0","0","42","42","0","0","0","0","0","0","0","4"
"827","827","1","2","24","0","0","0","0","5","5","0","0","0","0","0","0","0","4"
"828","828","2","2","24","0","0","0","0","10","10","0","0","0","0","0","0","0","4"
"829","829","3","2","24","0","0","0","0","16","16","0","0","0","0","0","0","0","4"
"830","830","4","2","24","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"831","831","5","2","24","0","0","0","0","27","27","0","0","0","0","0","0","0","4"
"832","832","6","2","24","0","0","0","0","32","32","0","0","0","0","0","0","0","4"
"833","833","7","2","24","0","0","0","0","37","37","0","0","0","0","0","0","0","4"
"834","834","1","2","26","0","0","0","0","5","5","0","0","0","0","0","0","0","4"
"835","835","2","2","26","0","0","0","0","10","10","0","0","0","0","0","0","0","4"
"836","836","3","2","26","0","0","0","0","16","16","0","0","0","0","0","0","0","4"
"837","837","4","2","26","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"838","838","5","2","26","0","0","0","0","27","27","0","0","0","0","0","0","0","4"
"839","839","6","2","26","0","0","0","0","32","32","0","0","0","0","0","0","0","4"
"840","840","7","2","26","0","0","0","0","37","37","0","0","0","0","0","0","0","4"
"841","841","1","2","28","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"842","842","2","2","28","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"843","843","3","2","28","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"844","844","4","2","28","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"845","845","5","2","28","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"846","846","6","2","28","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"847","847","7","2","28","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"848","848","1","2","29","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"849","849","2","2","29","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"850","850","3","2","29","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"851","851","4","2","29","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"852","852","5","2","29","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"853","853","6","2","29","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"854","854","7","2","29","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"855","855","1","2","30","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"856","856","2","2","30","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"857","857","3","2","30","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"858","858","4","2","30","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"859","859","5","2","30","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"860","860","6","2","30","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"861","861","7","2","30","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"862","862","1","2","31","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"863","863","2","2","31","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"864","864","3","2","31","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"865","865","4","2","31","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"866","866","5","2","31","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"867","867","6","2","31","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"868","868","7","2","31","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"869","869","1","2","38","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"870","870","2","2","38","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"871","871","3","2","38","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"872","872","4","2","38","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"873","873","5","2","38","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"874","874","6","2","38","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"875","875","7","2","38","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"876","876","1","2","39","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"877","877","2","2","39","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"878","878","3","2","39","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"879","879","4","2","39","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"880","880","5","2","39","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"881","881","6","2","39","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"882","882","7","2","39","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"883","883","1","2","44","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"884","884","2","2","44","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"885","885","3","2","44","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"886","886","4","2","44","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"887","887","5","2","44","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"888","888","6","2","44","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"889","889","7","2","44","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"890","890","1","2","45","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"891","891","2","2","45","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"892","892","3","2","45","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"893","893","4","2","45","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"894","894","5","2","45","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"895","895","6","2","45","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"896","896","7","2","45","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"897","897","1","2","40","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"898","898","2","2","40","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"899","899","3","2","40","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"900","900","4","2","40","0","0","0","0","24","24","0","0","0","0","0","0","0","4"
"901","901","5","2","40","0","0","0","0","30","30","0","0","0","0","0","0","0","4"
"902","902","6","2","40","0","0","0","0","36","36","0","0","0","0","0","0","0","4"
"903","903","7","2","40","0","0","0","0","42","42","0","0","0","0","0","0","0","4"
"904","904","1","2","42","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"905","905","2","2","42","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"906","906","3","2","42","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"907","907","4","2","42","0","0","0","0","24","24","0","0","0","0","0","0","0","4"
"908","908","5","2","42","0","0","0","0","30","30","0","0","0","0","0","0","0","4"
"909","909","6","2","42","0","0","0","0","36","36","0","0","0","0","0","0","0","4"
"910","910","7","2","42","0","0","0","0","42","42","0","0","0","0","0","0","0","4"
"911","911","1","2","41","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"912","912","2","2","41","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"913","913","3","2","41","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"914","914","4","2","41","0","0","0","0","24","24","0","0","0","0","0","0","0","4"
"915","915","5","2","41","0","0","0","0","30","30","0","0","0","0","0","0","0","4"
"916","916","6","2","41","0","0","0","0","36","36","0","0","0","0","0","0","0","4"
"917","917","7","2","41","0","0","0","0","42","42","0","0","0","0","0","0","0","4"
"918","918","1","2","43","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"919","919","2","2","43","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"920","920","3","2","43","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"921","921","4","2","43","0","0","0","0","24","24","0","0","0","0","0","0","0","4"
"922","922","5","2","43","0","0","0","0","30","30","0","0","0","0","0","0","0","4"
"923","923","6","2","43","0","0","0","0","36","36","0","0","0","0","0","0","0","4"
"924","924","7","2","43","0","0","0","0","42","42","0","0","0","0","0","0","0","4"
"925","925","1","2","82","0","0","0","0","54","54","0","0","0","0","0","0","0","4"
"926","926","2","2","82","0","0","0","0","108","108","0","0","0","0","0","0","0","4"
"927","927","3","2","82","0","0","0","0","162","162","0","0","0","0","0","0","0","4"
"928","928","4","2","82","0","0","0","0","216","216","0","0","0","0","0","0","0","4"
"929","929","5","2","82","0","0","0","0","270","270","0","0","0","0","0","0","0","4"
"930","930","6","2","82","0","0","0","0","324","324","0","0","0","0","0","0","0","4"
"931","931","7","2","82","0","0","0","0","378","378","0","0","0","0","0","0","0","4"
"932","932","1","2","91","0","0","0","0","108","108","0","0","0","0","0","0","0","4"
"933","933","2","2","91","0","0","0","0","216","216","0","0","0","0","0","0","0","4"
"934","934","3","2","91","0","0","0","0","324","324","0","0","0","0","0","0","0","4"
"935","935","4","2","91","0","0","0","0","432","432","0","0","0","0","0","0","0","4"
"936","936","5","2","91","0","0","0","0","540","540","0","0","0","0","0","0","0","4"
"937","937","6","2","91","0","0","0","0","648","648","0","0","0","0","0","0","0","4"
"938","938","7","2","91","0","0","0","0","756","756","0","0","0","0","0","0","0","4"
"939","939","1","2","93","0","0","0","0","108","108","0","0","0","0","0","0","0","4"
"940","940","2","2","93","0","0","0","0","216","216","0","0","0","0","0","0","0","4"
"941","941","3","2","93","0","0","0","0","324","324","0","0","0","0","0","0","0","4"
"942","942","4","2","93","0","0","0","0","432","432","0","0","0","0","0","0","0","4"
"943","943","5","2","93","0","0","0","0","540","540","0","0","0","0","0","0","0","4"
"944","944","6","2","93","0","0","0","0","648","648","0","0","0","0","0","0","0","4"
"945","945","7","2","93","0","0","0","0","756","756","0","0","0","0","0","0","0","4"
"946","946","1","2","84","0","0","0","0","81","81","0","0","0","0","0","0","0","4"
"947","947","2","2","84","0","0","0","0","162","162","0","0","0","0","0","0","0","4"
"948","948","3","2","84","0","0","0","0","243","243","0","0","0","0","0","0","0","4"
"949","949","4","2","84","0","0","0","0","324","324","0","0","0","0","0","0","0","4"
"950","950","5","2","84","0","0","0","0","405","405","0","0","0","0","0","0","0","4"
"951","951","6","2","84","0","0","0","0","486","486","0","0","0","0","0","0","0","4"
"952","952","7","2","84","0","0","0","0","567","567","0","0","0","0","0","0","0","4"
"953","953","1","2","88","0","0","0","0","81","81","0","0","0","0","0","0","0","4"
"954","954","2","2","88","0","0","0","0","162","162","0","0","0","0","0","0","0","4"
"955","955","3","2","88","0","0","0","0","243","243","0","0","0","0","0","0","0","4"
"956","956","4","2","88","0","0","0","0","324","324","0","0","0","0","0","0","0","4"
"957","957","5","2","88","0","0","0","0","405","405","0","0","0","0","0","0","0","4"
"958","958","6","2","88","0","0","0","0","486","486","0","0","0","0","0","0","0","4"
"959","959","7","2","88","0","0","0","0","567","567","0","0","0","0","0","0","0","4"
"960","960","1","2","89","0","0","0","0","81","81","0","0","0","0","0","0","0","4"
"961","961","2","2","89","0","0","0","0","162","162","0","0","0","0","0","0","0","4"
"962","962","3","2","89","0","0","0","0","243","243","0","0","0","0","0","0","0","4"
"963","963","4","2","89","0","0","0","0","324","324","0","0","0","0","0","0","0","4"
"964","964","5","2","89","0","0","0","0","405","405","0","0","0","0","0","0","0","4"
"965","965","6","2","89","0","0","0","0","486","486","0","0","0","0","0","0","0","4"
"966","966","7","2","89","0","0","0","0","567","567","0","0","0","0","0","0","0","4"
"967","967","1","2","48","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"968","968","2","2","48","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"969","969","3","2","48","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"970","970","4","2","48","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"971","971","5","2","48","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"972","972","6","2","48","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"973","973","7","2","48","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"974","974","1","2","49","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"975","975","2","2","49","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"976","976","3","2","49","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"977","977","4","2","49","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"978","978","5","2","49","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"979","979","6","2","49","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"980","980","7","2","49","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"981","981","1","2","50","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"982","982","2","2","50","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"983","983","3","2","50","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"984","984","4","2","50","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"985","985","5","2","50","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"986","986","6","2","50","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"987","987","7","2","50","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"988","988","1","2","51","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"989","989","2","2","51","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"990","990","3","2","51","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"991","991","4","2","51","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"992","992","5","2","51","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"993","993","6","2","51","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"994","994","7","2","51","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"995","995","1","2","52","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"996","996","2","2","52","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"997","997","3","2","52","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"998","998","4","2","52","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"999","999","5","2","52","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"1000","1000","6","2","52","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"1001","1001","7","2","52","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"1002","1002","1","2","53","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"1003","1003","2","2","53","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"1004","1004","3","2","53","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"1005","1005","4","2","53","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"1006","1006","5","2","53","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"1007","1007","6","2","53","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"1008","1008","7","2","53","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"1009","1009","1","2","119","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"1010","1010","2","2","119","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"1011","1011","3","2","119","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"1012","1012","4","2","119","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"1013","1013","5","2","119","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"1014","1014","6","2","119","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"1015","1015","7","2","119","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"1016","1016","1","2","120","0","0","0","0","3","3","0","0","0","0","0","0","0","4"
"1017","1017","2","2","120","0","0","0","0","6","6","0","0","0","0","0","0","0","4"
"1018","1018","3","2","120","0","0","0","0","9","9","0","0","0","0","0","0","0","4"
"1019","1019","4","2","120","0","0","0","0","12","12","0","0","0","0","0","0","0","4"
"1020","1020","5","2","120","0","0","0","0","15","15","0","0","0","0","0","0","0","4"
"1021","1021","6","2","120","0","0","0","0","18","18","0","0","0","0","0","0","0","4"
"1022","1022","7","2","120","0","0","0","0","21","21","0","0","0","0","0","0","0","4"
"1023","1023","1","2","1","0","0","0","0","300","300","0","0","0","0","0","0","0","5"
"1024","1024","2","2","1","0","0","0","0","601","601","0","0","0","0","0","0","0","5"
"1025","1025","3","2","1","0","0","0","0","901","901","0","0","0","0","0","0","0","5"
"1026","1026","4","2","1","0","0","0","0","1202","1202","0","0","0","0","0","0","0","5"
"1027","1027","5","2","1","0","0","0","0","1503","1503","0","0","0","0","0","0","0","5"
"1028","1028","6","2","1","0","0","0","0","1803","1803","0","0","0","0","0","0","0","5"
"1029","1029","7","2","1","0","0","0","0","2104","2104","0","0","0","0","0","0","0","5"
"1030","1030","1","2","6","0","0","0","0","72","72","0","0","0","0","0","0","0","5"
"1031","1031","2","2","6","0","0","0","0","145","145","0","0","0","0","0","0","0","5"
"1032","1032","3","2","6","0","0","0","0","218","218","0","0","0","0","0","0","0","5"
"1033","1033","4","2","6","0","0","0","0","291","291","0","0","0","0","0","0","0","5"
"1034","1034","5","2","6","0","0","0","0","364","364","0","0","0","0","0","0","0","5"
"1035","1035","6","2","6","0","0","0","0","437","437","0","0","0","0","0","0","0","5"
"1036","1036","7","2","6","0","0","0","0","510","510","0","0","0","0","0","0","0","5"
"1037","1037","1","2","20","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1038","1038","2","2","20","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1039","1039","3","2","20","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1040","1040","4","2","20","0","0","0","0","36","36","0","0","0","0","0","0","0","5"
"1041","1041","5","2","20","0","0","0","0","45","45","0","0","0","0","0","0","0","5"
"1042","1042","6","2","20","0","0","0","0","54","54","0","0","0","0","0","0","0","5"
"1043","1043","7","2","20","0","0","0","0","64","64","0","0","0","0","0","0","0","5"
"1044","1044","1","2","22","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1045","1045","2","2","22","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1046","1046","3","2","22","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1047","1047","4","2","22","0","0","0","0","36","36","0","0","0","0","0","0","0","5"
"1048","1048","5","2","22","0","0","0","0","45","45","0","0","0","0","0","0","0","5"
"1049","1049","6","2","22","0","0","0","0","54","54","0","0","0","0","0","0","0","5"
"1050","1050","7","2","22","0","0","0","0","64","64","0","0","0","0","0","0","0","5"
"1051","1051","1","2","24","0","0","0","0","8","8","0","0","0","0","0","0","0","5"
"1052","1052","2","2","24","0","0","0","0","16","16","0","0","0","0","0","0","0","5"
"1053","1053","3","2","24","0","0","0","0","24","24","0","0","0","0","0","0","0","5"
"1054","1054","4","2","24","0","0","0","0","33","33","0","0","0","0","0","0","0","5"
"1055","1055","5","2","24","0","0","0","0","41","41","0","0","0","0","0","0","0","5"
"1056","1056","6","2","24","0","0","0","0","49","49","0","0","0","0","0","0","0","5"
"1057","1057","7","2","24","0","0","0","0","57","57","0","0","0","0","0","0","0","5"
"1058","1058","1","2","26","0","0","0","0","8","8","0","0","0","0","0","0","0","5"
"1059","1059","2","2","26","0","0","0","0","16","16","0","0","0","0","0","0","0","5"
"1060","1060","3","2","26","0","0","0","0","24","24","0","0","0","0","0","0","0","5"
"1061","1061","4","2","26","0","0","0","0","33","33","0","0","0","0","0","0","0","5"
"1062","1062","5","2","26","0","0","0","0","41","41","0","0","0","0","0","0","0","5"
"1063","1063","6","2","26","0","0","0","0","49","49","0","0","0","0","0","0","0","5"
"1064","1064","7","2","26","0","0","0","0","57","57","0","0","0","0","0","0","0","5"
"1065","1065","1","2","28","0","0","0","0","4","4","0","0","0","0","0","0","0","5"
"1066","1066","2","2","28","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1067","1067","3","2","28","0","0","0","0","13","13","0","0","0","0","0","0","0","5"
"1068","1068","4","2","28","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1069","1069","5","2","28","0","0","0","0","22","22","0","0","0","0","0","0","0","5"
"1070","1070","6","2","28","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1071","1071","7","2","28","0","0","0","0","31","31","0","0","0","0","0","0","0","5"
"1072","1072","1","2","29","0","0","0","0","4","4","0","0","0","0","0","0","0","5"
"1073","1073","2","2","29","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1074","1074","3","2","29","0","0","0","0","13","13","0","0","0","0","0","0","0","5"
"1075","1075","4","2","29","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1076","1076","5","2","29","0","0","0","0","22","22","0","0","0","0","0","0","0","5"
"1077","1077","6","2","29","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1078","1078","7","2","29","0","0","0","0","31","31","0","0","0","0","0","0","0","5"
"1079","1079","1","2","30","0","0","0","0","4","4","0","0","0","0","0","0","0","5"
"1080","1080","2","2","30","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1081","1081","3","2","30","0","0","0","0","13","13","0","0","0","0","0","0","0","5"
"1082","1082","4","2","30","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1083","1083","5","2","30","0","0","0","0","22","22","0","0","0","0","0","0","0","5"
"1084","1084","6","2","30","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1085","1085","7","2","30","0","0","0","0","31","31","0","0","0","0","0","0","0","5"
"1086","1086","1","2","31","0","0","0","0","4","4","0","0","0","0","0","0","0","5"
"1087","1087","2","2","31","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1088","1088","3","2","31","0","0","0","0","13","13","0","0","0","0","0","0","0","5"
"1089","1089","4","2","31","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1090","1090","5","2","31","0","0","0","0","22","22","0","0","0","0","0","0","0","5"
"1091","1091","6","2","31","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1092","1092","7","2","31","0","0","0","0","31","31","0","0","0","0","0","0","0","5"
"1093","1093","1","2","38","0","0","0","0","4","4","0","0","0","0","0","0","0","5"
"1094","1094","2","2","38","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1095","1095","3","2","38","0","0","0","0","13","13","0","0","0","0","0","0","0","5"
"1096","1096","4","2","38","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1097","1097","5","2","38","0","0","0","0","22","22","0","0","0","0","0","0","0","5"
"1098","1098","6","2","38","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1099","1099","7","2","38","0","0","0","0","31","31","0","0","0","0","0","0","0","5"
"1100","1100","1","2","39","0","0","0","0","4","4","0","0","0","0","0","0","0","5"
"1101","1101","2","2","39","0","0","0","0","9","9","0","0","0","0","0","0","0","5"
"1102","1102","3","2","39","0","0","0","0","13","13","0","0","0","0","0","0","0","5"
"1103","1103","4","2","39","0","0","0","0","18","18","0","0","0","0","0","0","0","5"
"1104","1104","5","2","39","0","0","0","0","22","22","0","0","0","0","0","0","0","5"
"1105","1105","6","2","39","0","0","0","0","27","27","0","0","0","0","0","0","0","5"
"1106","1106","7","2","39","0","0","0","0","31","31","0","0","0","0","0","0","0","5"
"1107","1107","1","2","44","0","0","0","0","4","4","0","0","0","0","0","0","0","5"
