"Name","CollectionId","PhaseGroupId","AccountType","TopMenuGroup","TopMenuString","ListGroup","ListGroupString","PeriodType","StartDate","EndDate","TitleString","ListSort","EffectAttributeType","EffectAttributeValue","EffectString","EffectGroup","EffectGroupString","ClassId","ItemUseId01","Smelting01","ItemUseId02","Smelting02","ItemUseId03","Smelting03","ItemUseId04","Smelting04","ItemUseId05","Smelting05","ItemUseId06","Smelting06","ItemUseId07","Smelting07","ItemUseId08","Smelting08"
"500103107","500103107","0","1","2","5200015","40","5200004","0","0","0","5271031","40071307","34","80","510034","13","510034","0","1303000072","2","1303000084","2","0","0","0","0","0","0","0","0","0","0","0","0"
"500103108","500103108","0","1","2","5200015","40","5200004","0","0","0","5271032","40081608","38","20","500026","16","500026","0","1303000066","2","1303000072","2","1303000084","2","0","0","0","0","0","0","0","0","0","0"
"500103109","500103109","0","1","2","5200015","40","5200004","0","0","0","5271033","40092209","44","30","510044","22","510044","0","1303000066","2","1303000072","2","1303000078","2","0","0","0","0","0","0","0","0","0","0"
"500103110","500103110","0","1","2","5200015","40","5200004","0","0","0","5271034","40102410","46","20","510046","24","510046","0","1303000066","2","1303000072","2","1303000078","2","1303000084","2","0","0","0","0","0","0","0","0"
"500103111","500103111","0","1","2","5200015","40","5200004","0","0","0","5271035","40111111","32","120","500015","11","500015","0","1303000066","3","1303000078","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500103112","500103112","0","1","2","5200015","40","5200004","0","0","0","5271036","40121312","34","120","510034","13","510034","0","1303000072","3","1303000084","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500103113","500103113","0","1","2","5200015","40","5200004","0","0","0","5271037","40131613","38","30","500026","16","500026","0","1303000066","4","1303000072","4","1303000084","4","0","0","0","0","0","0","0","0","0","0"
"500103114","500103114","0","1","2","5200015","40","5200004","0","0","0","5271038","40142214","44","45","510044","22","510044","0","1303000066","3","1303000072","3","1303000078","3","0","0","0","0","0","0","0","0","0","0"
"500103115","500103115","0","1","2","5200015","40","5200004","0","0","0","5271039","40152415","46","30","510046","24","510046","0","1303000066","4","1303000072","4","1303000078","4","1303000084","4","0","0","0","0","0","0","0","0"
"500104101","500104101","0","1","2","5200015","40","5200004","0","0","0","5271040","40011201","33","40","510033","12","510033","0","1303000069","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500104102","500104102","0","1","2","5200015","40","5200004","0","0","0","5271041","40021402","35","40","510035","14","510035","0","1303000075","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500104103","500104103","0","1","2","5200015","40","5200004","0","0","0","5271042","40031703","39","10","500027","17","500027","0","1303000069","1","1303000087","1","0","0","0","0","0","0","0","0","0","0","0","0"
"500104104","500104104","0","1","2","5200015","40","5200004","0","0","0","5271043","40042304","45","15","510045","23","510045","0","1303000081","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500104105","500104105","0","1","2","5200015","40","5200004","0","0","0","5271044","40052505","47","10","510047","25","510047","0","1303000075","1","1303000087","1","0","0","0","0","0","0","0","0","0","0","0","0"
"500104106","500104106","0","1","2","5200015","40","5200004","0","0","0","5271045","40061206","33","80","510033","12","510033","0","1303000069","2","1303000081","2","0","0","0","0","0","0","0","0","0","0","0","0"
"500104107","500104107","0","1","2","5200015","40","5200004","0","0","0","5271046","40071407","35","80","510035","14","510035","0","1303000075","2","1303000087","2","0","0","0","0","0","0","0","0","0","0","0","0"
"500104108","500104108","0","1","2","5200015","40","5200004","0","0","0","5271047","40081708","39","20","500027","17","500027","0","1303000069","2","1303000075","2","1303000087","2","0","0","0","0","0","0","0","0","0","0"
"500104109","500104109","0","1","2","5200015","40","5200004","0","0","0","5271048","40092309","45","30","510045","23","510045","0","1303000069","2","1303000075","2","1303000081","2","0","0","0","0","0","0","0","0","0","0"
"500104110","500104110","0","1","2","5200015","40","5200004","0","0","0","5271049","40102510","47","20","510047","25","510047","0","1303000069","2","1303000075","2","1303000081","2","1303000087","2","0","0","0","0","0","0","0","0"
"500104111","500104111","0","1","2","5200015","40","5200004","0","0","0","5271050","40111211","33","120","510033","12","510033","0","1303000069","3","1303000081","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500104112","500104112","0","1","2","5200015","40","5200004","0","0","0","5271051","40121412","35","120","510035","14","510035","0","1303000075","3","1303000087","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500104113","500104113","0","1","2","5200015","40","5200004","0","0","0","5271052","40131713","39","30","500027","17","500027","0","1303000069","4","1303000075","4","1303000087","4","0","0","0","0","0","0","0","0","0","0"
"500104114","500104114","0","1","2","5200015","40","5200004","0","0","0","5271053","40142314","45","45","510045","23","510045","0","1303000069","3","1303000075","3","1303000081","3","0","0","0","0","0","0","0","0","0","0"
"500104115","500104115","0","1","2","5200015","40","5200004","0","0","0","5271054","40152515","47","30","510047","25","510047","0","1303000069","4","1303000075","4","1303000081","4","1303000087","4","0","0","0","0","0","0","0","0"
"500105101","500105101","0","1","2","5200015","50","5200005","0","0","0","5271055","50010301","20","20","500001","3","500001","0","1303000067","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500105102","500105102","0","1","2","5200015","50","5200005","0","0","0","5271056","50020502","24","20","500009","5","500009","0","1303000073","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500105103","500105103","0","1","2","5200015","50","5200005","0","0","0","5271057","50030703","28","10","500011","7","500011","0","1303000085","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500105104","500105104","0","1","2","5200015","50","5200005","0","0","0","5271058","50040904","30","15","500013","9","500013","0","1303000079","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500105105","500105105","0","1","2","5200015","50","5200005","0","0","0","5271059","50050305","20","40","500001","3","500001","0","1303000067","2","1303000085","2","0","0","0","0","0","0","0","0","0","0","0","0"
"500105106","500105106","0","1","2","5200015","50","5200005","0","0","0","5271060","50060506","24","40","500009","5","500009","0","1303000073","2","1303000079","2","0","0","0","0","0","0","0","0","0","0","0","0"
"500105107","500105107","0","1","2","5200015","50","5200005","0","0","0","5271061","50070707","28","20","500011","7","500011","0","1303000067","2","1303000073","2","1303000085","2","0","0","0","0","0","0","0","0","0","0"
"500105108","500105108","0","1","2","5200015","50","5200005","0","0","0","5271062","50080908","30","30","500013","9","500013","0","1303000067","2","1303000073","2","1303000079","2","0","0","0","0","0","0","0","0","0","0"
"500105109","500105109","0","1","2","5200015","50","5200005","0","0","0","5271063","50090309","20","60","500001","3","500001","0","1303000067","3","1303000085","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500105110","500105110","0","1","2","5200015","50","5200005","0","0","0","5271064","50100510","24","60","500009","5","500009","0","1303000073","3","1303000079","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500105111","500105111","0","1","2","5200015","50","5200005","0","0","0","5271065","50110711","28","30","500011","7","500011","0","1303000067","3","1303000073","3","1303000085","3","0","0","0","0","0","0","0","0","0","0"
"500105112","500105112","0","1","2","5200015","50","5200005","0","0","0","5271066","50120912","30","45","500013","9","500013","0","1303000067","3","1303000073","3","1303000079","3","0","0","0","0","0","0","0","0","0","0"
"500106101","500106101","0","1","2","5200015","50","5200005","0","0","0","5271067","50010401","22","20","500002","4","500002","0","1303000070","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500106102","500106102","0","1","2","5200015","50","5200005","0","0","0","5271068","50020602","26","20","500010","6","500010","0","1303000076","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500106103","500106103","0","1","2","5200015","50","5200005","0","0","0","5271069","50030803","29","10","500012","8","500012","0","1303000088","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500106104","500106104","0","1","2","5200015","50","5200005","0","0","0","5271070","50041004","31","15","500014","10","500014","0","1303000082","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500106105","500106105","0","1","2","5200015","50","5200005","0","0","0","5271071","50050405","22","40","500002","4","500002","0","1303000070","2","1303000088","2","0","0","0","0","0","0","0","0","0","0","0","0"
"500106106","500106106","0","1","2","5200015","50","5200005","0","0","0","5271072","50060606","26","40","500010","6","500010","0","1303000076","2","1303000082","2","0","0","0","0","0","0","0","0","0","0","0","0"
"500106107","500106107","0","1","2","5200015","50","5200005","0","0","0","5271073","50070807","29","20","500012","8","500012","0","1303000070","2","1303000076","2","1303000088","2","0","0","0","0","0","0","0","0","0","0"
"500106108","500106108","0","1","2","5200015","50","5200005","0","0","0","5271074","50081008","31","30","500014","10","500014","0","1303000070","2","1303000076","2","1303000082","2","0","0","0","0","0","0","0","0","0","0"
"500106109","500106109","0","1","2","5200015","50","5200005","0","0","0","5271075","50090409","22","60","500002","4","500002","0","1303000070","3","1303000088","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500106110","500106110","0","1","2","5200015","50","5200005","0","0","0","5271076","50100610","26","60","500010","6","500010","0","1303000076","3","1303000082","3","0","0","0","0","0","0","0","0","0","0","0","0"
"500106111","500106111","0","1","2","5200015","50","5200005","0","0","0","5271077","50110811","29","30","500012","8","500012","0","1303000070","3","1303000076","3","1303000088","3","0","0","0","0","0","0","0","0","0","0"
"500106112","500106112","0","1","2","5200015","50","5200005","0","0","0","5271078","50121012","31","45","500014","10","500014","0","1303000070","3","1303000076","3","1303000082","3","0","0","0","0","0","0","0","0","0","0"
"1001100","1001100","0","1","3","5200010","20","5200002","0","0","0","5211001","20010101","1","300","500003","1","500003","0","302001002","7","302002002","7","302003002","7","302005002","7","0","0","0","0","0","0","0","0"
"1001101","1001101","0","1","3","5200010","20","5200002","0","0","0","5211002","20020102","1","300","500003","1","500003","0","303001005","7","303002005","7","303003005","7","303005005","7","0","0","0","0","0","0","0","0"
"1001102","1001102","0","1","3","5200010","20","5200002","0","0","0","5211003","20030103","1","300","500003","1","500003","0","302001007","7","302002007","7","302003007","7","302005007","7","0","0","0","0","0","0","0","0"
"1001103","1001103","0","1","3","5200010","20","5200002","0","0","0","5211004","20040104","1","300","500003","1","500003","0","303001008","7","303002008","7","303003008","7","303005008","7","0","0","0","0","0","0","0","0"
"1001123","1001123","0","1","3","5200010","30","5200003","0","0","0","5211005","30050101","1","300","500003","1","500003","0","302001010","6","302002010","6","302003010","6","302005010","6","0","0","0","0","0","0","0","0"
"1001124","1001124","0","1","3","5200010","30","5200003","0","0","0","5211006","30060102","1","300","500003","1","500003","0","303001013","6","303002013","6","303003013","6","303005013","6","0","0","0","0","0","0","0","0"
"1001125","1001125","0","1","3","5200010","30","5200003","0","0","0","5211007","30070103","1","300","500003","1","500003","0","302001015","7","302002015","7","302003015","7","302005015","7","0","0","0","0","0","0","0","0"
"1001126","1001126","0","1","3","5200010","30","5200003","0","0","0","5211008","30080104","1","300","500003","1","500003","0","303001016","7","303002016","7","303003016","7","303005016","7","0","0","0","0","0","0","0","0"
"1001146","1001146","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211009","40090101","1","300","500003","1","500003","0","302001018","5","302002018","5","302003018","5","302005018","5","0","0","0","0","0","0","0","0"
"1001147","1001147","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211010","40100102","1","300","500003","1","500003","0","303001021","5","303002021","5","303003021","5","303005021","5","0","0","0","0","0","0","0","0"
"1001148","1001148","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211011","40110103","1","300","500003","1","500003","0","302001023","5","302002023","5","302003023","5","302005023","5","0","0","0","0","0","0","0","0"
"1001149","1001149","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211012","40120104","1","300","500003","1","500003","0","303001024","5","303002024","5","303003024","5","303005024","5","0","0","0","0","0","0","0","0"
"1001169","1001169","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211013","50130101","1","300","500003","1","500003","0","302001026","5","302002026","5","302003026","5","302005026","5","0","0","0","0","0","0","0","0"
"1001170","1001170","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211014","50140102","1","300","500003","1","500003","0","302001027","5","302002027","5","302003027","5","302005027","5","0","0","0","0","0","0","0","0"
"1001171","1001171","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211015","50150103","1","300","500003","1","500003","0","302001028","5","302002028","5","302003028","5","302005028","5","0","0","0","0","0","0","0","0"
"1001172","1001172","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211016","50160104","1","300","500003","1","500003","0","302001029","5","302002029","5","302003029","5","302005029","5","0","0","0","0","0","0","0","0"
"1002100","1002100","0","1","3","5200010","20","5200002","0","0","0","5211017","20010201","6","80","500005","2","500005","0","401001002","7","401001003","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1002101","1002101","0","1","3","5200010","20","5200002","0","0","0","5211018","20020202","6","80","500005","2","500005","0","402001004","7","402001005","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1002102","1002102","0","1","3","5200010","20","5200002","0","0","0","5211019","20030203","6","80","500005","2","500005","0","401001006","7","401001007","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1002103","1002103","0","1","3","5200010","20","5200002","0","0","0","5211020","20040204","6","80","500005","2","500005","0","402001008","7","402001009","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1002123","1002123","0","1","3","5200010","30","5200003","0","0","0","5211021","30050201","6","80","500005","2","500005","0","401001010","6","401001011","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1002124","1002124","0","1","3","5200010","30","5200003","0","0","0","5211022","30060202","6","80","500005","2","500005","0","402001012","6","402001013","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1002125","1002125","0","1","3","5200010","30","5200003","0","0","0","5211023","30070203","6","80","500005","2","500005","0","401001014","7","401001015","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1002126","1002126","0","1","3","5200010","30","5200003","0","0","0","5211024","30080204","6","80","500005","2","500005","0","402001016","7","402001017","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1002146","1002146","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211025","40090201","6","80","500005","2","500005","0","401001018","5","401001019","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1002147","1002147","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211026","40100202","6","80","500005","2","500005","0","402001020","5","402001021","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1002148","1002148","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211027","40110203","6","80","500005","2","500005","0","401001022","5","401001023","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1002149","1002149","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211028","40120204","6","80","500005","2","500005","0","402001024","5","402001025","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1002169","1002169","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211029","50130201","6","80","500005","2","500005","0","401001026","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1002170","1002170","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211030","50140202","6","80","500005","2","500005","0","401001027","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1002171","1002171","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211031","50150203","6","80","500005","2","500005","0","401001028","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1002172","1002172","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211032","50160204","6","80","500005","2","500005","0","401001029","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1003100","1003100","0","1","3","5200010","20","5200002","0","0","0","5211033","20010301","20","20","500001","3","500001","0","200001002","7","200002002","7","200003002","7","200005002","7","0","0","0","0","0","0","0","0"
"1003101","1003101","0","1","3","5200010","20","5200002","0","0","0","5211034","20020302","20","20","500001","3","500001","0","401001004","7","401001005","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1003102","1003102","0","1","3","5200010","20","5200002","0","0","0","5211035","20030303","20","20","500001","3","500001","0","200001007","7","200002007","7","200003007","7","200005007","7","0","0","0","0","0","0","0","0"
"1003103","1003103","0","1","3","5200010","20","5200002","0","0","0","5211036","20040304","20","20","500001","3","500001","0","401001008","7","401001009","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1003123","1003123","0","1","3","5200010","30","5200003","0","0","0","5211037","30050301","20","20","500001","3","500001","0","200001010","6","200002010","6","200003010","6","200005010","6","0","0","0","0","0","0","0","0"
"1003124","1003124","0","1","3","5200010","30","5200003","0","0","0","5211038","30060302","20","20","500001","3","500001","0","401001012","6","401001013","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1003125","1003125","0","1","3","5200010","30","5200003","0","0","0","5211039","30070303","20","20","500001","3","500001","0","200001015","7","200002015","7","200003015","7","200005015","7","0","0","0","0","0","0","0","0"
"1003126","1003126","0","1","3","5200010","30","5200003","0","0","0","5211040","30080304","20","20","500001","3","500001","0","401001016","7","401001017","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1003146","1003146","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211041","40090301","20","20","500001","3","500001","0","200001018","5","200002018","5","200003018","5","200005018","5","0","0","0","0","0","0","0","0"
"1003147","1003147","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211042","40100302","20","20","500001","3","500001","0","401001020","5","401001021","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1003148","1003148","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211043","40110303","20","20","500001","3","500001","0","200001023","5","200002023","5","200003023","5","200005023","5","0","0","0","0","0","0","0","0"
"1003149","1003149","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211044","40120304","20","20","500001","3","500001","0","401001024","5","401001025","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1003169","1003169","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211045","50130301","20","20","500001","3","500001","0","200001026","5","200002026","5","200003026","5","200005026","5","0","0","0","0","0","0","0","0"
"1003170","1003170","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211046","50140302","20","20","500001","3","500001","0","200001027","5","200002027","5","200003027","5","200005027","5","0","0","0","0","0","0","0","0"
"1003171","1003171","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211047","50150303","20","20","500001","3","500001","0","200001028","5","200002028","5","200003028","5","200005028","5","0","0","0","0","0","0","0","0"
"1003172","1003172","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211048","50160304","20","20","500001","3","500001","0","200001029","5","200002029","5","200003029","5","200005029","5","0","0","0","0","0","0","0","0"
"1004100","1004100","0","1","3","5200010","20","5200002","0","0","0","5211049","20010401","22","20","500002","4","500002","0","403001002","7","403001003","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1004101","1004101","0","1","3","5200010","20","5200002","0","0","0","5211050","20020402","22","20","500002","4","500002","0","200001005","7","200002005","7","200003005","7","200005005","7","0","0","0","0","0","0","0","0"
"1004102","1004102","0","1","3","5200010","20","5200002","0","0","0","5211051","20030403","22","20","500002","4","500002","0","403001006","7","403001007","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1004103","1004103","0","1","3","5200010","20","5200002","0","0","0","5211052","20040404","22","20","500002","4","500002","0","200001008","7","200002008","7","200003008","7","200005008","7","0","0","0","0","0","0","0","0"
"1004123","1004123","0","1","3","5200010","30","5200003","0","0","0","5211053","30050401","22","20","500002","4","500002","0","403001010","6","403001011","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1004124","1004124","0","1","3","5200010","30","5200003","0","0","0","5211054","30060402","22","20","500002","4","500002","0","200001013","6","200002013","6","200003013","6","200005013","6","0","0","0","0","0","0","0","0"
"1004125","1004125","0","1","3","5200010","30","5200003","0","0","0","5211055","30070403","22","20","500002","4","500002","0","403001014","7","403001015","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1004126","1004126","0","1","3","5200010","30","5200003","0","0","0","5211056","30080404","22","20","500002","4","500002","0","200001016","7","200002016","7","200003016","7","200005016","7","0","0","0","0","0","0","0","0"
"1004146","1004146","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211057","40090401","22","20","500002","4","500002","0","403001018","5","403001019","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1004147","1004147","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211058","40100402","22","20","500002","4","500002","0","200001021","5","200002021","5","200003021","5","200005021","5","0","0","0","0","0","0","0","0"
"1004148","1004148","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211059","40110403","22","20","500002","4","500002","0","403001022","5","403001023","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1004149","1004149","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211060","40120404","22","20","500002","4","500002","0","200001024","5","200002024","5","200003024","5","200005024","5","0","0","0","0","0","0","0","0"
"1004169","1004169","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211061","50130401","22","20","500002","4","500002","0","403001026","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1004170","1004170","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211062","50140402","22","20","500002","4","500002","0","403001027","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1004171","1004171","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211063","50150403","22","20","500002","4","500002","0","403001028","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1004172","1004172","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211064","50160404","22","20","500002","4","500002","0","403001029","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1005100","1005100","0","1","3","5200010","20","5200002","0","0","0","5211065","20010501","24","20","500009","5","500009","0","301001002","7","301002002","7","301003002","7","301005002","7","0","0","0","0","0","0","0","0"
"1005101","1005101","0","1","3","5200010","20","5200002","0","0","0","5211066","20020502","24","20","500009","5","500009","0","302001005","7","302002005","7","302003005","7","302005005","7","0","0","0","0","0","0","0","0"
"1005102","1005102","0","1","3","5200010","20","5200002","0","0","0","5211067","20030503","24","20","500009","5","500009","0","301001007","7","301002007","7","301003007","7","301005007","7","0","0","0","0","0","0","0","0"
"1005103","1005103","0","1","3","5200010","20","5200002","0","0","0","5211068","20040504","24","20","500009","5","500009","0","302001008","7","302002008","7","302003008","7","302005008","7","0","0","0","0","0","0","0","0"
"1005123","1005123","0","1","3","5200010","30","5200003","0","0","0","5211069","30050501","24","20","500009","5","500009","0","301001010","6","301002010","6","301003010","6","301005010","6","0","0","0","0","0","0","0","0"
"1005124","1005124","0","1","3","5200010","30","5200003","0","0","0","5211070","30060502","24","20","500009","5","500009","0","302001013","6","302002013","6","302003013","6","302005013","6","0","0","0","0","0","0","0","0"
"1005125","1005125","0","1","3","5200010","30","5200003","0","0","0","5211071","30070503","24","20","500009","5","500009","0","301001015","7","301002015","7","301003015","7","301005015","7","0","0","0","0","0","0","0","0"
"1005126","1005126","0","1","3","5200010","30","5200003","0","0","0","5211072","30080504","24","20","500009","5","500009","0","302001016","7","302002016","7","302003016","7","302005016","7","0","0","0","0","0","0","0","0"
"1005146","1005146","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211073","40090501","24","20","500009","5","500009","0","301001018","5","301002018","5","301003018","5","301005018","5","0","0","0","0","0","0","0","0"
"1005147","1005147","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211074","40100502","24","20","500009","5","500009","0","302001021","5","302002021","5","302003021","5","302005021","5","0","0","0","0","0","0","0","0"
"1005148","1005148","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211075","40110503","24","20","500009","5","500009","0","301001023","5","301002023","5","301003023","5","301005023","5","0","0","0","0","0","0","0","0"
"1005149","1005149","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211076","40120504","24","20","500009","5","500009","0","302001024","5","302002024","5","302003024","5","302005024","5","0","0","0","0","0","0","0","0"
"1005169","1005169","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211077","50130501","24","20","500009","5","500009","0","301001026","5","301002026","5","301003026","5","301005026","5","0","0","0","0","0","0","0","0"
"1005170","1005170","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211078","50140502","24","20","500009","5","500009","0","301001027","5","301002027","5","301003027","5","301005027","5","0","0","0","0","0","0","0","0"
"1005171","1005171","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211079","50150503","24","20","500009","5","500009","0","301001028","5","301002028","5","301003028","5","301005028","5","0","0","0","0","0","0","0","0"
"1005172","1005172","0","1","3","5200010","50","5200005","1","2005-04-01 16:00","2007-04-01 16:00","5211080","50160504","24","20","500009","5","500009","0","301001029","5","301002029","5","301003029","5","301005029","5","0","0","0","0","0","0","0","0"
"1006100","1006100","0","1","3","5200010","20","5200002","0","0","0","5211081","20010601","26","20","500010","6","500010","0","303001002","7","303002002","7","303003002","7","303005002","7","0","0","0","0","0","0","0","0"
"1006101","1006101","0","1","3","5200010","20","5200002","0","0","0","5211082","20020602","26","20","500010","6","500010","0","301001005","7","301002005","7","301003005","7","301005005","7","0","0","0","0","0","0","0","0"
"1006102","1006102","0","1","3","5200010","20","5200002","0","0","0","5211083","20030603","26","20","500010","6","500010","0","303001007","7","303002007","7","303003007","7","303005007","7","0","0","0","0","0","0","0","0"
"1006103","1006103","0","1","3","5200010","20","5200002","0","0","0","5211084","20040604","26","20","500010","6","500010","0","301001008","7","301002008","7","301003008","7","301005008","7","0","0","0","0","0","0","0","0"
"1006123","1006123","0","1","3","5200010","30","5200003","0","0","0","5211085","30050601","26","20","500010","6","500010","0","303001010","6","303002010","6","303003010","6","303005010","6","0","0","0","0","0","0","0","0"
"1006124","1006124","0","1","3","5200010","30","5200003","0","0","0","5211086","30060602","26","20","500010","6","500010","0","301001013","6","301002013","6","301003013","6","301005013","6","0","0","0","0","0","0","0","0"
"1006125","1006125","0","1","3","5200010","30","5200003","0","0","0","5211087","30070603","26","20","500010","6","500010","0","303001015","7","303002015","7","303003015","7","303005015","7","0","0","0","0","0","0","0","0"
"1006126","1006126","0","1","3","5200010","30","5200003","0","0","0","5211088","30080604","26","20","500010","6","500010","0","301001016","7","301002016","7","301003016","7","301005016","7","0","0","0","0","0","0","0","0"
"1006146","1006146","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211089","40090601","26","20","500010","6","500010","0","303001018","5","303002018","5","303003018","5","303005018","5","0","0","0","0","0","0","0","0"
"1006147","1006147","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211090","40100602","26","20","500010","6","500010","0","301001021","5","301002021","5","301003021","5","301005021","5","0","0","0","0","0","0","0","0"
"1006148","1006148","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211091","40110603","26","20","500010","6","500010","0","303001023","5","303002023","5","303003023","5","303005023","5","0","0","0","0","0","0","0","0"
"1006149","1006149","0","1","3","5200010","40","5200004","1","2005-04-01 16:00","2007-04-01 16:00","5211092","40120604","26","20","500010","6","500010","0","301001024","5","301002024","5","301003024","5","301005024","5","0","0","0","0","0","0","0","0"
