"Name","RowId","ClassId","SlotNumber","MasteryCount","MasteryItemUseId1","MasteryItemUseId1Count","MasteryItemUseId2","MasteryItemUseId2Count","MasteryItemUseId3","MasteryItemUseId3Count","MasteryItemUseId4","MasteryItemUseId4Count","MasteryCostValueType","MasteryCostValue","MasterySuccessProbability","Status1Type","Status1Value","Status2Type","Status2Value"
"23084","23084","2","3","84","901000106","20","501000015","7","517000410","8","0","0","2","400000","10000","1","8400","0","0"
"23085","23085","2","3","85","901000106","20","501000015","7","517000410","8","0","0","2","400000","10000","1","8500","0","0"
"23086","23086","2","3","86","901000106","25","501000015","8","517000410","7","0","0","2","500000","10000","1","8600","0","0"
"23087","23087","2","3","87","901000106","25","501000015","8","517000410","8","0","0","2","500000","10000","1","8700","0","0"
"23088","23088","2","3","88","901000106","25","501000015","8","517000410","8","0","0","2","500000","10000","1","8800","0","0"
"23089","23089","2","3","89","901000106","25","501000015","8","517000410","9","0","0","2","500000","10000","1","8900","0","0"
"23090","23090","2","3","90","901000106","25","501000015","8","517000410","9","0","0","2","500000","10000","1","9000","0","0"
"23091","23091","2","3","91","901000106","30","501000015","9","517000410","8","0","0","2","700000","10000","1","9100","0","0"
"23092","23092","2","3","92","901000106","30","501000015","9","517000410","9","0","0","2","700000","10000","1","9200","0","0"
"23093","23093","2","3","93","901000106","30","501000015","9","517000410","9","0","0","2","700000","10000","1","9300","0","0"
"23094","23094","2","3","94","901000106","30","501000015","9","517000410","10","0","0","2","700000","10000","1","9400","0","0"
"23095","23095","2","3","95","901000106","30","501000015","9","517000410","10","0","0","2","700000","10000","1","9500","0","0"
"23096","23096","2","3","96","901000106","35","501000015","10","517000410","9","0","0","2","900000","10000","1","9600","0","0"
"23097","23097","2","3","97","901000106","35","501000015","10","517000410","10","0","0","2","900000","10000","1","9700","0","0"
"23098","23098","2","3","98","901000106","35","501000015","10","517000410","10","0","0","2","900000","10000","1","9800","0","0"
"23099","23099","2","3","99","901000106","35","501000015","10","517000410","11","0","0","2","900000","10000","1","9900","0","0"
"23100","23100","2","3","100","901000106","35","501000015","10","517000410","11","0","0","2","900000","10000","1","10000","0","0"
"23101","23101","2","3","101","901000106","40","501000015","11","517000410","10","0","0","2","1100000","10000","1","10100","0","0"
"23102","23102","2","3","102","901000106","40","501000015","11","517000410","11","0","0","2","1100000","10000","1","10200","0","0"
"23103","23103","2","3","103","901000106","40","501000015","11","517000410","11","0","0","2","1100000","10000","1","10300","0","0"
"23104","23104","2","3","104","901000106","40","501000015","11","517000410","12","0","0","2","1100000","10000","1","10400","0","0"
"23105","23105","2","3","105","901000106","40","501000015","11","517000410","12","0","0","2","1100000","10000","1","10500","0","0"
"24001","24001","2","4","1","901000102","2","501000021","1","0","0","0","0","2","100","10000","6","20","0","0"
"24002","24002","2","4","2","901000102","3","501000021","1","0","0","0","0","2","100","10000","6","40","0","0"
"24003","24003","2","4","3","901000102","4","501000021","1","0","0","0","0","2","100","10000","6","60","0","0"
"24004","24004","2","4","4","901000102","6","501000021","1","0","0","0","0","2","100","10000","6","80","0","0"
"24005","24005","2","4","5","901000102","9","501000021","1","0","0","0","0","2","100","10000","6","100","0","0"
"24006","24006","2","4","6","901000102","5","501000021","1","0","0","0","0","2","500","10000","6","120","0","0"
"24007","24007","2","4","7","901000102","7","501000021","1","0","0","0","0","2","500","10000","6","140","0","0"
"24008","24008","2","4","8","901000102","10","501000021","1","0","0","0","0","2","500","10000","6","160","0","0"
"24009","24009","2","4","9","901000102","15","501000021","1","0","0","0","0","2","500","10000","6","180","0","0"
"24010","24010","2","4","10","901000102","22","501000021","1","0","0","0","0","2","500","10000","6","200","0","0"
"24011","24011","2","4","11","901000103","4","501000022","8","0","0","0","0","2","1000","10000","6","220","0","0"
"24012","24012","2","4","12","901000103","6","501000022","8","0","0","0","0","2","1000","10000","6","240","0","0"
"24013","24013","2","4","13","901000103","9","501000022","8","0","0","0","0","2","1000","10000","6","260","0","0"
"24014","24014","2","4","14","901000103","13","501000022","8","0","0","0","0","2","1000","10000","6","280","0","0"
"24015","24015","2","4","15","901000103","19","501000022","8","0","0","0","0","2","1000","10000","6","300","0","0"
"24016","24016","2","4","16","901000103","10","501000022","14","0","0","0","0","2","2000","10000","6","320","0","0"
"24017","24017","2","4","17","901000103","15","501000022","14","0","0","0","0","2","2000","10000","6","340","0","0"
"24018","24018","2","4","18","901000103","22","501000022","14","0","0","0","0","2","2000","10000","6","360","0","0"
"24019","24019","2","4","19","901000103","33","501000022","14","0","0","0","0","2","2000","10000","6","380","0","0"
"24020","24020","2","4","20","901000103","49","501000022","14","0","0","0","0","2","2000","10000","6","400","0","0"
"24021","24021","2","4","21","901000104","4","501000023","10","0","0","0","0","2","4000","10000","6","420","0","0"
"24022","24022","2","4","22","901000104","6","501000023","10","0","0","0","0","2","4000","10000","6","440","0","0"
"24023","24023","2","4","23","901000104","9","501000023","10","0","0","0","0","2","4000","10000","6","460","0","0"
"24024","24024","2","4","24","901000104","13","501000023","10","0","0","0","0","2","4000","10000","6","480","0","0"
"24025","24025","2","4","25","901000104","19","501000023","10","0","0","0","0","2","4000","10000","6","500","0","0"
"24026","24026","2","4","26","901000104","10","501000023","20","0","0","0","0","2","8000","10000","6","520","0","0"
"24027","24027","2","4","27","901000104","15","501000023","20","0","0","0","0","2","8000","10000","6","540","0","0"
"24028","24028","2","4","28","901000104","22","501000023","20","0","0","0","0","2","8000","10000","6","560","0","0"
"24029","24029","2","4","29","901000104","33","501000023","20","0","0","0","0","2","8000","10000","6","580","0","0"
"24030","24030","2","4","30","901000104","49","501000023","20","0","0","0","0","2","8000","10000","6","600","0","0"
"24031","24031","2","4","31","901000104","20","501000023","30","0","0","0","0","2","15000","10000","6","620","0","0"
"24032","24032","2","4","32","901000104","30","501000023","30","0","0","0","0","2","15000","10000","6","640","0","0"
"24033","24033","2","4","33","901000104","45","501000023","30","0","0","0","0","2","15000","10000","6","660","0","0"
"24034","24034","2","4","34","901000104","67","501000023","30","0","0","0","0","2","15000","10000","6","680","0","0"
"24035","24035","2","4","35","901000104","100","501000023","30","0","0","0","0","2","15000","10000","6","700","0","0"
"24036","24036","2","4","36","901000105","4","501000024","20","0","0","0","0","2","30000","10000","6","720","0","0"
"24037","24037","2","4","37","901000105","6","501000024","20","0","0","0","0","2","30000","10000","6","740","0","0"
"24038","24038","2","4","38","901000105","9","501000024","20","0","0","0","0","2","30000","10000","6","760","0","0"
"24039","24039","2","4","39","901000105","13","501000024","20","0","0","0","0","2","30000","10000","6","780","0","0"
"24040","24040","2","4","40","901000105","19","501000024","20","0","0","0","0","2","30000","10000","6","800","0","0"
"24041","24041","2","4","41","901000105","10","501000024","30","0","0","0","0","2","60000","10000","6","820","0","0"
"24042","24042","2","4","42","901000105","15","501000024","30","0","0","0","0","2","60000","10000","6","840","0","0"
"24043","24043","2","4","43","901000105","22","501000024","30","0","0","0","0","2","60000","10000","6","860","0","0"
"24044","24044","2","4","44","901000105","33","501000024","30","0","0","0","0","2","60000","10000","6","880","0","0"
"24045","24045","2","4","45","901000105","49","501000024","30","0","0","0","0","2","60000","10000","6","900","0","0"
"24046","24046","2","4","46","901000105","20","501000024","40","0","0","0","0","2","100000","10000","6","920","0","0"
"24047","24047","2","4","47","901000105","30","501000024","40","0","0","0","0","2","100000","10000","6","940","0","0"
"24048","24048","2","4","48","901000105","45","501000024","40","0","0","0","0","2","100000","10000","6","960","0","0"
"24049","24049","2","4","49","901000105","67","501000024","40","0","0","0","0","2","100000","10000","6","980","0","0"
"24050","24050","2","4","50","901000105","100","501000024","40","0","0","0","0","2","100000","10000","6","1000","0","0"
"24051","24051","2","4","51","901000105","20","501000024","50","0","0","0","0","2","100000","10000","6","1020","0","0"
"24052","24052","2","4","52","901000105","30","501000024","50","0","0","0","0","2","100000","10000","6","1040","0","0"
"24053","24053","2","4","53","901000105","45","501000024","50","0","0","0","0","2","100000","10000","6","1060","0","0"
"24054","24054","2","4","54","901000105","67","501000024","50","0","0","0","0","2","100000","10000","6","1080","0","0"
"24055","24055","2","4","55","901000105","100","501000024","50","0","0","0","0","2","100000","10000","6","1100","0","0"
"24056","24056","2","4","56","901000105","50","501000024","60","517000410","1","0","0","2","120000","10000","6","1120","0","0"
"24057","24057","2","4","57","901000105","50","501000024","60","517000410","2","0","0","2","120000","10000","6","1140","0","0"
"24058","24058","2","4","58","901000105","50","501000024","60","517000410","2","0","0","2","120000","10000","6","1160","0","0"
"24059","24059","2","4","59","901000105","50","501000024","60","517000410","3","0","0","2","120000","10000","6","1180","0","0"
"24060","24060","2","4","60","901000105","50","501000024","60","517000410","3","0","0","2","120000","10000","6","1200","0","0"
"24061","24061","2","4","61","901000105","60","501000024","70","517000410","2","0","0","2","150000","10000","6","1220","0","0"
"24062","24062","2","4","62","901000105","60","501000024","70","517000410","3","0","0","2","150000","10000","6","1240","0","0"
"24063","24063","2","4","63","901000105","60","501000024","70","517000410","3","0","0","2","150000","10000","6","1260","0","0"
"24064","24064","2","4","64","901000105","60","501000024","70","517000410","4","0","0","2","150000","10000","6","1280","0","0"
"24065","24065","2","4","65","901000105","60","501000024","70","517000410","4","0","0","2","150000","10000","6","1300","0","0"
"24066","24066","2","4","66","901000106","8","501000025","4","517000410","3","0","0","2","200000","10000","6","1320","0","0"
"24067","24067","2","4","67","901000106","8","501000025","4","517000410","4","0","0","2","200000","10000","6","1340","0","0"
"24068","24068","2","4","68","901000106","8","501000025","4","517000410","4","0","0","2","200000","10000","6","1360","0","0"
"24069","24069","2","4","69","901000106","8","501000025","4","517000410","5","0","0","2","200000","10000","6","1380","0","0"
"24070","24070","2","4","70","901000106","8","501000025","4","517000410","5","0","0","2","200000","10000","6","1400","0","0"
"24071","24071","2","4","71","901000106","10","501000025","5","517000410","4","0","0","2","250000","10000","6","1420","0","0"
"24072","24072","2","4","72","901000106","10","501000025","5","517000410","5","0","0","2","250000","10000","6","1440","0","0"
"24073","24073","2","4","73","901000106","10","501000025","5","517000410","5","0","0","2","250000","10000","6","1460","0","0"
"24074","24074","2","4","74","901000106","10","501000025","5","517000410","6","0","0","2","250000","10000","6","1480","0","0"
"24075","24075","2","4","75","901000106","10","501000025","5","517000410","6","0","0","2","250000","10000","6","1500","0","0"
"24076","24076","2","4","76","901000106","15","501000025","6","517000410","5","0","0","2","300000","10000","6","1520","0","0"
"24077","24077","2","4","77","901000106","15","501000025","6","517000410","6","0","0","2","300000","10000","6","1540","0","0"
"24078","24078","2","4","78","901000106","15","501000025","6","517000410","6","0","0","2","300000","10000","6","1560","0","0"
"24079","24079","2","4","79","901000106","15","501000025","6","517000410","7","0","0","2","300000","10000","6","1580","0","0"
"24080","24080","2","4","80","901000106","15","501000025","6","517000410","7","0","0","2","300000","10000","6","1600","0","0"
"24081","24081","2","4","81","901000106","20","501000025","7","517000410","6","0","0","2","400000","10000","6","1620","0","0"
"24082","24082","2","4","82","901000106","20","501000025","7","517000410","7","0","0","2","400000","10000","6","1640","0","0"
"24083","24083","2","4","83","901000106","20","501000025","7","517000410","7","0","0","2","400000","10000","6","1660","0","0"
"24084","24084","2","4","84","901000106","20","501000025","7","517000410","8","0","0","2","400000","10000","6","1680","0","0"
"24085","24085","2","4","85","901000106","20","501000025","7","517000410","8","0","0","2","400000","10000","6","1700","0","0"
"24086","24086","2","4","86","901000106","25","501000025","8","517000410","7","0","0","2","500000","10000","6","1720","0","0"
"24087","24087","2","4","87","901000106","25","501000025","8","517000410","8","0","0","2","500000","10000","6","1740","0","0"
"24088","24088","2","4","88","901000106","25","501000025","8","517000410","8","0","0","2","500000","10000","6","1760","0","0"
"24089","24089","2","4","89","901000106","25","501000025","8","517000410","9","0","0","2","500000","10000","6","1780","0","0"
"24090","24090","2","4","90","901000106","25","501000025","8","517000410","9","0","0","2","500000","10000","6","1800","0","0"
"24091","24091","2","4","91","901000106","30","501000025","9","517000410","8","0","0","2","700000","10000","6","1820","0","0"
"24092","24092","2","4","92","901000106","30","501000025","9","517000410","9","0","0","2","700000","10000","6","1840","0","0"
"24093","24093","2","4","93","901000106","30","501000025","9","517000410","9","0","0","2","700000","10000","6","1860","0","0"
"24094","24094","2","4","94","901000106","30","501000025","9","517000410","10","0","0","2","700000","10000","6","1880","0","0"
"24095","24095","2","4","95","901000106","30","501000025","9","517000410","10","0","0","2","700000","10000","6","1900","0","0"
"24096","24096","2","4","96","901000106","35","501000025","10","517000410","9","0","0","2","900000","10000","6","1920","0","0"
"24097","24097","2","4","97","901000106","35","501000025","10","517000410","10","0","0","2","900000","10000","6","1940","0","0"
"24098","24098","2","4","98","901000106","35","501000025","10","517000410","10","0","0","2","900000","10000","6","1960","0","0"
"24099","24099","2","4","99","901000106","35","501000025","10","517000410","11","0","0","2","900000","10000","6","1980","0","0"
"24100","24100","2","4","100","901000106","35","501000025","10","517000410","11","0","0","2","900000","10000","6","2000","0","0"
"24101","24101","2","4","101","901000106","40","501000025","11","517000410","10","0","0","2","1100000","10000","6","2020","0","0"
"24102","24102","2","4","102","901000106","40","501000025","11","517000410","11","0","0","2","1100000","10000","6","2040","0","0"
"24103","24103","2","4","103","901000106","40","501000025","11","517000410","11","0","0","2","1100000","10000","6","2060","0","0"
"24104","24104","2","4","104","901000106","40","501000025","11","517000410","12","0","0","2","1100000","10000","6","2080","0","0"
"24105","24105","2","4","105","901000106","40","501000025","11","517000410","12","0","0","2","1100000","10000","6","2100","0","0"
"25001","25001","2","5","1","901000202","2","501000011","1","0","0","0","0","2","100","10000","29","4","0","0"
"25002","25002","2","5","2","901000202","3","501000011","1","0","0","0","0","2","100","10000","29","8","0","0"
"25003","25003","2","5","3","901000202","4","501000011","1","0","0","0","0","2","100","10000","29","12","0","0"
"25004","25004","2","5","4","901000202","6","501000011","1","0","0","0","0","2","100","10000","29","16","0","0"
"25005","25005","2","5","5","901000202","9","501000011","1","0","0","0","0","2","100","10000","29","20","0","0"
"25006","25006","2","5","6","901000202","5","501000011","1","0","0","0","0","2","500","10000","29","24","0","0"
"25007","25007","2","5","7","901000202","7","501000011","1","0","0","0","0","2","500","10000","29","28","0","0"
"25008","25008","2","5","8","901000202","10","501000011","1","0","0","0","0","2","500","10000","29","32","0","0"
"25009","25009","2","5","9","901000202","15","501000011","1","0","0","0","0","2","500","10000","29","36","0","0"
"25010","25010","2","5","10","901000202","22","501000011","1","0","0","0","0","2","500","10000","29","40","0","0"
"25011","25011","2","5","11","901000203","4","501000012","8","0","0","0","0","2","1000","10000","29","44","0","0"
"25012","25012","2","5","12","901000203","6","501000012","8","0","0","0","0","2","1000","10000","29","48","0","0"
"25013","25013","2","5","13","901000203","9","501000012","8","0","0","0","0","2","1000","10000","29","52","0","0"
"25014","25014","2","5","14","901000203","13","501000012","8","0","0","0","0","2","1000","10000","29","56","0","0"
"25015","25015","2","5","15","901000203","19","501000012","8","0","0","0","0","2","1000","10000","29","60","0","0"
"25016","25016","2","5","16","901000203","10","501000012","14","0","0","0","0","2","2000","10000","29","64","0","0"
"25017","25017","2","5","17","901000203","15","501000012","14","0","0","0","0","2","2000","10000","29","68","0","0"
"25018","25018","2","5","18","901000203","22","501000012","14","0","0","0","0","2","2000","10000","29","72","0","0"
"25019","25019","2","5","19","901000203","33","501000012","14","0","0","0","0","2","2000","10000","29","76","0","0"
"25020","25020","2","5","20","901000203","49","501000012","14","0","0","0","0","2","2000","10000","29","80","0","0"
"25021","25021","2","5","21","901000204","4","501000013","10","0","0","0","0","2","4000","10000","29","84","0","0"
"25022","25022","2","5","22","901000204","6","501000013","10","0","0","0","0","2","4000","10000","29","88","0","0"
"25023","25023","2","5","23","901000204","9","501000013","10","0","0","0","0","2","4000","10000","29","92","0","0"
"25024","25024","2","5","24","901000204","13","501000013","10","0","0","0","0","2","4000","10000","29","96","0","0"
"25025","25025","2","5","25","901000204","19","501000013","10","0","0","0","0","2","4000","10000","29","100","0","0"
"25026","25026","2","5","26","901000204","10","501000013","20","0","0","0","0","2","8000","10000","29","104","0","0"
"25027","25027","2","5","27","901000204","15","501000013","20","0","0","0","0","2","8000","10000","29","108","0","0"
"25028","25028","2","5","28","901000204","22","501000013","20","0","0","0","0","2","8000","10000","29","112","0","0"
"25029","25029","2","5","29","901000204","33","501000013","20","0","0","0","0","2","8000","10000","29","116","0","0"
"25030","25030","2","5","30","901000204","49","501000013","20","0","0","0","0","2","8000","10000","29","120","0","0"
"25031","25031","2","5","31","901000204","20","501000013","30","0","0","0","0","2","15000","10000","29","124","0","0"
"25032","25032","2","5","32","901000204","30","501000013","30","0","0","0","0","2","15000","10000","29","128","0","0"
"25033","25033","2","5","33","901000204","45","501000013","30","0","0","0","0","2","15000","10000","29","132","0","0"
"25034","25034","2","5","34","901000204","67","501000013","30","0","0","0","0","2","15000","10000","29","136","0","0"
"25035","25035","2","5","35","901000204","100","501000013","30","0","0","0","0","2","15000","10000","29","140","0","0"
"25036","25036","2","5","36","901000205","4","501000014","20","0","0","0","0","2","30000","10000","29","144","0","0"
"25037","25037","2","5","37","901000205","6","501000014","20","0","0","0","0","2","30000","10000","29","148","0","0"
"25038","25038","2","5","38","901000205","9","501000014","20","0","0","0","0","2","30000","10000","29","152","0","0"
"25039","25039","2","5","39","901000205","13","501000014","20","0","0","0","0","2","30000","10000","29","156","0","0"
"25040","25040","2","5","40","901000205","19","501000014","20","0","0","0","0","2","30000","10000","29","160","0","0"
"25041","25041","2","5","41","901000205","10","501000014","30","0","0","0","0","2","60000","10000","29","164","0","0"
"25042","25042","2","5","42","901000205","15","501000014","30","0","0","0","0","2","60000","10000","29","168","0","0"
"25043","25043","2","5","43","901000205","22","501000014","30","0","0","0","0","2","60000","10000","29","172","0","0"
"25044","25044","2","5","44","901000205","33","501000014","30","0","0","0","0","2","60000","10000","29","176","0","0"
"25045","25045","2","5","45","901000205","49","501000014","30","0","0","0","0","2","60000","10000","29","180","0","0"
"25046","25046","2","5","46","901000205","20","501000014","40","0","0","0","0","2","100000","10000","29","184","0","0"
"25047","25047","2","5","47","901000205","30","501000014","40","0","0","0","0","2","100000","10000","29","188","0","0"
"25048","25048","2","5","48","901000205","45","501000014","40","0","0","0","0","2","100000","10000","29","192","0","0"
"25049","25049","2","5","49","901000205","67","501000014","40","0","0","0","0","2","100000","10000","29","196","0","0"
"25050","25050","2","5","50","901000205","100","501000014","40","0","0","0","0","2","100000","10000","29","200","0","0"
"25051","25051","2","5","51","901000205","20","501000014","50","0","0","0","0","2","100000","10000","29","204","0","0"
"25052","25052","2","5","52","901000205","30","501000014","50","0","0","0","0","2","100000","10000","29","208","0","0"
"25053","25053","2","5","53","901000205","45","501000014","50","0","0","0","0","2","100000","10000","29","212","0","0"
"25054","25054","2","5","54","901000205","67","501000014","50","0","0","0","0","2","100000","10000","29","216","0","0"
"25055","25055","2","5","55","901000205","100","501000014","50","0","0","0","0","2","100000","10000","29","220","0","0"
"25056","25056","2","5","56","901000205","50","501000014","60","517000410","1","0","0","2","120000","10000","29","224","0","0"
"25057","25057","2","5","57","901000205","50","501000014","60","517000410","2","0","0","2","120000","10000","29","228","0","0"
"25058","25058","2","5","58","901000205","50","501000014","60","517000410","2","0","0","2","120000","10000","29","232","0","0"
"25059","25059","2","5","59","901000205","50","501000014","60","517000410","3","0","0","2","120000","10000","29","236","0","0"
"25060","25060","2","5","60","901000205","50","501000014","60","517000410","3","0","0","2","120000","10000","29","240","0","0"
"25061","25061","2","5","61","901000205","60","501000014","70","517000410","2","0","0","2","150000","10000","29","244","0","0"
"25062","25062","2","5","62","901000205","60","501000014","70","517000410","3","0","0","2","150000","10000","29","248","0","0"
"25063","25063","2","5","63","901000205","60","501000014","70","517000410","3","0","0","2","150000","10000","29","252","0","0"
"25064","25064","2","5","64","901000205","60","501000014","70","517000410","4","0","0","2","150000","10000","29","256","0","0"
"25065","25065","2","5","65","901000205","60","501000014","70","517000410","4","0","0","2","150000","10000","29","260","0","0"
"25066","25066","2","5","66","901000206","8","501000015","4","517000410","3","0","0","2","200000","10000","29","264","0","0"
"25067","25067","2","5","67","901000206","8","501000015","4","517000410","4","0","0","2","200000","10000","29","268","0","0"
"25068","25068","2","5","68","901000206","8","501000015","4","517000410","4","0","0","2","200000","10000","29","272","0","0"
"25069","25069","2","5","69","901000206","8","501000015","4","517000410","5","0","0","2","200000","10000","29","276","0","0"
"25070","25070","2","5","70","901000206","8","501000015","4","517000410","5","0","0","2","200000","10000","29","280","0","0"
"25071","25071","2","5","71","901000206","10","501000015","5","517000410","4","0","0","2","250000","10000","29","284","0","0"
"25072","25072","2","5","72","901000206","10","501000015","5","517000410","5","0","0","2","250000","10000","29","288","0","0"
"25073","25073","2","5","73","901000206","10","501000015","5","517000410","5","0","0","2","250000","10000","29","292","0","0"
"25074","25074","2","5","74","901000206","10","501000015","5","517000410","6","0","0","2","250000","10000","29","296","0","0"
"25075","25075","2","5","75","901000206","10","501000015","5","517000410","6","0","0","2","250000","10000","29","300","0","0"
"25076","25076","2","5","76","901000206","15","501000015","6","517000410","5","0","0","2","300000","10000","29","304","0","0"
"25077","25077","2","5","77","901000206","15","501000015","6","517000410","6","0","0","2","300000","10000","29","308","0","0"
"25078","25078","2","5","78","901000206","15","501000015","6","517000410","6","0","0","2","300000","10000","29","312","0","0"
"25079","25079","2","5","79","901000206","15","501000015","6","517000410","7","0","0","2","300000","10000","29","316","0","0"
"25080","25080","2","5","80","901000206","15","501000015","6","517000410","7","0","0","2","300000","10000","29","320","0","0"
"25081","25081","2","5","81","901000206","20","501000015","7","517000410","6","0","0","2","400000","10000","29","324","0","0"
"25082","25082","2","5","82","901000206","20","501000015","7","517000410","7","0","0","2","400000","10000","29","328","0","0"
"25083","25083","2","5","83","901000206","20","501000015","7","517000410","7","0","0","2","400000","10000","29","332","0","0"
"25084","25084","2","5","84","901000206","20","501000015","7","517000410","8","0","0","2","400000","10000","29","336","0","0"
"25085","25085","2","5","85","901000206","20","501000015","7","517000410","8","0","0","2","400000","10000","29","340","0","0"
"25086","25086","2","5","86","901000206","25","501000015","8","517000410","7","0","0","2","500000","10000","29","344","0","0"
"25087","25087","2","5","87","901000206","25","501000015","8","517000410","8","0","0","2","500000","10000","29","348","0","0"
"25088","25088","2","5","88","901000206","25","501000015","8","517000410","8","0","0","2","500000","10000","29","352","0","0"
"25089","25089","2","5","89","901000206","25","501000015","8","517000410","9","0","0","2","500000","10000","29","356","0","0"
"25090","25090","2","5","90","901000206","25","501000015","8","517000410","9","0","0","2","500000","10000","29","360","0","0"
"25091","25091","2","5","91","901000206","30","501000015","9","517000410","8","0","0","2","700000","10000","29","364","0","0"
"25092","25092","2","5","92","901000206","30","501000015","9","517000410","9","0","0","2","700000","10000","29","368","0","0"
"25093","25093","2","5","93","901000206","30","501000015","9","517000410","9","0","0","2","700000","10000","29","372","0","0"
"25094","25094","2","5","94","901000206","30","501000015","9","517000410","10","0","0","2","700000","10000","29","376","0","0"
"25095","25095","2","5","95","901000206","30","501000015","9","517000410","10","0","0","2","700000","10000","29","380","0","0"
"25096","25096","2","5","96","901000206","35","501000015","10","517000410","9","0","0","2","900000","10000","29","384","0","0"
"25097","25097","2","5","97","901000206","35","501000015","10","517000410","10","0","0","2","900000","10000","29","388","0","0"
"25098","25098","2","5","98","901000206","35","501000015","10","517000410","10","0","0","2","900000","10000","29","392","0","0"
"25099","25099","2","5","99","901000206","35","501000015","10","517000410","11","0","0","2","900000","10000","29","396","0","0"
"25100","25100","2","5","100","901000206","35","501000015","10","517000410","11","0","0","2","900000","10000","29","400","0","0"
"25101","25101","2","5","101","901000206","40","501000015","11","517000410","10","0","0","2","1100000","10000","29","404","0","0"
"25102","25102","2","5","102","901000206","40","501000015","11","517000410","11","0","0","2","1100000","10000","29","408","0","0"
"25103","25103","2","5","103","901000206","40","501000015","11","517000410","11","0","0","2","1100000","10000","29","412","0","0"
"25104","25104","2","5","104","901000206","40","501000015","11","517000410","12","0","0","2","1100000","10000","29","416","0","0"
"25105","25105","2","5","105","901000206","40","501000015","11","517000410","12","0","0","2","1100000","10000","29","420","0","0"
"26001","26001","2","6","1","901000202","2","501000021","1","0","0","0","0","2","100","10000","28","4","0","0"
"26002","26002","2","6","2","901000202","3","501000021","1","0","0","0","0","2","100","10000","28","8","0","0"
"26003","26003","2","6","3","901000202","4","501000021","1","0","0","0","0","2","100","10000","28","12","0","0"
"26004","26004","2","6","4","901000202","6","501000021","1","0","0","0","0","2","100","10000","28","16","0","0"
"26005","26005","2","6","5","901000202","9","501000021","1","0","0","0","0","2","100","10000","28","20","0","0"
"26006","26006","2","6","6","901000202","5","501000021","1","0","0","0","0","2","500","10000","28","24","0","0"
"26007","26007","2","6","7","901000202","7","501000021","1","0","0","0","0","2","500","10000","28","28","0","0"
"26008","26008","2","6","8","901000202","10","501000021","1","0","0","0","0","2","500","10000","28","32","0","0"
"26009","26009","2","6","9","901000202","15","501000021","1","0","0","0","0","2","500","10000","28","36","0","0"
"26010","26010","2","6","10","901000202","22","501000021","1","0","0","0","0","2","500","10000","28","40","0","0"
"26011","26011","2","6","11","901000203","4","501000022","8","0","0","0","0","2","1000","10000","28","44","0","0"
"26012","26012","2","6","12","901000203","6","501000022","8","0","0","0","0","2","1000","10000","28","48","0","0"
"26013","26013","2","6","13","901000203","9","501000022","8","0","0","0","0","2","1000","10000","28","52","0","0"
"26014","26014","2","6","14","901000203","13","501000022","8","0","0","0","0","2","1000","10000","28","56","0","0"
"26015","26015","2","6","15","901000203","19","501000022","8","0","0","0","0","2","1000","10000","28","60","0","0"
"26016","26016","2","6","16","901000203","10","501000022","14","0","0","0","0","2","2000","10000","28","64","0","0"
"26017","26017","2","6","17","901000203","15","501000022","14","0","0","0","0","2","2000","10000","28","68","0","0"
"26018","26018","2","6","18","901000203","22","501000022","14","0","0","0","0","2","2000","10000","28","72","0","0"
"26019","26019","2","6","19","901000203","33","501000022","14","0","0","0","0","2","2000","10000","28","76","0","0"
"26020","26020","2","6","20","901000203","49","501000022","14","0","0","0","0","2","2000","10000","28","80","0","0"
"26021","26021","2","6","21","901000204","4","501000023","10","0","0","0","0","2","4000","10000","28","84","0","0"
"26022","26022","2","6","22","901000204","6","501000023","10","0","0","0","0","2","4000","10000","28","88","0","0"
"26023","26023","2","6","23","901000204","9","501000023","10","0","0","0","0","2","4000","10000","28","92","0","0"
"26024","26024","2","6","24","901000204","13","501000023","10","0","0","0","0","2","4000","10000","28","96","0","0"
"26025","26025","2","6","25","901000204","19","501000023","10","0","0","0","0","2","4000","10000","28","100","0","0"
"26026","26026","2","6","26","901000204","10","501000023","20","0","0","0","0","2","8000","10000","28","104","0","0"
"26027","26027","2","6","27","901000204","15","501000023","20","0","0","0","0","2","8000","10000","28","108","0","0"
"26028","26028","2","6","28","901000204","22","501000023","20","0","0","0","0","2","8000","10000","28","112","0","0"
"26029","26029","2","6","29","901000204","33","501000023","20","0","0","0","0","2","8000","10000","28","116","0","0"
"26030","26030","2","6","30","901000204","49","501000023","20","0","0","0","0","2","8000","10000","28","120","0","0"
"26031","26031","2","6","31","901000204","20","501000023","30","0","0","0","0","2","15000","10000","28","124","0","0"
"26032","26032","2","6","32","901000204","30","501000023","30","0","0","0","0","2","15000","10000","28","128","0","0"
"26033","26033","2","6","33","901000204","45","501000023","30","0","0","0","0","2","15000","10000","28","132","0","0"
"26034","26034","2","6","34","901000204","67","501000023","30","0","0","0","0","2","15000","10000","28","136","0","0"
"26035","26035","2","6","35","901000204","100","501000023","30","0","0","0","0","2","15000","10000","28","140","0","0"
"26036","26036","2","6","36","901000205","4","501000024","20","0","0","0","0","2","30000","10000","28","144","0","0"
"26037","26037","2","6","37","901000205","6","501000024","20","0","0","0","0","2","30000","10000","28","148","0","0"
"26038","26038","2","6","38","901000205","9","501000024","20","0","0","0","0","2","30000","10000","28","152","0","0"
