"Name","NpcDialogId","DialogValue","DialogVoice"
"50107","50107","(500107)",""
"50108","50108","(500108)",""
"50109","50109","(500109)",""
"50110","50110","(500110)",""
"50111","50111","(500111)",""
"50112","50112","(500112)",""
"50113","50113","(500113)",""
"50114","50114","(500114)",""
"50115","50115","(500115)",""
"50116","50116","(500116)",""
"50117","50117","(500117)",""
"50118","50118","(500118)",""
"50119","50119","(500119)",""
"50120","50120","(500120)",""
"50121","50121","(500121)",""
"50122","50122","(500122)",""
"50123","50123","(500123)",""
"50124","50124","(500124)",""
"50125","50125","(500125)",""
"50126","50126","(500126)",""
"50127","50127","(500127)",""
"50128","50128","(500128)",""
"50129","50129","(500129)",""
"50130","50130","(500130)",""
"50131","50131","(500131)",""
"50132","50132","(500132)",""
"50133","50133","(500133)",""
"50134","50134","(500134)",""
"50135","50135","(500135)",""
"50136","50136","(500136)",""
"50137","50137","(500137)",""
"50138","50138","(500138)",""
"50139","50139","(500139)",""
"50140","50140","(500140)",""
"50141","50141","(500141)",""
"50142","50142","(500142)",""
"50143","50143","(500143)",""
"50144","50144","(500144)",""
"50145","50145","(500145)",""
"50146","50146","(500146)",""
"50147","50147","(500147)",""
"50148","50148","(500148)",""
"50149","50149","(500149)",""
"50150","50150","(500150)",""
"50151","50151","(500151)",""
"50152","50152","(500152)",""
"50153","50153","(500153)",""
"50154","50154","(500154)",""
"50155","50155","(500155)",""
"50156","50156","(500156)",""
"50157","50157","(500157)",""
"50158","50158","(500158)",""
"50159","50159","(500159)",""
"50160","50160","(500160)",""
"50161","50161","(500161)",""
"50162","50162","(500162)",""
"50163","50163","(500163)",""
"50164","50164","(500164)",""
"50165","50165","(500165)",""
"50166","50166","(500166)",""
"50167","50167","(500167)",""
"50168","50168","(500168)",""
"50169","50169","(500169)",""
"50170","50170","(500170)",""
"50171","50171","(500171)",""
"50172","50172","(500172)",""
"50173","50173","(500173)",""
"50174","50174","(500174)",""
"50175","50175","(500175)",""
"50176","50176","(500176)",""
"50177","50177","(500177)",""
"50178","50178","(500178)",""
"50179","50179","(500179)",""
"50180","50180","(500180)",""
"50181","50181","(500181)",""
"50182","50182","(500182)",""
"50183","50183","(500183)",""
"50184","50184","(500184)",""
"50185","50185","(500185)",""
"50186","50186","(500186)",""
"50187","50187","(500187)",""
"50188","50188","(500188)",""
"50189","50189","(500189)",""
"50190","50190","(500190)",""
"50191","50191","(500191)",""
"50192","50192","(500192)",""
"50193","50193","(500193)",""
"50194","50194","(500194)",""
"50195","50195","(500195)",""
"50196","50196","(500196)",""
"50197","50197","(500197)",""
"50198","50198","(500198)",""
"50199","50199","(500199)",""
"50200","50200","(500200)",""
"50201","50201","(500201)",""
"50202","50202","(500202)",""
"50203","50203","(500203)",""
"50204","50204","(500204)",""
"50205","50205","(500205)",""
"50206","50206","(500206)",""
"50207","50207","(500207)",""
"50208","50208","(500208)",""
"50209","50209","(500209)",""
"50210","50210","(500210)",""
"50211","50211","(500211)",""
"50212","50212","(500212)",""
"50213","50213","(500213)",""
"50214","50214","(500214)",""
"50215","50215","(500215)",""
"50216","50216","(500216)",""
"50217","50217","(500217)",""
"50218","50218","(500218)",""
"50219","50219","(500219)",""
"50220","50220","(500220)",""
"50221","50221","(500221)",""
"50222","50222","(500222)",""
"50223","50223","(500223)",""
"50224","50224","(500224)",""
"50225","50225","(500225)",""
"50226","50226","(500226)",""
"50227","50227","(500227)",""
"50228","50228","(500228)",""
"50229","50229","(500229)",""
"50230","50230","(500230)",""
"50231","50231","(500231)",""
"50232","50232","(500232)",""
"50233","50233","(500233)",""
"50234","50234","(500234)",""
"50235","50235","(500235)",""
"50236","50236","(500236)",""
"50237","50237","(500237)",""
"50238","50238","(500238)",""
"50239","50239","(500239)",""
"50240","50240","(500240)",""
"50241","50241","(500241)",""
"50242","50242","(500242)",""
"50243","50243","(500243)",""
"50244","50244","(500244)",""
"50245","50245","(500245)",""
"50246","50246","(500246)",""
"50247","50247","(500247)",""
"50248","50248","(500248)",""
"50249","50249","(500249)",""
"50250","50250","(500250)",""
"50251","50251","(500251)",""
"50252","50252","(500252)",""
"50253","50253","(500253)",""
"50254","50254","(500254)",""
"50255","50255","(500255)",""
"50256","50256","(500256)",""
"50257","50257","(500257)",""
"50258","50258","(500258)",""
"50259","50259","(500259)",""
"50260","50260","(500260)",""
"50261","50261","(500261)",""
"50262","50262","(500262)",""
"50263","50263","(500263)",""
"50264","50264","(500264)",""
"50265","50265","(500265)",""
"50266","50266","(500266)",""
"50267","50267","(500267)",""
"50268","50268","(500268)",""
"50269","50269","(500269)",""
"50270","50270","(500270)",""
"50271","50271","(500271)",""
"50272","50272","(500272)",""
"50273","50273","(500273)",""
"50274","50274","(500274)",""
"50275","50275","(500275)",""
"50276","50276","(500276)",""
"50277","50277","(500277)",""
"50278","50278","(500278)",""
"50279","50279","(500279)",""
"50280","50280","(500280)",""
"50281","50281","(500281)",""
"50282","50282","(500282)",""
"50283","50283","(500283)",""
"50284","50284","(500284)",""
"50285","50285","(500285)",""
"50286","50286","(500286)",""
"50287","50287","(500287)",""
"50288","50288","(500288)",""
"50289","50289","(500289)",""
"50290","50290","(500290)",""
"50291","50291","(500291)",""
"50292","50292","(500292)",""
"50293","50293","(500293)",""
"50294","50294","(500294)",""
"50295","50295","(500295)",""
"50296","50296","(500296)",""
"50297","50297","(500297)",""
"50298","50298","(500298)",""
"50299","50299","(500299)",""
"50300","50300","(500300)",""
"50301","50301","(500301)",""
"50302","50302","(500302)",""
"50303","50303","(500303)",""
"50304","50304","(500304)",""
"50305","50305","(500305)",""
"50306","50306","(500306)",""
"50307","50307","(500307)",""
"50308","50308","(500308)",""
"50309","50309","(500309)",""
"50310","50310","(500310)",""
"50311","50311","(500311)",""
"50312","50312","(500312)",""
"50313","50313","(500313)",""
"50314","50314","(500314)",""
"50315","50315","(500315)",""
"50316","50316","(500316)",""
"50317","50317","(500317)",""
"50318","50318","(500318)",""
"50319","50319","(500319)",""
"50320","50320","(500320)",""
"50321","50321","(500321)",""
"50322","50322","(500322)",""
"50323","50323","(500323)",""
"50324","50324","(500324)",""
"50325","50325","(500325)",""
"50326","50326","(500326)",""
"50327","50327","(500327)",""
"50328","50328","(500328)",""
"50329","50329","(500329)",""
"50330","50330","(500330)",""
"50331","50331","(500331)",""
"50332","50332","(500332)",""
"50333","50333","(500333)",""
"50334","50334","(500334)",""
"50335","50335","(500335)",""
"50336","50336","(500336)",""
"50337","50337","(500337)",""
"50338","50338","(500338)",""
"50339","50339","(500339)",""
"50340","50340","(500340)",""
"50341","50341","(500341)",""
"50342","50342","(500342)",""
"50343","50343","(500343)",""
"50344","50344","(500344)",""
"50345","50345","(500345)",""
"50346","50346","(500346)",""
"50347","50347","(500347)",""
"50348","50348","(500348)",""
"50349","50349","(500349)",""
"50350","50350","(500350)",""
"50351","50351","(500351)",""
"50352","50352","(500352)",""
"50353","50353","(500353)",""
"50354","50354","(500354)",""
"50355","50355","(500355)",""
"50356","50356","(500356)",""
"50357","50357","(500357)",""
"50358","50358","(500358)",""
"50359","50359","(500359)",""
"50360","50360","(500360)",""
"50361","50361","(500361)",""
"50362","50362","(500362)",""
"50363","50363","(500363)",""
"50364","50364","(500364)",""
"50365","50365","(500365)",""
"50366","50366","(500366)",""
"50367","50367","(500367)",""
"50368","50368","(500368)",""
"50369","50369","(500369)",""
"50370","50370","(500370)",""
"50371","50371","(500371)",""
"50372","50372","(500372)",""
"50373","50373","(500373)",""
"50374","50374","(500374)",""
"50375","50375","(500375)",""
"50376","50376","(500376)",""
"50377","50377","(500377)",""
"50378","50378","(500378)",""
"50379","50379","(500379)",""
"50380","50380","(500380)",""
"50381","50381","(500381)",""
"50382","50382","(500382)",""
"50383","50383","(500383)",""
"50384","50384","(500384)",""
"50385","50385","(500385)",""
"50386","50386","(500386)",""
"50387","50387","(500387)",""
"50388","50388","(500388)",""
"50389","50389","(500389)",""
"50390","50390","(500390)",""
"50391","50391","(500391)",""
"50392","50392","(500392)",""
"50393","50393","(500393)",""
"50394","50394","(500394)",""
"50395","50395","(500395)",""
"50396","50396","(500396)",""
"50397","50397","(500397)",""
"50398","50398","(500398)",""
"50399","50399","(500399)",""
"50400","50400","(500400)",""
"50401","50401","(500401)",""
"50402","50402","(500402)",""
"50403","50403","(500403)",""
"50404","50404","(500404)",""
"50405","50405","(500405)",""
"50406","50406","(500406)",""
"50407","50407","(500407)",""
"50408","50408","(500408)",""
"50409","50409","(500409)",""
"50410","50410","(500410)",""
"50411","50411","(500411)",""
"50412","50412","(500412)",""
"50413","50413","(500413)",""
"50414","50414","(500414)",""
"50415","50415","(500415)",""
"50416","50416","(500416)",""
"50417","50417","(500417)",""
"50418","50418","(500418)",""
"50419","50419","(500419)",""
"50420","50420","(500420)",""
"50421","50421","(500421)",""
"50422","50422","(500422)",""
"50423","50423","(500423)",""
"50424","50424","(500424)",""
"60004","60004","(1100004)",""
