"Name","PackageId","OpenEffect","RewardType1","RewardId1","RewardValue1","RewardType2","RewardId2","RewardValue2","RewardType3","RewardId3","RewardValue3","RewardItem1","RewardItemValue1","RewardItem2","RewardItemValue2","RewardItem3","RewardItemValue3","RewardItem4","RewardItemValue4","RewardItem5","RewardItemValue5","RewardItem6","RewardItemValue6","RewardItem7","RewardItemValue7"
"601200307","601200307","0","2","(11)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200308","601200308","0","2","(11)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200309","601200309","0","2","(11)","1000000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200401","601200401","0","2","(2)","100","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200402","601200402","0","2","(2)","1000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200403","601200403","0","2","(2)","10000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200404","601200404","0","2","(2)","100000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200405","601200405","0","2","(2)","500000","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200501","601200501","0","2","(18)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200502","601200502","0","2","(18)","5","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200503","601200503","0","2","(18)","10","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200504","601200504","0","2","(18)","15","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200505","601200505","0","2","(18)","30","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200506","601200506","0","2","(18)","60","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200507","601200507","0","2","(18)","180","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200508","601200508","0","2","(18)","480","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200509","601200509","0","2","(18)","900","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200510","601200510","0","2","(18)","1440","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200511","601200511","0","2","(18)","4320","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200512","601200512","0","2","(18)","10080","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601200513","601200513","0","2","(18)","43200","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201701","601201701","0","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(0)","0","(0)","0","(0)","0","(0)","0"
"601201601","601201601","0","3","(1)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201602","601201602","0","3","(2)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201603","601201603","0","3","(3)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601201604","601201604","0","3","(4)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101601","601101601","0","3","(1)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101602","601101602","0","3","(2)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101603","601101603","0","3","(3)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101604","601101604","0","3","(4)","1","0","(0)","0","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0","(0)","0"
"601101801","601101801","0","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1"
"601101802","601101802","0","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1"
"601101803","601101803","0","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1"
"601101804","601101804","0","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1"
"601101805","601101805","0","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1"
"601101806","601101806","0","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1"
"601101901","601101901","0","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1"
"601101902","601101902","0","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1"
"601101903","601101903","0","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1"
"601101904","601101904","0","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1"
"601101905","601101905","0","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1"
"601101906","601101906","0","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1"
"601102001","601102001","0","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1"
"601102002","601102002","0","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1"
"601102003","601102003","0","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1"
"601102004","601102004","0","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1"
"601102005","601102005","0","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1"
"601102006","601102006","0","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1"
"601201801","601201801","0","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1","(801200002,801200002,801200002,801200002,801200002,801200002)","1"
"601201802","601201802","0","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1","(802200002,802200002,802200002,802200002,802200002,802200002)","1"
"601201803","601201803","0","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1","(803200002,803200002,803200002,803200002,803200002,803200002)","1"
"601201804","601201804","0","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1","(804200002,804200002,804200002,804200002,804200002,804200002)","1"
"601201805","601201805","0","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1","(805200002,805200002,805200002,805200002,805200002,805200002)","1"
"601201806","601201806","0","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1","(806200002,806200002,806200002,806200002,806200002,806200002)","1"
"601201901","601201901","0","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1","(801200003,801200003,801200003,801200003,801200003,801200003)","1"
"601201902","601201902","0","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1","(802200003,802200003,802200003,802200003,802200003,802200003)","1"
"601201903","601201903","0","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1","(803200003,803200003,803200003,803200003,803200003,803200003)","1"
"601201904","601201904","0","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1","(804200003,804200003,804200003,804200003,804200003,804200003)","1"
"601201905","601201905","0","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1","(805200003,805200003,805200003,805200003,805200003,805200003)","1"
"601201906","601201906","0","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1","(806200003,806200003,806200003,806200003,806200003,806200003)","1"
"601202001","601202001","0","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1","(801200004,801200004,801200004,801200004,801200004,801200004)","1"
"601202002","601202002","0","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1","(802200004,802200004,802200004,802200004,802200004,802200004)","1"
"601202003","601202003","0","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1","(803200004,803200004,803200004,803200004,803200004,803200004)","1"
"601202004","601202004","0","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1","(804200004,804200004,804200004,804200004,804200004,804200004)","1"
"601202005","601202005","0","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1","(805200004,805200004,805200004,805200004,805200004,805200004)","1"
"601202006","601202006","0","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1","(806200004,806200004,806200004,806200004,806200004,806200004)","1"
"601102101","601102101","0","2","(2)","10000","2","(12)","2000","2","(11)","1000","(901200402,901200402,901200402,901200402,901200402,901200402)","25","(902200102,902200102,902200102,902200102,902200102,902200102)","25","(604200102,604200102,604200102,604200102,604200102,604200102)","50","(605200102,605200102,605200102,605200102,605200102,605200102)","50","(0)","0","(0)","0","(0)","0"
"601102102","601102102","0","2","(2)","20000","2","(12)","4000","2","(11)","2000","(901200402,901200402,901200402,901200402,901200402,901200402)","50","(902200102,902200102,902200102,902200102,902200102,902200102)","50","(604200103,604200103,604200103,604200103,604200103,604200103)","50","(605200103,605200103,605200103,605200103,605200103,605200103)","50","(0)","0","(0)","0","(0)","0"
"601102103","601102103","0","2","(2)","50000","2","(12)","10000","2","(11)","5000","(901200402,901200402,901200402,901200402,901200402,901200402)","100","(902200102,902200102,902200102,902200102,902200102,902200102)","100","(604200103,604200103,604200103,604200103,604200103,604200103)","100","(605200103,605200103,605200103,605200103,605200103,605200103)","100","(0)","0","(0)","0","(0)","0"
