"Name","RandomOptionGroupId","OptionType","AttributeType","OptionTypeValue","OptionRate"
"2225","3004","1","48","2225","3571"
"2226","3004","1","49","2226","3571"
"2227","3004","1","50","2227","3571"
"2228","3004","1","51","2228","3571"
"2229","3004","1","52","2229","3571"
"2230","3004","1","53","2230","3571"
"2231","3004","1","119","2231","3571"
"2232","3004","1","120","2232","3571"
"2301","3005","1","1","2301","3571"
"2302","3005","1","6","2302","3571"
"2303","3005","1","20","2303","3571"
"2304","3005","1","22","2304","3571"
"2305","3005","1","24","2305","3571"
"2306","3005","1","26","2306","3571"
"2307","3005","1","28","2307","1787"
"2308","3005","1","29","2308","1787"
"2309","3005","1","30","2309","1787"
"2310","3005","1","31","2310","1787"
"2311","3005","1","38","2311","1787"
"2312","3005","1","39","2312","1787"
"2313","3005","1","44","2313","1787"
"2314","3005","1","45","2314","1787"
"2315","3005","1","40","2315","3571"
"2316","3005","1","42","2316","3571"
"2317","3005","1","41","2317","3571"
"2318","3005","1","43","2318","3571"
"2319","3005","1","82","2319","3571"
"2320","3005","1","91","2320","3571"
"2321","3005","1","93","2321","3571"
"2322","3005","1","84","2322","3571"
"2323","3005","1","88","2323","3571"
"2324","3005","1","89","2324","3571"
"2325","3005","1","48","2325","3571"
"2326","3005","1","49","2326","3571"
"2327","3005","1","50","2327","3571"
"2328","3005","1","51","2328","3571"
"2329","3005","1","52","2329","3571"
"2330","3005","1","53","2330","3571"
"2331","3005","1","119","2331","3571"
"2332","3005","1","120","2332","3571"
"5101","4003","1","30","5101","4200"
"5102","4003","1","31","5102","4200"
"5103","4003","1","32","5103","4200"
"5104","4003","1","33","5104","4200"
"5105","4003","1","34","5105","4200"
"5106","4003","1","35","5106","4200"
"5107","4003","1","38","5107","4200"
"5108","4003","1","39","5108","4200"
"5109","4003","1","40","5109","4200"
"5110","4003","1","41","5110","4200"
"5111","4003","1","42","5111","4200"
"5112","4003","1","43","5112","4200"
"5113","4003","1","44","5113","4000"
"5114","4003","1","45","5114","4000"
"5115","4003","1","46","5115","4000"
"5116","4003","1","47","5116","4000"
"5117","4003","1","48","5117","4200"
"5118","4003","1","49","5118","4200"
"5119","4003","1","50","5119","4200"
"5120","4003","1","51","5120","4200"
"5121","4003","1","52","5121","4200"
"5122","4003","1","53","5122","4200"
"5123","4003","1","119","5123","4200"
"5124","4003","1","120","5124","4200"
"5201","4004","1","30","5201","4200"
"5202","4004","1","31","5202","4200"
"5203","4004","1","32","5203","4200"
"5204","4004","1","33","5204","4200"
"5205","4004","1","34","5205","4200"
"5206","4004","1","35","5206","4200"
"5207","4004","1","38","5207","4200"
"5208","4004","1","39","5208","4200"
"5209","4004","1","40","5209","4200"
"5210","4004","1","41","5210","4200"
"5211","4004","1","42","5211","4200"
"5212","4004","1","43","5212","4200"
"5213","4004","1","44","5213","4000"
"5214","4004","1","45","5214","4000"
"5215","4004","1","46","5215","4000"
"5216","4004","1","47","5216","4000"
"5217","4004","1","48","5217","4200"
"5218","4004","1","49","5218","4200"
"5219","4004","1","50","5219","4200"
"5220","4004","1","51","5220","4200"
"5221","4004","1","52","5221","4200"
"5222","4004","1","53","5222","4200"
"5223","4004","1","119","5223","4200"
"5224","4004","1","120","5224","4200"
"5301","4005","1","30","5301","4200"
"5302","4005","1","31","5302","4200"
"5303","4005","1","32","5303","4200"
"5304","4005","1","33","5304","4200"
"5305","4005","1","34","5305","4200"
"5306","4005","1","35","5306","4200"
"5307","4005","1","38","5307","4200"
"5308","4005","1","39","5308","4200"
"5309","4005","1","40","5309","4200"
"5310","4005","1","41","5310","4200"
"5311","4005","1","42","5311","4200"
"5312","4005","1","43","5312","4200"
"5313","4005","1","44","5313","4000"
"5314","4005","1","45","5314","4000"
"5315","4005","1","46","5315","4000"
"5316","4005","1","47","5316","4000"
"5317","4005","1","48","5317","4200"
"5318","4005","1","49","5318","4200"
"5319","4005","1","50","5319","4200"
"5320","4005","1","51","5320","4200"
"5321","4005","1","52","5321","4200"
"5322","4005","1","53","5322","4200"
"5323","4005","1","119","5323","4200"
"5324","4005","1","120","5324","4200"
"10901","11009","1","30","10901","4200"
"10902","11009","1","31","10902","4200"
"10903","11009","1","32","10903","4200"
"10904","11009","1","33","10904","4200"
"10905","11009","1","34","10905","4200"
"10906","11009","1","35","10906","4200"
"10907","11009","1","38","10907","2000"
"10908","11009","1","39","10908","2000"
"10909","11009","1","40","10909","4200"
"10910","11009","1","41","10910","4200"
"10911","11009","1","42","10911","4200"
"10912","11009","1","43","10912","4200"
"10913","11009","1","44","10913","2000"
"10914","11009","1","45","10914","2000"
"10915","11009","1","46","10915","4200"
"10916","11009","1","47","10916","4200"
"10917","11009","1","48","10917","4200"
"10918","11009","1","49","10918","4200"
"10919","11009","1","50","10919","4200"
"10920","11009","1","51","10920","4200"
"10921","11009","1","52","10921","4200"
"10922","11009","1","53","10922","4200"
"10923","11009","1","119","10923","2000"
"10924","11009","1","120","10924","2000"
"10925","11009","1","82","10925","2000"
"10926","11009","1","89","10926","2000"
"10927","11009","1","88","10927","4200"
"10928","11009","1","159","10928","4200"
"11001","11010","1","30","11001","4200"
"11002","11010","1","31","11002","4200"
"11003","11010","1","32","11003","4200"
"11004","11010","1","33","11004","4200"
"11005","11010","1","34","11005","4200"
"11006","11010","1","35","11006","4200"
"11007","11010","1","38","11007","2000"
"11008","11010","1","39","11008","2000"
"11009","11010","1","40","11009","4200"
"11010","11010","1","41","11010","4200"
"11011","11010","1","42","11011","4200"
"11012","11010","1","43","11012","4200"
"11013","11010","1","44","11013","2000"
"11014","11010","1","45","11014","2000"
"11015","11010","1","46","11015","4200"
"11016","11010","1","47","11016","4200"
"11017","11010","1","48","11017","4200"
"11018","11010","1","49","11018","4200"
"11019","11010","1","50","11019","4200"
"11020","11010","1","51","11020","4200"
"11021","11010","1","52","11021","4200"
"11022","11010","1","53","11022","4200"
"11023","11010","1","119","11023","2000"
"11024","11010","1","120","11024","2000"
"11025","11010","1","82","11025","2000"
"11026","11010","1","89","11026","2000"
"11027","11010","1","88","11027","4200"
"11028","11010","1","159","11028","4200"
"11101","11011","1","30","11101","4200"
"11102","11011","1","31","11102","4200"
"11103","11011","1","32","11103","4200"
"11104","11011","1","33","11104","4200"
"11105","11011","1","34","11105","4200"
"11106","11011","1","35","11106","4200"
"11107","11011","1","38","11107","2000"
"11108","11011","1","39","11108","2000"
"11109","11011","1","40","11109","4200"
"11110","11011","1","41","11110","4200"
"11111","11011","1","42","11111","4200"
"11112","11011","1","43","11112","4200"
"11113","11011","1","44","11113","2000"
"11114","11011","1","45","11114","2000"
"11115","11011","1","46","11115","4200"
"11116","11011","1","47","11116","4200"
"11117","11011","1","48","11117","4200"
"11118","11011","1","49","11118","4200"
"11119","11011","1","50","11119","4200"
"11120","11011","1","51","11120","4200"
"11121","11011","1","52","11121","4200"
"11122","11011","1","53","11122","4200"
"11123","11011","1","119","11123","2000"
"11124","11011","1","120","11124","2000"
"11125","11011","1","82","11125","2000"
"11126","11011","1","89","11126","2000"
"11127","11011","1","88","11127","4200"
"11128","11011","1","159","11128","4200"
"11201","11012","1","30","11201","4200"
"11202","11012","1","31","11202","4200"
"11203","11012","1","32","11203","4200"
"11204","11012","1","33","11204","4200"
"11205","11012","1","34","11205","4200"
"11206","11012","1","35","11206","4200"
"11207","11012","1","38","11207","2000"
"11208","11012","1","39","11208","2000"
"11209","11012","1","40","11209","4200"
"11210","11012","1","41","11210","4200"
"11211","11012","1","42","11211","4200"
"11212","11012","1","43","11212","4200"
"11213","11012","1","44","11213","2000"
"11214","11012","1","45","11214","2000"
"11215","11012","1","46","11215","4200"
"11216","11012","1","47","11216","4200"
"11217","11012","1","48","11217","4200"
"11218","11012","1","49","11218","4200"
"11219","11012","1","50","11219","4200"
"11220","11012","1","51","11220","4200"
"11221","11012","1","52","11221","4200"
"11222","11012","1","53","11222","4200"
"11223","11012","1","119","11223","2000"
"11224","11012","1","120","11224","2000"
"11225","11012","1","82","11225","2000"
"11226","11012","1","89","11226","2000"
"11227","11012","1","88","11227","4200"
"11228","11012","1","159","11228","4200"
"11301","11013","1","30","11301","4200"
"11302","11013","1","31","11302","4200"
"11303","11013","1","32","11303","4200"
"11304","11013","1","33","11304","4200"
"11305","11013","1","34","11305","4200"
"11306","11013","1","35","11306","4200"
"11307","11013","1","38","11307","2000"
"11308","11013","1","39","11308","2000"
"11309","11013","1","40","11309","4200"
"11310","11013","1","41","11310","4200"
"11311","11013","1","42","11311","4200"
"11312","11013","1","43","11312","4200"
"11313","11013","1","44","11313","2000"
"11314","11013","1","45","11314","2000"
"11315","11013","1","46","11315","4200"
"11316","11013","1","47","11316","4200"
"11317","11013","1","48","11317","4200"
"11318","11013","1","49","11318","4200"
"11319","11013","1","50","11319","4200"
"11320","11013","1","51","11320","4200"
"11321","11013","1","52","11321","4200"
"11322","11013","1","53","11322","4200"
"11323","11013","1","119","11323","2000"
"11324","11013","1","120","11324","2000"
"11325","11013","1","82","11325","2000"
"11326","11013","1","89","11326","2000"
"11327","11013","1","88","11327","4200"
"11328","11013","1","159","11328","4200"
"11401","11014","1","30","11401","4200"
"11402","11014","1","31","11402","4200"
"11403","11014","1","32","11403","4200"
"11404","11014","1","33","11404","4200"
"11405","11014","1","34","11405","4200"
"11406","11014","1","35","11406","4200"
"11407","11014","1","38","11407","2000"
"11408","11014","1","39","11408","2000"
"11409","11014","1","40","11409","4200"
"11410","11014","1","41","11410","4200"
"11411","11014","1","42","11411","4200"
"11412","11014","1","43","11412","4200"
"11413","11014","1","44","11413","2000"
"11414","11014","1","45","11414","2000"
"11415","11014","1","46","11415","4200"
"11416","11014","1","47","11416","4200"
"11417","11014","1","48","11417","4200"
"11418","11014","1","49","11418","4200"
"11419","11014","1","50","11419","4200"
"11420","11014","1","51","11420","4200"
"11421","11014","1","52","11421","4200"
"11422","11014","1","53","11422","4200"
"11423","11014","1","119","11423","2000"
"11424","11014","1","120","11424","2000"
"11425","11014","1","82","11425","2000"
"11426","11014","1","89","11426","2000"
"11427","11014","1","88","11427","4200"
"11428","11014","1","159","11428","4200"
"11501","11015","1","30","11501","4200"
"11502","11015","1","31","11502","4200"
"11503","11015","1","32","11503","4200"
"11504","11015","1","33","11504","4200"
"11505","11015","1","34","11505","4200"
"11506","11015","1","35","11506","4200"
"11507","11015","1","38","11507","2000"
"11508","11015","1","39","11508","2000"
"11509","11015","1","40","11509","4200"
"11510","11015","1","41","11510","4200"
"11511","11015","1","42","11511","4200"
"11512","11015","1","43","11512","4200"
"11513","11015","1","44","11513","2000"
"11514","11015","1","45","11514","2000"
"11515","11015","1","46","11515","4200"
"11516","11015","1","47","11516","4200"
"11517","11015","1","48","11517","4200"
"11518","11015","1","49","11518","4200"
"11519","11015","1","50","11519","4200"
"11520","11015","1","51","11520","4200"
"11521","11015","1","52","11521","4200"
"11522","11015","1","53","11522","4200"
"11523","11015","1","119","11523","2000"
"11524","11015","1","120","11524","2000"
"11525","11015","1","82","11525","2000"
"11526","11015","1","89","11526","2000"
"11527","11015","1","88","11527","4200"
"11528","11015","1","159","11528","4200"
"11601","11016","1","30","11601","4200"
"11602","11016","1","31","11602","4200"
"11603","11016","1","32","11603","4200"
"11604","11016","1","33","11604","4200"
"11605","11016","1","34","11605","4200"
"11606","11016","1","35","11606","4200"
"11607","11016","1","38","11607","2000"
"11608","11016","1","39","11608","2000"
"11609","11016","1","40","11609","4200"
"11610","11016","1","41","11610","4200"
"11611","11016","1","42","11611","4200"
"11612","11016","1","43","11612","4200"
"11613","11016","1","44","11613","2000"
"11614","11016","1","45","11614","2000"
"11615","11016","1","46","11615","4200"
"11616","11016","1","47","11616","4200"
"11617","11016","1","48","11617","4200"
"11618","11016","1","49","11618","4200"
"11619","11016","1","50","11619","4200"
"11620","11016","1","51","11620","4200"
"11621","11016","1","52","11621","4200"
"11622","11016","1","53","11622","4200"
"11623","11016","1","119","11623","2000"
"11624","11016","1","120","11624","2000"
"11625","11016","1","82","11625","2000"
"11626","11016","1","89","11626","2000"
"11627","11016","1","88","11627","4200"
"11628","11016","1","159","11628","4200"
