"Name","UniqueID","ClassID","CustomizingType","String","ValueType","Value","ValueInversion"
"391","391","4","51","아랫입술벌림","1","(36)","0"
"392","392","4","52","입꼬리위치(위아래)","1","(37)","1"
"393","393","4","53","입돌출","1","(38)","0"
"394","394","4","54","윗 입술 모음","1","(39)","0"
"395","395","4","55","아랫 입술 모음","1","(40)","0"
"396","396","4","56","눈썹길이","1","(41)","0"
"397","397","4","57","콧방울높이","1","(42)","0"
"398","398","4","58","인중양옆높이","1","(43)","0"
"399","399","4","59","광대위치_X","1","(44)","0"
"400","400","4","60","광대위치_Y","1","(45)","0"
"401","401","4","61","광대높이","1","(46)","0"
"402","402","4","62","볼높이","1","(47)","0"
"403","403","4","63","하관넓이","1","(48)","0"
"404","404","4","64","하관높이","1","(49)","0"
"405","405","4","65","하관 돌출","1","(50)","0"
"406","406","4","66","턱넓이","1","(51)","0"
"407","407","4","67","턱길이","1","(52)","0"
"408","408","4","68","턱높이","1","(53)","0"
"409","409","4","69","턱각도","1","(54)","1"
"410","410","4","70","콧대위높이","1","(55)","0"
"411","411","4","71","콧볼각도","1","(56)","0"
"412","412","4","72","이마높이","1","(57)","0"
"413","413","4","73","피부색농도","1","(1007)","0"
"414","414","4","74","눈동자색밝기","1","(1008)","0"
"415","415","4","75","헤어광택(스펙큘러)","1","(1009)","0"
"416","416","4","76","코높이","1","(58)","0"
"417","417","4","77","코뿌리너비","1","(59)","0"
"418","418","4","78","머리색농도","1","(1010)","0"
"419","419","4","79","눈화장농도","1","(1011)","0"
"420","420","4","80","입술색농도","1","(1012)","0"
"421","421","4","81","눈동자회전(좌우)","1","(61)","0"
"422","422","4","82","바깥턱높이","1","(62)","0"
"423","423","4","83","바깥턱높이","1","(63)","0"
"424","424","4","84","볼터치농도","1","(1013)","0"
"425","425","4","85","얼굴 윤곽","1","(64)","0"
"426","426","6","1","프리셋","2","(1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20)","0"
"427","427","6","2","머리모양","2","(260000,260001,260002,260003,260004,260005,260006,260007)","0"
"428","428","6","3","머리색","2","(261001,261002,261003,261004,261005,261006,261007,261008,261009,261010,261011,261012,261013,261014,261015,261016,261017,261018,261019,261020,261021,261022,261023,261024,261025,261026,261027,261028,261029,261030,261031,261032,261033,261034,261035,261036,261037,261038,261039,261040,261041,261042,261043,261044,261045,261046,261047,261048,261049,261050,261051,261052,261053,261054,261055,261056,261057,261058,261059,261060,261061,261062,261063,261064)","0"
"429","429","6","4","얼굴","2","(265000,265001,265002,265003,265004)","0"
"430","430","6","5","피부색","2","(262001,262002,262003,262004,262005,262006,262007,262008,262009,262010,262011,262012,262013,262014,262015,262016,262017,262018,262019,262020,262021,262022,262023,262024,262025,262026,262027,262028,262029,262030,262031,262032,262033,262034,262035,262036,262037,262038,262039,262040,262041,262042,262043,262044,262045,262046,262047,262048,262049,262050,262051,262052)","0"
"431","431","6","6"," 눈동자색상","2","(263001,263002,263003,263004,263005,263006,263007,263008,263009,263010,263011,263012,263013,263014,263015,263016,263017,263018,263019,263020,263021,263022,263023,263024,263025,263026,263027,263028,263029,263030,263031,263032,263033,263034,263035,263036,263037,263038,263039,263040,263041,263042,263043,263044,263045,263046,263047,263048,263049,263050,263051,263052)","0"
"432","432","6","7","입술색상","2","(266001,266002,266003,266004,266005,266006,266007,266008,266009,266010,266011,266012,266013,266014,266015,266016,266017,266018,266019,266020,266021,266022,266023,266024,266025,266026,266027)","0"
"433","433","6","8","눈화장","2","(264001,264002,264003,264004,264005,264006,264007,264008,264009,264010,264011,264012,264013,264014,264015,264016,264017,264018,264019,264020,264021,264022,264023,264024,264025,264026,264027,264028)","0"
"434","434","6","9","볼터치","2","(265001,265002,265003,265004,265005,265006,265007,265008,265009,265010,265011,265012,265013,265014,265015,265016,265017,265018,265019,265020,265021,265022,265023,265024)","0"
"435","435","6","10","피부광택","1","(1001)","1"
"436","436","6","11","입술광택","1","(1002)","1"
"437","437","6","12","점위치_x","1","(1003)","1"
"438","438","6","13","점위치_y","1","(1004)","0"
"439","439","6","14","점농도","1","(1005)","0"
"440","440","6","15","눈동자회전(위아래)","1","(60)","0"
"441","441","6","16","눈위치(높이)","1","(1)","0"
"442","442","6","17","눈위치(간격)","1","(2)","0"
"443","443","6","18","눈전체크기","1","(3)","0"
"444","444","6","19","눈회전","1","(4)","0"
"445","445","6","20","눈크기(위아래)","1","(5)","0"
"446","446","6","21","눈동자크기","1","(6)","0"
"447","447","6","22","눈썹(높이)","1","(7)","0"
"448","448","6","23","눈섭위치(간격)","1","(8)","0"
"449","449","6","24","눈썹(기울기)","1","(9)","0"
"450","450","6","25","눈썹(모양)","1","(10)","0"
"451","451","6","26","눈썹(두께)","1","(11)","0"
"452","452","6","27","L_눈윗라인01_x","1","(12)","1"
"453","453","6","28","L_눈윗라인01_y","1","(13)","0"
"454","454","6","29","L_눈윗라인02_x","1","(14)","1"
"455","455","6","30","L_눈윗라인02_y","1","(15)","0"
"456","456","6","31","L_눈아랫라인_x","1","(16)","1"
"457","457","6","32","L_눈아랫라인_y","1","(17)","1"
"458","458","6","33","L_앞트임_x","1","(18)","1"
"459","459","6","34","L_앞트임_y","1","(19)","0"
"460","460","6","35","L_뒷트임_x","1","(20)","1"
"461","461","6","36","L_뒷트임_y","1","(21)","0"
"462","462","6","37","애교살","1","(22)","0"
"463","463","6","38","코위치(위아래)","1","(23)","1"
"464","464","6","39","코끝높이","1","(24)","0"
"465","465","6","40","코끝위치","1","(25)","1"
"466","466","6","41","코등위치","1","(26)","1"
"467","467","6","42","코너비","1","(27)","0"
"468","468","6","43","콧방울너비","1","(28)","0"
"469","469","6","44","콧등너비","1","(29)","0"
"470","470","6","45","입위치(위아래)","1","(30)","0"
"471","471","6","46","눈썹 깊이","1","(31)","0"
"472","472","6","47","입크기(좌우)","1","(32)","0"
"473","473","6","48","윗입술넓이","1","(33)","0"
"474","474","6","49","윗입술벌림","1","(34)","0"
"475","475","6","50","아랫입술넓이","1","(35)","0"
"476","476","6","51","아랫입술벌림","1","(36)","0"
"477","477","6","52","입꼬리위치(위아래)","1","(37)","1"
"478","478","6","53","입돌출","1","(38)","0"
"479","479","6","54","윗 입술 모음","1","(39)","0"
"480","480","6","55","아랫 입술 모음","1","(40)","0"
"481","481","6","56","눈썹길이","1","(41)","0"
"482","482","6","57","콧방울높이","1","(42)","0"
"483","483","6","58","인중양옆높이","1","(43)","0"
"484","484","6","59","광대위치_X","1","(44)","0"
"485","485","6","60","광대위치_Y","1","(45)","0"
"486","486","6","61","광대높이","1","(46)","0"
"487","487","6","62","볼높이","1","(47)","0"
"488","488","6","63","하관넓이","1","(48)","0"
"489","489","6","64","하관높이","1","(49)","0"
"490","490","6","65","하관 돌출","1","(50)","0"
"491","491","6","66","턱넓이","1","(51)","0"
"492","492","6","67","턱길이","1","(52)","0"
"493","493","6","68","턱높이","1","(53)","0"
"494","494","6","69","턱각도","1","(54)","1"
"495","495","6","70","콧대위높이","1","(55)","0"
"496","496","6","71","콧볼각도","1","(56)","0"
"497","497","6","72","이마높이","1","(57)","0"
"498","498","6","73","피부색농도","1","(1007)","0"
"499","499","6","74","눈동자색밝기","1","(1008)","0"
"500","500","6","75","헤어광택(스펙큘러)","1","(1009)","0"
"501","501","6","76","코높이","1","(58)","0"
"502","502","6","77","코뿌리너비","1","(59)","0"
"503","503","6","78","머리색농도","1","(1010)","0"
"504","504","6","79","눈화장농도","1","(1011)","0"
"505","505","6","80","입술색농도","1","(1012)","0"
"506","506","6","81","눈동자회전(좌우)","1","(61)","0"
"507","507","6","82","바깥턱높이","1","(62)","0"
"508","508","6","83","바깥턱높이","1","(63)","0"
"509","509","6","84","볼터치농도","1","(1013)","0"
"510","510","6","85","얼굴 윤곽","1","(64)","0"
