"Name","MonsterId","GroupId","NameSid","NameTitleSid","MonsterResourceID","BehaviourAiLink","MonColorGroupID","MonScale","Race","MonGrade","Level","MonType","MaxHP","PhysicalAttack","ReducePhysicalDef","MagicAttack","ReduceMagicDef","PhysicalDefense","MagicDefense","Accuracy","Dodge","Critical","AvoidCritical","CriticalOutcome","DefCriticalOutcome","MonAttackDamage","MonDefense","DefSmiteSkillDamage","DarkdefenseDamage","SkillDamage","DefSkillDamage","AtkAllDamage","DefAllDamage","StunPer","DefStunPer","KnockDownPer","DefKnockDownPer","SmiteBuffPer","DefSmiteBuffPer","DeBuffPer","DefDeBuffPer","CursePer","DefCursePer","AttackLuck","WalkSpeed","RunSpeed","FastRunSpeed","FiredefensePer","FrozendefensePer","LightningdefensePer","PoisondefensePer","HolydefensePer","DarkdefensePer","CombatPower","Exp","HpStack","PierceBody","UseAppear","FactionType","ViewRange","ActivityRange","TargetingType","CharacterTargetPriority","TargetValue","AttackDelayMin","AttackDelayMax","NormalAttackCntMin","NormalAttackCntMax","MonNormalAttack","MonAttack","AttackRate_0","AttackRate_1","AttackRate_2","AttackRate_3","MonNormalLongAttack","LongMonAttack","LongAttackRate_0","LongAttackRate_1","LongAttackRate_2","LongAttackRate_3","TraceGap","AttackRange","LongAttackRange","CapsuleHalfHeight","CapsuleRadius","HitConGrade","StateConGrade","MoveConGrade","SmiteBuffArmor","EffectBuffArmor","PartsRadius","MonsterFunctionData"
"106002018","106002018","0","3702081","0","501411","4000","0","1.3","4","3","49","1","32078","1881","0","1881","0","1148","1148","527","589","430","382","790","790","618","994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","350","350","0","-250","0","-500","1000","500","45661","0","16039","0","1.267","2","10000","10000","4","0","0","0.5","0.5","2","3","(10131010,10131020)","(10131030,10131040,10131130,10131140)","(0,60,0,40)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","440","0","130","130","1000","2000","2000","0","0","0","0"
"106002020","106002020","0","3702083","0","500441","4000","0","1","3","2","49","1","10238","1767","0","1767","0","1148","1148","527","589","430","382","790","790","618","994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126","350","350","500","-500","1000","-250","0","0","45661","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10070010,10070020)","(10070030,10070110,10070120,10070130)","(100,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","200","200","500","1000","500","0","0","0","0"
"106002021","106002021","0","3702084","0","500021","4000","0","1","0","2","49","1","10238","1767","0","1767","0","1148","1148","527","589","430","382","790","790","618","994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","270","270","-500","0","-100","0","230","230","45661","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10017010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","950","0","100","100","500","1000","500","0","0","0","0"
"106002022","106002022","0","3702032","0","500031","4000","0","1","4","1","49","1","10238","1767","0","1767","0","1148","1148","527","589","430","382","790","790","618","994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112","350","350","0","-250","0","-500","1000","500","45661","0","0","0","0.666","2","10000","10000","1","0","0","0.5","0.5","4","6","(10039010,10039020)","(10039030,10039040,10039130,10039140)","(50,50,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","100","500","500","0","0","0","0","0"
"106002023","106002023","0","3750199","0","500431","4000","0","1","3","2","49","1","10238","1767","0","1767","0","1148","1148","527","589","430","382","790","790","618","994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","251","350","350","500","-500","1000","-250","0","0","45661","0","0","0","2.333","2","10000","10000","1","0","0","0.5","0.5","3","5","(10069010,10069020)","(10069030,10069130)","(100,0)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","180","150","500","1000","500","0","0","0","0"
"106002024","106002024","0","3703062","0","500751","4000","100172","1.4","3","3","49","1","32078","1881","0","1881","0","1148","1148","527","589","430","382","790","790","618","994","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","163","350","350","500","-500","1000","-250","0","0","45661","0","16039","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10093010,10093020)","(10093030,10093040,10093130,10093140)","(40,40,20,20)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","470","0","160","100","1000","2000","2000","0","0","0","0"
"106003005","106003005","0","3702051","3700054","500421","4000","0","1.6","2","3","50","1","61645","2160","0","2160","0","1225","1225","671","623","480","428","892","892","677","1093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","215","500","500","1000","0","-500","500","-250","0","47994","0","15411","0","4.8","2","10000","10000","1","0","0","0.5","0.5","2","3","(10082010,10082020)","(10082030,10082040,10082120,10082130,10082150,10082200)","(20,20,20,20,10,10)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","530","0","150","100","1000","2000","2000","0","0","0","0"
"106003021","106003021","0","3702051","0","500421","4000","0","1.6","2","3","51","1","62574","2196","0","2196","0","1246","1246","682","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","215","500","500","1000","0","-500","500","-250","0","49115","0","15644","0","4.8","2","10000","10000","1","0","0","0.5","0.5","2","3","(10082010,10082020)","(10082030,10082040,10082120,10082130,10082150,10082200)","(20,20,20,20,10,10)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0,0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","530","0","150","100","1000","2000","2000","0","0","0","0"
"106003022","106003022","0","3702032","0","501411","4000","0","1","4","1","50","1","10653","1944","0","1944","0","1225","1225","559","623","480","428","892","892","677","1093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","350","350","0","-250","0","-500","1000","500","47994","0","0","0","1.267","2","10000","10000","1","0","0","0.5","0.5","4","6","(10131010,10131020)","(10131030,10131040,10131130,10131140)","(0,60,0,40)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","130","130","500","500","0","0","0","0","0"
"106003023","106003023","0","3702033","0","500041","4000","0","1","4","1","50","1","10653","1944","0","1944","0","1225","1225","559","623","480","428","892","892","677","1093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127","350","350","0","-250","0","-500","1000","500","47994","0","0","0","2.167","2","10000","10000","1","0","0","0.5","0.5","4","6","(10040010,10040020)","(10040030,10040040,10040130)","(50,50,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","100","500","500","0","0","0","0","0"
"106003024","106003024","0","3702034","0","500051","4000","0","1","4","1","50","1","10653","1944","0","1944","0","1225","1225","559","623","480","428","892","892","677","1093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","350","350","0","-250","0","-500","1000","500","47994","0","0","0","2","2","10000","10000","1","0","0","0.5","0.5","4","6","(10029010,10029020)","(10029030,10029040,10029130)","(50,50,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","600","0","130","100","500","500","0","0","0","0","0"
"106003025","106003025","0","3710029","0","500051","4000","0","1.4","4","3","50","1","33379","2070","0","2070","0","1225","1225","559","623","480","428","892","892","677","1093","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","350","350","0","-250","0","-500","1000","500","47994","0","16690","0","2","2","10000","10000","1","0","0","0.5","0.5","2","3","(10029010,10029020)","(10029030,10029040,10029130)","(25,50,25)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","700","0","130","100","1000","2000","2000","0","0","0","0"
"106003026","106003026","0","3702106","0","500921","4000","0","2","2","2","51","1","33882","2105","0","2105","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147","350","350","1000","0","-500","500","-250","0","49115","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10064010,10064020)","(10064030,10064130)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","650","0","130","100","500","1000","500","0","0","0","0"
"106003027","106003027","0","3702107","0","500931","4000","0","2","2","2","51","1","33882","2105","0","2105","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","350","350","1000","0","-500","500","-250","0","49115","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10065010,10065020)","(10065120)","(100)","(0)","(0)","(0)","(10065010,10065020)","(0)","(0)","(0)","(0)","(0)","50","1250","0","130","100","500","1000","500","0","0","0","0"
"106003028","106003028","0","3702108","0","500431","4000","0","0.9","3","1","51","1","8651","1922","0","1922","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","251","350","350","500","-500","1000","-250","0","0","49115","0","0","0","2.333","2","10000","10000","1","0","0","0.5","0.5","4","6","(10069010,10069020)","(10069030,10069130)","(100,0)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","320","0","180","150","500","500","0","0","0","0","0"
"106003029","106003029","0","3702109","0","500441","4000","0","1","3","2","51","1","10814","1976","0","1976","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126","350","350","500","-500","1000","-250","0","0","49115","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","3","5","(10070010,10070020)","(10070030,10070110,10070120,10070130)","(100,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","200","200","500","1000","500","0","0","0","0"
"106003030","106003030","0","3702110","0","501421","4000","0","0.9","2","1","51","1","7209","1830","0","1830","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","500","500","1000","0","-500","500","-250","0","49115","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","4","6","(10020010,10020020)","(10020030)","(100)","(0)","(0)","(0)","(10020010,10020020)","(0)","(0)","(0)","(0)","(0)","50","185","0","100","100","500","500","0","0","0","0","0"
"106003034","106003034","0","3710033","0","500401","4000","100173","1.5","2","2","51","1","10814","1976","0","1976","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157","350","350","1000","0","-500","500","-250","0","49115","0","0","0","1.833","2","10000","10000","1","0","0","0.5","0.5","3","5","(10080010,10080020)","(10080030,10080040,10080140)","(40,40,20)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","395","0","100","100","500","1000","500","0","0","0","0"
"106003035","106003035","0","3702114","0","500391","4000","100174","1.2","2","2","51","1","10814","1976","0","1976","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","350","350","1000","0","-500","500","-250","0","49115","0","0","0","1.333","2","10000","10000","1","0","0","0.5","0.5","3","5","(10079010,10079020)","(10069030,10069130)","(100,0)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","326","0","100","100","500","1000","500","0","0","0","0"
"106003036","106003036","0","3710028","0","501411","4000","0","1.3","4","3","51","1","10814","1976","0","1976","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","350","350","0","-250","0","-500","1000","500","49115","0","0","0","1.267","2","10000","10000","1","1","0","0.5","0.5","2","3","(10131010,10131020)","(10131030,10131040,10131130,10131140)","(40,60,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","440","0","130","130","1000","2000","2000","0","0","0","0"
"106003037","106003037","0","3702062","0","501411","4000","0","1.3","4","3","51","1","10814","1976","0","1976","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","350","350","0","-250","0","-500","1000","500","49115","0","0","0","1.267","2","10000","10000","1","0","0","0.5","0.5","2","3","(10131010,10131020)","(10131030,10131040,10131130,10131140)","(40,60,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","440","0","130","130","1000","2000","2000","0","0","0","0"
"106003038","106003038","0","3702081","0","501411","4000","0","1.3","4","3","51","1","10814","1976","0","1976","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117","350","350","0","-250","0","-500","1000","500","49115","0","0","0","1.267","2","10000","10000","1","0","0","0.5","0.5","2","3","(10131010,10131020)","(10131030,10131040,10131130,10131140)","(40,60,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","440","0","130","130","1000","2000","2000","0","0","0","0"
"106003039","106003039","0","3702094","0","500431","4000","0","1","3","1","51","1","8651","1922","0","1922","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","251","350","350","500","-500","1000","-250","0","0","49115","0","0","0","2.333","2","10000","10000","1","0","0","0.5","0.5","4","6","(10069010,10069020)","(10069030,10069130)","(100,0)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","180","150","500","500","0","0","0","0","0"
"106003040","106003040","0","3702095","0","500441","4000","0","1.1","3","1","51","1","8651","1922","0","1922","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","126","350","350","500","-500","1000","-250","0","0","49115","0","0","0","1.733","2","10000","10000","1","0","0","0.5","0.5","4","6","(10070010,10070020)","(10070030,10070110,10070120,10070130)","(100,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","325","0","200","200","500","500","0","0","0","0","0"
"106003041","106003041","0","3702114","0","500411","4000","100174","1.2","2","2","51","1","8651","1922","0","1922","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","193","350","350","1000","0","-500","500","-250","0","49115","0","0","0","1.333","2","10000","10000","1","2","0","0.5","0.5","3","5","(10081010,10081020)","(10081120)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","500","0","100","100","500","1000","500","0","0","0","0"
"106003042","106003042","0","3702026","0","300671","4003","0","1","4","3","51","1","212666","2013","0","2013","0","1246","1246","568","634","490","437","906","906","138","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","49115","0","212666","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10184010,10184020)","(10184030,10184040,10184050,10184060)","(25,25,25,25)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","200","0","130","100","1000","2000","2000","0","0","0","HideLv"
"106003062","106003062","0","3701133","0","300661","4000","0","1","2","4","51","1","111740","2288","0","2288","0","1246","1246","738","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","500","500","1000","0","-500","500","-250","0","49115","0","13333","1","0","2","10000","10000","1","0","0","0.5","0.5","1","3","(10145010,10145020)","(10145030,10145040,10145050)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","150","100","2000","4000","4000","30","100","0","0"
"106003063","106003063","0","3710025","3701665","300741","4000","0","1","2","1","51","1","10814","1976","0","1976","0","1246","1246","568","634","490","437","906","906","691","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","350","350","1000","0","-500","500","-250","0","49115","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","4","6","(10054010,10054020)","(10054030,10054040)","(0,0)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","300","0","130","100","300","500","0","0","0","0","0"
"106003064","106003064","0","3702026","0","300671","4003","0","1","4","3","51","1","212666","2013","0","2013","0","1246","1246","568","634","490","437","906","906","138","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","49115","0","212666","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10184010,10184020)","(10184030,10184040,10184050,10184060)","(40,30,30,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","200","0","130","100","1000","2000","2000","0","0","0","HideLv"
"106004001","106004001","0","3701013","0","500351","4005","0","0.8","2","4","53","1","115057","2364","0","2364","0","1288","1288","762","654","510","455","934","934","720","1153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000","0","-500","500","-250","0","50362","0","14382","1","0","2","10000","10000","1","0","0","0.5","0.5","1","3","(10012010,10012020,10012030)","(10012040,10012050,10012080,10012090)","(40,30,20,10)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(10012050)","(0)","(0)","(0)","(0)","(0)","50","850","0","260","260","2000","4000","5000","30","100","0","0"
"106004002","106004002","0","3701738","3700031","300291","4003","0","1","4","3","51","1","338823","2105","0","2105","0","1246","1246","568","634","490","437","906","906","207","1113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","49115","0","169412","0","0","1","10000","10000","1","0","0","0.5","0.5","1","2","(10125010,10125020)","(10125030,10125240,10125050,10125910)","(15,65,10,10)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(10125240)","(0)","(0)","(0)","(0)","(0)","50","280","800","120","100","1000","2500","2500","0","0","0","HideLv"
"106004003","106004003","0","3720479","0","501871","4000","0","0.6","0","1","52","1","7316","1861","0","1861","0","1267","1267","577","643","500","446","920","920","706","1133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","270","270","-500","0","-100","0","230","230","49688","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","4","6","(10241010)","(10241030,10241040)","(100,0)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","140","0","100","100","500","500","0","0","0","0","0"
"106004004","106004004","0","3710035","0","501871","4000","0","1.8","0","3","52","1","34385","2140","0","2140","0","1267","1267","577","643","500","446","920","920","706","1133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","270","270","-500","0","-100","0","230","230","49688","0","17193","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10241010)","(10241030,10241040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","320","0","100","100","1000","2000","2000","0","0","0","0"
"106004005","106004005","0","3710036","0","500391","4000","100175","1.4","2","2","52","1","10974","2010","0","2010","0","1267","1267","577","643","500","446","920","920","706","1133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139","350","350","1000","0","-500","500","-250","0","49688","0","0","0","1.333","2","10000","10000","1","0","0","0.5","0.5","3","5","(10079010,10079020)","(10079030,10079040,10079130)","(50,50,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","372","0","100","100","500","1000","500","0","0","0","0"
"106004006","106004006","0","3710037","0","500401","4000","100175","1.1","2","1","52","1","10974","2010","0","2010","0","1267","1267","577","643","500","446","920","920","706","1133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","157","350","350","1000","0","-500","500","-250","0","49688","0","0","0","1.833","2","10000","10000","1","0","0","0.5","0.5","4","6","(10080010,10080020)","(10080030,10080040,10080140)","(50,50,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","303","0","100","100","500","500","0","0","0","0","0"
"106004007","106004007","0","3710038","0","500411","4000","100175","1.1","2","1","52","1","8779","1954","0","1954","0","1267","1267","577","643","500","446","920","920","706","1133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","193","350","350","1000","0","-500","500","-250","0","49688","0","0","0","1.333","2","10000","10000","1","2","0","0.5","0.5","4","6","(10081010,10081020)","(10081120)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","500","0","100","100","500","500","0","0","0","0","0"
"106005100","106005100","0","3701666","0","500471","4000","0","1","1","1","37","1","3874","752","0","752","0","770","770","369","413","212","184","424","424","359","602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","270","270","-250","0","0","1000","-500","500","32157","0","0","0","2.667","2","10000","10000","1","0","0","0.5","0.5","4","6","(10050010,10050020)","(10050030,10050040)","(60,40)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","250","0","130","100","500","500","0","0","0","0","0"
"106005101","106005101","0","3701691","0","500481","4000","0","1.3","1","2","37","1","8301","1160","0","1160","0","770","770","369","413","212","184","424","424","359","602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","270","270","-250","0","0","1000","-500","500","32157","0","0","0","2","2","10000","10000","1","0","0","0.5","0.5","3","5","(10051010,10051020)","(10051030,10051040,10051110,10051140)","(50,50,0,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","349","0","130","100","500","1000","500","0","0","0","0"
"106005102","106005102","0","3701667","0","500491","4000","0","1.2","1","1","37","1","8301","1160","0","1160","0","770","770","369","413","212","184","424","424","359","602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","270","270","-250","0","0","1000","-500","500","32157","0","0","0","3","2","10000","10000","1","0","0","0.5","0.5","4","6","(10052010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","242","0","100","100","500","500","0","0","0","0","0"
"106005103","106005103","0","3702129","0","500511","4000","0","1.4","1","3","37","1","48035","1289","0","1289","0","770","770","443","413","212","184","424","424","359","602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103","350","350","-250","0","0","1000","-500","500","32157","0","12009","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10053010,10053020)","(10053030,10053040,10053050)","(40,40,20)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","470","0","190","150","1000","2000","2000","0","0","0","0"
"106007501","106007501","0","3702855","3700005","500141","4000","0","1.2","4","3","31","1","77221","1070","0","1070","0","597","597","382","330","132","111","350","350","262","490","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","148","350","350","0","-250","0","-500","1000","500","24578","0","9653","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10025010,10025020)","(10025030,10025040,10025120,10025130,10025140)","(30,30,15,15,10)","(0,0,0,0,0)","(0,0,0,0,0)","(0,0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","410","0","160","100","1000","2000","2000","0","0","0","0"
"107001009","107001009","0","3702205","0","500521","4000","0","1","1","1","55","1","11456","2108","0","2108","0","1330","1330","604","674","530","473","962","962","749","1193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","270","270","-250","0","0","1000","-500","500","53884","0","0","0","0","2","10000","10000","1","0","0","1.5","1.5","4","6","(10046010,10046020)","(10046130,10046040,10046140)","(0,100,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","130","100","500","500","0","0","0","0","0"
"107001010","107001010","0","3704014","0","500471","4000","100197","1","1","1","55","1","11456","2108","0","2108","0","1330","1330","604","674","530","473","962","962","749","1193","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","270","270","-250","0","0","1000","-500","500","53884","0","0","0","0","2","10000","3000","1","0","0","1.5","1.5","4","6","(10050010,10050020)","(10050030,10050040)","(100,0)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","250","0","130","100","500","500","0","0","0","0","0"
"107002016","107002016","0","3702213","0","500521","4000","0","1.2","1","1","56","1","11616","2141","0","2141","0","1351","1351","614","684","540","482","976","976","763","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","180","270","270","-250","0","0","1000","-500","500","54460","0","0","0","0","2","10000","3000","1","0","0","1.5","1.5","4","6","(10046010,10046020)","(10046130,10046040,10046140)","(0,100,0)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","410","0","130","100","500","500","0","0","0","0","0"
"107002017","107002017","0","3701935","0","500491","4000","0","1.2","1","1","56","1","11616","2141","0","2141","0","1351","1351","614","684","540","482","976","976","763","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","270","270","-250","0","0","1000","-500","500","54460","0","0","0","0","2","10000","3000","1","0","0","2","2","4","6","(10052010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","242","0","100","100","500","500","0","0","0","0","0"
"107002018","107002018","0","3704017","0","500311","4000","100177","1.8","0","3","56","1","67218","2378","0","2378","0","1351","1351","737","684","540","482","976","976","763","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151","350","350","-500","0","-100","0","230","230","54460","0","16805","0","3.3","2","10000","10000","1","0","0","2","2","2","3","(10006010,10006020)","(10006220)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","50","410","0","100","100","1000","2000","2000","0","0","0","0"
"107002019","107002019","0","3701733","3700035","300391","4000","0","1","4","3","56","1","67218","2378","0","2378","0","1351","1351","737","684","540","482","976","976","763","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127","500","500","0","-250","0","-500","1000","500","54460","0","16805","0","0","2","10000","10000","1","0","0","0.5","0.5","2","3","(10135010,10135020)","(10135030,10135910)","(60,40)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","250","0","120","100","1000","2000","2000","0","0","0","0"
"107002020","107002020","0","3701732","0","501651","4000","0","1","4","1","56","1","11616","2141","0","2141","0","1351","1351","614","684","540","482","976","976","763","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178","350","350","0","-250","0","-500","1000","500","54460","0","0","0","0","2","10000","10000","1","0","0","0.5","0.5","4","6","(10206010,10206020)","(10206030,10206040,10206130,10206140)","(35,35,30,0)","(0,0,0,0)","(0,0,0,0)","(0,0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","350","0","130","100","500","500","0","0","0","0","0"
"107002021","107002021","0","3702026","0","300671","2001","0","1","4","2","56","1","228448","2180","0","2180","0","1351","1351","614","684","540","482","976","976","153","1214","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120","500","500","0","-250","0","-500","1000","500","54460","0","0","0","0","1","10000","10000","2","0","0","0.5","0.5","1","2","(10184010,10184020)","(10184030,10184040,10184050)","(35,35,30)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","50","200","0","130","100","500","1000","500","0","0","0","HideLv"
