"Name","RowId","PaletteGroupId","Number","Color01Id","Color02Id"
"2182","2182","2032003","95","122820","0"
"2183","2183","2032003","96","122821","0"
"2184","2184","2032003","97","122822","0"
"2185","2185","2032003","98","122823","0"
"2186","2186","2032003","99","122824","0"
"2187","2187","2032003","100","122825","0"
"2188","2188","2032003","101","122826","0"
"2189","2189","2032003","102","122827","0"
"2190","2190","2032003","103","122828","0"
"2191","2191","2032003","104","122829","0"
"2192","2192","2032003","105","122830","0"
"2193","2193","2032003","106","122831","0"
"2194","2194","2032003","107","122832","0"
"2195","2195","2032003","108","122833","0"
"2196","2196","2032003","109","122834","0"
"2197","2197","2032003","110","122835","0"
"2198","2198","2032003","111","122836","0"
"2199","2199","2032003","112","122837","0"
"2200","2200","2032003","113","122838","0"
"2201","2201","2032003","114","122839","0"
"2202","2202","2032003","115","122840","0"
"2203","2203","2032003","116","122841","0"
"2204","2204","2032003","117","122842","0"
"2205","2205","2032003","118","122843","0"
"2206","2206","2032003","119","122844","0"
"2207","2207","2032003","120","122845","0"
"2208","2208","2032003","121","122846","0"
"2209","2209","2032003","122","122847","0"
"2210","2210","2032003","123","122848","0"
"2211","2211","2032003","124","122849","0"
"2212","2212","2032003","125","122850","0"
"2213","2213","2032003","126","122851","0"
"2214","2214","2032003","127","122852","0"
"2215","2215","2032003","128","122853","0"
"2216","2216","2032003","129","122854","0"
"2217","2217","2032003","130","122855","0"
"2218","2218","2032003","131","122856","0"
"2219","2219","2032003","132","122857","0"
"2220","2220","2032003","133","122858","0"
"2221","2221","2032003","134","122859","0"
"2222","2222","2032003","135","122860","0"
"2223","2223","2032003","136","122861","0"
"2224","2224","2032003","137","122862","0"
"2225","2225","2032003","138","122863","0"
"2226","2226","2032003","139","122864","0"
"2227","2227","2032003","140","122865","0"
"2228","2228","2032003","141","122866","0"
"2229","2229","2032003","142","122867","0"
"2230","2230","2032003","143","122868","0"
"2231","2231","2032003","144","122869","0"
"2232","2232","2032003","145","122870","0"
"2233","2233","2031004","1","122871","0"
"2234","2234","2031004","2","122872","0"
"2235","2235","2031004","3","122873","0"
"2236","2236","2031004","4","122874","0"
"2237","2237","2031004","5","122875","0"
"2238","2238","2031004","6","122876","0"
"2239","2239","2031004","7","122877","0"
"2240","2240","2031004","8","122878","0"
"2241","2241","2031004","9","122879","0"
"2242","2242","2031004","10","122880","0"
"2243","2243","2031004","11","122881","0"
"2244","2244","2031004","12","122882","0"
"2245","2245","2031004","13","122883","0"
"2246","2246","2031004","14","122884","0"
"2247","2247","2031004","15","122885","0"
"2248","2248","2031004","16","122886","0"
"2249","2249","2031004","17","122887","0"
"2250","2250","2031004","18","122888","0"
"2251","2251","2031004","19","122889","0"
"2252","2252","2031004","20","122890","0"
"2253","2253","2031004","21","122891","0"
"2254","2254","2031004","22","122892","0"
"2255","2255","2031004","23","122893","0"
"2256","2256","2031004","24","122894","0"
"2257","2257","2031004","25","122895","0"
"2258","2258","2031004","26","122896","0"
"2259","2259","2031004","27","122897","0"
"2260","2260","2031004","28","122898","0"
"2261","2261","2031004","29","122899","0"
"2262","2262","2031004","30","122900","0"
"2263","2263","2031004","31","122901","0"
"2264","2264","2031004","32","122902","0"
"2265","2265","2031004","33","122903","0"
"2266","2266","2031004","34","122904","0"
"2267","2267","2031004","35","122905","0"
"2268","2268","2031004","36","122906","0"
"2269","2269","2031004","37","122907","0"
"2270","2270","2031004","38","122908","0"
"2271","2271","2031004","39","122909","0"
"2272","2272","2031004","40","122910","0"
"2273","2273","2031004","41","122911","0"
"2274","2274","2031004","42","122912","0"
"2275","2275","2031004","43","122913","0"
"2276","2276","2031004","44","122914","0"
"2277","2277","2031004","45","122915","0"
"2278","2278","2031004","46","122916","0"
"2279","2279","2031004","47","122917","0"
"2280","2280","2031004","48","122918","0"
"2281","2281","2031004","49","122919","0"
"2282","2282","2031004","50","122920","0"
"2283","2283","2031004","51","122921","0"
"2284","2284","2031004","52","122922","0"
"2285","2285","2031004","53","122923","0"
"2286","2286","2031004","54","122924","0"
"2287","2287","2031004","55","122925","0"
"2288","2288","2031004","56","122926","0"
"2289","2289","2031004","57","122927","0"
"2290","2290","2031004","58","122928","0"
"2291","2291","2031004","59","122929","0"
"2292","2292","2031004","60","122930","0"
"2293","2293","2031004","61","122931","0"
"2294","2294","2031004","62","122932","0"
"2295","2295","2031004","63","122933","0"
"2296","2296","2031004","64","122934","0"
"2297","2297","2031004","65","122935","0"
"2298","2298","2031004","66","122936","0"
"2299","2299","2031004","67","122937","0"
"2300","2300","2031004","68","122938","0"
"2301","2301","2031004","69","122939","0"
"2302","2302","2031004","70","122940","0"
"2303","2303","2031004","71","122941","0"
"2304","2304","2031004","72","122942","0"
"2305","2305","2031004","73","122943","0"
"2306","2306","2031004","74","122944","0"
"2307","2307","2031004","75","122945","0"
"2308","2308","2031004","76","122946","0"
"2309","2309","2031004","77","122947","0"
"2310","2310","2031004","78","122948","0"
"2311","2311","2031004","79","122949","0"
"2312","2312","2031004","80","122950","0"
"2313","2313","2031004","81","122951","0"
"2314","2314","2031004","82","122952","0"
"2315","2315","2031004","83","122953","0"
"2316","2316","2031004","84","122954","0"
"2317","2317","2031004","85","122955","0"
"2318","2318","2031004","86","122956","0"
"2319","2319","2031004","87","122957","0"
"2320","2320","2031004","88","122958","0"
"2321","2321","2031004","89","122959","0"
"2322","2322","2031004","90","122960","0"
"2323","2323","2031004","91","122961","0"
"2324","2324","2031004","92","122962","0"
"2325","2325","2031004","93","122963","0"
"2326","2326","2031004","94","122964","0"
"2327","2327","2031004","95","122965","0"
"2328","2328","2031004","96","122966","0"
"2329","2329","2031004","97","122967","0"
"2330","2330","2031004","98","122968","0"
"2331","2331","2031004","99","122969","0"
"2332","2332","2031004","100","122970","0"
"2333","2333","2031004","101","122971","0"
"2334","2334","2031004","102","122972","0"
"2335","2335","2031004","103","122973","0"
"2336","2336","2031004","104","122974","0"
"2337","2337","2031004","105","122975","0"
"2338","2338","2031004","106","122976","0"
"2339","2339","2031004","107","122977","0"
"2340","2340","2031004","108","122978","0"
"2341","2341","2031004","109","122979","0"
"2342","2342","2031004","110","122980","0"
"2343","2343","2031004","111","122981","0"
"2344","2344","2031004","112","122982","0"
"2345","2345","2031004","113","122983","0"
"2346","2346","2031004","114","122984","0"
"2347","2347","2031004","115","122985","0"
"2348","2348","2031004","116","122986","0"
"2349","2349","2031004","117","122987","0"
"2350","2350","2031004","118","122988","0"
"2351","2351","2031004","119","122989","0"
"2352","2352","2031004","120","122990","0"
"2353","2353","2031004","121","122991","0"
"2354","2354","2031004","122","122992","0"
"2355","2355","2031004","123","122993","0"
"2356","2356","2031004","124","122994","0"
"2357","2357","2031004","125","122995","0"
"2358","2358","2031004","126","122996","0"
"2359","2359","2031004","127","122997","0"
"2360","2360","2031004","128","122998","0"
"2361","2361","2031004","129","122999","0"
"2362","2362","2031004","130","1221000","0"
"2363","2363","2031004","131","1221001","0"
"2364","2364","2031004","132","1221002","0"
"2365","2365","2031004","133","1221003","0"
"2366","2366","2031004","134","1221004","0"
"2367","2367","2031004","135","1221005","0"
"2368","2368","2031004","136","1221006","0"
"2369","2369","2031004","137","1221007","0"
"2370","2370","2031004","138","1221008","0"
"2371","2371","2031004","139","1221009","0"
"2372","2372","2031004","140","1221010","0"
"2373","2373","2031004","141","1221011","0"
"2374","2374","2031004","142","1221012","0"
"2375","2375","2031004","143","1221013","0"
"2376","2376","2031004","144","1221014","0"
"2377","2377","2031004","145","1221015","0"
"2378","2378","2032004","1","1221016","0"
"2379","2379","2032004","2","1221017","0"
"2380","2380","2032004","3","1221018","0"
"2381","2381","2032004","4","1221019","0"
"2382","2382","2032004","5","1221020","0"
"2383","2383","2032004","6","1221021","0"
"2384","2384","2032004","7","1221022","0"
"2385","2385","2032004","8","1221023","0"
"2386","2386","2032004","9","1221024","0"
"2387","2387","2032004","10","1221025","0"
"2388","2388","2032004","11","1221026","0"
"2389","2389","2032004","12","1221027","0"
"2390","2390","2032004","13","1221028","0"
"2391","2391","2032004","14","1221029","0"
"2392","2392","2032004","15","1221030","0"
"2393","2393","2032004","16","1221031","0"
"2394","2394","2032004","17","1221032","0"
"2395","2395","2032004","18","1221033","0"
"2396","2396","2032004","19","1221034","0"
"2397","2397","2032004","20","1221035","0"
"2398","2398","2032004","21","1221036","0"
"2399","2399","2032004","22","1221037","0"
"2400","2400","2032004","23","1221038","0"
"2401","2401","2032004","24","1221039","0"
"2402","2402","2032004","25","1221040","0"
"2403","2403","2032004","26","1221041","0"
"2404","2404","2032004","27","1221042","0"
"2405","2405","2032004","28","1221043","0"
"2406","2406","2032004","29","1221044","0"
"2407","2407","2032004","30","1221045","0"
"2408","2408","2032004","31","1221046","0"
"2409","2409","2032004","32","1221047","0"
"2410","2410","2032004","33","1221048","0"
"2411","2411","2032004","34","1221049","0"
"2412","2412","2032004","35","1221050","0"
"2413","2413","2032004","36","1221051","0"
"2414","2414","2032004","37","1221052","0"
"2415","2415","2032004","38","1221053","0"
"2416","2416","2032004","39","1221054","0"
"2417","2417","2032004","40","1221055","0"
"2418","2418","2032004","41","1221056","0"
"2419","2419","2032004","42","1221057","0"
"2420","2420","2032004","43","1221058","0"
"2421","2421","2032004","44","1221059","0"
"2422","2422","2032004","45","1221060","0"
"2423","2423","2032004","46","1221061","0"
"2424","2424","2032004","47","1221062","0"
"2425","2425","2032004","48","1221063","0"
"2426","2426","2032004","49","1221064","0"
"2427","2427","2032004","50","1221065","0"
"2428","2428","2032004","51","1221066","0"
"2429","2429","2032004","52","1221067","0"
"2430","2430","2032004","53","1221068","0"
"2431","2431","2032004","54","1221069","0"
"2432","2432","2032004","55","1221070","0"
"2433","2433","2032004","56","1221071","0"
"2434","2434","2032004","57","1221072","0"
"2435","2435","2032004","58","1221073","0"
"2436","2436","2032004","59","1221074","0"
"2437","2437","2032004","60","1221075","0"
"2438","2438","2032004","61","1221076","0"
"2439","2439","2032004","62","1221077","0"
"2440","2440","2032004","63","1221078","0"
"2441","2441","2032004","64","1221079","0"
"2442","2442","2032004","65","1221080","0"
"2443","2443","2032004","66","1221081","0"
"2444","2444","2032004","67","1221082","0"
"2445","2445","2032004","68","1221083","0"
"2446","2446","2032004","69","1221084","0"
"2447","2447","2032004","70","1221085","0"
"2448","2448","2032004","71","1221086","0"
"2449","2449","2032004","72","1221087","0"
"2450","2450","2032004","73","1221088","0"
"2451","2451","2032004","74","1221089","0"
"2452","2452","2032004","75","1221090","0"
"2453","2453","2032004","76","1221091","0"
"2454","2454","2032004","77","1221092","0"
"2455","2455","2032004","78","1221093","0"
"2456","2456","2032004","79","1221094","0"
"2457","2457","2032004","80","1221095","0"
"2458","2458","2032004","81","1221096","0"
"2459","2459","2032004","82","1221097","0"
"2460","2460","2032004","83","1221098","0"
"2461","2461","2032004","84","1221099","0"
"2462","2462","2032004","85","1221100","0"
"2463","2463","2032004","86","1221101","0"
"2464","2464","2032004","87","1221102","0"
"2465","2465","2032004","88","1221103","0"
"2466","2466","2032004","89","1221104","0"
"2467","2467","2032004","90","1221105","0"
"2468","2468","2032004","91","1221106","0"
"2469","2469","2032004","92","1221107","0"
"2470","2470","2032004","93","1221108","0"
"2471","2471","2032004","94","1221109","0"
"2472","2472","2032004","95","1221110","0"
"2473","2473","2032004","96","1221111","0"
"2474","2474","2032004","97","1221112","0"
"2475","2475","2032004","98","1221113","0"
"2476","2476","2032004","99","1221114","0"
"2477","2477","2032004","100","1221115","0"
"2478","2478","2032004","101","1221116","0"
"2479","2479","2032004","102","1221117","0"
"2480","2480","2032004","103","1221118","0"
"2481","2481","2032004","104","1221119","0"
"2482","2482","2032004","105","1221120","0"
"2483","2483","2032004","106","1221121","0"
"2484","2484","2032004","107","1221122","0"
"2485","2485","2032004","108","1221123","0"
"2486","2486","2032004","109","1221124","0"
"2487","2487","2032004","110","1221125","0"
"2488","2488","2032004","111","1221126","0"
"2489","2489","2032004","112","1221127","0"
"2490","2490","2032004","113","1221128","0"
"2491","2491","2032004","114","1221129","0"
"2492","2492","2032004","115","1221130","0"
"2493","2493","2032004","116","1221131","0"
"2494","2494","2032004","117","1221132","0"
"2495","2495","2032004","118","1221133","0"
"2496","2496","2032004","119","1221134","0"
"2497","2497","2032004","120","1221135","0"
"2498","2498","2032004","121","1221136","0"
"2499","2499","2032004","122","1221137","0"
"2500","2500","2032004","123","1221138","0"
"2501","2501","2032004","124","1221139","0"
"2502","2502","2032004","125","1221140","0"
"2503","2503","2032004","126","1221141","0"
"2504","2504","2032004","127","1221142","0"
"2505","2505","2032004","128","1221143","0"
"2506","2506","2032004","129","1221144","0"
"2507","2507","2032004","130","1221145","0"
"2508","2508","2032004","131","1221146","0"
"2509","2509","2032004","132","1221147","0"
"2510","2510","2032004","133","1221148","0"
"2511","2511","2032004","134","1221149","0"
"2512","2512","2032004","135","1221150","0"
"2513","2513","2032004","136","1221151","0"
"2514","2514","2032004","137","1221152","0"
"2515","2515","2032004","138","1221153","0"
"2516","2516","2032004","139","1221154","0"
"2517","2517","2032004","140","1221155","0"
"2518","2518","2032004","141","1221156","0"
"2519","2519","2032004","142","1221157","0"
"2520","2520","2032004","143","1221158","0"
"2521","2521","2032004","144","1221159","0"
"2522","2522","2032004","145","1221160","0"
"2523","2523","2031011","1","122021","0"
"2524","2524","2031011","2","122022","0"
"2525","2525","2031011","3","122023","0"
"2526","2526","2031011","4","122024","0"
"2527","2527","2031011","5","122025","0"
"2528","2528","2031011","6","122026","0"
"2529","2529","2031011","7","122027","0"
"2530","2530","2031011","8","122028","0"
"2531","2531","2031011","9","122029","0"
"2532","2532","2031011","10","122030","0"
"2533","2533","2031011","11","122031","0"
"2534","2534","2031011","12","122032","0"
"2535","2535","2031011","13","122033","0"
"2536","2536","2031011","14","122034","0"
"2537","2537","2031011","15","122035","0"
"2538","2538","2031011","16","122036","0"
"2539","2539","2032011","1","122081","0"
"2540","2540","2032011","2","122082","0"
"2541","2541","2032011","3","122083","0"
"2542","2542","2032011","4","122084","0"
"2543","2543","2032011","5","122085","0"
"2544","2544","2032011","6","122086","0"
"2545","2545","2032011","7","122087","0"
"2546","2546","2032011","8","122088","0"
"2547","2547","2032011","9","122089","0"
"2548","2548","2032011","10","122090","0"
"2549","2549","2032011","11","122091","0"
"2550","2550","2032011","12","122092","0"
"2551","2551","2032011","13","122093","0"
"2552","2552","2032011","14","122094","0"
"2553","2553","2032011","15","122095","0"
"2554","2554","2032011","16","122096","0"
"2555","2555","2031012","1","122141","0"
"2556","2556","2031012","2","122142","0"
"2557","2557","2031012","3","122143","0"
"2558","2558","2031012","4","122144","0"
"2559","2559","2031012","5","122145","0"
"2560","2560","2031012","6","122146","0"
"2561","2561","2031012","7","122147","0"
"2562","2562","2031012","8","122148","0"
"2563","2563","2031012","9","122149","0"
"2564","2564","2031012","10","122150","0"
"2565","2565","2031012","11","122151","0"
"2566","2566","2031012","12","122152","0"
"2567","2567","2031012","13","122153","0"
"2568","2568","2031012","14","122154","0"
"2569","2569","2031012","15","122155","0"
"2570","2570","2031012","16","122156","0"
"2571","2571","2032012","1","122201","0"
"2572","2572","2032012","2","122202","0"
"2573","2573","2032012","3","122203","0"
"2574","2574","2032012","4","122204","0"
"2575","2575","2032012","5","122205","0"
"2576","2576","2032012","6","122206","0"
"2577","2577","2032012","7","122207","0"
"2578","2578","2032012","8","122208","0"
"2579","2579","2032012","9","122209","0"
"2580","2580","2032012","10","122210","0"
"2581","2581","2032012","11","122211","0"
"2582","2582","2032012","12","122212","0"
"2583","2583","2032012","13","122213","0"
"2584","2584","2032012","14","122214","0"
"2585","2585","2032012","15","122215","0"
"2586","2586","2032012","16","122216","0"
"2587","2587","2031013","1","122261","0"
"2588","2588","2031013","2","122262","0"
"2589","2589","2031013","3","122263","0"
"2590","2590","2031013","4","122264","0"
"2591","2591","2031013","5","122265","0"
"2592","2592","2031013","6","122266","0"
"2593","2593","2031013","7","122267","0"
"2594","2594","2031013","8","122268","0"
"2595","2595","2031013","9","122269","0"
"2596","2596","2031013","10","122270","0"
"2597","2597","2031013","11","122271","0"
"2598","2598","2031013","12","122272","0"
"2599","2599","2031013","13","122273","0"
"2600","2600","2031013","14","122274","0"
"2601","2601","2031013","15","122275","0"
"2602","2602","2031013","16","122276","0"
"2603","2603","2032013","1","122321","0"
"2604","2604","2032013","2","122322","0"
"2605","2605","2032013","3","122323","0"
"2606","2606","2032013","4","122324","0"
"2607","2607","2032013","5","122325","0"
"2608","2608","2032013","6","122326","0"
"2609","2609","2032013","7","122327","0"
"2610","2610","2032013","8","122328","0"
"2611","2611","2032013","9","122329","0"
"2612","2612","2032013","10","122330","0"
"2613","2613","2032013","11","122331","0"
"2614","2614","2032013","12","122332","0"
"2615","2615","2032013","13","122333","0"
"2616","2616","2032013","14","122334","0"
"2617","2617","2032013","15","122335","0"
"2618","2618","2032013","16","122336","0"
"2619","2619","2031014","1","122381","0"
"2620","2620","2031014","2","122382","0"
"2621","2621","2031014","3","122383","0"
"2622","2622","2031014","4","122384","0"
"2623","2623","2031014","5","122385","0"
"2624","2624","2031014","6","122386","0"
"2625","2625","2031014","7","122387","0"
"2626","2626","2031014","8","122388","0"
"2627","2627","2031014","9","122389","0"
"2628","2628","2031014","10","122390","0"
"2629","2629","2031014","11","122391","0"
"2630","2630","2031014","12","122392","0"
"2631","2631","2031014","13","122393","0"
"2632","2632","2031014","14","122394","0"
"2633","2633","2031014","15","122395","0"
"2634","2634","2031014","16","122396","0"
"2635","2635","2032014","1","122441","0"
"2636","2636","2032014","2","122442","0"
"2637","2637","2032014","3","122443","0"
"2638","2638","2032014","4","122444","0"
"2639","2639","2032014","5","122445","0"
"2640","2640","2032014","6","122446","0"
"2641","2641","2032014","7","122447","0"
"2642","2642","2032014","8","122448","0"
"2643","2643","2032014","9","122449","0"
"2644","2644","2032014","10","122450","0"
"2645","2645","2032014","11","122451","0"
"2646","2646","2032014","12","122452","0"
"2647","2647","2032014","13","122453","0"
"2648","2648","2032014","14","122454","0"
"2649","2649","2032014","15","122455","0"
"2650","2650","2032014","16","122456","0"
"2651","2651","3031001","1","132001","0"
"2652","2652","3031001","2","132002","0"
"2653","2653","3031001","3","132003","0"
"2654","2654","3031001","4","132004","0"
"2655","2655","3031001","5","132005","0"
"2656","2656","3031001","6","132006","0"
"2657","2657","3031001","7","132007","0"
"2658","2658","3031001","8","132008","0"
"2659","2659","3031001","9","132009","0"
"2660","2660","3031001","10","132010","0"
"2661","2661","3031001","11","132011","0"
"2662","2662","3031001","12","132012","0"
"2663","2663","3031001","13","132013","0"
"2664","2664","3031001","14","132014","0"
"2665","2665","3031001","15","132015","0"
"2666","2666","3031001","16","132016","0"
"2667","2667","3031001","17","132017","0"
"2668","2668","3031001","18","132018","0"
"2669","2669","3031001","19","132019","0"
"2670","2670","3031001","20","132020","0"
"2671","2671","3031001","21","132021","0"
"2672","2672","3031001","22","132022","0"
"2673","2673","3031001","23","132023","0"
"2674","2674","3031001","24","132024","0"
"2675","2675","3031001","25","132025","0"
"2676","2676","3031001","26","132026","0"
"2677","2677","3031001","27","132027","0"
"2678","2678","3031001","28","132028","0"
"2679","2679","3031001","29","132029","0"
"2680","2680","3031001","30","132030","0"
"2681","2681","3031001","31","132031","0"
"2682","2682","3031001","32","132032","0"
"2683","2683","3031001","33","132033","0"
"2684","2684","3031001","34","132034","0"
"2685","2685","3031001","35","132035","0"
"2686","2686","3031001","36","132036","0"
"2687","2687","3031001","37","132037","0"
"2688","2688","3031001","38","132038","0"
"2689","2689","3031001","39","132039","0"
"2690","2690","3031001","40","132040","0"
"2691","2691","3031001","41","132041","0"
"2692","2692","3031001","42","132042","0"
"2693","2693","3031001","43","132043","0"
"2694","2694","3031001","44","132044","0"
"2695","2695","3031001","45","132045","0"
"2696","2696","3031001","46","132046","0"
"2697","2697","3031001","47","132047","0"
"2698","2698","3031001","48","132048","0"
"2699","2699","3031001","49","132049","0"
"2700","2700","3031001","50","132050","0"
"2701","2701","3031001","51","132051","0"
"2702","2702","3031001","52","132052","0"
"2703","2703","3031001","53","132053","0"
"2704","2704","3031001","54","132054","0"
"2705","2705","3031001","55","132055","0"
"2706","2706","3031001","56","132056","0"
"2707","2707","3031001","57","132057","0"
"2708","2708","3031001","58","132058","0"
"2709","2709","3031001","59","132059","0"
"2710","2710","3031001","60","132060","0"
"2711","2711","3031001","61","132061","0"
"2712","2712","3031001","62","132062","0"
"2713","2713","3031001","63","132063","0"
"2714","2714","3031001","64","132064","0"
"2715","2715","3031001","65","132065","0"
"2716","2716","3031001","66","132066","0"
"2717","2717","3031001","67","132067","0"
"2718","2718","3031001","68","132068","0"
"2719","2719","3031001","69","132069","0"
"2720","2720","3031001","70","132070","0"
"2721","2721","3031001","71","132071","0"
"2722","2722","3031001","72","132072","0"
"2723","2723","3031001","73","132073","0"
"2724","2724","3031001","74","132074","0"
"2725","2725","3031001","75","132075","0"
"2726","2726","3031001","76","132076","0"
"2727","2727","3031001","77","132077","0"
"2728","2728","3031001","78","132078","0"
"2729","2729","3031001","79","132079","0"
"2730","2730","3031001","80","132080","0"
"2731","2731","3031001","81","132081","0"
"2732","2732","3031001","82","132082","0"
"2733","2733","3031001","83","132083","0"
"2734","2734","3031001","84","132084","0"
"2735","2735","3031001","85","132085","0"
"2736","2736","3031001","86","132086","0"
"2737","2737","3031001","87","132087","0"
"2738","2738","3031001","88","132088","0"
"2739","2739","3031001","89","132089","0"
"2740","2740","3031001","90","132090","0"
"2741","2741","3031001","91","132091","0"
"2742","2742","3031001","92","132092","0"
"2743","2743","3031001","93","132093","0"
"2744","2744","3031001","94","132094","0"
"2745","2745","3031001","95","132095","0"
"2746","2746","3031001","96","132096","0"
"2747","2747","3031001","97","132097","0"
"2748","2748","3031001","98","132098","0"
"2749","2749","3031001","99","132099","0"
"2750","2750","3031001","100","132100","0"
"2751","2751","3031001","101","132101","0"
"2752","2752","3031001","102","132102","0"
"2753","2753","3031001","103","132103","0"
"2754","2754","3031001","104","132104","0"
"2755","2755","3031001","105","132105","0"
"2756","2756","3031001","106","132106","0"
"2757","2757","3031001","107","132107","0"
"2758","2758","3031001","108","132108","0"
"2759","2759","3031001","109","132109","0"
"2760","2760","3031001","110","132110","0"
"2761","2761","3031001","111","132111","0"
"2762","2762","3031001","112","132112","0"
"2763","2763","3031001","113","132113","0"
"2764","2764","3031001","114","132114","0"
"2765","2765","3031001","115","132115","0"
"2766","2766","3031001","116","132116","0"
"2767","2767","3031001","117","132117","0"
"2768","2768","3031001","118","132118","0"
"2769","2769","3031001","119","132119","0"
"2770","2770","3031001","120","132120","0"
"2771","2771","3031001","121","132121","0"
"2772","2772","3031001","122","132122","0"
"2773","2773","3031001","123","132123","0"
"2774","2774","3031001","124","132124","0"
"2775","2775","3031001","125","132125","0"
"2776","2776","3031001","126","132126","0"
"2777","2777","3031001","127","132127","0"
"2778","2778","3031001","128","132128","0"
"2779","2779","3031001","129","132129","0"
"2780","2780","3031001","130","132130","0"
"2781","2781","3031001","131","132131","0"
"2782","2782","3031001","132","132132","0"
"2783","2783","3031001","133","132133","0"
"2784","2784","3031001","134","132134","0"
"2785","2785","3031001","135","132135","0"
"2786","2786","3031001","136","132136","0"
"2787","2787","3031001","137","132137","0"
"2788","2788","3031001","138","132138","0"
"2789","2789","3031001","139","132139","0"
"2790","2790","3031001","140","132140","0"
"2791","2791","3031001","141","132141","0"
"2792","2792","3031001","142","132142","0"
"2793","2793","3031001","143","132143","0"
"2794","2794","3031001","144","132144","0"
"2795","2795","3031001","145","132145","0"
"2796","2796","3032001","1","132146","0"
"2797","2797","3032001","2","132147","0"
"2798","2798","3032001","3","132148","0"
"2799","2799","3032001","4","132149","0"
"2800","2800","3032001","5","132150","0"
"2801","2801","3032001","6","132151","0"
"2802","2802","3032001","7","132152","0"
"2803","2803","3032001","8","132153","0"
"2804","2804","3032001","9","132154","0"
"2805","2805","3032001","10","132155","0"
"2806","2806","3032001","11","132156","0"
"2807","2807","3032001","12","132157","0"
"2808","2808","3032001","13","132158","0"
"2809","2809","3032001","14","132159","0"
"2810","2810","3032001","15","132160","0"
"2811","2811","3032001","16","132161","0"
"2812","2812","3032001","17","132162","0"
"2813","2813","3032001","18","132163","0"
"2814","2814","3032001","19","132164","0"
"2815","2815","3032001","20","132165","0"
"2816","2816","3032001","21","132166","0"
"2817","2817","3032001","22","132167","0"
"2818","2818","3032001","23","132168","0"
"2819","2819","3032001","24","132169","0"
"2820","2820","3032001","25","132170","0"
"2821","2821","3032001","26","132171","0"
"2822","2822","3032001","27","132172","0"
"2823","2823","3032001","28","132173","0"
"2824","2824","3032001","29","132174","0"
"2825","2825","3032001","30","132175","0"
"2826","2826","3032001","31","132176","0"
"2827","2827","3032001","32","132177","0"
"2828","2828","3032001","33","132178","0"
"2829","2829","3032001","34","132179","0"
"2830","2830","3032001","35","132180","0"
"2831","2831","3032001","36","132181","0"
"2832","2832","3032001","37","132182","0"
"2833","2833","3032001","38","132183","0"
"2834","2834","3032001","39","132184","0"
"2835","2835","3032001","40","132185","0"
"2836","2836","3032001","41","132186","0"
"2837","2837","3032001","42","132187","0"
"2838","2838","3032001","43","132188","0"
"2839","2839","3032001","44","132189","0"
"2840","2840","3032001","45","132190","0"
"2841","2841","3032001","46","132191","0"
"2842","2842","3032001","47","132192","0"
"2843","2843","3032001","48","132193","0"
"2844","2844","3032001","49","132194","0"
"2845","2845","3032001","50","132195","0"
"2846","2846","3032001","51","132196","0"
"2847","2847","3032001","52","132197","0"
"2848","2848","3032001","53","132198","0"
"2849","2849","3032001","54","132199","0"
"2850","2850","3032001","55","132200","0"
"2851","2851","3032001","56","132201","0"
"2852","2852","3032001","57","132202","0"
"2853","2853","3032001","58","132203","0"
"2854","2854","3032001","59","132204","0"
"2855","2855","3032001","60","132205","0"
"2856","2856","3032001","61","132206","0"
"2857","2857","3032001","62","132207","0"
"2858","2858","3032001","63","132208","0"
"2859","2859","3032001","64","132209","0"
"2860","2860","3032001","65","132210","0"
"2861","2861","3032001","66","132211","0"
"2862","2862","3032001","67","132212","0"
"2863","2863","3032001","68","132213","0"
"2864","2864","3032001","69","132214","0"
"2865","2865","3032001","70","132215","0"
"2866","2866","3032001","71","132216","0"
"2867","2867","3032001","72","132217","0"
"2868","2868","3032001","73","132218","0"
"2869","2869","3032001","74","132219","0"
"2870","2870","3032001","75","132220","0"
"2871","2871","3032001","76","132221","0"
"2872","2872","3032001","77","132222","0"
"2873","2873","3032001","78","132223","0"
"2874","2874","3032001","79","132224","0"
"2875","2875","3032001","80","132225","0"
"2876","2876","3032001","81","132226","0"
"2877","2877","3032001","82","132227","0"
"2878","2878","3032001","83","132228","0"
"2879","2879","3032001","84","132229","0"
"2880","2880","3032001","85","132230","0"
"2881","2881","3032001","86","132231","0"
"2882","2882","3032001","87","132232","0"
"2883","2883","3032001","88","132233","0"
"2884","2884","3032001","89","132234","0"
"2885","2885","3032001","90","132235","0"
"2886","2886","3032001","91","132236","0"
"2887","2887","3032001","92","132237","0"
"2888","2888","3032001","93","132238","0"
"2889","2889","3032001","94","132239","0"
"2890","2890","3032001","95","132240","0"
"2891","2891","3032001","96","132241","0"
"2892","2892","3032001","97","132242","0"
"2893","2893","3032001","98","132243","0"
"2894","2894","3032001","99","132244","0"
"2895","2895","3032001","100","132245","0"
"2896","2896","3032001","101","132246","0"
"2897","2897","3032001","102","132247","0"
"2898","2898","3032001","103","132248","0"
"2899","2899","3032001","104","132249","0"
"2900","2900","3032001","105","132250","0"
"2901","2901","3032001","106","132251","0"
"2902","2902","3032001","107","132252","0"
"2903","2903","3032001","108","132253","0"
"2904","2904","3032001","109","132254","0"
"2905","2905","3032001","110","132255","0"
"2906","2906","3032001","111","132256","0"
"2907","2907","3032001","112","132257","0"
