"Name","UniqueID","BloodSetID","BloodLevel","TrainingCost_Spirit","Blood1_Training_NeedUse01Id","Blood1_Training_NeedItem01Count","Blood1_Training_NeedUse02Id","Blood1_Training_NeedItem02Count","Blood2_Training_NeedUse01Id","Blood2_Training_NeedItem01Count","Blood2_Training_NeedUse02Id","Blood2_Training_NeedItem02Count","Blood3_Training_NeedUse01Id","Blood3_Training_NeedItem01Count","Blood3_Training_NeedUse02Id","Blood3_Training_NeedItem02Count","Blood4_Training_NeedUse01Id","Blood4_Training_NeedItem01Count","Blood4_Training_NeedUse02Id","Blood4_Training_NeedItem02Count","TrainingChanceSuccess","TrainingChanceFail","TrainingChanceCriticalFail","Blood1_AttributeType","Blood1_AttributeValue","Blood2_AttributeType","Blood2_AttributeValue","Blood3_AttributeType","Blood3_AttributeValue","Blood4_AttributeType","Blood4_AttributeValue","HardTraining_ForcePanelLevel"
"2001004","2001004","2001","4","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","22","18","40","20","24","24","26","24","1"
"2001005","2001005","2001","5","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","22","23","40","25","24","30","26","30","1"
"2001006","2001006","2001","6","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","22","27","40","30","24","36","26","36","2"
"2001007","2001007","2001","7","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","22","32","40","35","24","42","26","42","2"
"2001008","2001008","2001","8","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","22","36","40","40","24","48","26","48","2"
"2001009","2001009","2001","9","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","22","41","40","45","24","54","26","54","2"
"2001010","2001010","2001","10","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","22","45","40","50","24","60","26","60","2"
"2001011","2001011","2001","11","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","22","50","40","55","24","66","26","66","3"
"2001012","2001012","2001","12","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","22","54","40","60","24","72","26","72","3"
"2001013","2001013","2001","13","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","22","59","40","65","24","78","26","78","3"
"2001014","2001014","2001","14","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","22","63","40","70","24","84","26","84","3"
"2001015","2001015","2001","15","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","22","68","40","75","24","90","26","90","3"
"2001016","2001016","2001","16","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","22","72","40","80","24","96","26","96","4"
"2001017","2001017","2001","17","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","22","77","40","85","24","102","26","102","4"
"2001018","2001018","2001","18","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","22","81","40","90","24","108","26","108","4"
"2001019","2001019","2001","19","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","22","86","40","95","24","114","26","114","4"
"2001020","2001020","2001","20","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","22","90","40","100","24","120","26","120","4"
"2001021","2001021","2001","21","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","22","95","40","105","24","126","26","126","5"
"2001022","2001022","2001","22","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","22","99","40","110","24","132","26","132","5"
"2001023","2001023","2001","23","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","22","104","40","115","24","138","26","138","5"
"2001024","2001024","2001","24","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","22","108","40","120","24","144","26","144","5"
"2001025","2001025","2001","25","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","22","113","40","125","24","150","26","150","5"
"2001026","2001026","2001","26","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","22","117","40","130","24","156","26","156","6"
"2001027","2001027","2001","27","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","22","122","40","135","24","162","26","162","6"
"2001028","2001028","2001","28","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","22","126","40","140","24","168","26","168","6"
"2001029","2001029","2001","29","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","22","131","40","145","24","174","26","174","6"
"2001030","2001030","2001","30","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","22","135","40","150","24","180","26","180","6"
"2001031","2001031","2001","31","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","22","140","40","155","24","186","26","186","7"
"2001032","2001032","2001","32","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","22","144","40","160","24","192","26","192","7"
"2001033","2001033","2001","33","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","22","149","40","165","24","198","26","198","7"
"2001034","2001034","2001","34","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","22","153","40","170","24","204","26","204","7"
"2001035","2001035","2001","35","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","22","158","40","175","24","210","26","210","7"
"2001036","2001036","2001","36","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","162","40","180","24","216","26","216","8"
"2001037","2001037","2001","37","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","167","40","185","24","222","26","222","8"
"2001038","2001038","2001","38","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","171","40","190","24","228","26","228","8"
"2001039","2001039","2001","39","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","176","40","195","24","234","26","234","8"
"2001040","2001040","2001","40","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","180","40","200","24","240","26","240","8"
"2001041","2001041","2001","41","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","185","40","205","24","246","26","246","9"
"2001042","2001042","2001","42","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","189","40","210","24","252","26","252","9"
"2001043","2001043","2001","43","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","194","40","215","24","258","26","258","9"
"2001044","2001044","2001","44","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","198","40","220","24","264","26","264","9"
"2001045","2001045","2001","45","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","22","203","40","225","24","270","26","270","9"
"2001046","2001046","2001","46","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","22","207","40","230","24","276","26","276","10"
"2001047","2001047","2001","47","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","22","212","40","235","24","282","26","282","10"
"2001048","2001048","2001","48","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","22","216","40","240","24","288","26","288","10"
"2001049","2001049","2001","49","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","22","221","40","245","24","294","26","294","10"
"2001050","2001050","2001","50","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","22","225","40","250","24","300","26","300","10"
"2001051","2001051","2001","51","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","22","230","40","255","24","306","26","306","11"
"2001052","2001052","2001","52","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","22","234","40","260","24","312","26","312","11"
"2001053","2001053","2001","53","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","22","239","40","265","24","318","26","318","11"
"2001054","2001054","2001","54","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","22","243","40","270","24","324","26","324","11"
"2001055","2001055","2001","55","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","22","248","40","275","24","330","26","330","11"
"2001056","2001056","2001","56","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","22","252","40","280","24","336","26","336","12"
"2001057","2001057","2001","57","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","22","257","40","285","24","342","26","342","12"
"2001058","2001058","2001","58","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","22","261","40","290","24","348","26","348","12"
"2001059","2001059","2001","59","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","22","266","40","295","24","354","26","354","12"
"2001060","2001060","2001","60","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","22","270","40","300","24","360","26","360","12"
"2001061","2001061","2001","61","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","22","275","40","305","24","366","26","366","13"
"2001062","2001062","2001","62","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","22","279","40","310","24","372","26","372","13"
"2001063","2001063","2001","63","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","22","284","40","315","24","378","26","378","13"
"2001064","2001064","2001","64","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","22","288","40","320","24","384","26","384","13"
"2001065","2001065","2001","65","500000","517000105","3","501000050","8","517000205","3","501000050","8","517000305","3","501000050","8","517000405","3","501000050","8","10000","0","0","22","293","40","325","24","390","26","390","13"
"2001066","2001066","2001","66","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","22","297","40","330","24","396","26","396","14"
"2001067","2001067","2001","67","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","22","302","40","335","24","402","26","402","14"
"2001068","2001068","2001","68","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","22","306","40","340","24","408","26","408","14"
"2001069","2001069","2001","69","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","22","311","40","345","24","414","26","414","14"
"2001070","2001070","2001","70","600000","517000105","5","501000050","10","517000205","5","501000050","10","517000305","5","501000050","10","517000405","5","501000050","10","10000","0","0","22","315","40","350","24","420","26","420","14"
"2001071","2001071","2001","71","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","22","320","40","355","24","426","26","426","15"
"2001072","2001072","2001","72","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","22","324","40","360","24","432","26","432","15"
"2001073","2001073","2001","73","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","22","329","40","365","24","438","26","438","15"
"2001074","2001074","2001","74","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","22","333","40","370","24","444","26","444","15"
"2001075","2001075","2001","75","700000","517000105","7","501000050","12","517000205","7","501000050","12","517000305","7","501000050","12","517000405","7","501000050","12","10000","0","0","22","338","40","375","24","450","26","450","15"
"2001076","2001076","2001","76","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","22","342","40","380","24","456","26","456","16"
"2001077","2001077","2001","77","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","22","347","40","385","24","462","26","462","16"
"2001078","2001078","2001","78","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","22","351","40","390","24","468","26","468","16"
"2001079","2001079","2001","79","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","22","356","40","395","24","474","26","474","16"
"2001080","2001080","2001","80","800000","517000105","9","501000050","14","517000205","9","501000050","14","517000305","9","501000050","14","517000405","9","501000050","14","10000","0","0","22","360","40","400","24","480","26","480","16"
"2001081","2001081","2001","81","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","22","365","40","405","24","486","26","486","17"
"2001082","2001082","2001","82","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","22","369","40","410","24","492","26","492","17"
"2001083","2001083","2001","83","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","22","374","40","415","24","498","26","498","17"
"2001084","2001084","2001","84","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","22","378","40","420","24","504","26","504","17"
"2001085","2001085","2001","85","900000","517000105","12","501000050","17","517000205","12","501000050","17","517000305","12","501000050","17","517000405","12","501000050","17","10000","0","0","22","383","40","425","24","510","26","510","17"
"2001086","2001086","2001","86","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","22","387","40","430","24","516","26","516","18"
"2001087","2001087","2001","87","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","22","392","40","435","24","522","26","522","18"
"2001088","2001088","2001","88","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","22","396","40","440","24","528","26","528","18"
"2001089","2001089","2001","89","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","22","401","40","445","24","534","26","534","18"
"2001090","2001090","2001","90","1000000","517000105","15","501000050","20","517000205","15","501000050","20","517000305","15","501000050","20","517000405","15","501000050","20","10000","0","0","22","405","40","450","24","540","26","540","18"
"2001091","2001091","2001","91","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","22","410","40","455","24","546","26","546","19"
"2001092","2001092","2001","92","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","22","414","40","460","24","552","26","552","19"
"2001093","2001093","2001","93","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","22","419","40","465","24","558","26","558","19"
"2001094","2001094","2001","94","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","22","423","40","470","24","564","26","564","19"
"2001095","2001095","2001","95","1100000","517000105","18","501000050","23","517000205","18","501000050","23","517000305","18","501000050","23","517000405","18","501000050","23","10000","0","0","22","428","40","475","24","570","26","570","19"
"2001096","2001096","2001","96","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","22","432","40","480","24","576","26","576","20"
"2001097","2001097","2001","97","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","22","437","40","485","24","582","26","582","20"
"2001098","2001098","2001","98","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","22","441","40","490","24","588","26","588","20"
"2001099","2001099","2001","99","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","22","446","40","495","24","594","26","594","20"
"2001100","2001100","2001","100","1200000","517000105","21","501000050","26","517000205","21","501000050","26","517000305","21","501000050","26","517000405","21","501000050","26","10000","0","0","22","450","40","500","24","600","26","600","20"
"2002000","2002000","2002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","0","0","28","0","29","0","30","0","42","0","1"
"2002001","2002001","2002","1","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","28","4","29","4","30","8","42","8","1"
"2002002","2002002","2002","2","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","28","8","29","8","30","16","42","16","1"
"2002003","2002003","2002","3","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","28","12","29","12","30","24","42","24","1"
"2002004","2002004","2002","4","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","28","16","29","16","30","32","42","32","1"
"2002005","2002005","2002","5","100","517000101","1","0","0","517000201","1","0","0","517000301","1","0","0","517000401","1","0","0","10000","0","0","28","20","29","20","30","40","42","40","1"
"2002006","2002006","2002","6","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","28","24","29","24","30","48","42","48","2"
"2002007","2002007","2002","7","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","28","28","29","28","30","56","42","56","2"
"2002008","2002008","2002","8","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","28","32","29","32","30","64","42","64","2"
"2002009","2002009","2002","9","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","28","36","29","36","30","72","42","72","2"
"2002010","2002010","2002","10","200","517000102","1","0","0","517000202","1","0","0","517000302","1","0","0","517000402","1","0","0","10000","0","0","28","40","29","40","30","80","42","80","2"
"2002011","2002011","2002","11","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","28","44","29","44","30","88","42","88","3"
"2002012","2002012","2002","12","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","28","48","29","48","30","96","42","96","3"
"2002013","2002013","2002","13","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","28","52","29","52","30","104","42","104","3"
"2002014","2002014","2002","14","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","28","56","29","56","30","112","42","112","3"
"2002015","2002015","2002","15","500","517000102","4","0","0","517000202","4","0","0","517000302","4","0","0","517000402","4","0","0","10000","0","0","28","60","29","60","30","120","42","120","3"
"2002016","2002016","2002","16","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","28","64","29","64","30","128","42","128","4"
"2002017","2002017","2002","17","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","28","68","29","68","30","136","42","136","4"
"2002018","2002018","2002","18","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","28","72","29","72","30","144","42","144","4"
"2002019","2002019","2002","19","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","28","76","29","76","30","152","42","152","4"
"2002020","2002020","2002","20","1000","517000103","3","0","0","517000203","3","0","0","517000303","3","0","0","517000403","3","0","0","10000","0","0","28","80","29","80","30","160","42","160","4"
"2002021","2002021","2002","21","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","28","84","29","84","30","168","42","168","5"
"2002022","2002022","2002","22","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","28","88","29","88","30","176","42","176","5"
"2002023","2002023","2002","23","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","28","92","29","92","30","184","42","184","5"
"2002024","2002024","2002","24","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","28","96","29","96","30","192","42","192","5"
"2002025","2002025","2002","25","2000","517000103","6","0","0","517000203","6","0","0","517000303","6","0","0","517000403","6","0","0","10000","0","0","28","100","29","100","30","200","42","200","5"
"2002026","2002026","2002","26","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","28","104","29","104","30","208","42","208","6"
"2002027","2002027","2002","27","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","28","108","29","108","30","216","42","216","6"
"2002028","2002028","2002","28","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","28","112","29","112","30","224","42","224","6"
"2002029","2002029","2002","29","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","28","116","29","116","30","232","42","232","6"
"2002030","2002030","2002","30","2000","517000103","12","0","0","517000203","12","0","0","517000303","12","0","0","517000403","12","0","0","10000","0","0","28","120","29","120","30","240","42","240","6"
"2002031","2002031","2002","31","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","28","124","29","124","30","248","42","248","7"
"2002032","2002032","2002","32","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","28","128","29","128","30","256","42","256","7"
"2002033","2002033","2002","33","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","28","132","29","132","30","264","42","264","7"
"2002034","2002034","2002","34","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","28","136","29","136","30","272","42","272","7"
"2002035","2002035","2002","35","10000","517000104","6","0","0","517000204","6","0","0","517000304","6","0","0","517000404","6","0","0","10000","0","0","28","140","29","140","30","280","42","280","7"
"2002036","2002036","2002","36","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","144","29","144","30","288","42","288","8"
"2002037","2002037","2002","37","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","148","29","148","30","296","42","296","8"
"2002038","2002038","2002","38","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","152","29","152","30","304","42","304","8"
"2002039","2002039","2002","39","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","156","29","156","30","312","42","312","8"
"2002040","2002040","2002","40","50000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","160","29","160","30","320","42","320","8"
"2002041","2002041","2002","41","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","164","29","164","30","328","42","328","9"
"2002042","2002042","2002","42","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","168","29","168","30","336","42","336","9"
"2002043","2002043","2002","43","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","172","29","172","30","344","42","344","9"
"2002044","2002044","2002","44","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","176","29","176","30","352","42","352","9"
"2002045","2002045","2002","45","100000","517000104","9","0","0","517000204","9","0","0","517000304","9","0","0","517000404","9","0","0","10000","0","0","28","180","29","180","30","360","42","360","9"
"2002046","2002046","2002","46","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","184","29","184","30","368","42","368","10"
"2002047","2002047","2002","47","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","188","29","188","30","376","42","376","10"
"2002048","2002048","2002","48","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","192","29","192","30","384","42","384","10"
"2002049","2002049","2002","49","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","196","29","196","30","392","42","392","10"
"2002050","2002050","2002","50","200000","517000104","12","0","0","517000204","12","0","0","517000304","12","0","0","517000404","12","0","0","10000","0","0","28","200","29","200","30","400","42","400","10"
"2002051","2002051","2002","51","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","204","29","204","30","408","42","408","11"
"2002052","2002052","2002","52","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","208","29","208","30","416","42","416","11"
"2002053","2002053","2002","53","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","212","29","212","30","424","42","424","11"
"2002054","2002054","2002","54","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","216","29","216","30","432","42","432","11"
"2002055","2002055","2002","55","300000","517000104","20","501000050","4","517000204","20","501000050","4","517000304","20","501000050","4","517000404","20","501000050","4","10000","0","0","28","220","29","220","30","440","42","440","11"
"2002056","2002056","2002","56","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","224","29","224","30","448","42","448","12"
"2002057","2002057","2002","57","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","228","29","228","30","456","42","456","12"
"2002058","2002058","2002","58","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","232","29","232","30","464","42","464","12"
"2002059","2002059","2002","59","400000","517000104","24","501000050","6","517000204","24","501000050","6","517000304","24","501000050","6","517000404","24","501000050","6","10000","0","0","28","236","29","236","30","472","42","472","12"
