"Name","QuestId","Script"
"103009300","103009300","NPCSHOW 1020 (6950,1570,60,-20)"
"103009350","103009350","NPCSHOW 1020 (5450,2800,62,-30)"
"103009400","103009400","NPCSHOW 1020 (5450,2800,62,-30)"
"103009500","103009500","0"
"103009530","103009530","NPCSHOW 1002 (810,-4130,60,110)/NPCSHOW 1020 (880,1020,60,45)/NPCSHOW 20103 (650,-4310,60,110)"
"103009550","103009550","NPCSHOW 1002 (810,-4130,60,110)/NPCSHOW 1020 (320,-3790,60,-50)/NPCSHOW 20103 (650,-4310,60,110)"
"103001600","103001600","0"
"103001700","103001700","0"
"103001800","103001800","NPCSHOW 1016 (-3210,3320,330,-80)/NPCSHOW 1017 (-3700,-1650,240,-110)/NPCSHOW 1019 (-3700,-1650,240,-110)"
"103001950","103001950","0"
"103002100","103002100","0"
"103009600","103009600","0"
"103009700","103009700","0"
"103009750","103009750","0"
"103009800","103009800","NPCSHOW 1002 (-83,21,336,-90)/NPCSHOW 1020 (-825,3305,400,-60)/NPCSHOW 20103 (-445,3410,400,-60)"
"103002000","103002000","0"
"103002050","103002050","0"
"103002060","103002060","0"
"103005070","103005070","0"
"103005100","103005100","0"
"103005110","103005110","NPCSHOW 1014 (-21346,18693,858,174)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005150","103005150","NPCSHOW 1014 (-21346,18693,858,174)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005200","103005200","NPCSHOW 1014 (-21346,18693,858,174)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005250","103005250","NPCSHOW 1014 (-18555,23418,772,29)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005300","103005300","NPCSHOW 1014 (-8492,26877,769,-166)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005310","103005310","NPCSHOW 1014 (-8492,26877,769,-166)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005350","103005350","NPCSHOW 1014 (-2760,23765,-902,0)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005370","103005370","NPCSHOW 1014 (11843,22232,223,2)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 10283 (12270,22008,263,25)"
"103005400","103005400","NPCSHOW 1014 (16868,15967,1240,-70)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 10283 (16427,15717,1241,-68)"
"103005450","103005450","NPCSHOW 1014 (19426,3001,1244,11)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 10283 (19843,3105,1246,-157)"
"103005500","103005500","NPCSHOW 1014 (19426,3001,1244,11)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 10283 (19843,3105,1246,-157)"
"103005550","103005550","NPCSHOW 1014 (14098,-16267,1764,-139)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005600","103005600","NPCSHOW 1014 (4672,-19250,1651,24)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005620","103005620","NPCSHOW 1014 (4672,-19250,1651,24)/NPCSHOW 1019 (-21642,18642,844,64)"
"103005650","103005650","NPCSHOW 1014 (4672,-19250,1651,24)/NPCSHOW 1015 (967,-20282,1158,85)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103005700","103005700","NPCSHOW 1014 (1640,-19904,1249,-149)/NPCSHOW 1015 (967,-20282,1158,85)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103005750","103005750","NPCSHOW 1014 (-12043,-25026,454,2)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103005780","103005780","NPCSHOW 1014 (-12043,-25026,454,2)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103005800","103005800","NPCSHOW 1014 (-6507,-6881,819,89)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103005850","103005850","NPCSHOW 1014 (-6507,-6881,819,89)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103005900","103005900","NPCSHOW 1014 (1132,-7176,-482,-94)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103005950","103005950","NPCSHOW 1014 (-21293,18969,838,-135)/NPCSHOW 1019 (-21642,18642,844,64)/NPCSHOW 51089 (967,-20061,1158,29)"
"103004700","103004700","0"
"103004800","103004800","0"
"104103000","104103000","0"
"104103100","104103100","NPCSHOW 1010 (-677,-3277,1946,0)"
"103009810","103009810","0"
"104100100","104100100","0"
"104100200","104100200","NPCSHOW 1002 (-1040,-180,195,81)/NPCSHOW 1020 (-800,1065,195,-115)/NPCSHOW 20102 (-730,740,195,99)"
"104100300","104100300","NPCSHOW 1002 (-1040,-180,195,81)/NPCSHOW 1020 (1250,200,190,160)/NPCSHOW 20102 (-730,740,195,-130)"
"104100400","104100400","NPCSHOW 1002 (-1040,-180,195,81)/NPCSHOW 1020 (1250,200,190,160)/NPCSHOW 20102 (-730,740,195,-130)"
"104100500","104100500","0"
"104100700","104100700","NPCSHOW 1020 (-1895,-4845,780,-71)/NPCSHOW 40157 (5766,-3441,294,170)"
"104100750","104100750","NPCSHOW 1020 (-90,-3135,790,-110)/NPCSHOW 40157 (5766,-3441,294,170)"
"104100770","104100770","NPCSHOW 1020 (-90,-3135,790,-110)/NPCSHOW 40157 (5766,-3441,294,170)"
"104100800","104100800","NPCSHOW 1020 (-3110,-1990,170,-140)/NPCSHOW 40157 (5766,-3441,294,170)"
"104100900","104100900","NPCSHOW 40157 (5766,-3441,294,170)"
"104101000","104101000","NPCSHOW 40157 (5766,-3441,294,170)"
"104101100","104101100","NPCSHOW 1020 (2919,-2128,285,136)/NPCSHOW 40157 (5766,-3441,294,170)"
"104101200","104101200","NPCSHOW 1020 (2919,-2128,285,-53)/NPCSHOW 40157 (5766,-3441,294,170)"
"104101250","104101250","NPCSHOW 1020 (2919,-2128,285,-53)/NPCSHOW 40157 (5766,-3441,294,170)"
"104101300","104101300","NPCSHOW 1020 (-2461,2060,443,92)/NPCSHOW 40157 (5766,-3441,294,170)"
"104101400","104101400","NPCSHOW 1020 (949,4335,236,21)/NPCSHOW 40157 (5766,-3441,294,170)"
"104101500","104101500","NPCSHOW 1020 (949,4335,236,21)/NPCSHOW 40157 (5766,-3441,294,170)"
"104103500","104103500","0"
"104103700","104103700","NPCSHOW 1020 (4722,873,2063,85)"
"104103800","104103800","NPCSHOW 1020 (4722,873,2063,85)"
"104103900","104103900","0"
"104104200","104104200","NPCSHOW 1020 (-3120,1850,2530,95)/NPCSHOW 20221 (-2850,2065,2525,-8)"
"104104300","104104300","NPCSHOW 20221 (-2850,2065,2525,-8)"
"104104600","104104600","NPCSHOW 10282 (-2850,2065,2525,-175)"
"104104700","104104700","0"
"104104750","104104750","0"
"104104800","104104800","NPCSHOW 10282 (-4350,-6630,910,-99)"
"104104900","104104900","NPCSHOW 10282 (-4350,-6630,910,-99)"
"104110850","104110850","0"
"104200100","104200100","0"
"104200150","104200150","NPCSHOW 1003 (-2650,-9925,880,-140)"
"104200200","104200200","NPCSHOW 1003 (-2650,-9925,880,-140)"
"104200300","104200300","0"
"104200400","104200400","NPCSHOW 1003 (-2650,-9925,880,-140)"
"104200500","104200500","NPCSHOW 1003 (-4629,-13132,855,-168)/NPCSHOW 40177 (-5014,-13426,744,76)"
"104200550","104200550","NPCSHOW 1003 (-5477,-12813,855,-64)/NPCSHOW 1020 (4649,-12504,730,66)/NPCSHOW 1027 (4728,-12375,730,-142)/NPCSHOW 40177 (-5014,-13426,744,76)/NPCSHOW 401771 (-5490,-13308,859,74)"
"104200600","104200600","NPCSHOW 1003 (-5477,-12813,855,-64)/NPCSHOW 1020 (4649,-12504,730,66)/NPCSHOW 1027 (4728,-12375,730,-142)/NPCSHOW 40177 (-5014,-13426,744,76)/NPCSHOW 401771 (-5490,-13308,859,74)"
"104200700","104200700","NPCSHOW 1020 (4650,-12504,730,143)/NPCSHOW 1027 (4728,-12375,730,158)/NPCSHOW 40177 (-5014,-13426,744,76)/NPCSHOW 401771 (-5490,-13308,859,74)"
"104200800","104200800","NPCSHOW 1002 (10048,-5754,1420,157)/NPCSHOW 1020 (4650,-12504,730,143)/NPCSHOW 1027 (4728,-12375,730,158)/NPCSHOW 2010 (10140,-5643,1430,170)/NPCSHOW 40177 (-5014,-13426,744,76)/NPCSHOW 401771 (-5490,-13308,859,74)"
"104200850","104200850","NPCSHOW 1002 (10048,-5754,1420,157)/NPCSHOW 2010 (10140,-5643,1430,170)/NPCSHOW 40177 (-5014,-13426,744,76)/NPCSHOW 401771 (-5490,-13308,859,74)"
"104200900","104200900","NPCSHOW 1002 (10048,-5754,1420,157)/NPCSHOW 2010 (10140,-5643,1430,170)/NPCSHOW 40177 (-5014,-13426,744,76)/NPCSHOW 401771 (-5490,-13308,859,74)"
"104201000","104201000","NPCSHOW 1002 (9559,-5797,1420,122)/NPCSHOW 2010 (10140,-5643,1430,170)/NPCSHOW 40177 (-5014,-13426,744,76)/NPCSHOW 401771 (-5490,-13308,859,74)"
"104101550","104101550","0"
"104101600","104101600","NPCSHOW 1020 (-6743,-15057,413,89)"
"104101650","104101650","NPCSHOW 1020 (-6743,-15057,413,89)/NPCSHOW 40172 (-6025,7880,300,90)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)/NPCSHOW 40192 (-6125,-7840,430,89)"
"104101700","104101700","NPCSHOW 40172 (-6025,7880,300,90)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)/NPCSHOW 40192 (-6125,-7840,430,89)"
"104101800","104101800","NPCSHOW 1020 (-6211,-9743,416,91)/NPCSHOW 40172 (-6025,7880,300,90)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104101900","104101900","NPCSHOW 1020 (-6184,1556,396,72)/NPCSHOW 40172 (-6025,7880,300,90)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102000","104102000","NPCSHOW 1020 (-6184,1556,396,72)/NPCSHOW 40172 (-6025,7880,300,90)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102100","104102100","NPCSHOW 1020 (-16152,1519,217,-165)/NPCSHOW 40172 (-6025,7880,300,90)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102200","104102200","NPCSHOW 1020 (-16857,3459,232,107)/NPCSHOW 40172 (-6025,7880,300,90)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102250","104102250","NPCSHOW 1020 (-16857,3459,232,107)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102300","104102300","NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102400","104102400","NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102405","104102405","NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102410","104102410","NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102500","104102500","NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102550","104102550","NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40174 (-1475,6025,300,50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102600","104102600","NPCSHOW 1020 (-6104,5464,392,87)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102700","104102700","NPCSHOW 1020 (-16752,1384,232,-161)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104102800","104102800","NPCSHOW 1002 (-16437,1773,232,-152)/NPCSHOW 1004 (-16317,1903,232,-152)/NPCSHOW 1020 (-16752,1384,232,58)/NPCSHOW 40173 (-10735,6290,300,-50)/NPCSHOW 40175 (-15,1495,280,0)/NPCSHOW 40176 (-1675,-2975,310,-50)"
"104103400","104103400","0"
"104201700","104201700","0"
"104201800","104201800","NPCSHOW 2031 (-2247,1994,375,-154)"
"104201850","104201850","0"
"104207300","104207300","0"
"104207500","104207500","0"
"104207600","104207600","0"
"104207700","104207700","NPCSHOW 1014 (-8424,-6544,160,-105)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104207750","104207750","NPCSHOW 1014 (-8424,-6544,160,-105)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104207800","104207800","NPCSHOW 1014 (-8424,-6544,160,-105)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104207900","104207900","NPCSHOW 1014 (-8424,-6544,160,-105)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208200","104208200","NPCSHOW 1014 (-5525,-915,1475,72)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208250","104208250","NPCSHOW 1014 (-5525,-915,1475,72)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208400","104208400","NPCSHOW 1014 (-5525,-915,1475,72)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208500","104208500","NPCSHOW 1014 (-5525,-915,1475,72)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208600","104208600","NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208700","104208700","NPCSHOW 4001 (-8424,-6544,160,-105)/NPCSHOW 10242 (-253,9483,196,-26)"
"104208750","104208750","NPCSHOW 1024 (-253,9483,196,-26)/NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208780","104208780","NPCSHOW 4001 (-8424,-6544,160,-105)"
"104208800","104208800","NPCSHOW 4001 (-8424,-6544,160,-105)/NPCSHOW 50411 (-2866,6635,631,140)"
"104205400","104205400","0"
"104205650","104205650","0"
"104205700","104205700","NPCSHOW 1019 (100,-8895,695,40)/NPCSHOW 40072 (-8650,-6145,630,-77)"
"104205800","104205800","NPCSHOW 1019 (100,-8895,695,40)/NPCSHOW 40072 (-8650,-6145,630,-77)"
"104205900","104205900","NPCSHOW 1019 (100,-8895,695,143)/NPCSHOW 40072 (-8650,-6145,630,-77)"
"104206000","104206000","NPCSHOW 1019 (-7739,-7248,634,-1)/NPCSHOW 40072 (-8650,-6145,630,-77)"
"104206100","104206100","NPCSHOW 4004 (-8070,-6410,650,160)/NPCSHOW 40028 (-9615,-7007,955,-94)/NPCSHOW 40072 (-8650,-6145,630,-77)"
"104207000","104207000","NPCSHOW 4004 (-8070,-6410,650,160)/NPCSHOW 5040 (8008,12383,1105,-120)/NPCSHOW 40028 (-9615,-7007,955,-94)/NPCSHOW 40072 (-8650,-6145,630,-77)"
"104105000","104105000","0"
"104105100","104105100","NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104105300","104105300","NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104105400","104105400","NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104105500","104105500","NPCSHOW 1003 (-1430,725,1733,128)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104105700","104105700","NPCSHOW 1003 (6735,1941,2325,20)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)/NPCSHOW 50298 (1173,2647,1760,-107)"
"104105800","104105800","NPCSHOW 1003 (6735,1941,2325,20)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)/NPCSHOW 50298 (1173,2647,1760,-107)"
"104106200","104106200","NPCSHOW 1003 (1088,2337,1760,72)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)/NPCSHOW 50298 (1173,2647,1760,-107)"
"104106300","104106300","NPCSHOW 1003 (181,1379,1740,123)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104106400","104106400","NPCSHOW 1003 (-7497,3806,1665,154)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104106500","104106500","NPCSHOW 1003 (-4723,-5091,985,-100)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104106505","104106505","NPCSHOW 1003 (-4723,-5091,985,-100)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 40029 (-5051,-5931,1044,171)"
"104106510","104106510","NPCSHOW 1003 (-8455,-9100,1100,139)/NPCSHOW 4034 (-4905,-6295,2155,89)"
"104106600","104106600","NPCSHOW 1003 (-8455,-9100,1100,139)/NPCSHOW 4034 (-4905,-6295,2155,89)"
"104106800","104106800","NPCSHOW 1003 (-10860,-6340,1070,60)/NPCSHOW 1010 (-10745,-6040,1055,-70)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 5040 (-10410,-6250,1055,-172)"
"104107100","104107100","NPCSHOW 1003 (-10860,-6340,1070,10)/NPCSHOW 1010 (-10745,-6040,1020,-69)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 5040 (-10410,-6250,1055,179)"
"104107350","104107350","NPCSHOW 1003 (-10860,-6340,1070,10)/NPCSHOW 1010 (-10745,-6040,1020,-69)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 5040 (-10410,-6250,1055,179)"
"104107400","104107400","NPCSHOW 1003 (-4728,-5258,989,-104)/NPCSHOW 1010 (-10745,-6040,1020,-69)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 5040 (-10410,-6250,1055,-111)"
"104107500","104107500","NPCSHOW 1003 (-4728,-5258,989,-104)/NPCSHOW 1010 (-10745,-6040,1020,-69)/NPCSHOW 4034 (-4905,-6295,2155,89)/NPCSHOW 5040 (-10410,-6250,1055,-111)"
"104107600","104107600","0"
"104107900","104107900","0"
"104108000","104108000","0"
"104108100","104108100","0"
"104108110","104108110","0"
"104108200","104108200","NPCSHOW 1003 (-2455,-9865,1235,-143)"
"104108300","104108300","0"
"104108400","104108400","NPCSHOW 1003 (785,-3420,725,-69)/NPCSHOW 1013 (945,-3670,690,140)/NPCSHOW 1027 (775,-3765,690,89)"
"104108500","104108500","NPCSHOW 1003 (8510,265,1265,-79)"
"104108600","104108600","NPCSHOW 1003 (8510,265,1265,-79)/NPCSHOW 1013 (8640,25,1275,-172)/NPCSHOW 1027 (8445,-20,1260,8)"
"104108700","104108700","NPCSHOW 1003 (8355,145,1290,-9)/NPCSHOW 1013 (8640,25,1275,126)"
"104109100","104109100","NPCSHOW 1003 (8355,145,1290,-9)/NPCSHOW 1013 (8640,25,1275,126)"
"104109200","104109200","NPCSHOW 1003 (8355,145,1290,-9)/NPCSHOW 1013 (8640,25,1275,126)"
"104109400","104109400","NPCSHOW 1003 (8355,145,1290,-9)/NPCSHOW 1013 (8640,25,1275,126)"
"104109500","104109500","NPCSHOW 1003 (8355,145,1290,-9)/NPCSHOW 1013 (3382,-3674,283,-110)"
"104109700","104109700","NPCSHOW 1003 (6545,-11730,385,69)/NPCSHOW 1013 (3382,-3674,283,-110)"
"104109800","104109800","NPCSHOW 1003 (6545,-11730,385,69)"
"104110600","104110600","0"
"104110700","104110700","0"
"104110800","104110800","NPCSHOW 1003 (7405,-9900,205,-111)"
"104109900","104109900","0"
"104110100","104110100","NPCSHOW 1003 (330,-340,-80,-79)"
"104110300","104110300","NPCSHOW 1003 (405,-3860,195,-110)"
"104202300","104202300","0"
"104202700","104202700","0"
"104202800","104202800","NPCSHOW 1020 (-10595,2490,575,19)/NPCSHOW 1026 (-10415,2490,555,119)"
"104202900","104202900","NPCSHOW 1020 (-10595,2490,575,19)/NPCSHOW 1026 (-10415,2490,555,119)"
"104203000","104203000","NPCSHOW 1020 (-10595,2490,575,19)/NPCSHOW 1026 (-10415,2490,555,119)/NPCSHOW 50372 (-4607,236,1196,-178)/NPCSHOW 50373 (-4607,753,1198,-177)"
"104203050","104203050","NPCSHOW 1020 (-6905,210,508,20)/NPCSHOW 1026 (-6765,390,508,0)/NPCSHOW 50372 (-4607,236,1196,-178)/NPCSHOW 50373 (-4607,753,1198,-177)"
"104203100","104203100","NPCSHOW 1020 (-1433,-6266,2206,155)/NPCSHOW 1026 (-1546,-6437,2197,124)/NPCSHOW 50372 (-4607,236,1196,-178)/NPCSHOW 50373 (-4607,753,1198,-177)"
"104203700","104203700","NPCSHOW 1026 (-1546,-6437,2197,124)/NPCSHOW 50372 (-4607,236,1196,-178)/NPCSHOW 50373 (-4607,753,1198,-177)"
"104203750","104203750","NPCSHOW 1010 (1374,-7360,3846,100)/NPCSHOW 1026 (-1546,-6437,2197,124)/NPCSHOW 50372 (-4607,236,1196,-178)/NPCSHOW 50373 (-4607,753,1198,-177)"
"104203800","104203800","NPCSHOW 1010 (1374,-7360,3846,100)/NPCSHOW 1026 (-1546,-6437,2197,124)/NPCSHOW 50372 (-4607,236,1196,-178)/NPCSHOW 50373 (-4607,753,1198,-177)"
"104203900","104203900","NPCSHOW 1010 (2065,-2635,2758,-109)"
"104204000","104204000","NPCSHOW 1010 (2065,-2635,2758,-109)"
"104204100","104204100","NPCSHOW 1010 (2065,-2635,2758,-109)"
"104204200","104204200","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 1010 (2065,-2635,2750,165)/NPCSHOW 1020 (3923,4847,2750,33)/NPCSHOW 1026 (4360,5040,2750,-154)/NPCSHOW 2009 (4024,5205,2810,-169)"
"104204300","104204300","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 1020 (3923,4847,2750,33)/NPCSHOW 1026 (4360,5040,2750,-154)/NPCSHOW 2009 (4024,5205,2810,-169)"
"104204400","104204400","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 2009 (4024,5205,2810,-169)"
"104204650","104204650","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 30072 (1287,2451,2774,-157)"
"104204700","104204700","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 30072 (1287,2451,2774,-157)"
"104204800","104204800","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 30072 (1287,2451,2774,-53)"
"104204820","104204820","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 30072 (1287,2451,2774,-53)"
"104204830","104204830","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 30072 (1287,2451,2774,-53)"
"104204850","104204850","NPCSHOW 1002 (4272,5165,2750,-107)/NPCSHOW 1003 (3916,5006,2755,-18)/NPCSHOW 1026 (-735,4410,1546,107)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 5112 (-1055,4788,1552,-10)/NPCSHOW 30072 (1287,2451,2774,-53)/NPCSHOW 37011 (-1036,4597,1552,18)/NPCSHOW 51121 (-808,4917,1552,-51)"
"104205000","104205000","NPCSHOW 1003 (3916,5006,2755,-63)/NPCSHOW 1026 (50,4780,1640,-141)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 2029 (4272,5165,2750,-107)/NPCSHOW 30072 (1287,2451,2774,-53)"
"104205100","104205100","NPCSHOW 1003 (3916,5006,2755,-63)/NPCSHOW 1026 (4146,4847,2750,83)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 2029 (4272,5165,2750,-107)/NPCSHOW 30072 (1287,2451,2774,-53)"
"104205250","104205250","NPCSHOW 1003 (3916,5006,2755,-63)/NPCSHOW 1010 (5095,-8185,4694,89)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 2029 (4272,5165,2750,-107)"
"104205300","104205300","NPCSHOW 1003 (6175,-3435,4694,-120)/NPCSHOW 1010 (5095,-8185,4694,89)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 2029 (4272,5165,2750,-107)"
"104208850","104208850","0"
"104209000","104209000","NPCSHOW 1003 (3916,5006,2755,-63)/NPCSHOW 1026 (4360,5040,2750,-154)/NPCSHOW 2009 (4024,5205,2810,-169)/NPCSHOW 2029 (4272,5165,2750,-107)"
"105100100","105100100","0"
"105100200","105100200","0"
"104202000","104202000","0"
"104202400","104202400","0"
"104202450","104202450","0"
"104202500","104202500","NPCSHOW 1002 (-766,-8448,200,55)/NPCSHOW 1020 (-284,-8669,200,100)/NPCSHOW 20104 (-452,-8714,200,54)"
"104202600","104202600","NPCSHOW 1002 (-766,-8448,200,55)/NPCSHOW 1003 (-856,-8317,200,23)/NPCSHOW 20104 (-452,-8714,200,54)"
"105100300","105100300","0"
"105100350","105100350","NPCSHOW 1002 (6000,-13340,210,-135)/NPCSHOW 1003 (5814,-13643,200,195)/NPCSHOW 1026 (6287,-12606,200,-126)/NPCSHOW 2003 (6250,-13520,200,-157)"
"105100400","105100400","NPCSHOW 1002 (6000,-13340,210,-135)/NPCSHOW 1003 (5814,-13643,200,195)/NPCSHOW 1026 (6287,-12606,200,-126)/NPCSHOW 2003 (6250,-13520,200,-157)"
"105100800","105100800","NPCSHOW 1002 (6000,-13340,210,-135)/NPCSHOW 1003 (5814,-13643,200,195)/NPCSHOW 1026 (5250,-13340,200,-73)/NPCSHOW 2003 (6250,-13520,200,-157)"
"105100860","105100860","0"
"105100900","105100900","0"
"105101000","105101000","0"
